('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload675f1c62-8382-4fc0-903b-1feaa35ddf6a.jpg.296x216.jpg', '盛润锦绣城 温馨小三房 业主诚意卖 有钥匙随时看满五', '盛润锦绣城  ', '高楼层(共34层)板塔结合  -  五一公园', '175万', '单价20262元/平米')
('https://image1.ljcdn.com/410100-inspection/a0f00e85-da5f-4fc5-b291-ee64b1b6dbc9.jpg.296x216.jpg', '南北通透 双气 多层三楼 一梯两户 满五不唯一', '卧龙花园小区  ', '中楼层(共7层)暂无数据  -  儿童公园', '155万', '单价11088元/平米')
('https://image1.ljcdn.com/410100-inspection/ce39aaa2-cfdf-47a0-95d6-9a4cbd7a115f.jpg.296x216.jpg', '岗坡路4号院 中，原核，心区域   现房 万达锦艺商圈', '岗坡路4号院  ', '中楼层(共6层)暂无数据  -  汽车西站', '83万', '单价10713元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5180590b-abd2-41f1-94ce-59cf5ea4dd9c.png.296x216.jpg', '锦艺.国际华都（三期）月星家居广场 全南三房 精装修', '锦艺·国际华都（三期）月星家居广场  ', '中楼层(共26层)塔楼  -  热电厂', '160万', '单价19142元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload16e08837-5b4f-4d93-a5ed-c8d82ac5c74a.jpg.296x216.jpg', '湖光新苑两室两厅西南户采光好楼层好', '湖光新苑  ', '中楼层(共11层)板塔结合  -  西流湖', '130万', '单价14566元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload1caaf95f-f822-471d-91ac-4cd40f0bddfc.jpg.296x216.jpg', '房子年代新，配套设施齐全，看房方便，诚心出售', '乾宏领秀  ', '高楼层(共15层)板楼  -  帝湖', '153万', '单价16631元/平米')
('https://image1.ljcdn.com/410100-inspection/fb835d9f-9739-40bc-acae-731cf0d9fe85.jpg.296x216.jpg', '凯田12年品质社区，南北通透3房，双气，大客厅', '凯田花园  ', '中楼层(共25层)板楼  -  儿童公园', '190万', '单价16522元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadfedbaae1-f555-40a1-9835-dd4b54d184bb.jpg.296x216.jpg', '豫花园小区 小三房 中等楼层 精装修 双气 朝南', '豫花园  ', '中楼层(共6层)板楼  -  交警二大队', '136万', '单价14235元/平米')
('https://image1.ljcdn.com/410100-inspection/dcb3b2ff-bbcb-4d5d-a5c2-b2362a1c95a7.jpg.296x216.jpg', '桐柏路新世纪小区南院大两房，南北通透，满五年，', '新世纪小区  ', '中楼层(共6层)板楼  -  五龙口', '128万', '单价12930元/平米')
('https://image1.ljcdn.com/410100-inspection/ef861e73-b264-45ac-8a2c-2f16839dd9ba.jpg.296x216.jpg', '鹏飞花园南北通透3房。满五唯一，装壁挂炉。', '鹏飞花园  ', '高楼层(共16层)板楼  -  郑州一中', '135万', '单价14946元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload549535a6-29e5-433e-89a3-313e30c07902.jpg.296x216.jpg', '金京花苑多层复式送大阁楼送电动车车位', '金京花苑  ', '高楼层(共7层)暂无数据  -  电力新村', '128万', '单价14900元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload47c76767-4a75-41b1-add0-077260268d78.jpg.296x216.jpg', '宏蕊花园毛坯双气 通透带阳台 好楼配好君 好花配好主', '宏蕊花园  ', '高楼层(共6层)暂无数据  -  五龙口', '196万', '单价14101元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadb39e4658-046d-4e49-9f4b-59d4fd20def9.jpg.296x216.jpg', '秦岭路 六厂北院 南北通透两房 低楼层 公摊小区', '冉屯北路6-9号  ', '低楼层(共6层)板楼  -  五龙口', '93万', '单价12989元/平米')
('https://image1.ljcdn.com/410100-inspection/8a5bd45e-b57d-4b43-89e7-f6835f1e1821.jpg.296x216.jpg', '满五唯一 南北通透 采光好 多层 空间大 交通便利', '湖光苑  ', '高楼层(共6层)板楼  -  西流湖', '195万', '单价8754元/平米')
('https://image1.ljcdn.com/410100-inspection/a9f048ca-9938-44bf-ad1a-be8826e7c25d.jpg.296x216.jpg', '南北通透双气两房 一楼 可按揭 满五唯一 双林园林社区', '银榕花园  ', '低楼层(共7层)板楼  -  五龙口', '106万', '单价13562元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadd3d23f62-0355-4112-8625-a876d8fafb64.jpg.296x216.jpg', '西湖春天，5室，大复式送30平露台，满五唯一，无贷款', '西湖春天  ', '高楼层(共7层)板楼  -  五龙口', '205万', '单价11517元/平米')
('https://image1.ljcdn.com/410100-inspection/4392fc39-f480-4f86-a993-e609ed9330b3.jpg.296x216.jpg', '华山路 汝河路 双气精装修6房  6、7楼复式 上73中', '启福花园  ', '高楼层(共6层)板楼  -  儿童公园', '280万', '单价13424元/平米')
('https://image1.ljcdn.com/410100-inspection/63c68419-d8a1-487f-9680-37109e44b640.jpg.296x216.jpg', '锦艺国际华都博郡锦艺商圈，3期年代新，送车位小高层', '锦艺国际华都博郡  ', '高楼层(共11层)塔楼  -  热电厂', '285万', '单价24153元/平米')
('https://image1.ljcdn.com/410100-inspection/7c079dac-3f03-4110-9e06-7769ccb39166.jpg.296x216.jpg', '中原新城王.府一号  楼层好，全明户型，精装修四房。', '中原新城王府东院  ', '低楼层(共34层)板楼  -  郑州一中', '268万', '单价18166元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadb4ed0c6d-f0fc-469b-8a08-79ad98568db7.jpg.296x216.jpg', '地铁5号线 桐柏路航海路 万福花园 电梯小高层', '万福花园  ', '中楼层(共19层)暂无数据  -  儿童公园', '155万', '单价11971元/平米')
('https://image1.ljcdn.com/410100-inspection/79b0418d-6572-4cf5-965e-f01d77b9d9ac.jpg.296x216.jpg', '房子满五唯一省税5.6万 赠送面积多可做小三居 诚售', '商业大厦家属院  ', '低楼层(共7层)暂无数据  -  五一公园', '85万', '单价13542元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload4e3ef421-bd78-4aa6-978c-44eeb5da5f97.jpg.296x216.jpg', '颖河路58号 刚需小三室，均价低、总价低，1993年房子', '颖河路52-58号  ', '高楼层(共6层)暂无数据  -  郑州一中', '85万', '单价11109元/平米')
('https://image1.ljcdn.com/410100-inspection/1fdd8224-e2d1-4f65-b80c-a5c53331e620.jpg.296x216.jpg', '保利百合，精装修，南北通透小三房，业主诚售', '保利百合  ', '高楼层(共34层)板楼  -  热电厂', '165万', '单价18750元/平米')
('https://image1.ljcdn.com/410100-inspection/bd46bad0-a424-4983-8c26-5b119628b041.jpg.296x216.jpg', '73中 学 区 房 年代新 小高层 实用性3房 通透 诚售！', '启福中原  ', '中楼层(共11层)板楼  -  儿童公园', '140万', '单价14676元/平米')
('https://image1.ljcdn.com/410100-inspection/4f44feee-02ec-4e30-a0b3-c579fc359555.jpg.296x216.jpg', '双气桐柏路西十里铺 育红旁 火电二公司3室1厅66万', '西十里铺社区  ', '高楼层(共6层)暂无数据  -  月季公园', '66万', '单价8544元/平米')
('https://image1.ljcdn.com/410100-inspection/test-3fd9a108-4463-4bc0-92db-dadcccda1ed4.png.296x216.jpg', '70年产权  婚房装修小复式 全明户型 业主诚心出售', '晶华城西区  ', '高楼层(共18层)塔楼  -  五龙口', '107万', '单价20459元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload5700c5f7-ab2e-402e-891c-0c9a16a0697e.jpg.296x216.jpg', '嵩岳小区 中等装修双气的，多层物业费低出行农业高架', '嵩岳小区  ', '中楼层(共7层)暂无数据  -  月季公园', '140万', '单价11083元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload9b87c9a6-db22-4899-8245-d6c22ed466f6.jpg.296x216.jpg', '启福花园西区！精装双气，配套齐全·交通便利', '启福花园西区  ', '高楼层(共7层)板楼  -  儿童公园', '288万', '单价12777元/平米')
('https://image1.ljcdn.com/410100-inspection/a138e7b9-dac1-40e8-9248-38cb7f129344.jpg.296x216.jpg', '河医片 盛润锦绣城 精装两室 满五唯一 拎包入住', '盛润锦绣城  ', '中楼层(共32层)板塔结合  -  五一公园', '152万', '单价20029元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload88d92be3-a69d-4db4-87af-0e7a5a5eead6.jpg.296x216.jpg', '小区是服装厂家属院，单位家属院物业费低。', '汝河路82号  ', '高楼层(共5层)暂无数据  -  电力新村', '160万', '单价12388元/平米')
('https://image1.ljcdn.com/410100-inspection/37edff4d-855d-4649-bade-a87f48786167.jpg.296x216.jpg', '大3房130平房 双气双卫 多层一楼 业主诚心出售！', '湖光苑  ', '低楼层(共6层)板楼  -  西流湖', '173万', '单价13411元/平米')
('https://image1.ljcdn.com/410100-inspection/bb8910f9-28ec-4d55-914d-64e364c7e88f.jpg.296x216.jpg', '文化宫路26号院 小两房 楼层低', '文化宫路26号  ', '中楼层(共6层)暂无数据  -  郑州晚报社', '61万', '单价10893元/平米')
('https://image1.ljcdn.com/410100-inspection/9c4a7ec1-326e-45e1-bc08-73ebbb2475aa.jpg.296x216.jpg', '豫花园 中原西路多层带60平露台 复式 业主诚心出售', '豫花园  ', '高楼层(共6层)板楼  -  交警二大队', '260万', '单价15295元/平米')
('https://image1.ljcdn.com/410100-inspection/546fdd8f-07c6-4b45-b29b-feed58111c95.jpg.296x216.jpg', '开元新城 南北通透两房 户型好 满五唯一', '开元银田花园西区  ', '中楼层(共7层)板楼  -  五龙口', '116万', '单价13182元/平米')
('https://image1.ljcdn.com/410100-inspection/b9537cf8-07bd-4676-922c-df4b873334ab.jpg.296x216.jpg', '此房上学方便，交通便利，环境优美，是12年新小区', '中原新城学府小区  ', '中楼层(共32层)暂无数据  -  郑州晚报社', '120万', '单价16439元/平米')
('https://image1.ljcdn.com/410100-inspection/e006449b-4114-4a63-af77-704ba2499f27.jpg.296x216.jpg', '前进路26号 多层大三室 南北通透 全明户型', '前进路22-27号  ', '中楼层(共7层)暂无数据  -  汽车西站', '170万', '单价12687元/平米')
('https://image1.ljcdn.com/410100-inspection/7c2e5279-40a2-4630-a0ff-8a6ff140690f.jpg.296x216.jpg', '万达商圈 军安小区南北通透大三房 双气', '军安小区  ', '高楼层(共7层)暂无数据  -  中原万达', '140万', '单价9361元/平米')
('https://image1.ljcdn.com/410100-inspection/1e82b656-4bc6-435c-9c2f-a66afd621079.jpg.296x216.jpg', '万达旁品质小区康桥上城品 双气南北通透三室 看房方便', '康桥上城品  ', '中楼层(共11层)塔楼  -  儿童公园', '170万', '单价19536元/平米')
('https://image1.ljcdn.com/410100-inspection/cabfee35-3148-47a0-8b71-abc0f7f89f0d.jpg.296x216.jpg', '西湖春天 多层3楼 南北通透 优质三大房', '西湖春天  ', '中楼层(共6层)板楼  -  五龙口', '159万', '单价13191元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload197ce0c9-4ef8-47da-a238-61c02bae2e04.jpg.296x216.jpg', '万福花园 三房朝南 南北通透 满五唯一 采光好看房方便', '万福花园  ', '中楼层(共7层)暂无数据  -  儿童公园', '155万', '单价14956元/平米')
('https://image1.ljcdn.com/410100-inspection/21d862a8-667f-47fd-afbf-260e48489f6f.jpg.296x216.jpg', '正商百合里优质2房，已改3房，带装修，视野开阔', '百合里  ', '中楼层(共28层)塔楼  -  五龙口', '125万', '单价13951元/平米')
('https://image1.ljcdn.com/410100-inspection/253d51db-f707-4ab5-a71a-8df81548ad71.jpg.296x216.jpg', '1号线地铁房  金源第  一城   129平大3房 钥匙房', '金源第一城  ', '中楼层(共15层)板塔结合  -  热电厂', '230万', '单价17830元/平米')
('https://image1.ljcdn.com/410100-inspection/9bd154ad-391c-4141-bee4-1663b690a70e.jpg.296x216.jpg', '晶华城多层精装+地暖，全新装修，有固定车位名 额', '晶华城  ', '低楼层(共6层)板楼  -  五龙口', '219万', '单价16379元/平米')
('https://image1.ljcdn.com/410100-inspection/595c9dd9-56de-44f0-ad6f-49aedd5b5256.jpg.296x216.jpg', '中原新城新天地  双气两房改三房 朝南  采光好', '中原新城新天地  ', '高楼层(共31层)板楼  -  电力新村', '165万', '单价17935元/平米')
('https://image1.ljcdn.com/410100-inspection/08b5949a-8f09-4d54-aee2-eef4b263337e.jpg.296x216.jpg', '城上城，地铁口三房，两梯三户中间楼层采光好', '金源城上城  ', '高楼层(共15层)塔楼  -  热电厂', '156万', '单价15107元/平米')
('https://image1.ljcdn.com/410100-inspection/46c86bb1-e6f5-4b25-92e3-727626e8cdaf.jpg.296x216.jpg', '万达旁伏牛路，多层通透精装三房+地铁口+42中', '金海怡景苑  ', '中楼层(共6层)暂无数据  -  儿童公园', '149万', '单价14214元/平米')
('https://image1.ljcdn.com/410100-inspection/88db9203-6e00-495d-9c01-956c1c587be7.jpg.296x216.jpg', '九龙城天悦龙庭、小高层经典大四房、环境好、出行便利', '天悦龙庭  ', '中楼层(共18层)板塔结合  -  五龙口', '220万', '单价16220元/平米')
('https://image1.ljcdn.com/410100-inspection/ce8bb30a-5923-44f1-a80c-3a7b8f6cb214.jpg.296x216.jpg', '万达商圈，茜城五月天 ，复式四室双卫全明，送地下室', '茜城五月天  ', '高楼层(共6层)板楼  -  中原万达', '175万', '单价10689元/平米')
('https://image1.ljcdn.com/410100-inspection/bb17dc3f-b6aa-426d-b7f1-0bedb5365c39.jpg.296x216.jpg', '真实房源 五棉社区 满五唯一 近一号线 五一公园', '郑州五棉社区  ', '高楼层(共7层)暂无数据  -  五一公园', '45万', '单价8126元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload54d70bc0-09fa-4f54-b3e5-5e58feedd065.jpg.296x216.jpg', '清城美苑 多层双气 一梯两户 南北通透采光好', '清城美苑  ', '中楼层(共6层)板楼  -  五龙口', '143万', '单价13365元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadc8352b0d-dc6c-449f-bc17-0ac6ce26ae16.jpg.296x216.jpg', '开元新城，一楼，大三房，南北通透，户型方正，双阳台', '开元银田花园西区  ', '低楼层(共7层)板楼  -  五龙口', '187万', '单价13764元/平米')
('https://image1.ljcdn.com/410100-inspection/93192eb0-53bf-43ee-84e5-876b316e8170.jpg.296x216.jpg', '桐柏路上小两房，双气简装，业主诚心出售，看房方便！', '河南纺织研究院小区  ', '高楼层(共7层)暂无数据  -  月季公园', '62万', '单价10830元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload9bb06cce-abec-4f1b-bb45-9da2cdb31a0e.jpg.296x216.jpg', '农业路冉屯路！清城美苑！双气通透大3房！公摊小满5', '清城美苑  ', '高楼层(共6层)板楼  -  五龙口', '190万', '单价13287元/平米')
