('https://image1.ljcdn.com/441300-inspection/30947a83-65d6-4e76-a1c2-8a0e6d1896d1.jpg.296x216.jpg', '满五唯一 户型方正 中间楼层 南北通透 诚心出售', '东岸丽都花园  ', '低楼层(共24层)暂无数据  -  大亚湾中心区', '90万', '单价11201元/平米')
('https://image1.ljcdn.com/441300-inspection/9b048170-5d4a-45c1-8e24-dcdeaecfd6fa.jpg.296x216.jpg', '星河丹堤  联排别墅 看房随时  业主诚心出售', '星河丹堤D区  ', '低楼层(共4层)暂无数据  -  大亚湾西区', '468万', '单价16137元/平米')
('https://image1.ljcdn.com/441300-inspection/8acc3d2b-d72e-4bad-a594-cbe51da3314c.jpg.296x216.jpg', '南站华附学邸 看丹悦湖全景南北通透双阳台4房后看花园', '星河丹堤F区  ', '低楼层(共33层)板塔结合  -  大亚湾西区', '185万', '单价15883元/平米')
('https://image1.ljcdn.com/441300-inspection/65f9e457-002f-4bc7-afb5-b3930b5362c5.jpg.296x216.jpg', '万达旁 单价低 赠送多 2+1通透户型', '爱顿第三季  ', '低楼层(共24层)暂无数据  -  大亚湾西区', '75万', '单价9899元/平米')
('https://image1.ljcdn.com/441300-inspection/cc1c3ed4-7888-4912-8d2e-5c7c07535572.jpg.296x216.jpg', '大四方南北通透，单价7000业主诚心出售，', '龙富花园  ', '中楼层(共27层)板塔结合  -  大亚湾中心区', '105万', '单价7000元/平米')
('https://image1.ljcdn.com/441300-inspection/bcae83e7-35f3-4f5a-a584-82d56c02e2ee.jpg.296x216.jpg', '星河丹堤品质楼盘带学 区大3房户型方正使用率高视野好', '星河丹堤F区  ', '高楼层(共34层)板塔结合  -  大亚湾西区', '160万', '单价15236元/平米')
('https://image1.ljcdn.com/441300-inspection/6c013cb8-f3d9-4b95-8a90-9d6c712cf72f.jpg.296x216.jpg', '星河丹堤14号地铁线南站穿梭点视野开阔无遮挡', '星河丹堤G区  ', '高楼层(共34层)暂无数据  -  大亚湾西区', '160万', '单价16233元/平米')
('https://image1.ljcdn.com/441300-inspection/0b0c5903-3873-4f59-8060-1964170c677c.jpg.296x216.jpg', '惠州港区 复式五房 超高赠送 楼下沃尔玛 汽车站旁', '蓝湾半岛  ', '高楼层(共20层)暂无数据  -  大亚湾区', '120万', '单价13088元/平米')
('https://image1.ljcdn.com/441300-inspection/00e63028-9dcd-4f04-9832-aa7ac1b09da7.JPG.296x216.jpg', '赠送达15平米 合生大社区  朝南精装大四房   满五唯一', '合生滨海城  ', '低楼层(共32层)暂无数据  -  大亚湾区', '240万', '单价14974元/平米')
('https://image1.ljcdn.com/441300-inspection/a8e569de-ec9d-409a-8213-9cb132d55b1f.jpg.296x216.jpg', '规划地铁口，龙光天悦龙庭，三房两厅， 朝南，有钥匙', '龙光.天悦龙庭  ', '高楼层(共31层)板塔结合  -  大亚湾中心区', '118万', '单价10631元/平米')
('https://image1.ljcdn.com/441300-inspection/611058f7-03b0-4fec-896a-21f0a7152336.jpg.296x216.jpg', '西街苑一期 少数朝南 精装三房 满五年唯一可看诚意售', '西街苑一期  ', '高楼层(共9层)暂无数据  -  大亚湾西区', '81万', '单价8444元/平米')
('https://image1.ljcdn.com/441300-inspection/23d73ea3-31f5-48ca-bdef-c70391ac98cb.jpg.296x216.jpg', '凯旋城百万大盘 高楼层 采光充足 视野开阔', '德丰凯旋城北区  ', '高楼层(共33层)暂无数据  -  大亚湾中心区', '78万', '单价9975元/平米')
('https://image1.ljcdn.com/441300-inspection/9d6cbb73-45a6-4725-9baa-6846460ea9d6.jpg.296x216.jpg', '二月天4房，诚心出售，看房方便', '二月天花园  ', '高楼层(共33层)暂无数据  -  大亚湾区', '91万', '单价9519元/平米')
('https://image1.ljcdn.com/441300-inspection/2dd90374-48db-49ef-b98a-5116ffc33969.jpg.296x216.jpg', '地铁口，满五唯一！精装修 户型方正，南北通透户型，', '华彩公馆  ', '低楼层(共18层)暂无数据  -  大亚湾中心区', '88万', '单价8279元/平米')
('https://image1.ljcdn.com/441300-inspection/57da68b7-a8cc-43a3-b8e9-fa93d224a3ed.jpg.296x216.jpg', '周 边配套全 居家舒适 满五唯一 业主诚心卖 急 急 急', '德丰.天麓  ', '中楼层(共20层)暂无数据  -  大亚湾区', '85万', '单价9604元/平米')
('https://image1.ljcdn.com/441300-inspection/39448309-b49d-41d5-a5b4-415639a769ef.jpg.296x216.jpg', '（和瑞深圳青年）龙泉花园，满两年，南北通透看房方便', '和瑞深圳青年  ', '低楼层(共28层)暂无数据  -  大亚湾西区', '130万', '单价10686元/平米')
('https://image1.ljcdn.com/441300-inspection/dc7a94fa-2885-4d86-a7e8-1414750d8ac0.jpg.296x216.jpg', '南站碧桂园 端 头位的房子 笋 到没朋友', '大亚湾碧桂园翡翠山  ', '低楼层(共3层)暂无数据  -  大亚湾西区', '470万', '单价20138元/平米')
('https://image1.ljcdn.com/441300-inspection/b867a2fe-90a2-4db3-8dd2-bda7c5a22449.jpg.296x216.jpg', '蔚蓝海岸端头别墅，诚心出售，免增值税诚心出售！', '卓越蔚蓝海岸一期  ', '低楼层(共3层)暂无数据  -  大亚湾西区', '420万', '单价17626元/平米')
('https://image1.ljcdn.com/441300-inspection/3bd346fa-e6b4-418f-8dd7-bde2267fca53.jpg.296x216.jpg', '惠州南站.星河丹堤旁 满五.临天虹大润发大型超市800', '长汀花园  ', '中楼层(共15层)板塔结合  -  大亚湾西区', '65万', '单价10723元/平米')
('https://image1.ljcdn.com/441300-inspection/580b99eb-3a83-467f-bd28-feb4a0d7f7a9.jpg.296x216.jpg', '满五年 带精装修三房 送车位 看房方便', '德丰.天麓  ', '低楼层(共20层)暂无数据  -  大亚湾区', '85万', '单价10180元/平米')
('https://image1.ljcdn.com/441300-inspection/fe6dc40b-1f8f-4b7a-9f2d-e7e89bda68e2.jpg.296x216.jpg', '中萃满五唯一万达商圈临深百万大盘', '中萃花城湾  ', '低楼层(共21层)板塔结合  -  大亚湾西区', '165万', '单价12314元/平米')
('https://image1.ljcdn.com/441300-inspection/585e9377-639b-4af5-8c00-3bbd334b9597.jpg.296x216.jpg', '惠州南站富苑新村三房带装修拎包入住满五唯一', '富苑新村  ', '低楼层(共7层)暂无数据  -  大亚湾西区', '88万', '单价7274元/平米')
('https://image1.ljcdn.com/441300-inspection/4196d20e-368f-4f1f-b848-ec160964a6a9.jpg.296x216.jpg', '满五唯一，合生精装大三房，看海 近香港 惠州港', '合生滨海城  ', '高楼层(共32层)暂无数据  -  大亚湾区', '174万', '单价12818元/平米')
('https://image1.ljcdn.com/441300-inspection/4e9399bc-765f-41be-8a56-faa12d8e1e90.jpg.296x216.jpg', '此房满两年，房户型方正，实用面积70平，看房方便', '龙光城南三期  ', '中楼层(共25层)暂无数据  -  大亚湾区', '78万', '单价20000元/平米')
('https://image1.ljcdn.com/441300-inspection/aab0e57a-bfc7-4303-9fff-90ea9c833416.jpg.296x216.jpg', '临深片区，大中华旁，黄 金商圈，业主诚心出售', '爱琴海  ', '高楼层(共32层)暂无数据  -  大亚湾西区', '83万', '单价10780元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_upload98048779-7b46-4195-94b7-3c6e55a63aa4.jpg.296x216.jpg', '深圳东惠州南站万达广场海豚湾四房南北通透看海洋房', 'DADA的草地  ', '中楼层(共32层)暂无数据  -  大亚湾中心区', '75万', '单价7076元/平米')
('https://image1.ljcdn.com/441300-inspection/ad1f9636-84c8-42c0-a917-bd239bcc1bad.jpg.296x216.jpg', '地铁14号线.赠送23平、红本在手、区政府旁.', '华冠花园  ', '中楼层(共26层)暂无数据  -  大亚湾中心区', '76万', '单价9269元/平米')
('https://image1.ljcdn.com/441300-inspection/75535804-fb72-4785-af3b-0a6433b2b747.jpg.296x216.jpg', '惠州南站 明星楼盘 南北通低于市场价', '德丰凯旋城北区  ', '低楼层(共26层)暂无数据  -  大亚湾中心区', '85万', '单价9771元/平米')
('https://image1.ljcdn.com/441300-inspection/69b3b416-f67c-4ac1-a387-ab46ae49a6bb.jpg.296x216.jpg', '满两年、红本在手、板障岭公园、大亚湾儿童公园。', '缤纷TOWN一期  ', '低楼层(共29层)板楼  -  大亚湾区', '85.6万', '单价10000元/平米')
('https://image1.ljcdn.com/441300-inspection/b87fdd2f-888c-4f43-8123-ba6cf129b81d.jpg.296x216.jpg', '五月花临深地铁口物业满五唯一稀精装复式带私人露台', '海上五月花  ', '高楼层(共17层)暂无数据  -  大亚湾西区', '225万', '单价16829元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_uploadec86ee09-32b1-47fd-ab6d-c9acad3d08b4.jpg.296x216.jpg', '产权清晰，满2年以上，户型好，配套完善，诚心出售', '菩提园  ', '高楼层(共31层)板塔结合  -  大亚湾西区', '209万', '单价10015元/平米')
('https://image1.ljcdn.com/441300-inspection/bbd255b7-115a-4e4f-82a6-b24a9793f5c4.jpg.296x216.jpg', '万达旁 满五唯一带装修小住宅 南站附.近 主干道旁', '龙城天悦  ', '中楼层(共17层)暂无数据  -  大亚湾西区', '41万', '单价10008元/平米')
('https://image1.ljcdn.com/441300-inspection/63491d3b-b3fd-45d7-85da-a83dd8c9e8cd.jpg.296x216.jpg', '价格 全 网 最 低 临深地铁口 红本在手 业主诚心卖', '卓越蔚蓝海岸四期  ', '中楼层(共26层)暂无数据  -  大亚湾西区', '80万', '单价10866元/平米')
('https://image1.ljcdn.com/441300-inspection/e6e1f87e-cf50-49c4-b337-de9824ffc0f9.jpg.296x216.jpg', '地铁口旁，百万大盘，百亩园林小区，百花齐开', '金沙世纪花园  ', '高楼层(共32层)暂无数据  -  大亚湾区', '148万', '单价10416元/平米')
('https://image1.ljcdn.com/441300-inspection/49df18d9-e557-40ce-92fc-c2a3442db9a6.jpg.296x216.jpg', '万达旁，天顺俊园，红本在上无欠款，急售', '天顺俊园  ', '低楼层(共30层)塔楼  -  大亚湾西区', '95万', '单价9694元/平米')
('https://image1.ljcdn.com/441300-inspection/060d0cb7-403c-4bac-80dd-a4877121ddcc.jpg.296x216.jpg', '风 水 宝 地 位置，赠送面积200平，前后大花园 别墅，', '星河丹堤D区  ', '低楼层(共3层)暂无数据  -  大亚湾西区', '450万', '单价15518元/平米')
('https://image1.ljcdn.com/441300-inspection/2f8eb787-a347-4fc7-bed5-4bb364f1c614.jpg.296x216.jpg', '凯旋城3房，诚心出售，配套齐全', '德丰凯旋城北区  ', '中楼层(共26层)暂无数据  -  大亚湾中心区', '87万', '单价10000元/平米')
('https://image1.ljcdn.com/441300-inspection/f0e798d2-401e-494d-b32c-ca403f92651a.jpg.296x216.jpg', '爱顿第三季，净土中透露风情，高尚纯居住区。', '爱顿第三季  ', '高楼层(共24层)暂无数据  -  大亚湾西区', '75.7万', '单价9993元/平米')
('https://image1.ljcdn.com/441300-inspection/e4bcd3c4-d562-491b-930c-3833f769b593.jpg.296x216.jpg', '临深住宅项目，比亚迪旁边，适合居住，出租。', '公园道花园  ', '中楼层(共17层)暂无数据  -  大亚湾区', '54万', '单价7255元/平米')
('https://image1.ljcdn.com/441300-inspection/0d8714c5-4fe6-4ef3-9412-5ae485f1ad54.jpg.296x216.jpg', '惠州南站物业星河配套三大超市满五年唯一全款99折优惠', '长汀花园  ', '高楼层(共9层)板塔结合  -  大亚湾西区', '60万', '单价14595元/平米')
('https://image1.ljcdn.com/441300-inspection/47259be8-8a9e-4611-bb97-2e5a13a20758.jpg.296x216.jpg', '精装修 满两年 3房2厅2卫 价格可以谈', '京华中央御园  ', '低楼层(共26层)板塔结合  -  大亚湾区', '100万', '单价10149元/平米')
('https://image1.ljcdn.com/441300-inspection/02da9e31-923d-4540-80c5-d96e6fbbd654.jpg.296x216.jpg', '诚心出售 成熟社区 繁华地段 小三房', '大悦花园  ', '高楼层(共9层)板塔结合  -  大亚湾区', '62万', '单价8142元/平米')
('https://image1.ljcdn.com/441300-inspection/c85bf3fc-8392-4781-885f-84563e8a5215.jpg.296x216.jpg', '业主诚心出售，拎包入住，房新。', '三远大爱城  ', '中楼层(共32层)板塔结合  -  大亚湾西区', '128万', '单价13051元/平米')
('https://image1.ljcdn.com/441300-inspection/71393e3b-2465-4eb5-b697-62feeefb3241.jpg.296x216.jpg', '红树林公园旁，交通方便出门就能逛公园。', '枫丹白鹭园  ', '中楼层(共11层)板塔结合  -  大亚湾区', '55万', '单价8426元/平米')
('https://image1.ljcdn.com/441300-inspection/b541ecff-bc1c-4cd3-b22c-44a4d278a494.jpg.296x216.jpg', '满五唯一大三房，南北通透，惠亚医院旁.红树林公园', '新天名城  ', '中楼层(共28层)暂无数据  -  大亚湾中心区', '91万', '单价8182元/平米')
('https://image1.ljcdn.com/441300-inspection/505e80ce-3a1a-4fab-b5ed-aa393a7dfaa3.jpg.296x216.jpg', '中低楼层户型端正，小区绿化美丽，带装修', '德洲中心城  ', '高楼层(共5层)暂无数据  -  大亚湾中心区', '95万', '单价10022元/平米')
('https://image1.ljcdn.com/441300-inspection/83547456-d3da-4ad5-9af4-e00a319d1b01.jpg.296x216.jpg', '夏日南庭 3室2厅 108万', '夏日南庭  ', '高楼层(共18层)塔楼  -  大亚湾区', '108万', '单价12988元/平米')
('https://image1.ljcdn.com/441300-inspection/e90edac2-a4f3-4145-95bb-4f3c8d9ce6e4.jpg.296x216.jpg', '满五唯一 沙田站地铁口 大户型 楼/王位置 业主诚心', '德洲城一二期  ', '低楼层(共26层)塔楼  -  大亚湾西区', '160万', '单价12334元/平米')
('https://image1.ljcdn.com/441300-inspection/58cd9d02-6cd1-4564-883c-78294cafac87.jpg.296x216.jpg', '菩堤园 全新毛坯 大三房 业主诚心出售', '菩提园  ', '中楼层(共31层)板塔结合  -  大亚湾西区', '150万', '单价9741元/平米')
('https://image1.ljcdn.com/441300-inspection/dabfee81-d960-4246-9b99-b037a870eec5.jpg.296x216.jpg', '星河丹堤高赠送四房 满两年南北通透红本在手无欠款', '星河丹堤F区  ', '中楼层(共34层)板塔结合  -  大亚湾西区', '185万', '单价15935元/平米')
('https://image1.ljcdn.com/441300-inspection/c7acd9f4-5274-40be-9f1a-2f1f38a73783.jpg.296x216.jpg', '凯锋雅园临深地铁口满五唯一朝南两房', '凯锋雅园  ', '低楼层(共32层)暂无数据  -  大亚湾西区', '88万', '单价11155元/平米')
('https://image1.ljcdn.com/441300-inspection/247cc138-8987-4ad8-9945-5460c89ecc23.jpg.296x216.jpg', '临深物业生活圈。联排端头位置，业主诚心出售', '卓越蔚蓝海岸一期  ', '低楼层(共3层)暂无数据  -  大亚湾西区', '450万', '单价17533元/平米')
('https://image1.ljcdn.com/441300-inspection/d5999ee1-2bd5-484e-98f1-7bfbc94612db.jpg.296x216.jpg', '惠州南站 14号线地铁口 星河丹堤花园 小区自带学 校', '星河丹堤G区  ', '高楼层(共34层)暂无数据  -  大亚湾西区', '120万', '单价15508元/平米')
('https://image1.ljcdn.com/441300-inspection/7067b819-9b6d-4e02-8e88-0c13a30394d8.jpg.296x216.jpg', '满五唯一，精品社区南北通透两房看山看海', '蓝湾星宸  ', '中楼层(共33层)板楼  -  大亚湾区', '65万', '单价8516元/平米')
('https://image1.ljcdn.com/441300-inspection/530471fa-ab57-472e-830c-81837dba4027.jpg.296x216.jpg', '大社区，品质有保障，环境优美，逛公园似的。。', '金沙世纪城  ', '中楼层(共32层)暂无数据  -  大亚湾区', '176万', '单价12308元/平米')
('https://image1.ljcdn.com/441300-inspection/266c5e5a-1a3b-4a01-8210-c7ef097e706a.jpg.296x216.jpg', '临深大盘   地铁口物业  业主城心出售', '德洲城五期  ', '中楼层(共25层)暂无数据  -  大亚湾西区', '120万', '单价13484元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_upload64a2d832-40a7-463c-8961-64a3f897d6fe.jpg.296x216.jpg', '满五唯一深圳东龙光城成熟大社区 沃尔玛 三房送入户', '龙光城(南)二期  ', '高楼层(共34层)暂无数据  -  大亚湾区', '137万', '单价12726元/平米')
('https://image1.ljcdn.com/441300-inspection/a00c26b7-d1d3-4d2c-99f3-1fe1fdffbc25.jpg.296x216.jpg', '满两年 看房方便 户型方正 中间楼层 业主诚售', '德洲中心城  ', '中楼层(共30层)暂无数据  -  大亚湾中心区', '114万', '单价10000元/平米')
('https://image1.ljcdn.com/441300-inspection/8ce8b09b-8ade-4649-8983-a3614c9757c5.jpg.296x216.jpg', '万达旁  三房二厅，南北通， 有钥匙，近南站', '水墨林溪雅苑  ', '中楼层(共32层)暂无数据  -  大亚湾西区', '115万', '单价9146元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_upload467cc1bc-8a31-43bb-b3c0-d0c886bd7d26.jpg.296x216.jpg', '皇庭波西塔诺 两层 双排叠墅 大阳台 满五年', '皇庭波西塔诺  ', '中楼层(共4层)暂无数据  -  大亚湾区', '170万', '单价11259元/平米')
('https://image1.ljcdn.com/441300-inspection/a7d9bddd-7412-4729-8727-4e7f83cc11d9.jpg.296x216.jpg', '龙光城白菜价别墅地下室半赠送，前后花园全赠送约175', '龙光城  ', '低楼层(共3层)暂无数据  -  大亚湾区', '448万', '单价16663元/平米')
('https://image1.ljcdn.com/441300-inspection/7af3a6b8-22e6-403d-8c3e-21f2fd901a11.jpg.296x216.jpg', '满五唯一体育馆旁精品社区，精装修带家私家电', '新天名城  ', '中楼层(共27层)暂无数据  -  大亚湾中心区', '82万', '单价9803元/平米')
('https://image1.ljcdn.com/441300-inspection/51512440-7859-41f2-8c65-b8884c602d20.jpg.296x216.jpg', '业主诚信出售，价格优惠，南北通透，采光充足', '花千树一期  ', '高楼层(共15层)暂无数据  -  大亚湾西区', '110万', '单价7929元/平米')
('https://image1.ljcdn.com/441300-inspection/13f653ed-f3bc-4f49-a8dc-ec7e8934b2a2.jpg.296x216.jpg', '惠亚医院旁 临深片区 高铁物业 德丰凯旋城3+1房诚心卖', '德丰凯旋城北区  ', '低楼层(共27层)暂无数据  -  大亚湾中心区', '88万', '单价10044元/平米')
('https://image1.ljcdn.com/441300-inspection/8f0ae202-6b3d-44d3-a0c2-c00b50a6ddc8.jpg.296x216.jpg', '万达旁，墅级洋房，大楼台，南北通透5房。。', '熊猫国际二期  ', '高楼层(共6层)板塔结合  -  大亚湾西区', '300万', '单价16405元/平米')
('https://image1.ljcdn.com/441300-inspection/fc32bf7f-99e0-4ecc-8ba4-f5a79214ddca.jpg.296x216.jpg', '4+1房、2梯3户奢华格局、高赠送、看湖景、最美星河', '星河丹堤F区  ', '高楼层(共33层)板塔结合  -  大亚湾西区', '260万', '单价16483元/平米')
('https://image1.ljcdn.com/441300-inspection/cc8237f4-7d1f-4003-93b1-40b3ed5226bc.jpg.296x216.jpg', '龙光城 朝南三房 高利用 楼 王单位 业主急售', '龙光城南四期  ', '中楼层(共34层)暂无数据  -  大亚湾区', '95万', '单价13310元/平米')
