('https://image1.ljcdn.com/320200-inspection/449f5ef2-f37c-48fa-bf06-d6c0f8dfa270.JPG.296x216.jpg', '扬名花园 3室2厅 99.8万', '扬名花园  ', '低楼层(共6层)板楼  -  扬名', '99.8万', '单价10732元/平米')
('https://image1.ljcdn.com/320200-inspection/6411e745-6c13-4fcf-8e70-5f14b21f491d.JPG.296x216.jpg', '【链家真房源】 清扬康臣 4室2厅 一层带院 成熟社区', '清扬康臣  ', '低楼层(共18层)板楼  -  扬名', '285万', '单价17626元/平米')
('https://image1.ljcdn.com/320200-inspection/3ae3e118-b02f-46ca-96ca-2237793992ef.JPG.296x216.jpg', '阳光城市花园A区 4室2厅 430万', '阳光城市花园A区  ', '中楼层(共32层)板塔结合  -  中桥', '430万', '单价23576元/平米')
('https://image1.ljcdn.com/320200-inspection/36aec57e-4027-47e9-8bb9-ede71dc4ede9.JPG.296x216.jpg', '【链家真房源】阳光城市花园C区 三室两厅 满五唯一', '阳光城市花园C区  ', '中楼层(共18层)板塔结合  -  中桥', '365万', '单价25950元/平米')
('https://image1.ljcdn.com/320200-inspection/3e29f971-5dd8-48f8-8c9f-a2e1a4d5df4a.JPG.296x216.jpg', '西水东溯园 3室2厅 600万', '西水东溯园  ', '中楼层(共46层)板楼  -  迎龙桥', '600万', '单价31015元/平米')
('https://image1.ljcdn.com/320200-inspection/4dd00133-2153-4899-861b-1e306fa9b81b.JPG.296x216.jpg', '阳光城市花园B区 2室1厅 285万', '阳光城市花园B区  ', '高楼层(共10层)板楼  -  中桥', '285万', '单价29008元/平米')
('https://image1.ljcdn.com/320200-inspection/c3e39856-90db-4e2e-8e83-907ee9b35871.JPG.296x216.jpg', '阳光城市花园A区 3室2厅 370万', '阳光城市花园A区  ', '低楼层(共29层)板塔结合  -  中桥', '370万', '单价22024元/平米')
('https://image1.ljcdn.com/320200-inspection/ee61c56b-8092-44bc-bcf4-eeaf78a8f713.JPG.296x216.jpg', '【链*家*真*房*源】沁园新村三室两厅', '沁园新村A区  ', '高楼层(共7层)暂无数据  -  清名桥', '164万', '单价12537元/平米')
('https://image1.ljcdn.com/320200-inspection/test-161b0f13-3f07-4648-be08-583f9efd766f.png.296x216.jpg', '【链家真房源】苏豪国际大厦两室一厅 满二', '苏豪国际大厦  ', '高楼层(共22层)板塔结合  -  中桥', '133万', '单价19754元/平米')
('https://image1.ljcdn.com/320200-inspection/1998688f-23f6-46a5-8a98-d29758a82c9c.JPG.296x216.jpg', '九龙仓时代上城A区 3室2厅 165万', '九龙仓时代上城A区  ', '高楼层(共31层)板楼  -  中桥', '165万', '单价19412元/平米')
('https://image1.ljcdn.com/320200-inspection/test-04406469-ed56-43f3-b723-e5788f880d51.png.296x216.jpg', '【链家真房源】九龙仓玺园A区 2室1厅 带车位 精美装修', '九龙仓玺园A区  ', '中楼层(共26层)板楼  -  扬名', '195万', '单价20104元/平米')
('https://image1.ljcdn.com/320200-inspection/3cae0e3e-a7dd-4734-8e25-0031d3a5686e.JPG.296x216.jpg', '永泰二村 1室1厅 33.8万', '永泰二村  ', '中楼层(共5层)暂无数据  -  清名桥', '33.8万', '单价10629元/平米')
('https://image1.ljcdn.com/320200-inspection/a3d10515-7c68-48b9-87b3-fcef64bdaa2e.JPG.296x216.jpg', '【链*家*真*房*源】清扬康臣 2室2厅全明格局 满五唯一', '清扬康臣  ', '低楼层(共33层)板楼  -  扬名', '158万', '单价18039元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_upload2f9e0136-515c-49b4-9489-24e13043e84f.JPG.296x216.jpg', '九龙仓时代上城A区 3室2厅 230万', '九龙仓时代上城A区  ', '高楼层(共41层)板楼  -  中桥', '230万', '单价17969元/平米')
('https://image1.ljcdn.com/320200-inspection/70cb0db7-4568-4889-878f-535a300097b2.JPG.296x216.jpg', '沁园新村 竖单 南北通，近菜场 交通便捷！', '沁园新村  ', '高楼层(共7层)板楼  -  清名桥', '40万', '单价8989元/平米')
('https://image1.ljcdn.com/320200-inspection/ba7fa25a-ba1f-4968-8dce-787fa266120c.JPG.296x216.jpg', '【链家真房源】九龙仓时代上城 3室2厅 满两年', '九龙仓时代上城A区  ', '高楼层(共34层)板楼  -  中桥', '230万', '单价17997元/平米')
('https://image1.ljcdn.com/320200-inspection/f4f887dd-478e-4f43-bdea-05508d772288.jpg.296x216.jpg', '瑞星家园 2室2厅 89万', '瑞星家园  ', '中楼层(共34层)板楼  -  扬名', '89万', '单价11969元/平米')
('https://image1.ljcdn.com/320200-inspection/74a01f44-b364-4aa8-b2ae-2dfa9e370b19.JPG.296x216.jpg', '曹张新村 1室1厅 57万', '曹张新村  ', '高楼层(共5层)板楼  -  清名桥', '57万', '单价14394元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_upload5fba9a6e-0bc0-4d50-a28b-0ba64240688d.JPG.296x216.jpg', '【链家真房源】五星家园 4室2厅 满两年毛坯随时看房', '五星家园  ', '高楼层(共6层)暂无数据  -  扬名', '150万', '单价9365元/平米')
('https://image1.ljcdn.com/320200-inspection/fc063bd4-eee2-4e08-8d48-f8947de87fcd.JPG.296x216.jpg', '【链*家*真*房*源】沁园新村1室1厅 户型方正 全明格局', '沁园新村  ', '高楼层(共7层)板楼  -  清名桥', '58.9万', '单价11622元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadde213ffb-4796-403e-bd9e-a01c8d4271b8.JPG.296x216.jpg', '【链家真房源】阳光城市花园A区  三室两厅  满五唯一', '阳光城市花园A区  ', '中楼层(共32层)板塔结合  -  中桥', '375万', '单价21923元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadbb1a8518-bfc4-4f0b-8f31-24b43474fcf6.JPG.296x216.jpg', '链家真房源 新世纪花园 4室2厅 南北格局 诚心出售', '新世纪花园北区  ', '低楼层(共11层)板楼  -  迎龙桥', '282万', '单价19025元/平米')
('https://image1.ljcdn.com/320200-inspection/test-2eaaee71-8366-432f-8cdf-d6e8933f853c.png.296x216.jpg', '【链家真房源】阳光城市花园D区 总价低  低楼层', '阳光城市花园D区  ', '低楼层(共24层)塔楼  -  中桥', '338万', '单价26000元/平米')
('https://image1.ljcdn.com/320200-inspection/test-92cb1d8b-039e-4144-ac7e-d741e6a3ee53.png.296x216.jpg', '沁园新村南向精装一居室带落地大阳台', '沁园新村  ', '高楼层(共6层)板楼  -  清名桥', '55万', '单价12220元/平米')
('https://image1.ljcdn.com/320200-inspection/8917c114-18c7-464a-983c-e81822adcfb6.JPG.296x216.jpg', '九龙仓 三开间朝南 高层观景房 业主急售 有钥匙随时看', '九龙仓时代上城D区  ', '中楼层(共34层)板楼  -  中桥', '180万', '单价20819元/平米')
('https://image1.ljcdn.com/320200-inspection/test-a528561c-8ae7-4233-a303-4cc80bc41e7a.png.296x216.jpg', '新世纪花园北区 3室2厅 338万', '新世纪花园北区  ', '中楼层(共11层)板楼  -  迎龙桥', '338万', '单价23911元/平米')
('https://image1.ljcdn.com/320200-inspection/test-6f5cf717-c282-4b92-9bf6-57b9b7e12bcb.png.296x216.jpg', '链 家 真 房 源 清名桥，沁园新村', '沁园新村五星小区  ', '高楼层(共6层)暂无数据  -  清名桥', '120万', '单价10435元/平米')
('https://image1.ljcdn.com/320200-inspection/c7e08abb-95fd-4720-a72f-54356bd40d11.JPG.296x216.jpg', '【链家真房源】阳光城市花园C区 3室2厅 满五唯一 精装', '阳光城市花园C区  ', '低楼层(共11层)板塔结合  -  中桥', '360万', '单价25449元/平米')
('https://image1.ljcdn.com/320200-inspection/test-ce187aa1-91fe-45bd-8bf2-670e17033818.png.296x216.jpg', '阳光城市花园D区 3室2厅 380万', '阳光城市花园D区  ', '高楼层(共18层)板楼  -  中桥', '380万', '单价26572元/平米')
('https://image1.ljcdn.com/320200-inspection/5a64caa3-ce6f-41cb-81d0-150cb0f1889b.JPG.296x216.jpg', '翠云新村 2室1厅 85万', '翠云新村  ', '6层板楼  -  清名桥', '85万', '单价13405元/平米')
('https://image1.ljcdn.com/320200-inspection/374eb9c8-670d-4800-af86-83a357579e3d.JPG.296x216.jpg', '金科世界城D区 4室2厅 380万', '金科世界城D区  ', '低楼层(共7层)板楼  -  中桥', '380万', '单价13104元/平米')
('https://image1.ljcdn.com/320200-inspection/87a339ab-2a1c-4f3c-a4f5-fa7598f51b0a.JPG.296x216.jpg', '阳光城市花园C区 1室1厅 220万', '阳光城市花园C区  ', '中楼层(共15层)板塔结合  -  中桥', '220万', '单价30765元/平米')
('https://image1.ljcdn.com/320200-inspection/7b570d13-f47f-45fd-9156-e0cfd323ac2d.JPG.296x216.jpg', '芦庄四区 2室1厅 78万', '芦庄四区  ', '低楼层(共6层)板楼  -  中桥', '78万', '单价12731元/平米')
('https://image1.ljcdn.com/320200-inspection/bada41de-8951-4020-a1fb-e15b1fb919b7.JPG.296x216.jpg', '新世纪花园北区 3室2厅 260万', '新世纪花园北区  ', '中楼层(共6层)板楼  -  迎龙桥', '260万', '单价19933元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadcdee874b-6152-464c-9566-6daa2a975650.JPG.296x216.jpg', '南长复地悦城花园 满两年 四房  毛坯', '复地悦诚花园  ', '低楼层(共31层)塔楼  -  扬名', '245万', '单价17376元/平米')
('https://image1.ljcdn.com/320200-inspection/76e50cfe-51b1-41b1-b807-6ddaa7741a83.JPG.296x216.jpg', '垫高低楼层,采光好,精装,有院子有露台,有前后车位2个', '芦庄六区  ', '低楼层(共7层)板楼  -  扬名', '55万', '单价12305元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadfd9a68f5-0ee2-4bd9-b32e-fdd784f2d40c.JPG.296x216.jpg', '茂业豪园 3室1厅 298万', '茂业豪园  ', '高楼层(共43层)暂无数据  -  清名桥', '298万', '单价19962元/平米')
('https://image1.ljcdn.com/320200-inspection/aac57ea0-8a35-4b64-8416-97a4945bb808.JPG.296x216.jpg', '清扬新村 1室1厅 49万', '清扬新村  ', '中楼层(共6层)板楼  -  清名桥', '49万', '单价12406元/平米')
('https://image1.ljcdn.com/320200-inspection/19ae2505-c696-4a8f-9607-4482cf21225b.JPG.296x216.jpg', '曹张新村北区 2室2厅 158万', '曹张新村北区  ', '中楼层(共7层)暂无数据  -  迎龙桥', '158万', '单价18089元/平米')
('https://image1.ljcdn.com/320200-inspection/test-d0038eb3-19a2-4f91-9829-822ecf5f4b6a.png.296x216.jpg', '九龙仓时代上城B区 4室2厅 368万', '九龙仓时代上城B区  ', '低楼层(共7层)板楼  -  中桥', '368万', '单价25592元/平米')
('https://image1.ljcdn.com/320200-inspection/7b6bb965-2219-47ba-8ef8-23502de2990c.JPG.296x216.jpg', '南扬新村 1室1厅 46万', '南扬新村  ', '高楼层(共6层)暂无数据  -  清名桥', '46万', '单价9788元/平米')
('https://image1.ljcdn.com/320200-inspection/9d7a2263-f7af-435f-a64f-e1ce36f39bbd.JPG.296x216.jpg', '金科世界城E区 2室2厅 175万', '金科世界城E区  ', '低楼层(共33层)板塔结合  -  中桥', '175万', '单价19456元/平米')
('https://image1.ljcdn.com/320200-inspection/89d5a16d-cd12-4310-81cf-dab4ac9eefb0.JPG.296x216.jpg', '【链家真房源】复地悦诚花园 2室2厅  婚房装修边套。', '复地悦诚花园  ', '高楼层(共33层)板楼  -  扬名', '175万', '单价18818元/平米')
('https://image1.ljcdn.com/320200-inspection/6c240989-2588-483e-86cc-dfbb0a613640.JPG.296x216.jpg', '清扬御庭 1室1厅 108万', '清扬御庭  ', '低楼层(共26层)板楼  -  清名桥', '108万', '单价18728元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_upload1f4dd778-d3c4-4f7e-b340-f06a22e7999a.JPG.296x216.jpg', '【链家真房源】清扬华庭 3室2厅 中高楼层采光充足', '恒威清扬华庭  ', '高楼层(共14层)板楼  -  清名桥', '290万', '单价19479元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadc81ca05f-6fb4-4776-bddc-530656dee11f.JPG.296x216.jpg', '【链家真房源】天元世家 3室2厅 高楼层观景房采光充足', '天元世家  ', '高楼层(共33层)暂无数据  -  迎龙桥', '415万', '单价25618元/平米')
('https://image1.ljcdn.com/320200-inspection/9d71d9a0-dce3-4adf-91bc-24226032dffd.JPG.296x216.jpg', '中间楼层,精装修,南北通,房型正气,采光充足.', '芦庄六区  ', '中楼层(共7层)板楼  -  扬名', '99万', '单价11803元/平米')
('https://image1.ljcdn.com/320200-inspection/d4200dd4-a178-4ed7-9e2b-658a18297e5f.JPG.296x216.jpg', '瑞星家园 2室2厅 103万', '瑞星家园  ', '低楼层(共34层)板楼  -  扬名', '103万', '单价13826元/平米')
('https://image1.ljcdn.com/320200-inspection/d2c03d04-0832-49b6-84b5-25865f11c51c.jpg.296x216.jpg', '【链家真房源】 建乐家园 全新精装 未包土出', '建乐家园  ', '中楼层(共21层)板楼  -  中桥', '113万', '单价12099元/平米')
('https://image1.ljcdn.com/320200-inspection/e3279ffb-eda1-42d2-b89a-566629162769.JPG.296x216.jpg', '【链家真房源】盛新里 2室2厅1厨1卫 精装修', '盛新里  ', '高楼层(共7层)暂无数据  -  中桥', '126万', '单价15842元/平米')
('https://image1.ljcdn.com/320200-inspection/6bef6399-f6d1-455b-bc51-962741ccd02e.JPG.296x216.jpg', '五星家园C块 2室1厅 90万', '五星家园C块  ', '中楼层(共6层)板楼  -  扬名', '90万', '单价12163元/平米')
('https://image1.ljcdn.com/320200-inspection/1d71062a-1442-4f6e-ba00-551abb16adfe.jpg.296x216.jpg', '阳光城市花园C区 4室2厅 383万', '阳光城市花园C区  ', '高楼层(共11层)板塔结合  -  中桥', '383万', '单价24908元/平米')
('https://image1.ljcdn.com/320200-inspection/ece42ddf-e006-4b6a-9deb-b8e614bbb862.JPG.296x216.jpg', '【链家真房源】银城京梁合 两室一厅 满二', '银城京梁合  ', '中楼层(共17层)暂无数据  -  迎龙桥', '230万', '单价24965元/平米')
('https://image1.ljcdn.com/320200-inspection/a4fc3a0b-f919-4226-a032-8723bba52886.JPG.296x216.jpg', '曹张新村 2室1厅 93万', '曹张新村  ', '中楼层(共6层)板楼  -  清名桥', '93万', '单价18416元/平米')
('https://image1.ljcdn.com/320200-inspection/ea591649-78c9-465c-a1b3-2b51247addf3.JPG.296x216.jpg', '曹张新村 两室一厅 面积适中 价格可谈', '曹张新村  ', '高楼层(共6层)板楼  -  清名桥', '108万', '单价17896元/平米')
('https://image1.ljcdn.com/320200-inspection/42215c99-209a-4f62-8a22-8fa37dd1000a.JPG.296x216.jpg', '沁园新村C区 4室2厅 170万', '沁园新村C区  ', '低楼层(共6层)暂无数据  -  清名桥', '170万', '单价11410元/平米')
('https://image1.ljcdn.com/320200-inspection/ce5ba4d1-edee-4e8a-8f84-26e7257992ef.JPG.296x216.jpg', '沁园新村 1室1厅 46万', '沁园新村  ', '高楼层(共6层)板楼  -  清名桥', '46万', '单价11220元/平米')
('https://image1.ljcdn.com/320200-inspection/80843df3-efaf-4543-9b73-64c1bbf08d15.JPG.296x216.jpg', '新联家园 2室2厅 182万', '新联家园  ', '高楼层(共13层)板楼  -  扬名', '182万', '单价17170元/平米')
('https://image1.ljcdn.com/320200-inspection/55a70bd0-59ee-4cea-809a-001651105adf.JPG.296x216.jpg', '芦庄一区 2室2厅 65万', '芦庄一区  ', '高楼层(共6层)暂无数据  -  扬名', '65万', '单价10484元/平米')
('https://image1.ljcdn.com/320200-inspection/7e6ef668-d66f-4775-9079-98ad861c76ed.JPG.296x216.jpg', '芦庄四区 2室1厅 53万', '芦庄四区  ', '高楼层(共6层)板楼  -  中桥', '53万', '单价10046元/平米')
('https://image1.ljcdn.com/320200-inspection/6202c1cd-af6f-403c-934e-f5d6632d36e5.JPG.296x216.jpg', '链家房源 沁园新村电梯房 位置佳 配套成熟茂业百货', '沁园新村  ', '低楼层(共33层)暂无数据  -  清名桥', '105万', '单价11755元/平米')
('https://image1.ljcdn.com/320200-inspection/136debe4-f86c-406a-8223-02aa9e48cae1.JPG.296x216.jpg', '新苏新村 1室1厅 32万', '新苏新村  ', '高楼层(共6层)暂无数据  -  中桥', '32万', '单价9401元/平米')
('https://image1.ljcdn.com/320200-inspection/11f8b35a-8ba2-4300-83e0-15761bbf1462.JPG.296x216.jpg', '【链家真房源】锦明南苑 四室两厅 户型方正 采光充足', '锦明南苑  ', '高楼层(共6层)板楼  -  清名桥', '175万', '单价12987元/平米')
('https://image1.ljcdn.com/320200-inspection/59c3ce26-6998-4edc-adc2-e82481a89f8d.JPG.296x216.jpg', '中联新村 3室1厅 70万', '中联新村  ', '低楼层(共6层)板楼  -  中桥', '70万', '单价13208元/平米')
('https://image1.ljcdn.com/320200-inspection/ff548ffb-b48c-456d-b4da-356e6f42f163.JPG.296x216.jpg', '瑞希苑 3室2厅 168万', '瑞希苑  ', '高楼层(共7层)暂无数据  -  扬名', '168万', '单价14483元/平米')
('https://image1.ljcdn.com/320200-inspection/4945bb16-1d15-43d7-bf4a-af38459fdbdf.JPG.296x216.jpg', '精装优质两房 客厅朝南 满五年 看房方便', '九龙仓时代上城B区  ', '高楼层(共28层)板楼  -  中桥', '190万', '单价21126元/平米')
('https://image1.ljcdn.com/320200-inspection/147134a4-130f-4ce4-99fb-3f1bacdb2697.JPG.296x216.jpg', '链 家真 房源，采光充足，视野宽阔，小区中间位置', '中联新村  ', '高楼层(共6层)板楼  -  中桥', '36万', '单价8392元/平米')
('https://image1.ljcdn.com/320200-inspection/0ddf689a-d7a5-43e8-8407-90967335b3d7.JPG.296x216.jpg', '瑞星家园 4室2厅 170万', '瑞星家园  ', '高楼层(共7层)板楼  -  扬名', '170万', '单价9737元/平米')
('https://image1.ljcdn.com/320200-inspection/e1cc9038-8a99-405d-9138-602ba10f0e2d.JPG.296x216.jpg', '五姓巷小区 2室2厅 210万', '五姓巷小区  ', '高楼层(共6层)暂无数据  -  三阳广场', '210万', '单价24377元/平米')
('https://image1.ljcdn.com/320200-inspection/f4eaa84a-8239-4333-9cfd-33b79e6d2449.JPG.296x216.jpg', '九龙仓碧玺B区 3室2厅 270万', '九龙仓碧玺B区  ', '高楼层(共32层)板楼  -  扬名', '270万', '单价19871元/平米')
('https://image1.ljcdn.com/320200-inspection/eef7d61b-a783-4efc-b24c-dde339c51646.JPG.296x216.jpg', '孔雀雅园 2室2厅 170万', '孔雀雅园  ', '中楼层(共30层)板塔结合  -  扬名', '170万', '单价20109元/平米')
('https://image1.ljcdn.com/320200-inspection/6dce2953-0190-48ce-9ed9-aeea9d2c0831.JPG.296x216.jpg', '中南新村 1室1厅 51万', '中南新村  ', '低楼层(共6层)暂无数据  -  中桥', '51万', '单价12266元/平米')
('https://image1.ljcdn.com/320200-inspection/b0bcd685-59e6-42ad-b011-520eca1487b2.JPG.296x216.jpg', '曹张新村 2室1厅 88万', '曹张新村  ', '低楼层(共6层)板楼  -  清名桥', '88万', '单价17255元/平米')
('https://image1.ljcdn.com/320200-inspection/53640f47-e615-42bc-a7db-78e53cfa0c9d.JPG.296x216.jpg', '链 家真 房源 沁园新村 现在精装 地铁口 全明 格局正', '沁园新村  ', '低楼层(共6层)板楼  -  清名桥', '173万', '单价13942元/平米')
('https://image1.ljcdn.com/320200-inspection/3333f8ea-0588-40bd-91a3-fad2204ece46.JPG.296x216.jpg', '曹张新村 1室1厅 65万', '曹张新村  ', '低楼层(共6层)板楼  -  清名桥', '65万', '单价15124元/平米')
('https://image1.ljcdn.com/320200-inspection/e8388eda-b2ca-4e21-9221-2a2cd9e7f632.JPG.296x216.jpg', '复地悦诚花园 2室1厅 150万', '复地悦诚花园  ', '低楼层(共33层)板楼  -  扬名', '150万', '单价17181元/平米')
('https://image1.ljcdn.com/320200-inspection/90c1dfda-f6ee-4ea7-a20f-2e0f5dd4a51d.JPG.296x216.jpg', '链家真房源 清扬新村 全新英伦风格装修 采光好 诚心售', '清扬新村  ', '高楼层(共6层)板楼  -  清名桥', '67.5万', '单价11638元/平米')
('https://image1.ljcdn.com/320200-inspection/76a9c154-3253-4b18-b3f1-0b57d32660bb.JPG.296x216.jpg', '九龙仓时代上城D区 2室2厅 250万', '九龙仓时代上城D区  ', '高楼层(共34层)板楼  -  中桥', '250万', '单价21009元/平米')
('https://image1.ljcdn.com/320200-inspection/b69fe67a-e357-4605-a524-fadc676483d1.JPG.296x216.jpg', '芦庄二区 1室1厅 47万', '芦庄二区  ', '中楼层(共6层)暂无数据  -  中桥', '47万', '单价10431元/平米')
('https://image1.ljcdn.com/320200-inspection/48e3f4ee-34a5-453c-9488-27bf16088493.JPG.296x216.jpg', '阳光城市花园D区 1室1厅 178万', '阳光城市花园D区  ', '中楼层(共23层)塔楼  -  中桥', '178万', '单价29866元/平米')
('https://image1.ljcdn.com/320200-inspection/6613a45a-d301-431f-9746-9836df161dcb.JPG.296x216.jpg', '阳光城市花园C区 3室2厅 360万', '阳光城市花园C区  ', '中楼层(共18层)板塔结合  -  中桥', '360万', '单价25594元/平米')
('https://image1.ljcdn.com/320200-inspection/32d3bb45-ff7e-43d9-b05e-8fadaa62ad6a.JPG.296x216.jpg', '瑞星家园 2室1厅 100万', '瑞星家园  ', '高楼层(共34层)板楼  -  扬名', '100万', '单价13514元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadf6fff396-f268-49da-8992-a20040ab7551.JPG.296x216.jpg', '金科世界城D区 4室2厅 370万', '金科世界城D区  ', '低楼层(共7层)板楼  -  中桥', '370万', '单价12759元/平米')
('https://image1.ljcdn.com/320200-inspection/ba7b4f92-cb95-484f-b0b0-767513885061.JPG.296x216.jpg', '清扬新村南北通透两房，看房方便诚心出售', '清扬新村  ', '高楼层(共6层)板楼  -  清名桥', '60万', '单价10784元/平米')
('https://image1.ljcdn.com/320200-inspection/e520aa37-a3d5-4933-ae9f-157ea78b0bf4.JPG.296x216.jpg', '【链家真房源】阳光城市花园C区大四房', '阳光城市花园C区  ', '低楼层(共11层)板塔结合  -  中桥', '358万', '单价23513元/平米')
('https://image1.ljcdn.com/320200-inspection/90f8c2c5-8cef-4b02-8ee1-ade7105343d2.JPG.296x216.jpg', '清名一村南向两房全新装修，随时可看', '清名一村  ', '高楼层(共5层)板楼  -  清名桥', '52万', '单价10555元/平米')
('https://image1.ljcdn.com/320200-inspection/test-04ebbfd2-5756-4d84-9dcf-ae29332a3594.png.296x216.jpg', '金城新村 2室2厅 60万', '金城新村  ', '高楼层(共6层)板楼  -  中桥', '60万', '单价9307元/平米')
('https://image1.ljcdn.com/320200-inspection/70c63fc1-fca2-44b6-a91c-77d25027a540.JPG.296x216.jpg', '翠云新村 一号线旁的两居室 中间楼层！', '翠云新村  ', '6层板楼  -  清名桥', '64万', '单价11968元/平米')
('https://image1.ljcdn.com/320200-inspection/dc596ee0-fa5a-4edc-a11a-b4567637158e.JPG.296x216.jpg', '链家房源 沁园新村全新改造 交通便利双南卧室南北通透', '沁园新村  ', '高楼层(共7层)暂无数据  -  清名桥', '77万', '单价10434元/平米')
('https://image1.ljcdn.com/320200-inspection/d64feffd-e9c7-4c28-9c78-34cadfc92315.JPG.296x216.jpg', '【链家真房源】古运五爱苑C区 2室2厅 看房方便 精装修', '古运五爱苑C区  ', '高楼层(共6层)板楼  -  扬名', '120万', '单价14286元/平米')
('https://image1.ljcdn.com/320200-inspection/a356977e-1491-4a5b-92e6-fa56203b2beb.JPG.296x216.jpg', '【链家真房源】清扬康臣2室1厅 精装中高楼层采光充足', '清扬康臣  ', '高楼层(共35层)板楼  -  扬名', '170万', '单价19414元/平米')
('https://image1.ljcdn.com/320200-inspection/f798a7a4-a4c7-4e92-b8ed-672a5c55a748.JPG.296x216.jpg', '【链家真房源】曹张新村 小户型 新装', '曹张新村  ', '高楼层(共6层)板楼  -  清名桥', '51.8万', '单价16028元/平米')
('https://image1.ljcdn.com/320200-inspection/test-68f2575f-a023-4327-a6d6-723998fbbdad.png.296x216.jpg', '芦庄六区 2室1厅 65.5万', '芦庄六区  ', '高楼层(共7层)板楼  -  扬名', '65.5万', '单价10235元/平米')
('https://image1.ljcdn.com/320200-inspection/3c92351c-857b-4d61-84eb-89795db67ada.JPG.296x216.jpg', '金科世界城B区 2室2厅 185万', '金科世界城B区  ', '中楼层(共35层)板楼  -  中桥', '185万', '单价20397元/平米')
('https://image1.ljcdn.com/320200-inspection/065c00c6-3cc0-4e05-be0a-a98759788c38.JPG.296x216.jpg', '婚装三居 繁华市区 次新房 户型正气！', '恒威清扬华庭  ', '高楼层(共15层)板楼  -  清名桥', '295万', '单价25878元/平米')
('https://image1.ljcdn.com/320200-inspection/6a5ee554-0ec9-44b9-92c8-83e4ba6331a0.JPG.296x216.jpg', '中联新村 2室1厅 63万', '中联新村  ', '中楼层(共6层)暂无数据  -  中桥', '63万', '单价11250元/平米')
