('https://image1.ljcdn.com/320500-inspection/test-685187ef-2440-4030-8ece-0d7e9a84c7b2.png.296x216.jpg', '急售房源：满二精装好楼层，房东诚意卖！另有车位出售', '九龙仓年华里  | 3室2厅 | 117.58平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2014年建板楼  -  东沙湖', '468万', '单价39803元/平米')
('https://image1.ljcdn.com/320500-inspection/986fe88a-ecac-4102-8eac-30171913c578.jpg.296x216.jpg', '翰林缘 3室2厅 290万', '翰林缘  | 3室2厅 | 118平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2008年建板楼  -  独墅湖高教区', '290万', '单价24577元/平米')
('https://image1.ljcdn.com/320500-inspection/test-91256c6f-7aba-4656-910f-d284c9c71267.png.296x216.jpg', '星港未用，赠8平独库，看房有钥匙，户型方正', '东港新村  | 2室1厅 | 76.4平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1998年建板楼  -  东环', '183万', '单价23953元/平米')
('https://image1.ljcdn.com/320500-inspection/test-31ce9ca7-9036-4307-aa82-ab235112e7de.png.296x216.jpg', '楼层高区湖景房，位置好，无硬伤', '蝴蝶湾  | 3室2厅 | 108.76平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2013年建板楼  -  斜塘', '307万', '单价28228元/平米')
('https://image1.ljcdn.com/320500-inspection/test-79d6a878-f304-4962-a094-13124730a1e7.png.296x216.jpg', '中海湖滨一号162平米可观桃花岛金鸡湖湖景聚焦好房源', '中海湖滨一号  | 4室2厅 | 162平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2007年建板楼  -  玲珑', '870万', '单价53704元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180120/da3ec449-fa68-49cd-b405-922512d5957a.jpg.296x216.jpg', '玲珑湾花园四区 3室2厅 960万', '玲珑湾花园四区  | 3室2厅 | 194.04平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2008年建板楼  -  玲珑', '960万', '单价49475元/平米')
('https://image1.ljcdn.com/320500-inspection/test-21538023-86d1-42a0-a0e6-623ec12fae08.png.296x216.jpg', '海尚壹品装修好的四房 位置好 楼层好 业主诚意出售', '海尚壹品  | 4室2厅 | 130.87平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2012年建板楼  -  玲珑', '665万', '单价50814元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171207/e9672532-62bd-441a-8e12-cb67ebb117a3.jpg.296x216.jpg', '玲珑湾花园五区 3室2厅 715万', '玲珑湾花园五区  | 3室2厅 | 123.86平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  玲珑', '715万', '单价57727元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170313/9ee8f898-bd8f-46e8-b875-54b33c2e84b6.jpg.296x216.jpg', '天域东区 3室2厅 760万', '天域东区  | 3室2厅 | 176.02平米 | 东南 南 | 精装 | 有电梯', '高楼层(共23层)2006年建板楼  -  湖西CBD', '760万', '单价43177元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171112/3eddb332-27ef-4142-907a-9a8d471273f4.jpg.296x216.jpg', '路劲主场 2室2厅 260万', '路劲主场  | 2室2厅 | 100.7平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2016年建板楼  -  湖东', '260万', '单价25820元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170510/d118afdf-1a4e-4576-a2d6-f6f68e3bf519.jpg.296x216.jpg', '路劲凤凰城 2室2厅 215万', '路劲凤凰城  | 2室2厅 | 91平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建板楼  -  湖东', '215万', '单价23627元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170517/3b57e805-5e8e-40b2-b210-331edf3332ab.jpg.296x216.jpg', '白塘景苑一二期 2室2厅 301万', '白塘景苑一二期  | 2室2厅 | 95平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2012年建板楼  -  白塘', '301万', '单价31685元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170108/e7689276-05e2-4555-bff6-858cdd12c3e8.jpg.296x216.jpg', '路劲主场 4室2厅 430万', '路劲主场  | 4室2厅 | 142.01平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2013年建板楼  -  湖东', '430万', '单价30280元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170227/93f12a97-5b13-4c02-a2a3-bc791b32d2cf.jpg.296x216.jpg', '怡葑庭 4室2厅 328万', '怡葑庭  | 4室2厅 | 142平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2006年建板楼  -  娄葑', '328万', '单价23099元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5d4eb6f1-b5f2-4c34-9913-9262950ad5b4.png.296x216.jpg', '海尚壹品装修好的2房楼层好位置好能上景城诚意出售', '海尚壹品  | 2室1厅 | 81.34平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2013年建板楼  -  玲珑', '439万', '单价53971元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171122/95e8dcdf-c129-45be-bdf9-5f64b7179734.jpg.296x216.jpg', '建屋海德公园 1室1厅 218万', '建屋海德公园  | 1室1厅 | 68平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2012年建板楼  -  独墅湖高教区', '218万', '单价32059元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2c6c909c-8b88-49b0-958d-ab58889f5e66.png.296x216.jpg', '东湖春之韵 4室2厅 428万', '东湖春之韵  | 4室2厅 | 138.69平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2005年建板楼  -  湖东CBD', '428万', '单价30861元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170706/0a912f12-6d84-4e61-8b43-c43f3181f9d5.jpg.296x216.jpg', '和乔丽晶 3室2厅 551万', '和乔丽晶  | 3室2厅 | 147.8平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2013年建板楼  -  双湖', '551万', '单价37281元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b1fadf25-ee06-4166-b934-3984b16262b1.png.296x216.jpg', '位置好中高楼层南北通透双阳台价格可谈周期可谈', '东湖大郡三期  | 3室2厅 | 115平米 | 南 北 | 简装 | 有电梯', '中楼层(共26层)2006年建板楼  -  湖东CBD', '410万', '单价35653元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170108/874c7d06-0101-4017-af55-707c6d4b737e.jpg.296x216.jpg', '九龙仓繁华里 3室2厅 520万', '九龙仓繁华里  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2014年建板楼  -  东沙湖', '520万', '单价53062元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2c207c09-b884-4c46-ab9b-1350d009aed5.png.296x216.jpg', '雅戈尔湖邑通透三房，有车位，楼层位置佳，随时看房', '太阳星辰花园湖邑  | 3室2厅 | 120.25平米 | 南 | 毛坯 | 有电梯', '高楼层(共27层)2010年建塔楼  -  东沙湖', '398万', '单价33098元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadf1a0049a-8aeb-4376-b103-d819475f774e.jpg.296x216.jpg', '中海国际社区（七区） 2室2厅 350万', '中海国际社区（七区）  | 2室2厅 | 93.22平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2013年建板楼  -  湖东', '350万', '单价37546元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170419/0046bb36-0ab7-4d7b-91d0-2fd560e70ef1.jpg.296x216.jpg', '森林湖三房 无需改动 赠送8.9平阳光房 保养全新', '中信森林湖棕榈园  | 3室2厅 | 93平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  青剑湖', '295万', '单价31721元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180114/2937bb35-6aae-4366-b7da-ba18ca2016ca.jpg.296x216.jpg', '路劲主场 2室2厅 215万', '路劲主场  | 2室2厅 | 79平米 | 南 | 其他 | 有电梯', '低楼层(共23层)2012年建板楼  -  湖东', '215万', '单价27216元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2f73ff4c-8083-4c3a-be51-c0888d1453a2.png.296x216.jpg', '翰林缘 3室2厅 315万', '翰林缘  | 3室2厅 | 123平米 | 南 | 毛坯 | 有电梯', '高楼层(共16层)2010年建板楼  -  独墅湖高教区', '315万', '单价25610元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170406/0ba34f24-2a9a-46a8-8c2e-1ac979d77796.jpg.296x216.jpg', '枫情水岸 3室2厅 480万', '枫情水岸  | 3室2厅 | 135平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2006年建板楼  -  湖东CBD', '480万', '单价35556元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0cd1ec84-ea7e-4818-97a7-94bd1d268ba8.png.296x216.jpg', '枫情水岸 4室2厅 490万', '枫情水岸  | 4室2厅 | 136.79平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  湖东CBD', '490万', '单价35822元/平米')
('https://image1.ljcdn.com/320500-inspection/1fb66c11-a741-4e11-af82-a4391f804731.jpg.296x216.jpg', '德邑 5室4厅 1550万', '德邑   | 联排别墅 | 5室4厅 | 350平米 | 南 | 其他 | 无电梯', '3层2006年建板楼  -  湖东CBD', '1550万', '单价44286元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170815/3711e855-d9c7-4f1f-aa91-25ec6c309806.jpg.296x216.jpg', '湖畔天城 4室2厅 530万', '湖畔天城  | 4室2厅 | 149平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2010年建板楼  -  湖东CBD', '530万', '单价35571元/平米')
('https://image1.ljcdn.com/320500-inspection/4d370b74-5d60-4a9c-9b7f-df24fa0f320d.jpg.296x216.jpg', '欧洲城 3室2厅 482万', '欧洲城  | 3室2厅 | 136.28平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2007年建板楼  -  湖东CBD', '482万', '单价35369元/平米')
('https://image1.ljcdn.com/320500-inspection/test-06ebb37d-3a51-48a6-9ef7-b03044f23b29.png.296x216.jpg', '路劲主场 1室1厅 175万', '路劲主场  | 1室1厅 | 66平米 | 西 | 精装 | 有电梯', '低楼层(共21层)2010年建板楼  -  湖东', '175万', '单价26516元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160219/4e87aa0c-6374-4c48-a165-85ed366a16de.jpg.296x216.jpg', '路劲凤凰城 3室2厅 215万', '路劲凤凰城  | 3室2厅 | 89.22平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  湖东', '215万', '单价24098元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5d5c39f9-0de6-49f4-a163-1d4dc9fb345c.png.296x216.jpg', '维纳阳光花园北区 2室1厅 146万', '维纳阳光花园北区  | 2室1厅 | 55平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2015年建板楼  -  青剑湖', '146万', '单价26546元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160904/71b60c81-4863-49ed-b9e8-200494a22fae.jpg.296x216.jpg', '湖畔天城 3室2厅 510万', '湖畔天城  | 3室2厅 | 145平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2010年建板楼  -  湖东CBD', '510万', '单价35173元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9ed98986-f6d1-4344-9c87-563281ac1c91.png.296x216.jpg', '金辉优步花园 3室2厅 267万', '金辉优步花园  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯', '低楼层(共6层)2017年建板楼  -  青剑湖', '267万', '单价30341元/平米')
('https://image1.ljcdn.com/320500-inspection/ea7cdbd9-aaf6-4224-a9c0-c89e1a548d26.JPG.296x216.jpg', '中茵皇冠国际 1室2厅 405万', '中茵皇冠国际  | 1室2厅 | 93.49平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  湖西CBD', '405万', '单价43321元/平米')
('https://image1.ljcdn.com/320500-inspection/test-65de76fd-fbe7-4449-b0b4-1049fb4eae26.png.296x216.jpg', '湖畔天城 3室2厅 442万', '湖畔天城  | 3室2厅 | 135.4平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2010年建板楼  -  湖东CBD', '442万', '单价32645元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170927/a66e4c71-7086-429c-ab49-75b0f96c8cab.jpg.296x216.jpg', '苏安新村 2室2厅 110万', '苏安新村  | 2室2厅 | 53.75平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2013年建板楼  -  东环', '110万', '单价20466元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170506/1bc9ce5f-4835-496b-b0ad-ecb728693cce.jpg.296x216.jpg', '朗琴湾花园 3室2厅 291万', '朗琴湾花园  | 3室2厅 | 116.32平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2003年建板楼  -  娄葑', '291万', '单价25018元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/c8811e3b-09e9-461b-8349-5d7082e0ae48.jpg.296x216.jpg', '中海国际社区（七区） 3室2厅 307万', '中海国际社区（七区）  | 3室2厅 | 96平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2010年建板楼  -  湖东', '307万', '单价31980元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170210/a7acd524-22c0-467d-b31b-94e7936b581f.jpg.296x216.jpg', '诚品居所 2室2厅 480万', '诚品居所  | 2室2厅 | 123.23平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2015年建塔楼  -  湖东CBD', '480万', '单价38952元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170726/a12a9399-7d98-40e8-a218-dc916f9f1093.jpg.296x216.jpg', '欧洲城 3室2厅 388万', '欧洲城  | 3室2厅 | 96.99平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2007年建板楼  -  湖东CBD', '388万', '单价40005元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170810/dfc0a726-4875-4aa0-82ff-9cb57fb45cc9.jpg.296x216.jpg', '南山巴黎印象 4室2厅 493万', '南山巴黎印象  | 4室2厅 | 151.18平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  湖东CBD', '493万', '单价32611元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171210/56d468b8-6e1e-41bb-b19f-c0b6bed898e8.jpg.296x216.jpg', '中海国际社区（三区） 3室2厅 357万', '中海国际社区（三区）  | 3室2厅 | 90.02平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2013年建板楼  -  湖东', '357万', '单价39658元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171222/9ab4d26e-3019-4699-93d9-4568894746c6.jpg.296x216.jpg', '东港二村 2室2厅 160万', '东港二村  | 2室2厅 | 55.36平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  东环', '160万', '单价28902元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploade84749a3-0b8c-444f-b18d-e38f4c67b7da.jpg.296x216.jpg', '仁恒海和院 3室2厅 1500万', '仁恒海和院   | 联排别墅 | 3室2厅 | 301平米 | 南 | 毛坯 | 无电梯', '3层2015年建板楼  -  双湖', '1500万', '单价49834元/平米')
('https://image1.ljcdn.com/320500-inspection/5da452c7-80f7-44af-81a1-522448b107a2.jpg.296x216.jpg', '莱茵花园 4室2厅 360万', '莱茵花园   | 联排别墅 | 4室2厅 | 110平米 | 南 | 其他 | 无电梯', '3层2001年建板楼  -  娄葑', '360万', '单价32728元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5598bf94-f73a-4a24-92e5-bdd59ffc40fa.png.296x216.jpg', '天地源橄榄湾 3室2厅 358万', '天地源橄榄湾  | 3室2厅 | 133.34平米 | 南 | 毛坯 | 有电梯', '中楼层(共16层)2010年建板楼  -  斜塘', '358万', '单价26849元/平米')
('https://image1.ljcdn.com/320500-inspection/71582bd5-f763-41d9-b22b-af11c0cb5404.jpg.296x216.jpg', '中上楼层视野开阔  精装三年基本未住很新 两梯三户', '路劲主场  | 2室2厅 | 91.89平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2013年建板楼  -  湖东', '290万', '单价31560元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160627/717fde5f-2242-456a-934a-ab87af616254.jpg.296x216.jpg', '翰林缘 3室2厅 317万', '翰林缘  | 3室2厅 | 125平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  独墅湖高教区', '317万', '单价25360元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadf001810e-e28a-4fcc-be9d-9f7a0d8b38b0.jpg.296x216.jpg', '太阳城缘邑 3室2厅 369万', '太阳城缘邑  | 3室2厅 | 117平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2016年建板楼  -  东沙湖', '369万', '单价31539元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161001/22bf3a8c-e4cd-4ca5-88b1-eb2f66b8973e.jpg.296x216.jpg', '左岸香颂 2室2厅 240万', '左岸香颂  | 2室2厅 | 83.4平米 | 南 | 其他 | 有电梯', '高楼层(共10层)2011年建板楼  -  东沙湖', '240万', '单价28777元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadcc430c17-031e-4974-bb15-45c30ef00d4b.jpg.296x216.jpg', '都市VIP 1室1厅 55万', '都市VIP  | 1室1厅 | 47平米 | 北 | 其他 | 有电梯', '低楼层(共12层)2012年建板楼  -  青剑湖', '55万', '单价11703元/平米')
('https://image1.ljcdn.com/320500-inspection/ca942291-f04c-4bad-8e09-b1607592ae9b.jpg.296x216.jpg', '金色尚城 4室2厅 266万', '金色尚城  | 4室2厅 | 83平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  斜塘', '266万', '单价32049元/平米')
('https://image1.ljcdn.com/320500-inspection/450d9c77-a76f-47c2-87f7-fc97ac37963e.jpg.296x216.jpg', '路劲凤凰城 2室2厅 220万', '路劲凤凰城  | 2室2厅 | 91.84平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2008年建板楼  -  湖东', '220万', '单价23955元/平米')
('https://image1.ljcdn.com/320500-inspection/bf970362-cd27-4fed-b5ae-a2e6d3480b50.jpg.296x216.jpg', '东湖大郡二期 4室2厅 515万', '东湖大郡二期  | 4室2厅 | 158平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2006年建板楼  -  湖东CBD', '515万', '单价32595元/平米')
('https://image1.ljcdn.com/320500-inspection/f7125863-5f88-46ed-9136-a3d5f4537760.JPG.296x216.jpg', '苏州中心 2室1厅 585万', '苏州中心  | 2室1厅 | 130平米 | 南 | 精装 | 有电梯', '低楼层(共47层)2017年建板楼  -  湖西CBD', '585万', '单价45000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f860519b-5ca4-4fcb-88d9-194441ef10fd.png.296x216.jpg', '路劲主场 3室2厅 408万', '路劲主场  | 3室2厅 | 130平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2013年建板楼  -  湖东', '408万', '单价31385元/平米')
('https://image1.ljcdn.com/320500-inspection/566d7698-b476-4c99-9799-1edd0072c97a.jpg.296x216.jpg', '玲珑湾花园五区 3室2厅 830万', '玲珑湾花园五区  | 3室2厅 | 142平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2008年建板楼  -  玲珑', '830万', '单价58451元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5951ac02-1fbb-46b7-aa0c-a1d4319c576d.png.296x216.jpg', '莲花新村三区 3室2厅 230万', '莲花新村三区  | 3室2厅 | 99平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2007年建板楼  -  斜塘', '230万', '单价23233元/平米')
('https://image1.ljcdn.com/320500-inspection/1f56592e-5d2f-421d-88bf-78f242b85c39.jpg.296x216.jpg', '华新国际天著 4室2厅 666万', '华新国际天著   | 联排别墅 | 4室2厅 | 182平米 | 南 | 其他 | 无电梯', '3层2015年建板楼  -  青剑湖', '666万', '单价36594元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9e58bd83-008a-44ee-bced-387429624378.png.296x216.jpg', '圆融公馆 2室2厅 450万', '圆融公馆  | 2室2厅 | 103平米 | 东 南 | 精装 | 有电梯', '高楼层(共31层)2013年建板楼  -  湖东CBD', '450万', '单价43690元/平米')
('https://image1.ljcdn.com/320500-inspection/e19a727c-741b-4fe2-9395-0b7be8297995.jpg.296x216.jpg', '莲香新村北区 2室2厅 163万', '莲香新村北区  | 2室2厅 | 67.14平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2001年建板楼  -  斜塘', '163万', '单价24278元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5f71c419-52cb-4f65-9fdd-175d9c1bd4bb.png.296x216.jpg', '房主急售看房方便，户型三房，南北通透，品牌家具家电', '中海国际社区（七区）  | 3室2厅 | 125.63平米 | 南 北 | 精装 | 有电梯', '中楼层(共25层)2010年建板楼  -  湖东', '478万', '单价38049元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0d09d7f0-2b14-4683-9850-3f6120370178.png.296x216.jpg', '九龙仓品质，毛坯正三方，南北通透，带车位', '九龙仓风华里  | 3室2厅 | 125平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共30层)2017年建板楼  -  东沙湖', '490万', '单价39200元/平米')
('https://image1.ljcdn.com/320500-inspection/test-eb8794f8-94c8-4a37-9c69-097ee7458562.png.296x216.jpg', '中海国际社区（六区） 5室2厅 625万', '中海国际社区（六区）  | 5室2厅 | 161平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2010年建板楼  -  湖东', '625万', '单价38820元/平米')
('https://image1.ljcdn.com/320500-inspection/c9950882-9c69-437c-b67f-809e44773c60.jpg.296x216.jpg', '月亮湾3号美颂花园 3室2厅 470万', '月亮湾3号美颂花园  | 3室2厅 | 120平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2000年建板楼  -  独墅湖高教区', '470万', '单价39167元/平米')
('https://image1.ljcdn.com/320500-inspection/test-32cc0b78-ac93-46a5-a525-c93fe8be412b.png.296x216.jpg', '太阳星辰花园湖邑 4室2厅 485万', '太阳星辰花园湖邑  | 4室2厅 | 132平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2010年建塔楼  -  东沙湖', '485万', '单价36743元/平米')
('https://image1.ljcdn.com/320500-inspection/test-68084a1c-4a6b-4f77-a089-5781eb72b2ed.png.296x216.jpg', '澳韵花园 2室2厅 266万', '澳韵花园  | 2室2厅 | 77平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  湖东CBD', '266万', '单价34546元/平米')
('https://image1.ljcdn.com/320500-inspection/test-16616db0-0aa8-433c-96be-4f466d9fb5a2.png.296x216.jpg', '玲珑湾花园四区 3室2厅 828万', '玲珑湾花园四区  | 3室2厅 | 140.75平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2012年建板楼  -  玲珑', '828万', '单价58828元/平米')
('https://image1.ljcdn.com/320500-inspection/b2ce032f-373a-48be-80d2-1c4cd3f8b1a0.jpg.296x216.jpg', '都市VIP 2室2厅 68万', '都市VIP  | 2室2厅 | 56平米 | 东 | 其他 | 有电梯', '中楼层(共13层)2011年建板楼  -  青剑湖', '68万', '单价12143元/平米')
('https://image1.ljcdn.com/320500-inspection/test-67118a1c-977b-4894-b16b-ec8de99d7aea.png.296x216.jpg', '翰林缘 2室2厅 230万', '翰林缘  | 2室2厅 | 96平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2010年建板楼  -  独墅湖高教区', '230万', '单价23959元/平米')
('https://image1.ljcdn.com/320500-inspection/4590d73c-387a-430d-ad08-4b606ec9f90a.jpg.296x216.jpg', '湖畔天城 2室2厅 325万', '湖畔天城  | 2室2厅 | 91平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2009年建板楼  -  湖东CBD', '325万', '单价35715元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7ae831be-3350-40d3-904a-5cce861b1a6f.png.296x216.jpg', '中海星湖国际 3室2厅 800万', '中海星湖国际  | 3室2厅 | 133平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  玲珑', '800万', '单价60151元/平米')
('https://image1.ljcdn.com/320500-inspection/test-49ef086f-84a3-440f-8c4d-abc4dbfe388f.png.296x216.jpg', '左岸香颂 3室2厅 268万', '左岸香颂  | 3室2厅 | 82平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2011年建板楼  -  东沙湖', '268万', '单价32683元/平米')
