('https://image1.ljcdn.com/shfdfs-image/20170415/a5497903-13bc-47a1-8447-2c427413a517.jpg.296x216.jpg', '房子楼层好，位置佳，满五年税费少。保养很好', '绿洲香岛花园  | 2室2厅 | 131.29平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2007年建板楼  -  莘闵别墅', '500万', '单价38084元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/ce7d88b0-657b-4aed-b5a7-3ca55f0c803b.jpg.296x216.jpg', '新城九号地铁 精装修二房 南北房', '文景苑  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  松江新城', '359万', '单价40338元/平米')
('https://image1.ljcdn.com/310000-inspection/e38bb9ed-c569-44c1-9497-7b33e4a26113.jpg.296x216.jpg', '九号线佘山站一手动迁 满五唯一，三开间朝南可改三房', '新凯一期  | 2室2厅 | 80.48平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  泗泾', '280万', '单价34792元/平米')
('https://image1.ljcdn.com/310000-inspection/4c005f0b-f5f3-452a-a64e-05245d0b6f72.jpg.296x216.jpg', '婚房装修  精致品味 产权清晰 居住舒适 产权车位', '金地艺境(松江)  | 4室2厅 | 134.5平米 | 南 | 精装', '高楼层(共7层)暂无数据  -  松江老城', '615万', '单价45725元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171021/eec6c15c-92a3-41ac-acd3-c2e4d4203586.jpg.296x216.jpg', '商品房 满二税费少 交通方便   配套齐全', '米兰诺贵都  | 2室2厅 | 87.44平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2013年建板楼  -  泗泾', '350万', '单价40028元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171228/baa3e0b3-a827-4a47-ab7c-4ca38acd8629.jpg.296x216.jpg', '业主诚意出售 莱顿小城4房户型 南北通', '莱顿小城  | 4室2厅 | 142.04平米 | 南 | 毛坯 | 有电梯', '低楼层(共13层)2006年建板楼  -  松江大学城', '450万', '单价31682元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e76dfd9c-4a6d-4268-9f04-a95f6bcf7e2d.png.296x216.jpg', '南北朝向，户型方正 ，可改两房，诚心出售，税费少', '华亭新家百合苑  | 2室1厅 | 60.22平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  松江老城', '224万', '单价37197元/平米')
('https://image1.ljcdn.com/310000-inspection/905398be-92d8-4f9d-a6c2-4a563e0e3b15.jpg.296x216.jpg', '翠鑫苑 2室1厅 220万', '翠鑫苑  | 2室1厅 | 87平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2013年建板楼  -  佘山', '220万', '单价25288元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/d785825b-bd0b-4b8d-9064-b5e521d2653a.jpg.296x216.jpg', '精装修 五年唯一  2楼  正3房', '人乐二村  | 3室1厅 | 73.08平米 | 南 | 其他 | 无电梯', '中楼层(共4层)1983年建板楼  -  松江老城', '226万', '单价30926元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170925/1b908dd6-4719-46e2-a2d8-46b65bde6cfa.jpg.296x216.jpg', '三楼楼层好，小区位置安静，房子不靠马路，看房随时', '天乐新村  | 3室2厅 | 97.85平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  松江新城', '335万', '单价34237元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170819/fafa0e33-5618-4032-818e-1992d4cfe9a3.jpg.296x216.jpg', '九亭绿化标杆 南北直通 采光好 是您不二的选择', '三盛颐景园(公寓)  | 3室2厅 | 134平米 | 暂无数据 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  九亭', '450万', '单价33583元/平米')
('https://image1.ljcdn.com/310000-inspection/test-11833dcd-ba70-4941-8d6a-7903ae654931.png.296x216.jpg', '华亭新家三辰苑，满五年，精装小两房，河景房', '华亭新家三辰苑  | 2室1厅 | 56.33平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2011年建板楼  -  松江老城', '208万', '单价36926元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171209/c83eb8a4-a190-4ebf-b288-5654190e29f6.jpg.296x216.jpg', '满五年精装修，有2个车位，随时看房', '泗泾颐景园   | 联排别墅 | 5室2厅 | 301.52平米 | 南 北 | 简装 | 无电梯', '3层2010年建板楼  -  泗泾', '900万', '单价29849元/平米')
('https://image1.ljcdn.com/310000-inspection/1d5bcc0b-1d3a-4e2b-91cd-7ba178821540.jpg.296x216.jpg', '买一层送一层，精装大复式，满五唯一，房东自己住', '朗庭上郡苑(公寓)  | 3室2厅 | 75.68平米 | 南 | 其他 | 有电梯', '高楼层(共8层)2010年建板楼  -  九亭', '438万', '单价57876元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171121/b732a5df-e20e-4d83-88eb-012707ba9da9.jpg.296x216.jpg', '南北全明，带车位，带20平米露台，带地暖，卖房回老家', '莱顿小城  | 3室2厅 | 86.7平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2012年建板楼  -  松江大学城', '330万', '单价38063元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/8fc9b653-7596-43a5-a4fa-7afdffc1479c.jpg.296x216.jpg', '业主房子已定+到价能签+随时看房+满五唯一', '同济城市雅筑  | 2室2厅 | 82.13平米 | 暂无数据 | 精装', '高楼层(共9层)2012年建板楼  -  松江老城', '320万', '单价38963元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170929/86c29f67-b298-4b1f-8f44-d794977379ab.jpg.296x216.jpg', '洋房跟公寓一起，小区环境好，出行方便', '绿地香缇  | 3室2厅 | 117.8平米 | 南 | 精装', '低楼层(共16层)板楼  -  泗泾', '435万', '单价36927元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbc0b1be7-e909-4327-9d1a-2156e8890986.jpg.296x216.jpg', '精装修，好楼层，满两年，拎包入住', '金地自在城(二期)  | 3室2厅 | 110平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2015年建板楼  -  泗泾', '425万', '单价38637元/平米')
('https://image1.ljcdn.com/310000-inspection/cee32983-656d-4adc-9e20-4b2f61f651b3.jpg.296x216.jpg', '满二年  顶楼带阁楼  位置好，价格可谈 产权清', '民乐二村  | 4室2厅 | 87.59平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  松江老城', '288万', '单价32881元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170426/33859694-faf2-46b4-bd1b-03e0548d17f4.jpg.296x216.jpg', '九号线地铁 大学城二房精装修..........', '松云银座  | 2室2厅 | 92.82平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2006年建板楼  -  松江大学城', '315万', '单价33937元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170731/89b1c8da-31f2-48c0-a7d2-c4525b5dd76c.jpg.296x216.jpg', '100平的大两房 房东诚意出售 看房预约', '云润家园  | 2室2厅 | 100.74平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2006年建板楼  -  九亭', '430万', '单价42685元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7a0d6959-d265-4af8-a3fc-ab835270e1a9.png.296x216.jpg', '链.家.房源.假一赔百.那啥都齐全，交通便利价格好谈', '茉莉雅苑  | 2室1厅 | 74.23平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  泗泾', '205万', '单价27617元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171118/df5e7c57-11b7-46f4-973b-2fa207fceca8.jpg.296x216.jpg', '江虹花园 3室2厅 395万', '江虹花园  | 3室2厅 | 106.71平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  松江新城', '395万', '单价37017元/平米')
('https://image1.ljcdn.com/310000-inspection/4914bee7-1ad4-4927-b0e4-3516f1211e70.jpg.296x216.jpg', '绿地凯旋宫  精装小三房  双南户型   采光好', '绿地凯旋宫(公寓)  | 3室2厅 | 88平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2014年建板楼  -  松江老城', '350万', '单价39773元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180107/64273c6b-186e-472c-b77c-e9f5fe9d9d48.jpg.296x216.jpg', '户型正，位置好，楼层佳，还可谈', '安琪花苑(公寓)  | 3室2厅 | 146.65平米 | 南 | 毛坯 | 有电梯', '低楼层(共14层)2009年建板楼  -  松江新城', '356万', '单价24276元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/3461fb10-bee0-40f7-b6e0-027299b68df0.jpg.296x216.jpg', '多层南北通透两房，一房朝南一房朝北，厨房在厅的北面', '世纪新城  | 2室2厅 | 88.84平米 | 南 | 简装 | 无电梯', '中楼层(共4层)2003年建板楼  -  松江新城', '350万', '单价39397元/平米')
('https://image1.ljcdn.com/310000-inspection/e2ea95aa-ca6b-4b29-969f-10f2cd3ca96c.jpg.296x216.jpg', '金地自在城大平层，五房毛坯，房东诚意出售，看房随时', '金地自在城(二期)  | 5室2厅 | 196平米 | 南 | 毛坯 | 有电梯', '中楼层(共12层)2014年建板楼  -  泗泾', '630万', '单价32143元/平米')
('https://image1.ljcdn.com/310000-inspection/131e7810-4f62-464a-a3cf-783c04a6632d.jpg.296x216.jpg', '满五唯一+多层两房+ 中间楼层 +看房方便', '新凯一期  | 2室2厅 | 78.95平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  泗泾', '275万', '单价34833元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180131/3b4a28e2-a36e-4eb3-8909-5027db2a4295.jpg.296x216.jpg', '新南路壹号 1楼带地下室带花园，4房3厅3卫，很少户型', '新南路壹号(公寓)  | 4室3厅 | 215平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共12层)2011年建板楼  -  莘闵别墅', '560万', '单价26047元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161005/879f776f-373b-4599-a29d-90269bf53194.jpg.296x216.jpg', '近期热推，房型正，采光好，满五税少，急售，看房方便', '明丰公寓  | 3室2厅 | 118.87平米 | 南 | 精装 | 有电梯', '高楼层(共7层)2000年建板楼  -  松江新城', '380万', '单价31968元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170810/e55a25ca-0661-4702-8e15-650913a32acd.jpg.296x216.jpg', '满五唯一  南北直通  房东诚心出售  看房随时', '象屿都城  | 2室2厅 | 91平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2011年建板楼  -  九亭', '388万', '单价42638元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170225/387822b4-31bc-4913-b68d-6641db560d73.jpg.296x216.jpg', '新凯难得精装三房  一手动迁满五唯一  家具家电全送', '新凯一期  | 3室2厅 | 99.37平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  泗泾', '356万', '单价35826元/平米')
('https://image1.ljcdn.com/310000-inspection/test-06a71654-760f-42ff-a2b4-4f14b3b1585c.png.296x216.jpg', '一手动迁学xiao方便交通出行便利有万达吉买盛星巴克。', '茉莉雅苑  | 2室1厅 | 71平米 | 南 | 其他 | 有电梯', '低楼层(共13层)2012年建板楼  -  泗泾', '200万', '单价28170元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171227/0fd898b0-1aa7-464c-9d15-e29ddc2b3e68.jpg.296x216.jpg', '闹中取静+户型正气+满五唯一+品质社区+看房方便', '开元新都  | 3室2厅 | 117.74平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2003年建板楼  -  松江新城', '490万', '单价41618元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5c9ded94-113d-4dd8-b8a3-0438bc894c1e.png.296x216.jpg', '房子满五税费少，高层无遮挡，精装房', '保利西子湾  | 1室1厅 | 59.7平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2010年建板楼  -  松江大学城', '253万', '单价42379元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploaddb5deeb2-cf83-4284-991f-53fcb3b2dab6.jpg.296x216.jpg', '地铁口大两房，楼层佳 户型好 业主置换 诚意出售', '米兰诺贵都  | 2室2厅 | 89.15平米 | 南 | 毛坯 | 有电梯', '中楼层(共19层)2013年建板楼  -  泗泾', '300万', '单价33652元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171219/ca8fb5d2-5d8b-4e2c-b47d-b0c2cb471204.jpg.296x216.jpg', '满五年唯一税费少，保养得好，位置好楼层佳', '文翔名苑(公寓)  | 3室2厅 | 123平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2006年建板楼  -  松江大学城', '475万', '单价38618元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/3391e2e0-7f70-4192-bd47-235865c1286a.jpg.296x216.jpg', '松江地铁九号线，44平的正一室边套80万、首付5成', '万达广场(松江)  | 1室1厅 | 44.5平米 | 北 | 精装 | 有电梯', '中楼层(共19层)2014年建塔楼  -  松江大学城', '80万', '单价17978元/平米')
('https://image1.ljcdn.com/310000-inspection/f2d84d91-d437-4cbe-8d32-0a41d71bad49.jpg.296x216.jpg', '御上海不靠马路 新装修3年带地暖 生活便利 拎包入住', '御上海  | 2室1厅 | 92.23平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2009年建板楼  -  松江大学城', '390万', '单价42286元/平米')
('https://image1.ljcdn.com/310000-inspection/b0de3550-c3d0-4c3e-9023-6ea95d550340.jpg.296x216.jpg', '三湘临湖景观房丨满五唯一精装修丨南北直通两南一北。', '三湘四季花城  | 3室2厅 | 115.25平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  松江大学城', '570万', '单价49458元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170524/fbe129d1-8aba-4eda-9162-b2bde53a6ac0.jpg.296x216.jpg', '满五  中间楼层 前后无遮挡 视野开阔 装修保养很好', '九亭明珠苑(公寓)  | 3室2厅 | 108.11平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  九亭', '400万', '单价37000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171126/55281b67-760d-4d34-bb3a-957bad4d4570.jpg.296x216.jpg', '房子是满五年唯一，税费少！！！！！！', '文景苑  | 1室2厅 | 63.07平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2007年建板楼  -  松江新城', '290万', '单价45981元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170915/9cc1d1ad-256b-4e04-b14e-9459e6548726.jpg.296x216.jpg', '润江花苑两房已满二，税费少，楼层好，视野佳', '润江花苑  | 2室1厅 | 68.1平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2011年建塔楼  -  泗泾', '250万', '单价36711元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2fe43e8a-d2b2-4fd5-8805-e97566a66e24.png.296x216.jpg', '美国加州风格小区环境花园式，南北双阳台，采光好', '同润加州(公寓)  | 3室2厅 | 136.84平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2005年建板楼  -  莘闵别墅', '415万', '单价30328元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/294fec73-0681-4e3d-ac42-dabb896c05b9.jpg.296x216.jpg', '绿地诺丁山(公寓) 1室1厅 263万', '绿地诺丁山(公寓)  | 1室1厅 | 55平米 | 南 | 精装 | 有电梯', '高楼层(共10层)2010年建板楼  -  松江大学城', '263万', '单价47819元/平米')
('https://image1.ljcdn.com/310000-inspection/b7db5433-c127-4c86-9702-fd72552c079f.jpg.296x216.jpg', '三房两卫，户型正气，满二年，诚意出售', '绿地凯旋宫(公寓)  | 3室2厅 | 118.48平米 | 南 北 | 精装 | 有电梯', '中楼层(共13层)2014年建板楼  -  松江老城', '470万', '单价39670元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1fab3995-11ee-4e9c-8640-df46cdaeb209.jpg.296x216.jpg', '紧凑型小三房功能齐全，总价低次新房，房东多次降价', '象屿名城  | 3室2厅 | 87.81平米 | 南 | 其他 | 有电梯', '中楼层(共14层)2011年建板楼  -  九亭', '370万', '单价42137元/平米')
('https://image1.ljcdn.com/310000-inspection/6de862f4-a5d8-49a3-a86c-72479b81f50e.JPG.296x216.jpg', '达安圣芭芭精装修保养好房型正位置好诚意出售看房方便', '达安圣芭芭花园   | 联排别墅 | 4室2厅 | 191.31平米 | 南 | 精装 | 无电梯', '3层2011年建板楼  -  莘闵别墅', '860万', '单价44954元/平米')
('https://image1.ljcdn.com/310000-inspection/test-023ffc77-47da-4d26-88e4-6ef0ee86e743.png.296x216.jpg', '位置好 楼层好 房东  诚意出售', '阳光翠庭  | 3室2厅 | 131.14平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  松江新城', '518万', '单价39500元/平米')
('https://image1.ljcdn.com/310000-inspection/f30ceb53-78cc-4dbb-88c0-05bb7afb784f.jpg.296x216.jpg', '万达旁，刚需盘，低总价，198万，看房有钥匙', '中山文化苑(二期)  | 1室1厅 | 54.27平米 | 南 | 简装 | 有电梯', '低楼层(共13层)2013年建板楼  -  松江大学城', '192万', '单价35379元/平米')
('https://image1.ljcdn.com/310000-inspection/b461a184-f17b-438d-800c-cf53704ce957.jpg.296x216.jpg', '景观婚房一年精装双南房夹厅，主次卧带飘窗拎包入住！', '名庭花苑  | 2室2厅 | 99.29平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2006年建板楼  -  松江新城', '340万', '单价34244元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171109/a03673e3-a52a-4369-b0f1-549cf271344b.jpg.296x216.jpg', '2011年竣工新小区+精装修+南北两房+繁华商圈+看房随时', '云间名门  | 2室2厅 | 90.01平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共6层)2011年建板楼  -  松江老城', '400万', '单价44440元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170901/3b54a7b5-2e12-4508-8d16-416333f55d18.jpg.296x216.jpg', '大江苑毛坯三房 临河景观 业主诚售 近地铁 上师大', '大江苑  | 3室2厅 | 147.5平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共14层)2006年建板楼  -  松江新城', '450万', '单价30509元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171118/b5e76f82-5a31-4a5b-af9d-0eb8c1fa61b2.jpg.296x216.jpg', '华泽新苑 3室2厅 255万', '华泽新苑  | 3室2厅 | 99.34平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2007年建板楼  -  新桥', '255万', '单价25670元/平米')
('https://image1.ljcdn.com/310000-inspection/fb6f11d3-af38-4155-9f15-29cf66d3f26a.jpg.296x216.jpg', '精装小三房，视野开阔 房龄新 价格好商量', '绿地蔷薇九里(公寓)  | 3室2厅 | 91.18平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2011年建板楼  -  松江大学城', '368万', '单价40360元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/69eb40e0-fcc6-4412-9055-498f6a81cabb.jpg.296x216.jpg', '西林小区，楼层佳，位置好，房型正，配套齐全', '西林小区  | 2室1厅 | 70.55平米 | 暂无数据 | 其他 | 无电梯', '低楼层(共6层)1988年建板楼  -  松江老城', '215万', '单价30475元/平米')
('https://image1.ljcdn.com/310000-inspection/acb9b808-8f57-459b-aae7-f39952b0224f.jpg.296x216.jpg', '上海源花城 2室2厅 355万', '上海源花城  | 2室2厅 | 95.41平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2008年建板楼  -  九亭', '355万', '单价37208元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb9f2faf4-9f4b-43e7-b020-25f5d74d2ea5.jpg.296x216.jpg', '泗泾站旁，银湖二期花园双临河1277平，随时看房！', '佘山银湖别墅   | 独栋别墅 | 4室3厅 | 405.8平米 | 东 | 毛坯 | 无电梯', '2层2005年建板楼  -  泗泾', '1750万', '单价43125元/平米')
('https://image1.ljcdn.com/310000-inspection/5a6897c7-71a8-4804-a847-db178325cc57.jpg.296x216.jpg', '楼层适中，面向公园，价格实惠。看房随时', '民乐二村  | 2室2厅 | 87.19平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  松江老城', '285万', '单价32688元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cf901333-eab3-4a9b-a1ab-b76ced6ae9ed.png.296x216.jpg', '新凯家园玉兰苑、好楼层边套，一手动迁税费少，超给力', '新凯城玉兰苑  | 2室1厅 | 71.4平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2012年建板楼  -  泗泾', '240万', '单价33614元/平米')
('https://image1.ljcdn.com/310000-inspection/66f62cfc-e2a3-4e52-8ae2-0c9cede578e6.jpg.296x216.jpg', '联排别墅，满五年，位置好，成熟商圈，交通生活便利', '文翔名苑(别墅)  | 5室2厅 | 206.1平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2009年建板楼  -  松江大学城', '999万', '单价48472元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170616/4a6f4c01-27da-4211-84f4-4680919bb343.jpg.296x216.jpg', '松云水苑婚房装修大三房，带70平地下室', '松云水苑(公寓)  | 3室2厅 | 152平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2005年建板楼  -  松江大学城', '476万', '单价31316元/平米')
('https://image1.ljcdn.com/310000-inspection/a85912ab-8b13-4b7e-83bb-3da585043fa3.jpg.296x216.jpg', '紫金花园 2室2厅 390万', '紫金花园  | 2室2厅 | 100.29平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共14层)2008年建板楼  -  九亭', '390万', '单价38888元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/abaaf5ca-263e-44a0-99b1-1e03f21df942.jpg.296x216.jpg', '经典小复式 买一层送一层 精装修带地暖  保养很好', '青春驿站  | 1室1厅 | 42平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共15层)2007年建塔楼  -  九亭', '220万', '单价52381元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170422/aa59e3fc-f586-443e-9bdc-7873a89dae16.jpg.296x216.jpg', '新凯四期全南一房，主卧朝南，客厅朝南带阳台，有钥匙', '牡丹逸庭  | 1室1厅 | 53.09平米 | 南 | 毛坯 | 有电梯', '低楼层(共11层)2012年建板楼  -  泗泾', '171.5万', '单价32304元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/b1819f79-965f-4ec9-bba7-ce8c071ed8bb.jpg.296x216.jpg', '3房2卫 双南夹厅 满五年唯一 近新理想广场', '玉乐小区  | 3室2厅 | 121.2平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  松江老城', '420万', '单价34654元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170706/f44e6bf2-2dd3-41a8-9946-14977b4d05b0.jpg.296x216.jpg', '新乐名苑 大两房已改三房一厅两卫 有钥匙 业主诚意卖', '新乐名苑  | 3室1厅 | 99.95平米 | 南 | 简装', '高楼层(共16层)2007年建板楼  -  新桥', '255万', '单价25513元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload396de208-7585-4f11-83df-e722f99f6e88.JPG.296x216.jpg', '达安联排西边套没有住过三房南进门南北花园。', '达安圣芭芭花园   | 联排别墅 | 4室2厅 | 284.34平米 | 南 | 精装 | 无电梯', '3层2006年建板楼  -  莘闵别墅', '850万', '单价29894元/平米')
('https://image1.ljcdn.com/310000-inspection/test-114a274e-b87f-474a-933c-9ca8c7ec9a7b.png.296x216.jpg', '精装全配，诚意出售，看中可谈，', '维罗纳贵都  | 2室1厅 | 60.33平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  松江老城', '229万', '单价37958元/平米')
('https://image1.ljcdn.com/310000-inspection/310b1e3d-3a84-486a-b20f-71f210165531.jpg.296x216.jpg', '期待已久的新装修，2房2厅1卫+拎包入住+满五唯一，', '祥和花苑(公寓)  | 2室2厅 | 101.77平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2004年建板楼  -  松江新城', '305万', '单价29970元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170504/ee8223c7-9dec-4340-8b46-edb3eabbffe3.jpg.296x216.jpg', '沿海丽水馨庭(公寓) 3室2厅 319.9万', '沿海丽水馨庭(公寓)  | 3室2厅 | 84.5平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2010年建板楼  -  莘闵别墅', '319.9万', '单价37858元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3b6d9c54-29d3-4d9a-a671-971aae4056ab.png.296x216.jpg', '链家店长，诚意推荐，业主诚意出售，前后采光无遮挡', '九亭明珠苑(公寓)  | 2室2厅 | 117.39平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2006年建板楼  -  九亭', '380万', '单价32371元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171024/2598c20f-aa31-458e-adbb-957d8518c97d.jpg.296x216.jpg', '泰晤士小镇(公寓) 3室2厅 430万', '泰晤士小镇(公寓)  | 3室2厅 | 105.21平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2006年建板楼  -  松江新城', '430万', '单价40871元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170528/802ef454-af09-4002-9bf6-b4221f2e4e59.jpg.296x216.jpg', '蓝天新村 松江老城东部 环城美食.街  配套设施完善', '蓝天新村  | 2室1厅 | 63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  松江老城', '175万', '单价27778元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170206/dc0e9a08-3dda-40d4-8014-55c55dc90124.jpg.296x216.jpg', '满五唯一 带阁楼 临九号线 思贤公园 大润发', '江虹花园  | 3室2厅 | 125平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  松江新城', '390万', '单价31200元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171126/e6dc5fa7-5bc5-4974-b12a-c305a68664b5.jpg.296x216.jpg', '楼层好采光佳 一手动迁房+满五唯一,税费少', '晨星东区  | 1室1厅 | 54.97平米 | 暂无数据 | 简装 | 无电梯', '中楼层(共6层)2008年建板楼  -  新桥', '160万', '单价29107元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160703/4cd106c8-d1d2-44b6-903d-c82245f0daf5.jpg.296x216.jpg', '精装修+近泰晤士+房东诚心+随时看房', '月亮河碧园(公寓)  | 3室2厅 | 133.57平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2006年建板楼  -  松江新城', '525万', '单价39306元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170929/149c2f9c-2d36-4415-982b-06100cfbd298.jpg.296x216.jpg', '品质小区，双南户型，好楼层，享受清晨阳光，价格可谈', '久阳文华府邸(公寓)  | 2室2厅 | 94.69平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2007年建板楼  -  松江新城', '330万', '单价34851元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2a3c8e73-8b17-41ef-bc92-1934c3ed958d.jpg.296x216.jpg', '视野开阔，精装修拎包入住，偏离飞机航道，品质小区', '雅阁花园   | 联排别墅 | 4室2厅 | 186.83平米 | 南 | 精装 | 无电梯', '4层2001年建板楼  -  莘闵别墅', '730万', '单价39073元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3f5876fe-e1a2-43b9-aa9d-add3e25ea21c.jpg.296x216.jpg', '小区zui好位置  业主诚心出售  看房方便', '象屿都城  | 3室2厅 | 89.08平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2011年建板楼  -  九亭', '360万', '单价40414元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6d3c5f15-a55e-4f75-96dc-7a7ad1e623c0.png.296x216.jpg', '月厦70年产权住宅，朝南业主诚意出售', '月厦新天地  | 1室1厅 | 49.56平米 | 南 | 毛坯', '低楼层(共18层)2005年建板楼  -  松江老城', '130万', '单价26231元/平米')
