('https://image1.ljcdn.com/420100-inspection/1f2f41c8-fceb-46b3-9b3b-ca263ce8ea43.jpg.296x216.jpg', '中北路东亭水云居精装修  中间楼层 采光充足 看房方便', '水云居  | 3室2厅 | 134.12平米 | 西北 | 精装 | 有电梯', '中楼层(共25层)2006年建塔楼  -  沙湖', '290万', '单价21623元/平米')
('https://image1.ljcdn.com/420100-inspection/1e297b77-815b-4fa5-be71-e509e98dfeb6.jpg.296x216.jpg', '友谊大道 东润上域电梯房  高层 采光好  带家具电器', '东润上域  | 3室2厅 | 108.66平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2007年建板楼  -  杨园', '218万', '单价20063元/平米')
('https://image1.ljcdn.com/420100-inspection/5921d63e-375e-44dc-b055-4b1f60035391.jpg.296x216.jpg', '积玉桥恒大两证两年 南北通透两房 大阳台 看房方便', '恒大首府  | 2室2厅 | 91.66平米 | 南 北 | 其他 | 有电梯', '低楼层(共38层)2013年建板塔结合  -  积玉桥', '260万', '单价28366元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3e469369-3d6c-4cae-87dc-652250a79f14.png.296x216.jpg', '房子是高楼层的精致装修，拎包入住，两证两年', '绿地国际金融城一期  | 3室2厅 | 113.81平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2013年建板塔结合  -  积玉桥', '405万', '单价35586元/平米')
('https://image1.ljcdn.com/420100-inspection/c7f8ba78-9f22-4e2f-a200-d4c2ea49ca2d.jpg.296x216.jpg', '徐东 精装三房 南北通透 中间楼层 交通便利时尚欧洲', '时尚欧洲  | 3室2厅 | 139.79平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2004年建塔楼  -  徐东', '285万', '单价20388元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload661fadd8-cd08-4e1f-825e-9b6873facbb0.JPG.296x216.jpg', '武昌徐东万科朗苑满五唯一东南向高层非顶楼', '万科朗苑  | 3室1厅 | 86.71平米 | 东南 | 精装 | 有电梯', '高楼层(共34层)2009年建板塔结合  -  徐东', '225万', '单价25949元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8bd0310a-49f1-419a-8c68-5eedbf9253c1.png.296x216.jpg', '中南丁字桥 百瑞景五期 居家装修 采光充足 出行方便', '百瑞景中央生活区五期西区  | 2室2厅 | 87.49平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  中南丁字桥', '252万', '单价28804元/平米')
('https://image1.ljcdn.com/420100-inspection/c1d6957c-da55-4d81-b0ec-72f1d0648922.jpg.296x216.jpg', '绿地国际金融城一期 2室2厅 300万', '绿地国际金融城一期  | 2室2厅 | 83.92平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2012年建板塔结合  -  积玉桥', '300万', '单价35749元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload5eebac01-8334-4c1e-913a-fe7d51c460b9.jpg.296x216.jpg', '小龟山地铁2号线+南北通透四居室+中间楼层', '星海虹城二期  | 4室2厅 | 187.46平米 | 南 北 | 简装 | 有电梯', '中楼层(共32层)2009年建板楼  -  楚河汉街', '585万', '单价31207元/平米')
('https://image1.ljcdn.com/420100-inspection/7592cab1-3a40-4dc4-9e0c-3a42974243ab.jpg.296x216.jpg', '东亭花园 少有复式 三面采光 诚心出售 看房提前约', '东亭花园  | 4室2厅 | 183.26平米 | 南 | 精装 | 无电梯', '中楼层(共8层)2001年建板塔结合  -  东湖东亭', '300万', '单价16371元/平米')
('https://image1.ljcdn.com/420100-inspection/17e1e2d8-88c5-4973-a64e-a6dc637f284d.jpg.296x216.jpg', '街道口武大旁，刚需小两房，两证满五年，中间楼层', '荣泰小区  | 2室1厅 | 57.91平米 | 南 | 简装', '中楼层(共8层)1995年建板楼  -  中南丁字桥', '111万', '单价19168元/平米')
('https://image1.ljcdn.com/420100-inspection/4a5bb7d1-c7fe-455f-a8ca-edac18568ab7.jpg.296x216.jpg', '中南丁字桥+凯乐花园旁+居家两房+配套齐全+随时可看', '武珞路五巷  | 2室1厅 | 63.54平米 | 东 西 | 其他', '中楼层(共7层)暂无数据  -  中南丁字桥', '135万', '单价21247元/平米')
('https://image1.ljcdn.com/420100-inspection/test-276679a1-ec68-4ae1-aeb5-327f22a8b9b0.png.296x216.jpg', '双地铁口 电梯四房 客厅带弧形落地窗 带车库价格另算', '尚隆地球村  | 4室2厅 | 169.82平米 | 东南 | 精装 | 有电梯', '中楼层(共13层)2002年建板塔结合  -  积玉桥', '380万', '单价22377元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1fec1d43-f944-4d1d-9a96-bfd4669a76c0.jpg.296x216.jpg', '梅苑小区一期 中间楼层 实用大2房 南北朝向', '梅苑小区一期  | 2室1厅 | 82.05平米 | 南 北 | 简装 | 无电梯', '低楼层(共8层)1994年建板楼  -  武昌火车站', '180万', '单价21938元/平米')
('https://image1.ljcdn.com/420100-inspection/test-771df225-3b83-41b2-a370-a6f953c43909.png.296x216.jpg', '梦湖水岸电梯洋房 带大阳台可看湖满两年 中间楼层', '梦湖水岸  | 4室2厅 | 180.12平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2005年建塔楼  -  沙湖', '500万', '单价27760元/平米')
('https://image1.ljcdn.com/420100-inspection/361f7a26-1ec6-4e73-b355-eac7724e6d8e.jpg.296x216.jpg', '中南亚贸，精装三居两卫，小高层，南北通透，满两年', '滨湖名都城  | 3室2厅 | 133.95平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2000年建塔楼  -  中南丁字桥', '350万', '单价26130元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadae58d5a1-bc78-41ee-8538-ec83c8633409.jpg.296x216.jpg', '锦绣江南 朝南两居室 业主自住精装修 集中供暖！', '统建锦绣江南  | 2室2厅 | 88.99平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2008年建板楼  -  中北路', '260万', '单价29217元/平米')
('https://image1.ljcdn.com/420100-inspection/test-b37a42ef-62e2-425c-9122-2a3dde02d4c0.png.296x216.jpg', '友谊国际一期 朝南 两房 中等装修 带暖气 满五年唯一', '友谊国际  | 2室1厅 | 96.02平米 | 南 | 其他 | 有电梯', '低楼层(共19层)2007年建塔楼  -  积玉桥', '270万', '单价28120元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8f2e9e16-32b7-490b-a0be-d1caaa2b7457.png.296x216.jpg', '花园小区 朝南三房毛坯 总价低 单价低 满两年 随意装', '橡树湾一期  | 3室2厅 | 94.29平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  杨园', '275万', '单价29166元/平米')
('https://image1.ljcdn.com/420100-inspection/8d4ddc35-5b28-433f-8c05-db8c8640d01d.jpg.296x216.jpg', '武珞路凯乐花园 朝南两房 户型方正 楼层好 随时看房', '凯乐花园  | 2室1厅 | 95.49平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2006年建板楼  -  中南丁字桥', '270万', '单价28276元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9a5c2d06-42d6-48a1-9d7e-fa3b72b1ffb2.png.296x216.jpg', '紧凑两居室办证满5年后期税费便宜', '2008新长江广场  | 2室1厅 | 86.89平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2005年建塔楼  -  积玉桥', '213万', '单价24514元/平米')
('https://image1.ljcdn.com/420100-inspection/c3da5a9a-5f2b-47a1-93a4-6aa80fbecc05.jpg.296x216.jpg', '徐东大街 欧洲花园 满两年 诚心出售', '欧洲花园  | 2室2厅 | 104.18平米 | 南 | 其他 | 无电梯', '低楼层(共8层)2002年建塔楼  -  徐东', '218万', '单价20926元/平米')
('https://image1.ljcdn.com/420100-inspection/4b5b8e90-f2e0-4e55-9fa7-630acaa28b10.jpg.296x216.jpg', '中南电力设计院第二生活区北苑 正规朝南两房带阳台', '中南电力设计院第二生活区北苑  | 2室1厅 | 61.94平米 | 南 北 | 其他', '低楼层(共8层)1995年建板楼  -  中南丁字桥', '143万', '单价23087元/平米')
('https://image1.ljcdn.com/420100-inspection/e2c403ce-bfcc-4c4a-9c7e-0c2c584323ef.jpg.296x216.jpg', '徐东 杨园街变电社区 好地段 户型方正 配套齐全', '杨园街变电社区  | 2室2厅 | 71.41平米 | 南 | 其他', '低楼层(共7层)2001年建塔楼  -  杨园', '140万', '单价19606元/平米')
('https://image1.ljcdn.com/420100-inspection/ccabfe38-104b-4ad3-bfae-146ec1aadb65.jpg.296x216.jpg', '武昌水果湖，武铁洪山住宅小区+居家三楼拎包入住！', '武铁洪山住宅小区  | 2室1厅 | 77.44平米 | 南 | 其他', '中楼层(共8层)板楼  -  中南丁字桥', '178万', '单价22986元/平米')
('https://image1.ljcdn.com/420100-inspection/d9e3f06f-0673-439f-bed8-44873894c21f.jpg.296x216.jpg', '晒湖小区简单装修 中间楼层 后期税费少', '晒湖小区  | 2室1厅 | 71.3平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1994年建塔楼  -  武昌火车站', '120万', '单价16831元/平米')
('https://image1.ljcdn.com/420100-inspection/b4ecb514-ea92-4c49-9f37-e9cc2c0c09bd.jpg.296x216.jpg', '东三路15号 1室1厅 230万', '东三路15号  | 1室1厅 | 52.04平米 | 东 西 | 简装', '中楼层(共8层)1998年建板楼  -  水果湖', '230万', '单价44197元/平米')
('https://image1.ljcdn.com/420100-inspection/b1521dd0-7d4d-447a-a4a3-d94a594003a8.jpg.296x216.jpg', '中南商圈 梅苑小区地铁站 南北通透两居室 采光好', '梅苑小区一期  | 2室1厅 | 74.27平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)1994年建板楼  -  武昌火车站', '146万', '单价19659元/平米')
('https://image1.ljcdn.com/420100-inspection/9122b86c-2e98-4831-b406-4c0f5083a64f.jpg.296x216.jpg', '中北路青鱼嘴地铁口 精装三居室 南北通透双阳台', '伟鹏苑  | 3室2厅 | 137.05平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2004年建板楼  -  中北路', '330万', '单价24079元/平米')
('https://image1.ljcdn.com/420100-inspection/4e6a84c0-a55c-43b2-9a18-c567e33219ff.jpg.296x216.jpg', '绿地国际金融城 毛坯两房 中高楼层采光好 两证满二', '绿地国际金融城一期  | 2室2厅 | 89.86平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2013年建板塔结合  -  积玉桥', '282万', '单价31383元/平米')
('https://image1.ljcdn.com/420100-inspection/7d36b7bc-a7f9-4b6d-a943-b7ff59e40362.jpg.296x216.jpg', '东亭花园 满二复式楼 毛坯  诚心出售 看房随时', '东亭花园  | 5室2厅 | 190.13平米 | 东 南 北 | 毛坯 | 无电梯', '中楼层(共8层)2001年建板塔结合  -  东湖东亭', '280万', '单价14727元/平米')
('https://image1.ljcdn.com/420100-inspection/2874a6d4-37cb-473c-9374-b2a54a08361d.jpg.296x216.jpg', '静安上城，满五唯一，中层通透大3房，总价低，双阳台', '静安上城  | 3室2厅 | 105.8平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2009年建塔楼  -  武昌火车站', '265万', '单价25048元/平米')
('https://image1.ljcdn.com/420100-inspection/0ae14894-ea27-41c8-bdf6-4f0ade30934b.jpg.296x216.jpg', '武昌火车站大东门 南国新东城 南向高楼层两居室 诚售', '南国新东城  | 2室1厅 | 70.94平米 | 南 | 简装', '高楼层(共25层)2007年建塔楼  -  武昌火车站', '145万', '单价20440元/平米')
('https://image1.ljcdn.com/420100-inspection/018e4335-889c-43a2-8320-18a883e2ebb5.jpg.296x216.jpg', '武昌徐东 欧景苑中银小区 优质三居室 诚意出售', '中银小区  | 3室3厅 | 139.61平米 | 南 北 | 其他', '低楼层(共7层)2003年建塔楼  -  杨园', '230万', '单价16475元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4579670f-1769-454c-9def-250b1eb4819c.JPG.296x216.jpg', '欧景苑两房 中间楼层 视野开阔', '欧景苑一期  | 3室2厅 | 108.83平米 | 南 北 | 其他', '低楼层(共8层)2003年建塔楼  -  杨园', '180万', '单价16540元/平米')
('https://image1.ljcdn.com/420100-inspection/2d251cbd-06c0-4f23-86b7-cc3f5cecf0e9.jpg.296x216.jpg', '罕见复式高层赠送房间 精装带实木地有暖气 满五税少', '安顺家园  | 3室2厅 | 96.11平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2008年建塔楼  -  楚河汉街', '360万', '单价37458元/平米')
('https://image1.ljcdn.com/420100-inspection/b6aed5af-36b9-4f8e-a024-0bb211d585ea.jpg.296x216.jpg', '水果湖①小，水果湖步行街闹市地段三房带入户花园。', '水果湖横路32-1号  | 3室2厅 | 99.23平米 | 南 | 精装', '中楼层(共8层)2000年建暂无数据  -  水果湖', '320万', '单价32249元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadefeee46a-9db8-45f8-b101-6691f2992598.jpg.296x216.jpg', '七星绿色花园 通透三房 电梯小高层 可看沙湖', '七星绿色花园  | 3室2厅 | 145.48平米 | 南 | 简装 | 有电梯', '高楼层(共12层)2004年建板塔结合  -  沙湖', '350万', '单价24059元/平米')
('https://image1.ljcdn.com/420100-inspection/daacd49e-deee-4635-9fce-e603803cd55c.jpg.296x216.jpg', '湖北大学 七星路 七星绿色花园 精装修带暖气 即买即住', '七星绿色花园  | 3室2厅 | 128.93平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  沙湖', '316万', '单价24510元/平米')
('https://image1.ljcdn.com/420100-inspection/test-48e471fd-df2f-419a-b985-946532c22f79.png.296x216.jpg', '小龟山地铁，星海虹城小户型。业主诚心出售', '星海虹城二期  | 3室2厅 | 107.5平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2012年建板楼  -  楚河汉街', '345万', '单价32094元/平米')
('https://image1.ljcdn.com/420100-inspection/51d1feab-e243-49b3-808e-db83f051a599.jpg.296x216.jpg', '岳家嘴地铁口 东湖春树里办公三房 满五不唯一 税费低', '东湖春树里  | 3室2厅 | 157平米 | 南 | 简装 | 有电梯', '高楼层(共30层)2011年建板塔结合  -  东湖东亭', '385万', '单价24523元/平米')
('https://image1.ljcdn.com/420100-inspection/7511475d-4b79-4258-8982-af72463c64ce.jpg.296x216.jpg', '电梯房大三房，三面采光，中间楼层', '滨湖名都城  | 3室1厅 | 112.42平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共11层)2000年建塔楼  -  中南丁字桥', '290万', '单价25797元/平米')
('https://image1.ljcdn.com/420100-inspection/a7f1c955-2074-479c-b813-ff541fe5d2d1.jpg.296x216.jpg', '一线临湖 梦湖水岸 自住装修  带大阳台', '梦湖水岸  | 3室2厅 | 139.87平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2005年建塔楼  -  沙湖', '350万', '单价25024元/平米')
('https://image1.ljcdn.com/420100-inspection/d4bb9519-dbaf-4fb9-9bf8-b5047576ef09.jpg.296x216.jpg', '武车四村 2室1厅 105万', '武车四村  | 2室1厅 | 42.82平米 | 南 | 其他', '中楼层(共8层)2005年建板塔结合  -  积玉桥', '105万', '单价24522元/平米')
('https://image1.ljcdn.com/420100-inspection/200a443e-6dbf-498f-bdde-57b8772b249c.jpg.296x216.jpg', '2号线，5号线地铁口，中环国际，精装修两房两卫急售', '中环国际  | 2室2厅 | 91.36平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2006年建塔楼  -  积玉桥', '245万', '单价26817元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5a2fa8a1-bd27-4f6f-9643-4b5aed67ccc0.png.296x216.jpg', '中南丁字桥 国资委小区 精装2房 满五唯一后期税费低', '省国资委小区  | 2室1厅 | 69.11平米 | 南 | 其他', '高楼层(共7层)板楼  -  武昌火车站', '142万', '单价20547元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade46d9d9e-ffde-4127-84e6-7eab51c90469.jpg.296x216.jpg', '民主路何家垅 小区中间位置 安静舒适 适合居家', '拜赞庭  | 2室2厅 | 95.93平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2004年建板楼  -  中南丁字桥', '191万', '单价19911元/平米')
('https://image1.ljcdn.com/420100-inspection/043b3265-2bfe-460e-ade2-11843385bae7.jpg.296x216.jpg', '万达公馆一线江景 未住过 产权清晰 诚心出售 看房方便', '武汉积玉桥万达广场二期  | 3室2厅 | 237.52平米 | 南 北 | 其他 | 有电梯', '高楼层(共42层)2012年建板楼  -  积玉桥', '850万', '单价35787元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4d0fdd1b-5a1b-41c4-bac3-adafe22ef322.png.296x216.jpg', '南北通透三房两卫，看江户型，采光好，满两年，诚心卖', '橡树湾一期  | 3室2厅 | 125.06平米 | 南 北 | 其他 | 有电梯', '低楼层(共29层)2013年建板塔结合  -  杨园', '425万', '单价33984元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload666b069b-8e75-45c0-b9ce-ca407f4b3db9.jpg.296x216.jpg', '统建锦绣江南通透大两房 中间楼层 后期费用低', '统建锦绣江南  | 2室2厅 | 95平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2008年建板塔结合  -  中北路', '295万', '单价31053元/平米')
('https://image1.ljcdn.com/420100-inspection/test-96865e1d-e094-49f1-bbd1-9dab46f5a2cf.png.296x216.jpg', '临 近螃蟹甲地铁居家三房满五唯一', '凤凰世纪家园  | 3室2厅 | 105.87平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)2000年建板楼  -  积玉桥', '249万', '单价23520元/平米')
('https://image1.ljcdn.com/420100-inspection/test-fbef3fc7-e6d0-44d8-b84e-ca2b903d4eeb.png.296x216.jpg', '中南二路+高层精装小户型+带阳台+满二年+交通便利', '中南龙庭  | 1室1厅 | 50.69平米 | 北 | 精装 | 有电梯', '高楼层(共27层)2008年建板楼  -  中南丁字桥', '123万', '单价24266元/平米')
