('https://image1.ljcdn.com/210200-inspection/test-57806c96-b0a4-4931-830e-659006fe8a7a.png.296x216.jpg', '金二 南北通厅采光好 看房随时地下停车场直接入户', '福佳绿都  | 2室2厅 | 87.27平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2008年建板楼  -  金三角', '215万', '单价24637元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d4c7383a-2653-490c-aa59-1e8f2b2bf60d.png.296x216.jpg', '芙蓉人家 2室1厅 188万', '芙蓉人家  | 2室1厅 | 88.8平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2010年建板楼  -  促进路', '188万', '单价21172元/平米')
('https://image1.ljcdn.com/210200-inspection/test-711ae775-bcce-4664-a685-ad5028fa9f5e.png.296x216.jpg', '泡崖八区 精装修 南北向框架三室 低楼层 采光好', '泡崖康顺园  | 3室2厅 | 111.54平米 | 南 西 北 | 精装', '中楼层(共7层)2007年建板楼  -  泡崖八区', '122万', '单价10938元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b7822736-6749-4fe0-9e62-0f91a91bf584.png.296x216.jpg', '泉水人家近轻轨南北通厅视野开阔精装两室看房方便', '泉水家年华  | 2室2厅 | 98.01平米 | 南 北 | 精装 | 有电梯', '高楼层(共22层)2009年建板楼  -  泉水美域盛景', '135万', '单价13775元/平米')
('https://image1.ljcdn.com/210200-inspection/8e75a2ed-2d46-420f-84a1-0d51f9cc5e8c.JPG.296x216.jpg', '泡崖八区 精装通厅两室 好楼层 好地角 好户型 好位子', '玉意街  | 2室2厅 | 100.02平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  泡崖八区', '92万', '单价9199元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e052f1cc-4d26-4b9a-954b-e28be56c7e7e.png.296x216.jpg', '两室南向小户型 精装修 看房方便 软件园高薪上班方便', '泊林和山  | 2室1厅 | 68.42平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2007年建塔楼  -  叠翠', '79万', '单价11547元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e731ec9b-0304-4154-927e-32716c460c9f.png.296x216.jpg', '新上八区框架两室 南北通透 近市场的车站 看房随时', '泡崖康顺园  | 2室1厅 | 78.43平米 | 南 北 | 简装', '低楼层(共6层)2007年建板楼  -  泡崖八区', '75万', '单价9563元/平米')
('https://image1.ljcdn.com/210200-inspection/2852066b-22fa-4151-8041-5cb69ab57f76.jpg.296x216.jpg', '万科品质 精装修 两室带阁楼 诚心出售', '万科溪之谷  | 2室2厅 | 89.44平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  溪之谷', '130万', '单价14535元/平米')
('https://image1.ljcdn.com/210200-inspection/test-90dd996b-fc66-4234-9d74-6ac23909958b.png.296x216.jpg', '经典户型南北通厅精装修近轻轨近公交看房方便', '枫丹丽城  | 2室1厅 | 89.78平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2013年建板楼  -  泉水美域盛景', '129.8万', '单价14458元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3c1f5f55-5787-4426-9a71-998143fd8fc9.png.296x216.jpg', '万科商圈 小区前排位置 多层洋房 精装修保持好', '依山云水  | 2室1厅 | 69.45平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  万科假日', '103.8万', '单价14947元/平米')
('https://image1.ljcdn.com/210200-inspection/08507dc2-46bc-44ac-88ac-a256eed57b0e.jpg.296x216.jpg', '万科溪之谷精装修两室大跃层拎包入住', '万科溪之谷  | 2室2厅 | 105.86平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2011年建板楼  -  溪之谷', '139.9万', '单价13216元/平米')
('https://image1.ljcdn.com/210200-inspection/test-59aa94a6-ecbe-4168-aa05-06ccf38db14f.png.296x216.jpg', '低楼层 适合多数人群 两室南北向 生活便利', '泡崖一区  | 2室1厅 | 54.8平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  泡崖市场', '59万', '单价10767元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1393c1a2-fdf3-4734-bb3f-a5c21db2cb63.png.296x216.jpg', '锦泉源D2区 南北通厅 精装修五明户型', '锦泉源D2区  | 2室2厅 | 91.28平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2005年建板楼  -  泉水锦泉源', '134.5万', '单价14735元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e9c06783-607f-4544-9a2a-2694bbd6e8a4.png.296x216.jpg', '海港楼 2室1厅 46万', '海港楼  | 2室1厅 | 54.66平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1996年建板楼  -  西山水库', '46万', '单价8416元/平米')
('https://image1.ljcdn.com/210200-inspection/test-274885f8-6403-4b28-bf3d-c6dd0bda05a3.png.296x216.jpg', '马栏高新大华后身翡翠春城 单价一万三 南北向全明户型', '翡翠春城  | 2室2厅 | 96.21平米 | 南 北 | 精装', '低楼层(共30层)2012年建板楼  -  叠翠', '129.9万', '单价13502元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc0cadb83-9ad8-47d3-90e3-480367bf16e3.jpg.296x216.jpg', '四室两卫，loft的效果，带阁楼赠送面积大，阁楼落地窗', '泉水友好园  | 4室1厅 | 67.76平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  泉水美域盛景', '103万', '单价15201元/平米')
('https://image1.ljcdn.com/210200-inspection/test-be5073c6-b5b7-4e45-a7a2-80f949f0b5e1.png.296x216.jpg', '艾维尼小城，精修两室，拎包入住，交通便利', '艾维尼小城  | 2室1厅 | 76.67平米 | 南 西 北 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  生态新城', '118万', '单价15391元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e36fb721-287f-47d3-b319-3acc3205dad7.png.296x216.jpg', '枫丹丽城 2室2厅 139.8万', '枫丹丽城  | 2室2厅 | 89.93平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2013年建板楼  -  泉水美域盛景', '139.8万', '单价15546元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4c86434a-ae61-4604-960d-c39e0703ee8d.png.296x216.jpg', '泡崖康顺园 框架小区 精装修 宽敞明亮 保持干净 四楼', '泡崖康顺园  | 2室1厅 | 63.17平米 | 南 | 简装', '中楼层(共7层)2007年建板楼  -  泡崖八区', '72万', '单价11398元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d774b5ce-9940-4510-b56f-4977707a010e.png.296x216.jpg', '壹品天城南北通透餐厨分离２０万精装修', '壹品天城  | 2室2厅 | 88.76平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2011年建板楼  -  大纺', '259万', '单价29180元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0a5e0f15-d50a-49cd-bfe8-da8c127ed0d4.png.296x216.jpg', '万科精装修，保持好。中间楼层，采光好。看房方便', '万科魅力之城  | 2室2厅 | 75.56平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2012年建板楼  -  魅力之城', '105.8万', '单价14003元/平米')
('https://image1.ljcdn.com/210200-inspection/test-86b82270-5df8-4683-8db3-1e5b56fdfa02.png.296x216.jpg', '林语家话亿达品质80中小80中门口就是公立幼儿园', '林语家话  | 3室1厅 | 111.68平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2005年建板楼  -  促进路', '285万', '单价25520元/平米')
('https://image1.ljcdn.com/210200-inspection/6ae14934-ccdd-4a81-ad6f-de1906909b6f.jpg.296x216.jpg', '大纺南北通透的格局,采光好,视野宽阔,明亮..有阳台', '鹏辉新世纪三期北园  | 2室2厅 | 92.47平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2003年建板楼  -  鹏辉', '163.8万', '单价17714元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3ab0b39a-5d94-4852-bbdb-bc1147b55dc8.png.296x216.jpg', '万科假日风景 多层洋房  送阳台12平 精装修 随时看', '万科假日风景  | 2室2厅 | 85.75平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  万科假日', '155万', '单价18076元/平米')
('https://image1.ljcdn.com/210200-inspection/bb54a6af-65e4-431d-a85e-2d8879647c23.jpg.296x216.jpg', '泡崖四区 中间楼层 两室一厅 南北通透 交通便利地铁', '泡崖四区  | 2室1厅 | 72.12平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2002年建板楼  -  泡崖四区', '75万', '单价10400元/平米')
('https://image1.ljcdn.com/210200-inspection/7ee49c00-afa8-44c8-b717-38b954cdc0b3.jpg.296x216.jpg', '中海清水三居室 南北通透 采光充足 随时看房', '中海御湖熙谷  | 3室2厅 | 112.87平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共30层)2015年建板楼  -  溪之谷', '149万', '单价13202元/平米')
('https://image1.ljcdn.com/210200-inspection/test-785792f2-0236-4fb1-99b6-e3ecc37373af.png.296x216.jpg', '泉水N区一室两厅底楼层家具家电全送住了一年的精装修', '泉水N3区  | 1室1厅 | 57.22平米 | 南 | 精装', '低楼层(共30层)2009年建板楼  -  泉水龙畔金泉', '63万', '单价11011元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c8fdc195-bc17-4436-833e-ad59e4cae9a5.png.296x216.jpg', '东特爱俪舍    婚房精装修   一室', '东特爱俪舍  | 1室0厅 | 45.26平米 | 东南 | 精装 | 有电梯', '中楼层(共24层)2004年建板塔结合  -  周水子', '75万', '单价16571元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cff96c4b-0d46-420a-b82a-93437a1ef39b.png.296x216.jpg', '清水两室，5.2米层高可打阁楼做三室；落地大窗。', '金地艺境  | 2室2厅 | 90.8平米 | 南 | 毛坯', '高楼层(共18层)2016年建板塔结合  -  前关', '110.8万', '单价12203元/平米')
('https://image1.ljcdn.com/210200-inspection/test-978936f7-aca3-41e7-b8ad-8d4c78ee9d9a.png.296x216.jpg', '金二街 1室1厅 89万', '金二街  | 1室1厅 | 43.74平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1990年建板楼  -  金三角', '89万', '单价20348元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4629024b-c6c4-443f-891a-784943bed705.png.296x216.jpg', '泉水人家精装修两室 通厅全明户型 拎包入住', '泉水人家幸福里  | 2室2厅 | 98.17平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  泉水美域盛景', '149万', '单价15178元/平米')
('https://image1.ljcdn.com/210200-inspection/445429d2-e468-473f-a1ec-86a71343930c.jpg.296x216.jpg', '楼层好，视野宽阔，采光充足，交通便利，配套成熟。', '盛世闲庭  | 2室2厅 | 82.65平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2003年建板楼  -  山东路', '129.8万', '单价15705元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f5fea0b6-67e4-4f25-a349-4bbc4811aa2a.png.296x216.jpg', '新华绿洲精装三室一楼带小院一期不把边不靠道位置安静', '新华绿洲  | 3室2厅 | 120.59平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)2003年建板塔结合  -  大纺', '220万', '单价18244元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d56525ee-527f-47b5-9864-05d4e0e7bd56.png.296x216.jpg', '南北通透三室精装修，配套设施齐全，交通便利，近地铁', '远洋广场  | 3室2厅 | 115.22平米 | 南 北 | 精装 | 有电梯', '高楼层(共24层)2012年建板楼  -  华南', '225万', '单价19528元/平米')
('https://image1.ljcdn.com/210200-inspection/1dc99f67-c21a-46d6-ba83-2de4fc673588.jpg.296x216.jpg', '千山心城精装两室南北通厅拎包住近地铁', '千山心城  | 2室2厅 | 84.08平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  山东路', '134万', '单价15938元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0f58612c-1e09-4ea3-b622-48bf6a42d812.png.296x216.jpg', '华南商圈 精装修 五明户型 中间楼层 华润品质', '华润考拉住区  | 2室1厅 | 82.28平米 | 南 北 | 精装', '低楼层(共22层)2015年建板楼  -  名贵', '126万', '单价15314元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6747248e-18ff-4cd2-b1d2-7c325a3191a2.png.296x216.jpg', '八十中 南北向北厅 中间楼层 视野好 无遮挡 拎包入住', '八十中红咀街  | 2室1厅 | 74.45平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1993年建板楼  -  大纺', '108万', '单价14507元/平米')
('https://image1.ljcdn.com/210200-inspection/03307740-9113-4e9c-8850-be0f3e7b657e.jpg.296x216.jpg', '千山心城小区 两室两厅 精装修', '千山心城  | 2室2厅 | 88.94平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2004年建板楼  -  山东路', '136万', '单价15292元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8f8e3246-18c5-4ee9-b8af-5253e7e7d37c.png.296x216.jpg', '泡崖七区南北通透 婚房装修 3楼近车站市场看房方便！', '泡崖七区  | 2室1厅 | 61.26平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  泡崖市场', '75.8万', '单价12374元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3d30367f-8d58-482f-8e45-00a89932e40c.png.296x216.jpg', '泡崖八区朝阳两室 中间楼层 邻近24城 装修保持干净！', '玉浓街  | 2室1厅 | 67.42平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  泡崖八区', '73万', '单价10828元/平米')
('https://image1.ljcdn.com/210200-inspection/test-74d551d0-2369-431d-93f1-cb13ac11823a.png.296x216.jpg', '华锦铭苑八十中 精装修 南北通厅 保持干净急售', '华锦铭苑  | 2室2厅 | 90.87平米 | 南 北 | 精装 | 有电梯', '高楼层(共14层)2009年建板楼  -  促进路', '186.8万', '单价20557元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cc9b728a-8a01-438b-b8f2-581ec9b7b25f.png.296x216.jpg', '锦泉源D3区南向精装修采光充足拎包入住', '锦泉源D3区  | 1室1厅 | 40.13平米 | 西南 | 简装 | 有电梯', '低楼层(共24层)2007年建板楼  -  泉水锦泉源', '47.5万', '单价11837元/平米')
('https://image1.ljcdn.com/210200-inspection/test-dcdf8a4d-6406-42ca-8f61-3040939ae633.png.296x216.jpg', '装修保持好，拎包住，教育配套80中，近地铁', '王家桥  | 2室1厅 | 62.71平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1993年建板楼  -  促进路', '89.8万', '单价14320元/平米')
('https://image1.ljcdn.com/210200-inspection/a90a6471-3442-4e09-b8ed-e127db800b0b.jpg.296x216.jpg', '华南北府花园 精装两室南北通厅 南北阳台 中间楼层', '北府花园  | 2室2厅 | 99.1平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  华南', '179.8万', '单价18144元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ba191e9d-8ceb-4554-8543-96852dbd445c.png.296x216.jpg', '泡崖一区新上两室一厅\u3000带小院\u3000采光好\u3000户型好\u3000', '泡崖一区  | 2室1厅 | 47.53平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  泡崖市场', '49.8万', '单价10478元/平米')
('https://image1.ljcdn.com/210200-inspection/a451fc75-41be-4f58-8904-ef14a1837d40.jpg.296x216.jpg', '第五郡五号地 南北通透户型 精装修2居室 诚售', '第五郡五号地  | 2室2厅 | 91.06平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  第五郡', '237万', '单价26027元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb1d7f5ef-914f-40f0-8368-6699091e3c60.jpg.296x216.jpg', '高新园商圈 多层洋房2室1厅 精装 南北通透 封闭小区', '我爱我家  | 2室1厅 | 60.15平米 | 南 北 | 精装', '低楼层(共8层)2011年建板楼  -  叠翠', '83.8万', '单价13932元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e412fb3c-c2ac-48a8-900c-62738cd8e7be.png.296x216.jpg', '美树日记多层小三室 通厅户型 距地铁200米 带阳台', '美树日记  | 3室2厅 | 90.96平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  第五郡', '208万', '单价22868元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2656a302-b890-4bdb-98d1-0f778c53ad05.png.296x216.jpg', '西山水库 易和熙园 精装修 多层电梯洋房 拎包入住', '易和熙园  | 3室2厅 | 105.01平米 | 南 北 | 精装', '中楼层(共7层)2015年建板楼  -  万科假日', '210万', '单价19999元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload368edfe4-67b6-4387-acbf-fe9cc74375f1.jpg.296x216.jpg', '新华绿洲，精装修，送阁楼露台，位置好，房主诚售', '新华绿洲  | 2室2厅 | 84.65平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板塔结合  -  大纺', '149.8万', '单价17697元/平米')
('https://image1.ljcdn.com/210200-inspection/test-497682b1-9c49-4c50-8303-48e8924ce801.png.296x216.jpg', '鹏辉电梯三室二卫三室光线好距离车站近 楼下是车站', '鹏辉新世纪二期  | 3室2厅 | 123.44平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2003年建板楼  -  鹏辉', '205万', '单价16608元/平米')
('https://image1.ljcdn.com/210200-inspection/3b3b4c28-d2a8-4a02-a3e5-40383949eaf5.jpg.296x216.jpg', '锦泉源 南北通厅精装 送北阳台 位置好 采光好 好楼层', '锦泉源B5区  | 2室2厅 | 83.81平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  泉水锦泉源', '106万', '单价12648元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5ebd1e61-54b9-4a70-b00f-8d541b91d01b.jpg.296x216.jpg', '小区前排 全水景 无坡 婚房装修 铺好地热', '万科假日风景  | 2室2厅 | 90.88平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  万科假日', '145万', '单价15956元/平米')
('https://image1.ljcdn.com/210200-inspection/2f7d3f95-22b8-44e8-a2fc-4322603d988f.jpg.296x216.jpg', '高新园 西山水库 依云溪谷 一期精装 拎包住 两室两厅', '依云溪谷  | 2室1厅 | 90.01平米 | 南 北 | 精装 | 有电梯', '低楼层(共13层)2010年建板楼  -  溪之谷', '115万', '单价12777元/平米')
('https://image1.ljcdn.com/210200-inspection/c0fad61d-fcb8-4c04-95bc-e0578a4a7979.jpg.296x216.jpg', '此房满五年，中间楼层，无遮挡，本色装修，可以拎包住', '促进路  | 3室1厅 | 66.72平米 | 东 西 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  促进路', '82万', '单价12291元/平米')
('https://image1.ljcdn.com/210200-inspection/test-bfc35f36-3bb3-48bb-8827-74767e90d0fd.png.296x216.jpg', '美林园多层洋房,明厅户型,闹中取净,南北通透拎包即住', '泡崖美林园  | 2室1厅 | 73.91平米 | 东 南 北 | 精装 | 无电梯', '高楼层(共7层)2003年建板楼  -  美林园', '86万', '单价11636元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload25cbc16b-a313-40b5-a966-a11928adebdd.jpg.296x216.jpg', '近华南 泉水润泽园 两室南厅全天采光视野 精装修', '润泽园  | 2室1厅 | 80.8平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2012年建板楼  -  泉水美域盛景', '133.5万', '单价16523元/平米')
('https://image1.ljcdn.com/210200-inspection/test-481da375-fa01-41b2-9d18-8efab48186af.png.296x216.jpg', '桑尼小镇 2室1厅 112万', '桑尼小镇  | 2室1厅 | 70.31平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2014年建板塔结合  -  华南', '112万', '单价15930元/平米')
('https://image1.ljcdn.com/210200-inspection/c845bfc5-9aa1-4546-a3fe-52253d0e699c.jpg.296x216.jpg', '谷和温馨苑，中间楼层精装修，电梯房', '谷和温馨苑  | 3室2厅 | 110.12平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2002年建板楼  -  促进路', '198万', '单价17981元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload70c7ed6c-a169-4522-8071-739872c0408d.jpg.296x216.jpg', '鹏辉新世纪 多层两室 中间楼层 采光好，精装修。', '鹏辉新世纪四期  | 2室2厅 | 85.49平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  鹏辉', '148万', '单价17312元/平米')
('https://image1.ljcdn.com/210200-inspection/20a0b5a3-a378-47d5-9299-a9b0e22d8b25.jpg.296x216.jpg', '近地铁 交通便利 配套成熟小区', '沿海鉴筑  | 2室1厅 | 68.2平米 | 南 北 | 简装 | 有电梯', '中楼层(共24层)2013年建板楼  -  华南', '115万', '单价16863元/平米')
('https://image1.ljcdn.com/210200-inspection/29fd0f96-ae5e-4007-b969-b3ee1a09557e.jpg.296x216.jpg', '马栏高新园区 满五年 朝向南北通透2号线电梯', '亲亲家园  | 2室2厅 | 86.79平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2004年建板楼  -  西山水库', '128万', '单价14749元/平米')
