('https://image1.ljcdn.com/610100-inspection/test-af73f136-763f-40dc-9591-99648ea2b162.png.296x216.jpg', '南北通透 中间楼层 精装三居 房本满二年', '曲江华府  ', '中楼层(共15层)板楼  -  曲江', '285万', '单价19444元/平米')
('https://image1.ljcdn.com/610100-inspection/0a71ab69-27eb-4a2a-bfed-b70206e4d5c1.JPG.296x216.jpg', '地 铁 口 投 资              房', '新西蓝一期  ', '中楼层(共25层)塔楼  -  高新', '98万', '单价19288元/平米')
('https://image1.ljcdn.com/610100-inspection/ab560b52-af40-44f4-906c-0e435efd85e4.jpg.296x216.jpg', '绿地精装修一居室房型方正南北通风采光好带zhibiao', '仕嘉公寓A区（绿地世纪城）  ', '中楼层(共30层)板塔结合  -  高新', '142万', '单价20697元/平米')
('https://image1.ljcdn.com/610100-inspection/131b0fce-cd77-466d-ae65-22ecc7e2970a.jpg.296x216.jpg', '高新四路两居室 简装 空置 两室两卫', '丹枫国际  ', '低楼层(共24层)板塔结合  -  高新', '112万', '单价12288元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d543ad73-6624-4dde-a360-77119409c1c0.png.296x216.jpg', '高新区大寨路团结南路精装三居满三满二南北通透', '红枫林  ', '低楼层(共32层)板楼  -  高新', '246万', '单价22503元/平米')
('https://image1.ljcdn.com/610100-inspection/b44087e2-eb36-44fb-b3db-8a6f5eae3ae3.jpg.296x216.jpg', '业主诚心出售，只是价格目前不能变动，持续跟进。', '花溪湾  ', '高楼层(共18层)板塔结合  -  城南', '145万', '单价14909元/平米')
('https://image1.ljcdn.com/610100-inspection/ff8363af-de02-405a-933c-a3e2dd53bba9.jpg.296x216.jpg', '满五满二 精装修 房本在手 诚意出售 业主刚降价急售', '左岸春天  ', '低楼层(共26层)塔楼  -  高新', '175万', '单价16022元/平米')
('https://image1.ljcdn.com/610100-inspection/78743938-54b8-4e88-8425-03045b5f59b0.jpg.296x216.jpg', '南湖边观湖 金地广场旁 不临街 产证在手满两年 带车位', '曲江兰亭  ', '高楼层(共15层)板塔结合  -  曲江', '340万', '单价23225元/平米')
('https://image1.ljcdn.com/610100-inspection/49ff5810-71b7-4e90-ad30-6eb357a67b60.jpg.296x216.jpg', '品质金辉 核 心区位 南向2居毛坯房 看房方便 业主诚售', '金辉悦府  ', '高楼层(共34层)暂无数据  -  城西', '150万', '单价18988元/平米')
('https://image1.ljcdn.com/610100-inspection/810156a2-6038-483d-9875-bf9b89d23842.jpg.296x216.jpg', '曲江城市花园：南北四居室，南湖xiaoxue，曲江一中', '曲江城市花园  ', '中楼层(共18层)板楼  -  曲江', '280万', '单价16104元/平米')
('https://image1.ljcdn.com/610100-inspection/fac14cd9-6b84-4f12-a2a1-8a875f6b22c0.jpg.296x216.jpg', '中华世纪城  低层洋房  南北通透', '中华世纪城  ', '中楼层(共5层)板楼  -  高新', '300万', '单价23256元/平米')
('https://image1.ljcdn.com/610100-inspection/fd5ddd07-8181-40e1-bf98-ff118134e9f0.JPG.296x216.jpg', '南北通透，直观万众国际W酒店，曲江风貌一览。', '曲江明珠  ', '高楼层(共18层)板塔结合  -  曲江', '240万', '单价17626元/平米')
('https://image1.ljcdn.com/610100-inspection/759bf6e9-73fe-440d-8f87-340bfc10710a.jpg.296x216.jpg', '曲江南苑 5室2厅 466万', '曲江南苑  ', '中楼层(共8层)板楼  -  曲江', '466万', '单价22296元/平米')
('https://image1.ljcdn.com/610100-inspection/e4d0e64d-f5f4-4ab6-81ea-02657fecbba5.jpg.296x216.jpg', '客户靠谱，楼层合适，可观湖，纯南朝向', '五湖名邸东区  ', '中楼层(共33层)板塔结合  -  浐灞', '138万', '单价15184元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload4bf344c1-4c5f-48c1-97e7-8281ce0f2806.jpg.296x216.jpg', '高新区  大寨路 双地 铁 恒大城', '恒大城  ', '低楼层(共18层)板塔结合  -  城西', '260万', '单价27957元/平米')
('https://image1.ljcdn.com/610100-inspection/a42dde57-a092-4ec9-aea7-58d3994a5b08.jpg.296x216.jpg', '大寨路  品质小区红枫林  南向大两居', '红枫林  ', '高楼层(共32层)板楼  -  高新', '188万', '单价19418元/平米')
('https://image1.ljcdn.com/610100-inspection/081f8b12-6b3e-4230-8c0f-eb7ecc8dd3a7.jpg.296x216.jpg', '融侨城精装小两居不满二有房本诚售', '融侨城  ', '高楼层(共22层)板塔结合  -  高新', '100万', '单价19276元/平米')
('https://image1.ljcdn.com/610100-inspection/abd286d9-fa9f-4cf5-bf63-86fe0670d430.jpg.296x216.jpg', '高新火热小两居 双卧落地阳台加赠送 送家具电 随时签', '九形道  ', '中楼层(共32层)塔楼  -  高新', '116万', '单价17513元/平米')
('https://image1.ljcdn.com/610100-inspection/1fb7aed2-7f5e-42d5-ac5e-f433eceb45a7.JPG.296x216.jpg', '中海御湖 3+1户型 南北通透 证在手满二 精装修', '中海御湖  ', '低楼层(共33层)板塔结合  -  曲江', '420万', '单价29641元/平米')
('https://image1.ljcdn.com/610100-inspection/c38ebb7d-8166-446a-8af8-175cf0e0e16f.jpg.296x216.jpg', '满5满2 顶复毛坯，产证在手，诚心售房，随时可签', '中海华庭  ', '高楼层(共14层)板塔结合  -  高新', '560万', '单价21931元/平米')
('https://image1.ljcdn.com/610100-inspection/65c45229-03ce-4f1d-9bfd-dfb894bfadde.jpg.296x216.jpg', '高新区大寨路 恒大城非毛坯两居室 配套齐全 采光充足', '恒大城  ', '低楼层(共32层)板塔结合  -  城西', '165万', '单价18275元/平米')
('https://image1.ljcdn.com/610100-inspection/62f0aeda-85a0-47fd-b5e0-e3f25b236082.jpg.296x216.jpg', '为您而选的家 指标房 业主诚心出售 看房方便', '高科新花园  ', '高楼层(共30层)塔楼  -  高新', '260万', '单价23009元/平米')
('https://image1.ljcdn.com/610100-inspection/b5499a5d-8042-455f-8d07-aa50f550ed8c.JPG.296x216.jpg', '曲江新区 中海东郡 优质毛坯三居 中间楼层 诚心出售', '中海东郡  ', '中楼层(共33层)塔楼  -  曲江', '319万', '单价24081元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d8f0899d-cfdc-4de6-9c23-c804b9c6ec60.png.296x216.jpg', '电视塔 华城国际  满五满二  环境优美  交通便利', '华城国际小区  ', '中楼层(共32层)塔楼  -  城南', '155万', '单价15532元/平米')
('https://image1.ljcdn.com/610100-inspection/9e09ba17-c383-495e-820c-450d4345fc7e.jpg.296x216.jpg', '中海华庭 精装四室 超宽楼距 随时可看 24H物业安保', '中海华庭  ', '低楼层(共14层)板楼  -  高新', '360万', '单价21862元/平米')
('https://image1.ljcdn.com/610100-inspection/62ace5d0-e866-4c75-a5d7-e75310529c5d.jpg.296x216.jpg', '位于朱雀大街南段.该小区绿化高户型格局合理', '明德华园大厦  ', '高楼层(共21层)塔楼  -  城南', '163万', '单价10702元/平米')
('https://image1.ljcdn.com/610100-inspection/35379980-2ff3-4bd3-a818-43d59c7824a3.jpg.296x216.jpg', '高新区 大寨路 莱安逸珲 小区环境好', '莱安逸珲  ', '高楼层(共20层)塔楼  -  高新', '68万', '单价21244元/平米')
('https://image1.ljcdn.com/610100-inspection/04882122-7aa1-4032-8cce-ec5d765eec65.JPG.296x216.jpg', '3+1户型毛坯的，小高层1T2户，中间位置，客厅2卧朝南', '中海熙岸  ', '高楼层(共15层)板楼  -  曲江', '440万', '单价26191元/平米')
('https://image1.ljcdn.com/610100-inspection/1f8a9ae3-f8be-457c-8538-de95b82d9a65.jpg.296x216.jpg', '锦业路 丈八六路 高新区 三室精装全配 拎包入住', '尚品美地城  ', '高楼层(共32层)塔楼  -  高新', '195万', '单价19175元/平米')
('https://image1.ljcdn.com/610100-inspection/8de9b741-fd17-4039-b797-158be6a80bd9.jpg.296x216.jpg', '满五满二房本在手没有抵押诚心出售', '中海观园B区  ', '高楼层(共33层)板塔结合  -  曲江', '295万', '单价22710元/平米')
('https://image1.ljcdn.com/610100-inspection/3caa7d92-2a67-40dc-846c-2c508a10cb69.jpg.296x216.jpg', '红枫林纯南向大两居室，业主诚心出售，看房随时！', '红枫林  ', '低楼层(共32层)板楼  -  高新', '198万', '单价20536元/平米')
('https://image1.ljcdn.com/610100-inspection/61c3085f-7b99-454d-8644-a116c8a3ee90.jpg.296x216.jpg', '业主诚心出售  看房方便  随时签约', '世家星城2期  ', '中楼层(共9层)板楼  -  城南', '170万', '单价16483元/平米')
('https://image1.ljcdn.com/610100-inspection/0d67290e-0c70-4695-90fd-adc1f15486f5.jpg.296x216.jpg', '金泰假日花城 电梯入户毛坯三居 前后双花园 两梯两户', '金泰假日花城  ', '低楼层(共18层)暂无数据  -  城南', '305万', '单价22933元/平米')
('https://image1.ljcdn.com/610100-inspection/74847392-a036-488b-90ac-3d0d7bd49045.jpg.296x216.jpg', '高新商圈 精装未入住纯南两居室 中间楼层 不临街', '融侨城  ', '中楼层(共33层)板塔结合  -  高新', '200万', '单价22989元/平米')
('https://image1.ljcdn.com/610100-inspection/04de32e2-fb21-49ff-928a-1fea8e1e92a3.JPG.296x216.jpg', '万科金域曲江二期 南北通透四居室 精装修 采光好', '万科金域曲江二期  ', '低楼层(共34层)板塔结合  -  曲江', '310万', '单价24231元/平米')
('https://image1.ljcdn.com/610100-inspection/99ccda3d-5a30-4af8-b4f4-43b253971ccf.jpg.296x216.jpg', '高新科技路 延平门地铁 精装修  交通便利 配套齐全', '中华世纪城  ', '低楼层(共11层)暂无数据  -  高新', '360万', '单价24241元/平米')
('https://image1.ljcdn.com/610100-inspection/746b5f06-d5e0-4924-be3a-c609342275b1.jpg.296x216.jpg', '中华世纪城新上大三居，南北通透带花园', '中华世纪城  ', '低楼层(共11层)板楼  -  高新', '355万', '单价21060元/平米')
('https://image1.ljcdn.com/610100-inspection/8aca8d1e-31e8-42cf-b103-3e7b26d40da8.jpg.296x216.jpg', '城南优质两室房源，业主诚心出售，适合刚需型客户！', '南方星座  ', '低楼层(共31层)塔楼  -  城南', '110万', '单价15493元/平米')
('https://image1.ljcdn.com/610100-inspection/4991d255-0aec-4d43-8b91-8463940b93d0.jpg.296x216.jpg', '三兴鑫园  优质毛坯 户型方正 采光好', '三兴鑫园  ', '高楼层(共26层)塔楼  -  城南', '123万', '单价12478元/平米')
('https://image1.ljcdn.com/610100-inspection/6ecd611b-92ad-4cf5-b518-a961df0a0f75.jpg.296x216.jpg', '此房满五满二，采光好，视野好，中间楼层', '恒大城  ', '高楼层(共32层)板塔结合  -  城西', '183万', '单价20761元/平米')
('https://image1.ljcdn.com/610100-inspection/d79984fe-e835-4058-9bd6-97c05403fe5c.JPG.296x216.jpg', '业主诚心出售，四号线曲江池，满三不满二，毛坯大平层', '鸿基紫韵  ', '中楼层(共18层)暂无数据  -  曲江', '550万', '单价23416元/平米')
('https://image1.ljcdn.com/610100-inspection/c7835056-f091-44fe-92f2-c65b83cb6a65.jpg.296x216.jpg', '缤纷南郡 品质小区 采光充足 交通便利', '中铁缤纷南郡  ', '中楼层(共33层)塔楼  -  高新', '233万', '单价18640元/平米')
('https://image1.ljcdn.com/610100-inspection/b1de7e48-9887-48e7-98c1-0ea6b4ce6e0d.jpg.296x216.jpg', '暖山西安精装修两室业主诚心出售', '暖山西安  ', '中楼层(共27层)板楼  -  浐灞', '132万', '单价13651元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadde93eca5-34ba-4735-bc01-d8d43bf23b0d.JPG.296x216.jpg', '中海东郡 底跃户型 送地下室送花园 临着芙蓉园不夜城', '中海东郡  ', '低楼层(共13层)板楼  -  曲江', '500万', '单价22208元/平米')
('https://image1.ljcdn.com/610100-inspection/10d08718-a4e2-43f9-807f-4e1ae6cbad2e.jpg.296x216.jpg', '曲江品筑 2室2厅 148万', '曲江品筑  ', '中楼层(共33层)塔楼  -  曲江', '148万', '单价18272元/平米')
('https://image1.ljcdn.com/610100-inspection/692d670d-7317-41c9-a5b9-90ef49d995d7.jpg.296x216.jpg', '高新区 沣惠南路 特警支队家属院 简装 三居室闹中取静', '特警支队家属院  ', '低楼层(共7层)暂无数据  -  高新', '213万', '单价16542元/平米')
('https://image1.ljcdn.com/610100-inspection/5e6e2b3c-4aa5-4da2-8994-512f87faa568.jpg.296x216.jpg', '3号地铁口 刚需一居 西北采光 着急出售 看房有钥匙', '枫韵蓝湾  ', '低楼层(共24层)板塔结合  -  高新', '68万', '单价14331元/平米')
('https://image1.ljcdn.com/610100-inspection/71a4571d-f6af-4d74-979b-744f76ec9e3d.JPG.296x216.jpg', '万科精装4居 全新  南北通透  满三满二   送车位', '万科金域曲江一期  ', '中楼层(共34层)板塔结合  -  曲江', '340万', '单价26755元/平米')
('https://image1.ljcdn.com/610100-inspection/da633966-b550-41bb-acfc-0cc7a0a0026e.jpg.296x216.jpg', '雁鸣湖 绿地生态国际二期 独栋别墅 精装修花园和车库', '五湖名邸东区  ', '低楼层(共3层)暂无数据  -  浐灞', '1500万', '单价50984元/平米')
('https://image1.ljcdn.com/610100-inspection/ceede763-917f-484c-86a4-b253dbe89573.jpg.296x216.jpg', '紫郡长安 东向大两居 满三满二 交通方便 配套齐全', '紫郡长安  ', '低楼层(共31层)板塔结合  -  城南', '145万', '单价14781元/平米')
('https://image1.ljcdn.com/610100-inspection/d8a78df2-6714-438f-ac84-835467e69206.jpg.296x216.jpg', '中海观园精装两居室，不临街，位置安静', '中海观园B区  ', '低楼层(共33层)板塔结合  -  曲江', '200万', '单价21979元/平米')
('https://image1.ljcdn.com/610100-inspection/51baa6c6-cee5-421c-aa6d-5083d0e9d38a.jpg.296x216.jpg', '缤纷南郡 2室2厅 南北两居高新五小，金杯户型值得拥有', '中铁缤纷南郡  ', '中楼层(共33层)塔楼  -  高新', '165万', '单价18966元/平米')
('https://image1.ljcdn.com/610100-inspection/4cb320a4-60c6-453b-8844-cd977f18e5f9.jpg.296x216.jpg', '高新，科技路适合上班族 近地铁，配套成熟', '城市皇冠  ', '低楼层(共30层)塔楼  -  高新', '55万', '单价13868元/平米')
('https://image1.ljcdn.com/610100-inspection/a14bde28-44c4-4857-b0c1-504870210540.jpg.296x216.jpg', '东新商住大厦，两室出售，南北通透，采光好，户型好。', '东新商住大厦  ', '低楼层(共18层)板塔结合  -  城东', '90万', '单价12387元/平米')
('https://image1.ljcdn.com/610100-inspection/39c03c53-d08c-488a-9e40-69d5b7cee4fa.jpg.296x216.jpg', '南北通透，满五满二，一梯两户，业主诚心出售', '花溪湾  ', '中楼层(共18层)板塔结合  -  城南', '147万', '单价16014元/平米')
('https://image1.ljcdn.com/610100-inspection/721544ef-638f-4005-897a-783d996364c6.jpg.296x216.jpg', '曲江南湖畔 户型方正 南北通透 毛坯 有车位', '紫薇曲江意境  ', '低楼层(共32层)板塔结合  -  曲江', '275万', '单价18565元/平米')
('https://image1.ljcdn.com/610100-inspection/b7f75815-0677-43a5-8a95-4ff94fbc8380.jpg.296x216.jpg', '鑫园 3居 户型方正 靠谱出售', '鑫园  ', '中楼层(共19层)塔楼  -  城南', '142万', '单价12066元/平米')
('https://image1.ljcdn.com/610100-inspection/66707374-f49c-490c-aadf-229036c42723.JPG.296x216.jpg', '高新唐延路 精装修 品质小区 纯板楼 南北通透', '西安锦都  ', '低楼层(共14层)板塔结合  -  高新', '305万', '单价18788元/平米')
('https://image1.ljcdn.com/610100-inspection/5be45028-2758-488d-977f-5e6240d701b6.jpg.296x216.jpg', '丈八北路地铁口 天朗蓝湖树 三室  毛坯', '天朗蓝湖树  ', '高楼层(共27层)板塔结合  -  高新', '180万', '单价18368元/平米')
('https://image1.ljcdn.com/610100-inspection/84b7fd27-e364-476d-ae99-cc0c42583bec.jpg.296x216.jpg', '此房满五满二，业主诚心出售，看房方便，着急！！！', '南方星座  ', '低楼层(共31层)塔楼  -  城南', '106万', '单价14996元/平米')
('https://image1.ljcdn.com/610100-inspection/6bbee26a-d701-4b66-8981-db07e43ab8d9.jpg.296x216.jpg', '高新 恒大城 精装3居室 户型方正 采光充足 交通方便', '恒大城  ', '低楼层(共32层)板塔结合  -  城西', '207万', '单价18224元/平米')
('https://image1.ljcdn.com/610100-inspection/9f9a454d-99fd-4b8e-a8a1-5c564c9a4175.JPG.296x216.jpg', '青龙寺地铁口 刚需三居室 南北通透 简装 房本在手满二', '朗郡水木兰亭  ', '中楼层(共28层)板塔结合  -  城东', '155万', '单价12602元/平米')
('https://image1.ljcdn.com/610100-inspection/ae96380b-07be-427d-ac84-ff3e70aa5dd1.jpg.296x216.jpg', '五湖名邸精装修中间楼层小三居业主诚心出售', '五湖名邸西区  ', '中楼层(共33层)板塔结合  -  浐灞', '140万', '单价15503元/平米')
('https://image1.ljcdn.com/610100-inspection/30f1acc2-53ec-4425-837e-70da49ab1f8f.jpg.296x216.jpg', '雁鸣湖旁，绿地国际生态城。纯南两室', '五湖名邸东区  ', '低楼层(共33层)板塔结合  -  浐灞', '135万', '单价14939元/平米')
('https://image1.ljcdn.com/610100-inspection/7b4129fb-97d5-48ce-bdab-59ac746d548e.jpg.296x216.jpg', '枫叶新都市双指标 精装修 满五满二', '高新枫叶新都市  ', '中楼层(共13层)板楼  -  高新', '400万', '单价19992元/平米')
('https://image1.ljcdn.com/610100-inspection/4207d08c-09dd-427e-a2aa-04bad3dbbb96.jpg.296x216.jpg', '全景观湖事业无遮挡，大四室大平层，带车位，价可谈', '五湖名邸东区  ', '高楼层(共33层)板楼  -  浐灞', '264万', '单价15261元/平米')
('https://image1.ljcdn.com/610100-inspection/b1fd94f8-355e-43cb-b976-30e81249e374.jpg.296x216.jpg', '中海东郡 精装 三居 采光足 环境好 产证满二 诚售', '中海东郡  ', '高楼层(共15层)板塔结合  -  曲江', '360万', '单价27481元/平米')
('https://image1.ljcdn.com/610100-inspection/8359738f-e0f5-434b-8761-0e3bda8094ff.jpg.296x216.jpg', '融侨馨苑经典三居室 不临街闲置房 诚心售可议价', '融侨馨苑  ', '低楼层(共33层)塔楼  -  城南', '245万', '单价20916元/平米')
('https://image1.ljcdn.com/610100-inspection/90e40d9c-ef32-45c1-8eda-413f6a450ad8.jpg.296x216.jpg', '户型方正 精装修 满三满二  采光好', '三兴园  ', '低楼层(共27层)塔楼  -  城南', '103万', '单价14422元/平米')
('https://image1.ljcdn.com/610100-inspection/91b86dce-cc18-43a1-9bc7-97cfc22c1978.jpg.296x216.jpg', '地铁口旁，配套齐全，为西安创造了一种全新的生活', '大华阳光曼哈顿  ', '低楼层(共34层)板塔结合  -  高新', '98万', '单价16427元/平米')
('https://image1.ljcdn.com/610100-inspection/test-92914e4e-8de3-4d62-9b8c-5860a605329f.png.296x216.jpg', '高新 恒大城精装南北通透三居室急售 户型方正 采光好', '恒大城  ', '高楼层(共32层)板塔结合  -  城西', '207万', '单价18018元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadf63fb3b0-a631-4695-8c18-46d076d25163.jpg.296x216.jpg', '枫林意树经典户型大两居，精装修，一手业主', '天地源枫林意树  ', '高楼层(共25层)板塔结合  -  高新', '360万', '单价37329元/平米')
('https://image1.ljcdn.com/610100-inspection/a56eb60c-4a21-4c32-a2b8-a5661db50045.JPG.296x216.jpg', '品质小区 满五满二精装修 交通便利 基础设施齐全', '中海熙岸  ', '中楼层(共15层)板楼  -  曲江', '520万', '单价30953元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload62ba80c8-df03-4d66-accd-0adf8712ca54.jpg.296x216.jpg', '缤纷南郡 毛坯三室 户型方正 南北通透 采光充足', '中铁缤纷南郡  ', '低楼层(共29层)板楼  -  高新', '275万', '单价19231元/平米')
('https://image1.ljcdn.com/610100-inspection/6ffdce30-fe49-47af-b42c-68ddec630068.jpg.296x216.jpg', '南北通透 高新地段大三居 近地铁', '云顶园  ', '高楼层(共26层)塔楼  -  高新', '330万', '单价25385元/平米')
('https://image1.ljcdn.com/610100-inspection/648a20ee-b58a-4dd0-af09-2f17306939f6.jpg.296x216.jpg', '高新区 大寨路 融侨城 四居室的全明户型，满五满二', '融侨城  ', '高楼层(共33层)板塔结合  -  高新', '345万', '单价23432元/平米')
('https://image1.ljcdn.com/610100-inspection/44a4052c-5972-4b13-8de5-b8d4d7deaa54.jpg.296x216.jpg', '曲江明珠 三室毛坯 南北通透 北观南湖 满三满二', '曲江明珠  ', '高楼层(共18层)板楼  -  曲江', '195万', '单价16526元/平米')
('https://image1.ljcdn.com/610100-inspection/38bc87f8-1b79-4d6d-8fed-99ea3ce7c38d.jpg.296x216.jpg', '大寨路 品质小区 恒大城 满二 高楼层 采光好 全明', '恒大城  ', '高楼层(共32层)板塔结合  -  城西', '160万', '单价17661元/平米')
('https://image1.ljcdn.com/610100-inspection/1ab79f9f-09b1-42f2-99c3-48ec1be517c3.jpg.296x216.jpg', '永和坊精装两室，采光无遮挡，业主诚心出售', '紫薇永和坊  ', '低楼层(共32层)板楼  -  曲江', '210万', '单价20183元/平米')
('https://image1.ljcdn.com/610100-inspection/7c2da88c-d220-441d-8841-7f985158dea4.jpg.296x216.jpg', '美立方标准1居室，明厨明卫，采光很好。', '美立方  ', '低楼层(共30层)塔楼  -  高新', '80万', '单价16957元/平米')
('https://image1.ljcdn.com/610100-inspection/c0117004-1321-4e64-ae18-7ac084db73f6.jpg.296x216.jpg', '大寨路 东方米兰精装两室户型好', '东方米兰  ', '高楼层(共28层)板塔结合  -  高新', '195万', '单价20362元/平米')
('https://image1.ljcdn.com/610100-inspection/5f37e505-f984-40af-bf2d-8fa8133ee805.jpg.296x216.jpg', '兰亭坊中间楼层 经典三居 南北通透 带车位', '天地源兰亭坊  ', '低楼层(共18层)板塔结合  -  高新', '506万', '单价33969元/平米')
('https://image1.ljcdn.com/610100-inspection/test-72725a12-4bb4-45cd-9c9e-feb21980067d.png.296x216.jpg', '万科金域曲江二期 精装修西南两居 带家具家电 满二', '万科金域曲江二期  ', '中楼层(共16层)板楼  -  曲江', '160万', '单价22858元/平米')
