('https://image1.ljcdn.com/460100-inspection/6c6fadfe-e9fb-43b2-95de-52c4b46b0f1a.jpg.296x216.jpg', '金山小区属于龙华区海垦路。明厨明卫。', '金山小区  ', '中楼层(共20层)暂无数据  -  龙华', '178万', '单价13588元/平米')
('https://image1.ljcdn.com/460100-inspection/883b8f02-7662-415c-81a3-0869c7fa9243.jpg.296x216.jpg', '（中天海景）精装修 采光通风好 户型方正 可拎包入住', '中天海景  ', '中楼层(共19层)板楼  -  龙华', '112万', '单价16970元/平米')
('https://image1.ljcdn.com/460100-inspection/cade2967-cb60-4ae4-b66b-16591a6b171b.jpg.296x216.jpg', '南海幸福城 精装三房两厅双阳台南北格局带大花园', '南海·幸福城  ', '低楼层(共18层)暂无数据  -  龙华', '183万', '单价20459元/平米')
('https://image1.ljcdn.com/460100-inspection/9d63c587-ae39-4f1d-9cd8-27af9b32c623.jpg.296x216.jpg', '国贸 商圈税费低 金龙小区翡翠阁 精装', '翡翠阁  ', '高楼层(共12层)暂无数据  -  龙华', '150万', '单价17858元/平米')
('https://image1.ljcdn.com/460100-inspection/39629bfa-e7ea-4521-a496-16ca3a45ea1d.jpg.296x216.jpg', '交通便利，配套齐全，楼层高，视野宽阔', '世贸中心  ', '高楼层(共23层)塔楼  -  龙华', '230万', '单价12607元/平米')
('https://image1.ljcdn.com/460100-inspection/6446c6cb-9bf6-443e-97f3-f3e739588ab6.jpg.296x216.jpg', '中科院南海研究站单位房，物业好 水电费优惠', '南海研究站  ', '高楼层(共4层)暂无数据  -  龙华', '98万', '单价18491元/平米')
('https://image1.ljcdn.com/460100-inspection/21b34108-6ce6-430c-94d2-ade0bef73dd2.jpg.296x216.jpg', '海德路 品质小区 昌茂花园 三房二厅 业主诚心出售', '昌茂花园  ', '中楼层(共8层)暂无数据  -  龙华', '139.8万', '单价15033元/平米')
('https://image1.ljcdn.com/460100-inspection/1a2244a5-64f9-4911-b1f9-1baeabfa63d2.jpg.296x216.jpg', '观澜湖观邸一期 复式（别墅区）  景观房 房源出售', '观澜湖观邸  ', '中楼层(共8层)板塔结合  -  龙华', '275万', '单价28451元/平米')
('https://image1.ljcdn.com/460100-inspection/7b97a5f6-efc0-45a1-92fa-5843bc0854b2.jpg.296x216.jpg', '绿化好，鸟语花香，空气清新，喧闹的城市中难得清静。', '景海阁  ', '中楼层(共12层)板楼  -  龙华', '277万', '单价17958元/平米')
('https://image1.ljcdn.com/460100-inspection/6d058117-001c-4ab3-94c2-c23d9fd5487d.jpg.296x216.jpg', '国贸 万绿园旁 金福城 生活配套齐全', '金福城  ', '高楼层(共24层)暂无数据  -  龙华', '195万', '单价13001元/平米')
('https://image1.ljcdn.com/460100-inspection/90b27d14-be7a-4032-94ca-78ba78be26c5.jpg.296x216.jpg', '国贸地段，经典小1房，精装修！', '帝国大厦  ', '高楼层(共21层)板塔结合  -  龙华', '76.5万', '单价14489元/平米')
('https://image1.ljcdn.com/460100-inspection/0dea87c7-dee1-453e-8efa-0569860bf5ec.jpg.296x216.jpg', '龙昆南路 申鑫国际广场 大三房 采光充足', '申鑫国际广场  ', '中楼层(共31层)板塔结合  -  龙华', '176万', '单价11244元/平米')
('https://image1.ljcdn.com/460100-inspection/3c586c40-d86b-4ff6-8218-9475c03f6cde.JPG.296x216.jpg', '半山花园 国贸繁华区 跃层户型 空中别墅', '半山花园  ', '低楼层(共33层)塔楼  -  龙华', '700万', '单价18422元/平米')
('https://image1.ljcdn.com/460100-inspection/3b03dff4-f3b6-4d03-a0fb-09631b2fba99.jpg.296x216.jpg', '此房满五多套，通透格局，楼层好，视野宽阔，采光充足', '昌茂牡丹园  ', '中楼层(共8层)板楼  -  龙华', '172万', '单价13871元/平米')
('https://image1.ljcdn.com/460100-inspection/2cb77c7e-61f7-43f4-ab6c-391ae1a9a942.jpg.296x216.jpg', '满二，精装修，户型方正格局好，交通便利，配套设施齐', '城中城  ', '低楼层(共22层)板楼  -  龙华', '178万', '单价15279元/平米')
('https://image1.ljcdn.com/460100-inspection/9e0163dd-a611-499f-bb08-ae5e5f402b93.jpg.296x216.jpg', '生活便利，装修好，社区素质高，业主诚心出售', '金银广场  ', '低楼层(共22层)暂无数据  -  龙华', '160万', '单价20513元/平米')
('https://image1.ljcdn.com/460100-inspection/4d45fdc7-0df4-4be0-917e-685ee24bfb28.jpg.296x216.jpg', '国贸地段，2房，全新装修，房子满2年！', '富豪花园  ', '高楼层(共25层)暂无数据  -  龙华', '123万', '单价18022元/平米')
('https://image1.ljcdn.com/460100-inspection/2d60e3ca-4809-4347-b184-956bd01219b0.JPG.296x216.jpg', '适合老人和小孩，采光好，正规4房', '顺发新村  ', '高楼层(共8层)暂无数据  -  龙华', '185万', '单价10857元/平米')
('https://image1.ljcdn.com/460100-inspection/c67f4798-d507-4c2c-af7c-e02b2765d8bb.jpg.296x216.jpg', '世贸华贸大厦精装修2房2阳台满3年多套', '华贸大厦  ', '中楼层(共19层)板楼  -  龙华', '165万', '单价16020元/平米')
('https://image1.ljcdn.com/460100-inspection/03fe65e2-3f1a-46fc-83c1-1c979224e939.jpg.296x216.jpg', '南希花苑 三房1卫 装修  房子通透', '南希花苑  ', '中楼层(共9层)暂无数据  -  龙华', '135万', '单价12810元/平米')
('https://image1.ljcdn.com/460100-inspection/e4723f33-44cf-43f7-8d33-92c3d494adc1.jpg.296x216.jpg', '正大豪庭，精装修，高层视野采光很好满2年业主诚心卖', '正大豪庭  ', '高楼层(共24层)暂无数据  -  龙华', '75万', '单价20271元/平米')
('https://image1.ljcdn.com/460100-inspection/babaad20-e726-4c6f-a3ec-792fd78eef98.jpg.296x216.jpg', '海口东湖 内江大厦 精装开间 满五年', '内江大厦  ', '低楼层(共15层)板塔结合  -  龙华', '42万', '单价11571元/平米')
('https://image1.ljcdn.com/460100-inspection/6356c0d4-32be-4f0a-8553-91f588852c51.jpg.296x216.jpg', '明光国际旁 汇宇金城精装三房 格局方正 社区有停车场', '汇宇金城  ', '高楼层(共22层)暂无数据  -  琼山', '137万', '单价15931元/平米')
('https://image1.ljcdn.com/460100-inspection/0e268e5f-87d7-4d92-83b0-f3a956a7c598.jpg.296x216.jpg', '金牛岭公园旁 奥林匹克花园 空气好有泳池', '奥林匹克花园  ', '高楼层(共15层)板塔结合  -  龙华', '280万', '单价16000元/平米')
('https://image1.ljcdn.com/460100-inspection/68f61fb5-83dd-418f-b239-59a802e3a725.jpg.296x216.jpg', '华海路 安海大厦 正规两房 户型方正 采光充足满五唯一', '安海大厦  ', '高楼层(共9层)板楼  -  龙华', '98万', '单价15556元/平米')
('https://image1.ljcdn.com/460100-inspection/a8217a54-8945-4aef-8138-9d0dc4763d8c.jpg.296x216.jpg', '义龙路成熟配套大一房一厅一阳台，满五多套信宇大厦', '信宇大厦  ', '低楼层(共12层)板楼  -  龙华', '70万', '单价11891元/平米')
('https://image1.ljcdn.com/460100-inspection/12ede48c-c608-4cae-9f96-f10304e5a80f.jpg.296x216.jpg', '海秀东路 首力大厦 满五唯一 全新装修', '首力大厦  ', '中楼层(共31层)暂无数据  -  美兰', '213万', '单价9977元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_uploadcd3a3670-c150-45e1-9cbf-ebf876a677bd.jpg.296x216.jpg', '九小旁，精装大户型抛泪出售。。', '瀛寰名仕苑  ', '高楼层(共14层)暂无数据  -  秀英', '316万', '单价20000元/平米')
('https://image1.ljcdn.com/460100-inspection/b3ce50cc-dbe0-484e-9344-2da3c7958034.jpg.296x216.jpg', '滨海大道，环境优美，诚意出售，全明采光', '棕榈公寓  ', '中楼层(共28层)板楼  -  龙华', '300万', '单价18250元/平米')
('https://image1.ljcdn.com/460100-inspection/22009395-2096-42d2-9b37-b6689c15502e.jpg.296x216.jpg', '秀英区，海秀西路，海秀中路，正规4房！', '顺发新村  ', '高楼层(共9层)暂无数据  -  龙华', '188万', '单价12130元/平米')
('https://image1.ljcdn.com/460100-inspection/a17b7137-5483-4e41-9518-b48834b9ef1d.jpg.296x216.jpg', '中一大厦 简单装修 三房两厅两卫', '中一大厦  ', '低楼层(共9层)暂无数据  -  龙华', '155万', '单价13013元/平米')
('https://image1.ljcdn.com/460100-inspection/5c973008-7253-4bb1-9b5b-25aac6279c56.jpg.296x216.jpg', '龙华区 海秀快速路 宝迪花苑 复式一房一厅 全新装修。', '宝迪花苑  ', '中楼层(共16层)暂无数据  -  龙华', '59万', '单价16858元/平米')
('https://image1.ljcdn.com/460100-inspection/af8f2c5f-7a6b-497f-80ba-778d187c1b62.jpg.296x216.jpg', '满五多套高层户型方正四室两厅房', '宝迪花苑  ', '高楼层(共17层)暂无数据  -  龙华', '159.8万', '单价12883元/平米')
('https://image1.ljcdn.com/460100-inspection/8f37719b-1168-4507-83ce-d600b16ed407.jpg.296x216.jpg', '观澜湖高档小区，高绿化停放处各位充足', '观澜湖观邸  ', '中楼层(共8层)板塔结合  -  龙华', '368万', '单价38498元/平米')
('https://image1.ljcdn.com/460100-inspection/f03bcd36-a513-4df4-aff7-4bb57a1dd103.JPG.296x216.jpg', '绿化很好，鸟语花香，空气清新，业主诚意出售', '海南日报新闻公寓  ', '中楼层(共15层)暂无数据  -  龙华', '172万', '单价14134元/平米')
