('https://image1.ljcdn.com/420100-inspection/test-73836a4a-1c6f-455a-b480-e5dca7418941.png.296x216.jpg', '万科金域蓝湾， 不临街安静住处，新证但是单价低', '万科金域蓝湾  | 3室1厅 | 91平米 | 东 南 北 | 其他', '低楼层(共34层)2012年建板楼  -  沌口', '180万', '单价19781元/平米')
('https://image1.ljcdn.com/420100-inspection/test-0c0b675b-efd7-4753-8a4f-74f240619a77.png.296x216.jpg', '金色港湾五期 小两房 老证  配套齐全 看房方便', '金色港湾五期  | 2室1厅 | 69平米 | 东 | 其他', '低楼层(共34层)板楼  -  沌口', '120万', '单价17392元/平米')
('https://image1.ljcdn.com/420100-inspection/test-33f62c49-7c49-49b4-8795-5d7219723400.png.296x216.jpg', '东方花园B区 2室2厅 125万', '东方花园B区  | 2室2厅 | 82.68平米 | 南 | 其他', '中楼层(共5层)暂无数据  -  沌口', '125万', '单价15119元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8f7ce2c6-8361-4041-ad37-b17468d8cadc.png.296x216.jpg', '港湾江城毛坯小三房，真实在售，看房方便', '港湾江城  | 3室2厅 | 96.08平米 | 南 | 其他', '低楼层(共31层)2017年建板塔结合  -  沌口', '125万', '单价13010元/平米')
('https://image1.ljcdn.com/420100-inspection/33c46aa2-ce9c-46b1-a923-4ec1fb7907dd.JPG.296x216.jpg', '金色港湾一期，配套齐全，老证税费低', '金色港湾一期  | 4室2厅 | 135.06平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  沌口', '180万', '单价13328元/平米')
('https://image1.ljcdn.com/420100-inspection/e4fcab0c-7abf-4ebf-9f6a-1d542c7552e8.JPG.296x216.jpg', '南北通透双阳台 户型很方正 中间楼层 采光 视野好', '港湾江城  | 4室2厅 | 128平米 | 南 北 | 其他', '中楼层(共32层)2015年建板楼  -  沌口', '167万', '单价13047元/平米')
('https://image1.ljcdn.com/420100-inspection/13fa434b-2b6e-484d-836e-6468c515555e.jpg.296x216.jpg', '金色港湾 卡噗瑞岛独栋 老证满五年 带两个车位 临湖', '金色港湾三期  | 5室2厅 | 376平米 | 南 北 | 毛坯', '低楼层(共2层)暂无数据  -  沌口', '1680万', '单价44681元/平米')
('https://image1.ljcdn.com/420100-inspection/04ed19ed-5238-4824-9184-4d6e9ec085b8.jpg.296x216.jpg', '金色港湾五期三房  两证满两年 出行方便 拎包入住', '金色港湾五期  | 3室2厅 | 128平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  沌口', '235万', '单价18360元/平米')
('https://image1.ljcdn.com/420100-inspection/d6a7d735-2bb9-4ba9-862c-7e38e76387c1.JPG.296x216.jpg', '水墨兰庭 毛坯3房 电梯洋房 赠送面积多', '水墨兰庭  | 3室2厅 | 142平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  沌口', '230万', '单价16198元/平米')
('https://image1.ljcdn.com/420100-inspection/1e0a851a-a392-4c89-9714-2f63c932bd64.jpg.296x216.jpg', '地铁口电梯房中间楼层诚心出售看房方便', 'ICC汉阳国际公寓  | 2室1厅 | 48平米 | 南 | 其他', '高楼层(共27层)2015年建塔楼  -  沌口', '60万', '单价12500元/平米')
('https://image1.ljcdn.com/420100-inspection/f13fbcee-d0ec-44ed-9a7c-9b6961b2616a.JPG.296x216.jpg', '复试楼，买一层送一层。单价低,毛坯,loft', '青澳都市尚巢  | 3室2厅 | 46.02平米 | 南 | 其他', '中楼层(共18层)2015年建塔楼  -  沌口', '68万', '单价14777元/平米')
('https://image1.ljcdn.com/420100-inspection/34b17214-e837-4b15-9654-9fa4240a0e6d.jpg.296x216.jpg', '复试楼，买一层送一层。单价低，精装修', '青澳都市尚巢  | 3室1厅 | 43平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  沌口', '79万', '单价18373元/平米')
('https://image1.ljcdn.com/420100-inspection/test-90960750-886f-429d-b895-6cb9c83b05ec.png.296x216.jpg', '宁康园凯旋苑，精装自住两房，老证无尾款，诚心出售', '宁康园  | 2室2厅 | 92.75平米 | 南 北 | 精装', '中楼层(共6层)暂无数据  -  沌口', '190万', '单价20486元/平米')
('https://image1.ljcdn.com/420100-inspection/d0edcbf1-fc69-4788-8ebc-5df8003c5c5f.JPG.296x216.jpg', '锦绣豪园 7室2厅 580万', '锦绣豪园  | 7室2厅 | 278.02平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  沌口', '580万', '单价20862元/平米')
('https://image1.ljcdn.com/420100-inspection/test-90f56cea-37e7-4cdd-8e75-4d467a70b11d.png.296x216.jpg', '全屋精装、配套设施齐全，交通出行便利', '嘎纳印象  | 3室1厅 | 129.53平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  沌口', '213万', '单价16445元/平米')
('https://image1.ljcdn.com/420100-inspection/7e04aa60-3fbe-46ac-ad1d-f823aefd52f8.JPG.296x216.jpg', '海伦春天叠拼别墅 买一层送两层 送两个车位', '海伦春天二期  | 6室4厅 | 161平米 | 南 北 | 其他', '中楼层(共4层)暂无数据  -  沌口', '340万', '单价21119元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3a358212-7990-46bc-a7fe-2d567d8db4c8.png.296x216.jpg', '适合小年轻的地铁房，发家奋斗的理想港湾', '中环湖畔  | 1室0厅 | 34.13平米 | 南 | 其他', '中楼层(共25层)板楼  -  沌口', '38万', '单价11134元/平米')
('https://image1.ljcdn.com/420100-inspection/c117ba37-6db1-4824-bafb-2bc908b71a44.jpg.296x216.jpg', '金色港湾四期 简装四房  三角湖 老证 无尾款', '金色港湾四期  | 4室2厅 | 145平米 | 南 | 其他', '中楼层(共18层)2008年建板塔结合  -  沌口', '285万', '单价19656元/平米')
('https://image1.ljcdn.com/420100-inspection/test-adccc75d-fe78-4c9a-a95d-3de88f3d729b.png.296x216.jpg', '联投金色港湾精装2房 边户视野开阔 配套成熟', '联投金色港湾星座  | 2室1厅 | 62.97平米 | 南 | 其他', '高楼层(共33层)塔楼  -  沌口', '112万', '单价17787元/平米')
('https://image1.ljcdn.com/420100-inspection/ee90b79a-960c-4e0a-a5be-68098878f5b5.jpg.296x216.jpg', '南北通透，精装修，四居室，看房方便', '金色港湾一期  | 4室2厅 | 151.2平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  沌口', '256万', '单价16932元/平米')
('https://image1.ljcdn.com/420100-inspection/5a6bb1eb-16d5-4071-afbe-5c057c476d13.JPG.296x216.jpg', '联投半岛联排别墅，户型多面采光，动静分离比较好', '联投半岛  | 4室2厅 | 164.49平米 | 南 北 | 其他', '3层2016年建暂无数据  -  沌口', '460万', '单价27966元/平米')
('https://image1.ljcdn.com/420100-inspection/74d455d4-af03-423a-9a9f-caec45a8cd73.JPG.296x216.jpg', '装修看图,真实拍摄,全实木家具.赠送面积, 交通便利', '海伦春天二期  | 4室2厅 | 180平米 | 南 北 | 其他', '中楼层(共4层)暂无数据  -  沌口', '480万', '单价26667元/平米')
('https://image1.ljcdn.com/420100-inspection/eb352375-6fd8-41c8-9a56-7d2d8b038b66.jpg.296x216.jpg', '天鹅湖假日山庄 70年产权 独栋别墅 毛坯', '天鹅湖假日山庄  | 5室2厅 | 219.96平米 | 南 北 | 其他', '低楼层(共2层)暂无数据  -  沌口', '680万', '单价30915元/平米')
('https://image1.ljcdn.com/420100-inspection/test-48896f3d-3f52-4821-8e71-f1414ed31a18.png.296x216.jpg', '海伦大户型 采光足 楼层好！交通便利，配套齐全', '海伦春天二期  | 3室2厅 | 102.96平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2015年建板楼  -  沌口', '175万', '单价16997元/平米')
('https://image1.ljcdn.com/420100-inspection/3d83519e-e20b-4c2a-998d-1fec09ac2a6c.JPG.296x216.jpg', '成熟小区小洋房，环境舒适，出行方便。', '金色港湾三期  | 5室3厅 | 215.56平米 | 南 北 | 其他', '中楼层(共4层)暂无数据  -  沌口', '580万', '单价26907元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5539fbc3-aa7b-4e83-b4ed-02c6b9f95f0d.png.296x216.jpg', '一线湖景 毛坯三房 有赠送面积 价格低', '海伦小镇  | 3室1厅 | 100.22平米 | 南 | 其他', '低楼层(共17层)2015年建板楼  -  蔡甸其它', '105万', '单价10477元/平米')
('https://image1.ljcdn.com/420100-inspection/cc133a25-320b-4fa7-8659-5566640de8a8.jpg.296x216.jpg', '金色港湾一线全湖景别墅带临湖院子', '金色港湾四期  | 6室3厅 | 311.49平米 | 南 | 其他', '低楼层(共3层)2007年建暂无数据  -  沌口', '1000万', '单价32104元/平米')
('https://image1.ljcdn.com/420100-inspection/64bb5000-0967-4a2b-b02d-16579995f877.JPG.296x216.jpg', '联投金色港湾，花园洋房，附送一层地下室，配套成熟。', '联投金色港湾剑桥郡  | 4室1厅 | 139平米 | 南 北 | 其他', '低楼层(共7层)2017年建板塔结合  -  沌口', '350万', '单价25180元/平米')
('https://image1.ljcdn.com/420100-inspection/test-fe207c87-6cea-42fa-978e-f2c527839776.png.296x216.jpg', '长江楚韵 临江花园 一线临江 房东靠谱', '长江楚韵  | 3室2厅 | 118平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2013年建板塔结合  -  沌口', '150万', '单价12712元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6f58eb49-6189-47d7-9520-10fee5d62ca3.png.296x216.jpg', '长江楚韵 正规四居  大户型 一线临江', '长江楚韵  | 4室2厅 | 134.71平米 | 南 | 其他', '低楼层(共33层)2014年建板塔结合  -  沌口', '185万', '单价13734元/平米')
('https://image1.ljcdn.com/420100-inspection/test-82b04aa6-44bb-46b6-b68c-1e5eb292ef86.png.296x216.jpg', '联投半岛毛坯房，户型方正，业主诚心出售', '联投半岛  | 4室2厅 | 134.52平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  沌口', '220万', '单价16355元/平米')
('https://image1.ljcdn.com/420100-inspection/test-44da92eb-3392-4a40-8eb5-598b0b4f081d.png.296x216.jpg', '东风阳光城   老证   环境优美   采光充足', '东风阳光城青荷苑  | 3室2厅 | 102平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  沌口', '165万', '单价16177元/平米')
('https://image1.ljcdn.com/420100-inspection/d1cab6d4-6b1f-47a2-965a-f2055d39692f.JPG.296x216.jpg', '港湾江城 南北通透+双阳台+精装修+中间楼层+江景房', '港湾江城  | 4室2厅 | 139.19平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2015年建塔楼  -  沌口', '178万', '单价12789元/平米')
('', '金港一期 南北通透 中高楼层 采光好 满五年唯一 老证', '金色港湾一期  | 4室2厅 | 151.53平米 | 南 北 | 精装', '高楼层(共6层)暂无数据  -  沌口', '227万', '单价14981元/平米')
('https://image1.ljcdn.com/420100-inspection/54a5e748-0b25-47eb-8f39-c62c2a23653b.jpg.296x216.jpg', '金色港湾二期   老证   采光好', '金色港湾二期  | 4室2厅 | 172平米 | 南 | 其他', '中楼层(共11层)暂无数据  -  沌口', '249万', '单价14477元/平米')
('https://image1.ljcdn.com/420100-inspection/e97ba526-091d-4ee3-8c35-eb50ea9af6f0.JPG.296x216.jpg', '长江楚韵 临江花园 江景房 毛坯 经典三房', '长江楚韵  | 3室2厅 | 96.93平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  沌口', '145万', '单价14960元/平米')
('https://image1.ljcdn.com/420100-inspection/2d207253-3b8e-4865-a149-ecccb17015d2.jpg.296x216.jpg', '金桥普林斯顿 精装两房 新证无尾款 看房方便', '金桥普林斯顿  | 2室2厅 | 90.66平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  蔡甸其它', '128万', '单价14119元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ed003987-33d9-4477-9406-c1fb4135d56a.png.296x216.jpg', '金色港湾五期 大户型可观湖 中高楼层 清水毛坯。', '金色港湾五期  | 4室2厅 | 187平米 | 南 北 | 其他', '中楼层(共44层)暂无数据  -  沌口', '400万', '单价21391元/平米')
('https://image1.ljcdn.com/420100-inspection/test-e3c0bc9b-2074-4221-9920-02be01dbb97a.png.296x216.jpg', '经开万达商住房，一室一厅一厨一卫', '武汉经开万达广场  | 1室1厅 | 41平米 | 南 北 | 其他', '中楼层(共30层)暂无数据  -  沌口', '38万', '单价9269元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload3659de54-d4fe-45c5-8075-82c990dec41c.jpg.296x216.jpg', '南北通透，户型方正，采光好。可看湖', '爱佳798  | 3室2厅 | 131平米 | 南 北 | 其他', '高楼层(共31层)2014年建塔楼  -  沌口', '215万', '单价16413元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadc9b45d6d-1215-400d-a06d-da02dc43261a.jpg.296x216.jpg', '金色港湾四期   满五不唯一    精装修', '金色港湾四期  | 4室1厅 | 133平米 | 东南 | 其他', '高楼层(共6层)2008年建板楼  -  沌口', '238万', '单价17895元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8e23e93d-66c3-4529-b10e-0d9dba26723c.png.296x216.jpg', '武汉经开万达广场   40年产权    总价低', '武汉经开万达广场  | 1室0厅 | 50平米 | 东 | 其他', '低楼层(共30层)板楼  -  沌口', '33万', '单价6600元/平米')
('https://image1.ljcdn.com/420100-inspection/ffe5a552-689d-4413-a0cc-04e503d53681.JPG.296x216.jpg', '金桥普林斯顿 3室1厅 140万', '金桥普林斯顿  | 3室1厅 | 92平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  蔡甸其它', '140万', '单价15218元/平米')
('https://image1.ljcdn.com/420100-inspection/98c787a6-2978-465c-b78b-1946b6b37254.jpg.296x216.jpg', '全南大两居 明厨明卫 观景大阳台 临地铁 高楼层采光好', '嘎纳印象  | 2室2厅 | 95.96平米 | 南 | 精装', '高楼层(共18层)2011年建板楼  -  沌口', '170万', '单价17716元/平米')
('https://image1.ljcdn.com/420100-inspection/17cf1f42-d51a-42c0-b244-8dafc937218c.jpg.296x216.jpg', '电梯板楼 高楼层采光好 装修好 周期时间长 交通方便', '金色港湾四期  | 3室2厅 | 139平米 | 南 | 精装', '高楼层(共11层)暂无数据  -  沌口', '252万', '单价18130元/平米')
('https://image1.ljcdn.com/420100-inspection/test-e78ffe14-f23b-4edc-86ef-2b6fc439efe7.png.296x216.jpg', '新都国际嘉园 3室2厅 140万', '新都国际嘉园  | 3室2厅 | 136.05平米 | 南 北 | 其他', '中楼层(共12层)暂无数据  -  沌口', '140万', '单价10291元/平米')
('https://image1.ljcdn.com/420100-inspection/18425e3d-27b9-4b7a-8052-89006df58ee4.JPG.296x216.jpg', '万科金域蓝湾 精装两房 享受管家服务', '万科金域蓝湾  | 2室2厅 | 66平米 | 南 北 | 其他', '低楼层(共34层)板楼  -  沌口', '135万', '单价20455元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ef6c6e67-6138-4cb1-97a0-021be82cd371.png.296x216.jpg', '嘎纳印象新上毛坯三房老证后期税费低', '嘎纳印象  | 3室2厅 | 97.39平米 | 南 | 其他', '低楼层(共31层)2011年建板楼  -  沌口', '161万', '单价16532元/平米')
('https://image1.ljcdn.com/420100-inspection/fe032082-3d77-4790-91e9-037a38ae8c1e.jpg.296x216.jpg', '海伦春天一期 3室2厅 200万', '海伦春天一期  | 3室2厅 | 97.04平米 | 南 | 其他', '中楼层(共29层)2014年建板楼  -  沌口', '200万', '单价20611元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6b82eba0-dc82-4e16-a808-71f37e9a57e9.png.296x216.jpg', '【链家真房源】经开万达精品公寓诚意出售', '武汉经开万达广场  | 1室1厅 | 45平米 | 南 北 | 其他', '高楼层(共30层)板楼  -  沌口', '33万', '单价7334元/平米')
('https://image1.ljcdn.com/420100-inspection/2d67e009-6765-4dd2-94db-edcfaedcecab.JPG.296x216.jpg', '金色港湾三期 空中别墅 采光好 观湖 临地铁 配套齐全', '金色港湾三期  | 4室2厅 | 180平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  沌口', '290万', '单价16112元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c7e80a06-8049-4019-afb7-a32c4dfa665e.png.296x216.jpg', '水岸毕家索 南北通透 大户型 保养好', '水岸·毕家索  | 3室2厅 | 124.22平米 | 南 北 | 其他', '低楼层(共7层)暂无数据  -  沌口', '115万', '单价9258元/平米')
('https://image1.ljcdn.com/420100-inspection/12cc0aef-eedb-43d3-8e69-2fb0c6e7f251.jpg.296x216.jpg', '地铁口电梯房复试中间楼层诚心出售看房方便', 'ICC汉阳国际公寓  | 3室1厅 | 55平米 | 南 | 其他', '低楼层(共19层)2015年建塔楼  -  沌口', '85万', '单价15455元/平米')
('', '华茂小米公寓 1室1厅 55万', '华茂小米公寓  | 1室1厅 | 46.8平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2012年建塔楼  -  沌口', '55万', '单价11753元/平米')
('https://image1.ljcdn.com/420100-inspection/1e330826-7354-407c-8366-ac4dbba2b680.JPG.296x216.jpg', '金色港湾五期 精装两房 LOFT风格，70年产权', '金色港湾五期  | 2室2厅 | 107平米 | 南 | 其他 | 有电梯', '高楼层(共34层)塔楼  -  沌口', '190万', '单价17758元/平米')
('https://image1.ljcdn.com/420100-inspection/478b5d2f-c814-411f-8e4e-00ae0a6549a4.JPG.296x216.jpg', '海伦春天新上别墅赠送面积多无尾款产权清白交易周期短', '海伦春天一期   | 叠拼别墅 | 5室2厅 | 165平米 | 南 北 | 其他', '上叠(共4层)2019年建暂无数据  -  沌口', '380万', '单价23031元/平米')
('https://image1.ljcdn.com/420100-inspection/c5e1beb1-3afa-4113-91d1-fc7d39e531e4.jpg.296x216.jpg', '金色港湾四期 毛坯三居室，南北通透，老证', '金色港湾四期  | 3室2厅 | 130.37平米 | 南 北 | 其他', '中楼层(共18层)2008年建板塔结合  -  沌口', '220万', '单价16876元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8d3b56b4-c0ad-4165-8c79-c78a341904a1.png.296x216.jpg', '视野开扩，采光好，毛坯可随意装修！', '联投金色港湾星座  | 1室1厅 | 62.93平米 | 东南 | 其他', '高楼层(共33层)塔楼  -  沌口', '105万', '单价16686元/平米')
('https://image1.ljcdn.com/420100-inspection/548d6497-d39e-4a24-8cfb-20e935f3aa1a.JPG.296x216.jpg', '不受套数限制 正规一居室总价不高 精装修直接入住急卖', '武汉经开万达广场  | 1室0厅 | 42平米 | 东 | 精装', '低楼层(共30层)板楼  -  沌口', '36万', '单价8572元/平米')
('https://image1.ljcdn.com/420100-inspection/c796e5a9-a35f-4809-aab3-a3f271e931b8.JPG.296x216.jpg', '金色港湾四期 中装三房 老证 视野开阔无遮挡 三面观湖', '金色港湾四期  | 3室2厅 | 133.97平米 | 南 北 | 其他', '中楼层(共11层)2008年建板楼  -  沌口', '255万', '单价19035元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5c4aabfd-e445-47a0-9688-c57eb7348883.png.296x216.jpg', '金色港湾四期 大三房老证税费低', '金色港湾四期  | 3室2厅 | 125.11平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  沌口', '200万', '单价15986元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload514899e4-5062-4693-892a-92a3eed20f78.jpg.296x216.jpg', '精装修复式 满五唯一 赠送12平米', '金色港湾二期  | 4室2厅 | 128.68平米 | 南 北 | 精装', '中楼层(共8层)板楼  -  沌口', '228万', '单价17719元/平米')
('https://image1.ljcdn.com/420100-inspection/06bc99c6-2866-4b7f-9741-59e696c68b48.jpg.296x216.jpg', '非限购区域，单价低。毛坯房。三房。。', '学府丽城二期  | 3室2厅 | 131.84平米 | 南 北 | 其他', '低楼层(共18层)2016年建板塔结合  -  蔡甸其它', '172万', '单价13047元/平米')
('https://image1.ljcdn.com/420100-inspection/a0f256b3-2e67-4942-85a7-b0b2d75f133f.jpg.296x216.jpg', '金色港湾一期，配套齐全，老证税费低', '金色港湾一期  | 4室2厅 | 151.17平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)2000年建板楼  -  沌口', '220万', '单价14554元/平米')
('https://image1.ljcdn.com/420100-inspection/3ae67509-c318-491d-baee-fed2750bc9b2.jpg.296x216.jpg', '中环湖畔，精装两房，南北通透，采光充足', '中环湖畔  | 2室2厅 | 94.21平米 | 南 北 | 其他', '高楼层(共18层)2009年建板楼  -  沌口', '135万', '单价14330元/平米')
('https://image1.ljcdn.com/420100-inspection/8552e6c5-6a09-4f6e-97d7-263c513ba137.jpg.296x216.jpg', '总价低 上车门槛低 视野开阔 配套成熟', '联投金色港湾星座  | 1室1厅 | 46平米 | 南 | 其他', '低楼层(共33层)塔楼  -  沌口', '78万', '单价16957元/平米')
('https://image1.ljcdn.com/420100-inspection/e0384faa-d299-4c7b-94e5-22b6ece6f8b0.jpg.296x216.jpg', '复试楼，买一层送一层。单价低，精装修', '青澳都市尚巢  | 3室1厅 | 50平米 | 东南 | 其他', '中楼层(共18层)2015年建塔楼  -  沌口', '75万', '单价15000元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5d0f38fc-652e-4eaf-b0fb-780a3533f059.png.296x216.jpg', '海伦春天毛坯三房南北通透户型方正中间楼层诚心卖', '海伦春天二期  | 3室2厅 | 105平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)2015年建板楼  -  沌口', '168万', '单价16000元/平米')
('https://image1.ljcdn.com/420100-inspection/8857e2f0-4803-4be0-b19d-d2371fa6ec92.jpg.296x216.jpg', '装修优良 拎包入住 地铁口旁 出行便利 买一层送一层', '青澳都市尚巢  | 2室2厅 | 44.98平米 | 南 | 其他', '中楼层(共18层)2015年建塔楼  -  沌口', '80万', '单价17786元/平米')
('https://image1.ljcdn.com/420100-inspection/test-89859790-d969-40a8-9fd5-18d137b5c56b.png.296x216.jpg', '金色港湾四期  老证  四房舒适住宅', '金色港湾四期  | 4室2厅 | 161.49平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)暂无数据  -  沌口', '242万', '单价14986元/平米')
('https://image1.ljcdn.com/420100-inspection/c651ec9b-aca2-4168-b244-9a5448f6c96c.JPG.296x216.jpg', 'ICC汉阳国际公寓复式楼，交通方便，出行快捷', 'ICC汉阳国际公寓  | 3室2厅 | 55平米 | 南 | 其他', '中楼层(共19层)2015年建塔楼  -  沌口', '95万', '单价17273元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadbf38a921-a276-49f8-a198-d4d4683d5974.jpg.296x216.jpg', '金色港湾四期 南北通透 平层宽景 洋房 毛坯 看房方便', '金色港湾四期  | 5室2厅 | 184平米 | 南 北 | 毛坯', '低楼层(共11层)暂无数据  -  沌口', '328万', '单价17827元/平米')
('https://image1.ljcdn.com/420100-inspection/b0413b3e-ae5d-4367-856b-2a28d8f6cba2.JPG.296x216.jpg', '联投金色港湾剑桥郡 7室3厅 310万', '联投金色港湾剑桥郡  | 7室3厅 | 140.79平米 | 南 北 | 其他', '低楼层(共7层)2017年建板楼  -  沌口', '310万', '单价22019元/平米')
('https://image1.ljcdn.com/420100-inspection/30fbded1-96f8-4f6c-9430-e6b4f84ab469.jpg.296x216.jpg', '金色港湾三期 老证 配套齐全交通便利 大三房 南北通透', '金色港湾三期  | 3室2厅 | 152平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  沌口', '255万', '单价16777元/平米')
('https://image1.ljcdn.com/420100-inspection/74cf1cbc-cc20-4cc5-9914-01471eb4d900.jpg.296x216.jpg', '金色港湾二期 3室2厅 219万', '金色港湾二期  | 3室2厅 | 128平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  沌口', '219万', '单价17110元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ddbce2bb-7967-40a3-be39-ee8ac45ab6b5.png.296x216.jpg', '金色港湾四期精装三房老证后期税费低', '金色港湾四期  | 3室2厅 | 126.22平米 | 南 北 | 其他', '低楼层(共17层)2008年建板楼  -  沌口', '210万', '单价16638元/平米')
('https://image1.ljcdn.com/420100-inspection/6bc6c8f9-4d09-448f-a029-fc6dec96cac5.JPG.296x216.jpg', '学府丽城二期小三房 中高楼层 采光好 装修不错', '学府丽城二期  | 3室1厅 | 89.8平米 | 南 北 | 精装', '高楼层(共18层)2016年建板塔结合  -  蔡甸其它', '140万', '单价15591元/平米')
