('https://image1.ljcdn.com/420100-inspection/test-5f706bf0-bcdd-40a0-9c13-f95e12ef34a3.png.296x216.jpg', '满2年..税费少.单价低..送阳台.复式楼', '碧苑花园  | 5室1厅 | 163.79平米 | 南 北 | 其他', '中楼层(共8层)2005年建塔楼  -  青山', '246万', '单价15020元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload382e0949-ae6d-4b80-b8a8-d3ca3b7ea037.JPG.296x216.jpg', '大华铂金华府，户型方正，婚房装修 ，有赠送12平方', '大华铂金华府  | 2室2厅 | 86.21平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2012年建板楼  -  青山', '225万', '单价26100元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4aea15ab-4cab-4163-8645-d673fb779ae0.JPG.296x216.jpg', '奥山世纪城CC尚品精装两房 采光好 视野开阔', '奥山世纪城CC尚品  | 2室2厅 | 97.3平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2013年建板塔结合  -  青山', '240万', '单价24666元/平米')
('https://image1.ljcdn.com/420100-inspection/1f0f5b56-9df3-47c5-9841-1c4f2084f2d9.jpg.296x216.jpg', '青山江滨公园 精品三房 南北通透 证件齐全 全景长江', '中交江锦湾  | 3室2厅 | 92.5平米 | 南 北 | 其他', '高楼层(共33层)2015年建板楼  -  青山', '206万', '单价22271元/平米')
('https://image1.ljcdn.com/420100-inspection/1abed15a-175b-499c-a82e-166cd2d2c478.jpg.296x216.jpg', '青扬十街 3室2厅 258万', '青扬十街  | 3室2厅 | 112.08平米 | 南 北 | 其他', '中楼层(共21层)2008年建塔楼  -  青山', '258万', '单价23020元/平米')
('https://image1.ljcdn.com/420100-inspection/7dd39a0e-8c6c-41d4-b99c-4241cdce16e3.JPG.296x216.jpg', '本房是3房，南北通透，毛坯可塑性强，单价总价低', '绿地香树花城  | 3室2厅 | 131平米 | 南 北 | 毛坯', '中楼层(共45层)2019年建板楼  -  青山', '199万', '单价15191元/平米')
('https://image1.ljcdn.com/420100-inspection/898279d7-eb53-4aa3-a010-6903c47c3366.jpg.296x216.jpg', '环境幽静 品牌物业 诚心出售 全新装修', '大华滨江天地一期铂金郦府  | 2室1厅 | 94.21平米 | 南 | 精装', '低楼层(共33层)2015年建板楼  -  青山', '225万', '单价23883元/平米')
('https://image1.ljcdn.com/420100-inspection/d0f6e280-3f3a-4963-b247-1d8d11828275.jpg.296x216.jpg', '江南春城精装两居室，中间楼层采光好，诚心出售', '江南春城  | 2室2厅 | 89.33平米 | 南 | 其他', '中楼层(共20层)2008年建板塔结合  -  青山', '230万', '单价25748元/平米')
('https://image1.ljcdn.com/420100-inspection/2173eacb-0291-4bca-875d-9660f12b15ac.jpg.296x216.jpg', '老社区 邻里和谐 南北通透 小区配套成熟', '钢都花园125街坊  | 2室1厅 | 73.22平米 | 南 北 | 简装', '低楼层(共7层)2002年建塔楼  -  青山', '140万', '单价19121元/平米')
('https://image1.ljcdn.com/420100-inspection/1fc9479f-be49-423e-b666-6117f1e27319.JPG.296x216.jpg', '和平花苑东区 3室2厅 248万', '和平花苑东区  | 3室2厅 | 126平米 | 南 | 其他', '低楼层(共7层)板楼  -  青山', '248万', '单价19683元/平米')
('https://image1.ljcdn.com/420100-inspection/3b077678-1a98-4b8a-a357-427305989f39.jpg.296x216.jpg', '满两年 两居室 精装修 业主换房 诚意出售', '新奥依江畔园  | 2室2厅 | 83.8平米 | 东南 | 其他', '中楼层(共29层)2008年建塔楼  -  青山', '198万', '单价23628元/平米')
('https://image1.ljcdn.com/420100-inspection/7bbd5ba1-65fa-45d8-a5de-a6ecb7917999.JPG.296x216.jpg', '江南春城 普仁医院   毛坯大四房  送入户花园', '江南春城  | 4室2厅 | 175平米 | 南 | 其他', '高楼层(共28层)2008年建板塔结合  -  青山', '440万', '单价25143元/平米')
('https://image1.ljcdn.com/420100-inspection/8914ac5a-aef6-4d10-9be4-33fe2af3310c.JPG.296x216.jpg', '奥山世纪城 精装三房 成熟商圈 交通便利 业主诚心出售', '奥山世纪城CC尚品  | 3室2厅 | 97.3平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2013年建板塔结合  -  青山', '240万', '单价24666元/平米')
('https://image1.ljcdn.com/420100-inspection/3395c3f6-8506-4b46-b3d3-33548e8bce8a.jpg.296x216.jpg', '大华铂金华府小户型 精装修诚信出售', '大华铂金华府  | 1室0厅 | 46.8平米 | 南 | 其他', '低楼层(共25层)2012年建板塔结合  -  青山', '118万', '单价25214元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d71ccda9-a5d5-4a68-bb45-721b5ee159ac.png.296x216.jpg', '大华铂金郦府朝南两房，中间楼层采光好，随时可看', '大华滨江天地一期铂金郦府  | 2室2厅 | 88.42平米 | 南 北 | 其他', '中楼层(共34层)暂无数据  -  青山', '202万', '单价22846元/平米')
('https://image1.ljcdn.com/420100-inspection/d69de248-ee53-45bc-b129-cbf80a578b44.jpg.296x216.jpg', '中间楼层 采光充足 户型方正 通透两房 出行方便', '钢都花园125街坊  | 2室2厅 | 79.25平米 | 南 北 | 简装', '中楼层(共7层)2002年建塔楼  -  青山', '158万', '单价19937元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1d450753-a53f-49d1-b31e-4f6ab3d556a7.JPG.296x216.jpg', '奥山澜橼毛坯小三房 中间楼层 视野开阔', '奥山澜橼  | 3室2厅 | 91.61平米 | 南 | 其他', '中楼层(共32层)2015年建板楼  -  青山', '230万', '单价25107元/平米')
('https://image1.ljcdn.com/420100-inspection/9030eb2e-7c8b-4119-8fad-09304e5ed1f9.JPG.296x216.jpg', '二环边 精装大两房 户型方正 房厅朝南 满五唯一税低', '青合仕家  | 2室2厅 | 96.69平米 | 南 | 精装', '高楼层(共6层)2005年建板楼  -  青山', '175万', '单价18100元/平米')
('https://image1.ljcdn.com/420100-inspection/d71a8bea-4e31-4f46-9929-d336dd0a879e.JPG.296x216.jpg', '滨江商务区 婚装三房 高层住宅非顶楼 可以看江', '大华滨江天地一期铂金郦府  | 3室2厅 | 122.51平米 | 东南 | 精装', '高楼层(共34层)2015年建板楼  -  青山', '338万', '单价27590元/平米')
('https://image1.ljcdn.com/420100-inspection/523394b4-0073-40c3-a981-f12bad3b9130.JPG.296x216.jpg', '次新小区 百变大三房 诚信出售 高楼层 采光佳', '奥山澜郡  | 3室2厅 | 137.71平米 | 南 | 毛坯', '高楼层(共40层)暂无数据  -  青山', '350万', '单价25416元/平米')
('https://image1.ljcdn.com/420100-inspection/07595a7d-d259-4005-9991-c4509f066776.JPG.296x216.jpg', '武商众圆广场旁 满两年 看房方便 诚意出售', '新长江青源  | 3室2厅 | 92.75平米 | 南 | 其他', '高楼层(共21层)2012年建板塔结合  -  青山', '225万', '单价24259元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade2ff9967-ceb3-406b-a580-588a15b1bae0.jpg.296x216.jpg', '青山滨江商务区 全南两居室 中间楼层 居家装修', '新奥依江畔园  | 2室1厅 | 76平米 | 南 | 其他', '中楼层(共21层)2008年建塔楼  -  青山', '172万', '单价22632元/平米')
('https://image1.ljcdn.com/420100-inspection/9f3bccff-dd1d-4676-8c32-11c42f5014e4.JPG.296x216.jpg', '和平大道与罗家港路交汇处 出入可上二环 武汉三镇可达', '青扬六和  | 3室2厅 | 150.11平米 | 南 | 其他', '低楼层(共31层)2008年建塔楼  -  青山', '360万', '单价23983元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1b3f7fb6-5b5c-4010-88bb-7db6a3bcb0e1.JPG.296x216.jpg', '奥山V公馆精装两室两厅中高层好房', '奥山世纪城V公馆  | 2室2厅 | 81.24平米 | 东南 | 其他', '高楼层(共30层)2015年建板楼  -  青山', '190万', '单价23388元/平米')
('https://image1.ljcdn.com/420100-inspection/4af5d0d2-cea7-4af8-b780-e051cd9a7d6c.jpg.296x216.jpg', '青山滨江商务区 临江小区 中间楼层 视野开阔 两房正南', '新奥依江畔园  | 2室2厅 | 76平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  青山', '180万', '单价23685元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload303190b2-10e4-4009-8970-bd7a461f7572.JPG.296x216.jpg', '青山 奥山商圈 青教花园二期 居家装修大四房 中间楼层', '青教花园二期  | 4室2厅 | 152.04平米 | 南 北 | 其他', '中楼层(共8层)2005年建塔楼  -  青山', '335万', '单价22034元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ae8e284c-c650-4c1c-8a41-b1a346901529.png.296x216.jpg', '奥山澜橼 自住精装 从未入住 环境优美 交通便利', '奥山澜橼  | 3室2厅 | 91.18平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2015年建板楼  -  青山', '238万', '单价26103元/平米')
('https://image1.ljcdn.com/420100-inspection/7846c667-b49f-4e08-93c4-6c4e24147492.jpg.296x216.jpg', '临江大道  江景湾 随时看房 居家装修 小高层', '中交江锦湾  | 2室1厅 | 84.5平米 | 东 西 | 其他', '中楼层(共31层)2015年建板楼  -  青山', '170万', '单价20119元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadae266710-cca8-4e65-b694-901dfd9f9d09.JPG.296x216.jpg', '青山 奥山商圈 居家装修大三房 户型方正 视野采光好', '青教花园二期  | 3室2厅 | 131.42平米 | 南 北 | 其他', '高楼层(共8层)2005年建塔楼  -  青山', '215万', '单价16360元/平米')
('https://image1.ljcdn.com/420100-inspection/cbe83072-e21a-4480-b713-7d006b596916.JPG.296x216.jpg', '此房南北通透，通风效果好  户型方正 出行便利', '江南春城  | 3室2厅 | 138平米 | 南 北 | 简装', '低楼层(共17层)2008年建板塔结合  -  青山', '330万', '单价23914元/平米')
('https://image1.ljcdn.com/420100-inspection/3c7e3429-1cd5-4e07-b0ec-e329d022dbf0.JPG.296x216.jpg', '中间楼层 精装修 拎包入住 标准三居室 随时看房', '奥山澜橼  | 3室2厅 | 102.34平米 | 南 北 | 其他', '中楼层(共18层)2015年建板楼  -  青山', '266万', '单价25992元/平米')
('https://image1.ljcdn.com/420100-inspection/dc38ec90-8383-46ae-86de-97c5fd6fcb51.jpg.296x216.jpg', '奥山商圈 满两年 40万装修 拎包入住', '奥山世纪城CC尚品  | 3室2厅 | 103.42平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2013年建板楼  -  青山', '280万', '单价27075元/平米')
('https://image1.ljcdn.com/420100-inspection/9748c655-452a-4b46-973b-538bbec0b9ba.jpg.296x216.jpg', '通透两房 户型方正 居家舒适 中间楼层 上下方便', '钢都花园125街坊  | 2室2厅 | 84.52平米 | 南 北 | 其他', '中楼层(共6层)2002年建板楼  -  青山', '175万', '单价20706元/平米')
('https://image1.ljcdn.com/420100-inspection/04b3da55-c8ca-46b6-8c76-91cc56d06a17.JPG.296x216.jpg', '大华铂金华府花园小区高层精装修好房', '大华铂金华府  | 3室2厅 | 97.56平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共28层)2012年建板楼  -  青山', '245万', '单价25113元/平米')
('https://image1.ljcdn.com/420100-inspection/0c6282d2-4fc9-407b-a8e0-b638783533db.JPG.296x216.jpg', '小区处于奥山商圈，配套齐全，出行生活方便', '奥山澜橼  | 3室2厅 | 87.41平米 | 南 | 其他', '高楼层(共32层)2015年建板楼  -  青山', '205万', '单价23453元/平米')
('https://image1.ljcdn.com/420100-inspection/2ea957c7-c03c-427b-bce1-b8e2180c17af.JPG.296x216.jpg', '奥山V公馆 精装两房 满两年 诚意出售', '奥山世纪城V公馆  | 2室1厅 | 81.24平米 | 东南 | 其他', '低楼层(共30层)2015年建板楼  -  青山', '200万', '单价24619元/平米')
('https://image1.ljcdn.com/420100-inspection/6f04ae66-29b1-42bf-a6cb-3776b299ef81.JPG.296x216.jpg', '民族新村 奥山世纪城商场 配套成熟 出行便利 居住舒适', '民族新村  | 2室2厅 | 94.75平米 | 南 | 简装', '高楼层(共7层)2000年建塔楼  -  青山', '172万', '单价18154元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload05ee801a-7f1a-4f33-b1f8-77c195ac9a56.JPG.296x216.jpg', '奥山澜橼 中间楼层 全南户型随时看房', '奥山澜橼  | 3室2厅 | 91.62平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2015年建板楼  -  青山', '240万', '单价26196元/平米')
('https://image1.ljcdn.com/420100-inspection/57f44bb1-0ef1-4bd7-b095-ba3cbf57a772.JPG.296x216.jpg', '奥山 品质商圈地带 简装 直接可以住 低层', '奥山澜橼  | 2室2厅 | 86.69平米 | 南 | 其他', '低楼层(共18层)2015年建板楼  -  青山', '215万', '单价24802元/平米')
('https://image1.ljcdn.com/420100-inspection/ff7c9c44-4aab-46ea-ad82-7ddfc3ac0669.jpg.296x216.jpg', '绿地品质，南北通透，中间楼层，环境优美', '绿地香树花城  | 3室2厅 | 130平米 | 南 北 | 毛坯', '中楼层(共45层)2019年建板楼  -  青山', '186万', '单价14308元/平米')
('https://image1.ljcdn.com/420100-inspection/77918762-edd1-4cce-8bfb-dc6f8a8fe4fe.JPG.296x216.jpg', '青合仕家 南北通透三居室 中间楼层 精装修', '青合仕家  | 3室2厅 | 112.63平米 | 南 北 | 其他', '中楼层(共7层)2005年建板楼  -  青山', '235万', '单价20865元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload18405715-5671-4bf1-9ac9-5c6334a0bfbf.JPG.296x216.jpg', '青扬六和 两证满两年 奥山商圈', '青扬六和  | 3室2厅 | 146.91平米 | 南 北 | 其他', '中楼层(共31层)2008年建塔楼  -  青山', '295万', '单价20081元/平米')
('https://image1.ljcdn.com/420100-inspection/38a01431-a177-4899-96ab-21dc852c5d04.JPG.296x216.jpg', '正规三居室 价格实惠 诚信出售 看房方便', '奥山世纪城CC尚品  | 3室2厅 | 103平米 | 南 | 简装 | 有电梯', '中楼层(共29层)2013年建板楼  -  青山', '270万', '单价26214元/平米')
('https://image1.ljcdn.com/420100-inspection/c76c3879-8f65-49cb-851f-17fefdd47b8d.JPG.296x216.jpg', '奥山澜橼 楼层好 奥山商圈 视野宽阔 配套齐全', '奥山澜橼  | 3室1厅 | 86.84平米 | 南 | 其他', '中楼层(共33层)2015年建板楼  -  青山', '215万', '单价24759元/平米')
('https://image1.ljcdn.com/420100-inspection/0ac83d75-32e8-46e1-98d5-f54cc163d2f5.JPG.296x216.jpg', '奥山澜郡 2室2厅 228万', '奥山澜郡  | 2室2厅 | 89.96平米 | 南 | 其他', '中楼层(共34层)暂无数据  -  青山', '228万', '单价25345元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1ed4e17d-0a1a-44b7-b86c-1fc3bd919258.JPG.296x216.jpg', '大华滨江天地    高楼层    采光好    可看江', '大华滨江天地二期  | 3室2厅 | 121.27平米 | 东南 | 其他', '高楼层(共34层)2016年建暂无数据  -  青山', '285万', '单价23502元/平米')
('https://image1.ljcdn.com/420100-inspection/868a8b2c-c74b-4d48-a484-47bb73716b40.JPG.296x216.jpg', '奥山商圈内，配套成熟生活很方便', '青教花园一期  | 3室2厅 | 111.87平米 | 南 北 | 其他', '低楼层(共8层)2005年建塔楼  -  青山', '202万', '单价18057元/平米')
('https://image1.ljcdn.com/420100-inspection/fc974d7f-8d50-4a91-a3ac-24b5fd6dada8.JPG.296x216.jpg', '大华铂金华府精致装修，五房通透格局，好楼层诚心卖', '大华铂金华府  | 5室2厅 | 151.28平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2012年建板楼  -  青山', '390万', '单价25781元/平米')
('https://image1.ljcdn.com/420100-inspection/ac5efb77-67fc-4c97-987b-23d6d47c8c14.JPG.296x216.jpg', '园林路青山江滩旁 小户型总价低', '大华铂金华府  | 1室1厅 | 42.43平米 | 东 | 其他', '中楼层(共25层)2012年建板塔结合  -  青山', '99万', '单价23333元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6e5f5882-fa07-402c-a43f-4163e774e689.png.296x216.jpg', '奥山世纪城澜缘 中间楼层 精装三房 证满两年 随时看房', '奥山澜橼  | 3室1厅 | 90.23平米 | 南 | 精装', '高楼层(共31层)2015年建板楼  -  青山', '240万', '单价26599元/平米')
('https://image1.ljcdn.com/420100-inspection/test-46299ce8-7b82-405d-bace-d2450666a6d5.png.296x216.jpg', '奥山正商圈 70年公寓住宅 带天然气 交通便利', '奥山世纪城CC尚品  | 1室0厅 | 40.47平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2013年建板楼  -  青山', '95万', '单价23475元/平米')
('https://image1.ljcdn.com/420100-inspection/4c1301c3-aebd-4517-b311-d4757dca28d9.JPG.296x216.jpg', '大华铂金华府 1室0厅 95万', '大华铂金华府  | 1室0厅 | 41.68平米 | 南 | 其他', '高楼层(共25层)2012年建板塔结合  -  青山', '95万', '单价22793元/平米')
('https://image1.ljcdn.com/420100-inspection/7800452f-5f4c-4b6f-9a4d-fae92f3f2fca.JPG.296x216.jpg', '奥山商圈 精装两居室 全南户型 采光无遮挡 商圈成熟', '奥山澜郡  | 2室2厅 | 78.95平米 | 南 | 其他', '低楼层(共47层)2017年建暂无数据  -  青山', '208万', '单价26346元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload11d8cfa5-9b62-43cd-8268-f5b133dc5251.JPG.296x216.jpg', '众圆商圈，精装通透四居室，带双阳台', '兰亭雅居  | 4室2厅 | 148.26平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)暂无数据  -  青山', '305万', '单价20572元/平米')
('https://image1.ljcdn.com/420100-inspection/7b313b0f-6fe2-46ad-ad57-0cf685a7ae91.JPG.296x216.jpg', '奥山CC尚品 精装三居室 商圈配套齐全 生活方便', '奥山世纪城CC尚品  | 3室2厅 | 103.54平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2013年建板楼  -  青山', '276万', '单价26657元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3337b566-9bcf-4d38-a1d1-25466d663950.png.296x216.jpg', '奥山正商圈 70年公寓住宅 带天然气 交通便利', '奥山世纪城CC尚品  | 1室0厅 | 32平米 | 东 南 | 其他 | 有电梯', '中楼层(共29层)2013年建板楼  -  青山', '85万', '单价26563元/平米')
('https://image1.ljcdn.com/420100-inspection/2034896c-fd5a-4db6-b0b8-8b9eb4402d9b.JPG.296x216.jpg', '建设二路 才惠社区 成熟小区 满五年 诚心出售', '才惠社区  | 2室1厅 | 68.15平米 | 南 | 其他', '中楼层(共7层)板楼  -  青山', '128万', '单价18783元/平米')
('https://image1.ljcdn.com/420100-inspection/ddbbdb97-0fcb-4848-9c8f-2003fbf1f107.JPG.296x216.jpg', '精装两居室 中高楼层 正南朝向 采光好 诚心出售', '奥山世纪城V公馆  | 2室2厅 | 85.32平米 | 南 | 其他', '高楼层(共34层)2015年建板楼  -  青山', '226万', '单价26489元/平米')
('https://image1.ljcdn.com/420100-inspection/6bb45d3c-b6c0-4d70-94ae-bb5b68be55a9.jpg.296x216.jpg', '众圆商圈 次新小区 小高层 采光无遮挡 全新装修', '中建开元公馆  | 3室2厅 | 92平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2015年建板楼  -  青山', '220万', '单价23914元/平米')
('https://image1.ljcdn.com/420100-inspection/34592fcc-59c5-4682-9ca4-56006466870c.JPG.296x216.jpg', '奥山商圈，配套齐全，生活方便，户型通透，看房方便', '奥山澜橼  | 2室2厅 | 86.84平米 | 南 | 其他', '高楼层(共33层)2015年建板楼  -  青山', '248万', '单价28559元/平米')
('https://image1.ljcdn.com/420100-inspection/529f9809-c21e-4dca-97a7-81e9923111cc.JPG.296x216.jpg', '江南春城南北通透3房，前后带双阳台，精装修可直接住', '江南春城  | 3室2厅 | 103平米 | 南 北 | 精装', '高楼层(共16层)2008年建板塔结合  -  青山', '258万', '单价25049元/平米')
('https://image1.ljcdn.com/420100-inspection/608bb450-a47e-44dc-9755-32eea1d358db.JPG.296x216.jpg', '宏盈花园 精装证满 中间楼层  总价低', '宏盈花园  | 3室2厅 | 124.99平米 | 南 | 简装', '中楼层(共8层)2004年建塔楼  -  青山', '187万', '单价14962元/平米')
('https://image1.ljcdn.com/420100-inspection/a34e87ac-383b-4b76-90bf-217e2285e3ee.jpg.296x216.jpg', '奥山世纪城CC尚品 1室1厅 92万', '奥山世纪城CC尚品  | 1室1厅 | 35平米 | 西南 | 其他 | 有电梯', '高楼层(共29层)2013年建板楼  -  青山', '92万', '单价26286元/平米')
('https://image1.ljcdn.com/420100-inspection/3eba6d0e-7dfa-4543-86cb-98e2e5f42a75.jpg.296x216.jpg', '新奥依江畔园 2室1厅 172万', '新奥依江畔园  | 2室1厅 | 79.74平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  青山', '172万', '单价21571元/平米')
('https://image1.ljcdn.com/420100-inspection/c9541e68-6d09-4ea5-816b-67a994075636.JPG.296x216.jpg', '品质小区，南北通透，近地铁，宜居户型，诚售', '绿地香树花城  | 3室2厅 | 131.6平米 | 南 北 | 毛坯', '低楼层(共47层)板楼  -  青山', '200万', '单价15198元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6afe8c41-188c-4af9-8413-338ec9fe1d52.png.296x216.jpg', '青宜居一期 2室1厅 97.5万', '青宜居一期  | 2室1厅 | 60.95平米 | 南 | 其他', '中楼层(共17层)2010年建塔楼  -  青山', '97.5万', '单价15997元/平米')
('https://image1.ljcdn.com/420100-inspection/5bb1952d-1f4f-4927-abb9-d34765a64d2f.JPG.296x216.jpg', '奥山商圈 青合仕家  二居室   中间楼层   居家装修', '青合仕家  | 2室2厅 | 100.18平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  青山', '195万', '单价19465元/平米')
('https://image1.ljcdn.com/420100-inspection/36878fc9-d5b0-4250-a95c-b547127f920a.JPG.296x216.jpg', '八大家花園 2室2厅 185万', '八大家花園  | 2室2厅 | 84.09平米 | 南 | 其他 | 有电梯', '中楼层(共25层)暂无数据  -  青山', '185万', '单价22001元/平米')
('https://image1.ljcdn.com/420100-inspection/582eafed-c1ac-4082-aa3c-d962c89c662b.JPG.296x216.jpg', '奥山商圈精装一居室高楼层 采光好 两证两年后期税费少', '大华铂金华府  | 1室1厅 | 42.43平米 | 南 | 其他', '高楼层(共25层)2012年建板塔结合  -  青山', '106万', '单价24983元/平米')
('https://image1.ljcdn.com/420100-inspection/142d1162-e6e8-4dae-98a8-078ecc15f002.jpg.296x216.jpg', '钢都花园125街坊 2室1厅 160万', '钢都花园125街坊  | 2室1厅 | 72.75平米 | 南 | 其他', '中楼层(共7层)2002年建塔楼  -  青山', '160万', '单价21994元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload26fbacdb-e8d3-4371-a084-95a073be8c6d.JPG.296x216.jpg', '奥山澜橼  临江户型方正毛坯房 正南北户型 采光极好', '奥山澜橼  | 2室1厅 | 92.88平米 | 南 | 其他', '高楼层(共32层)2015年建板楼  -  青山', '230万', '单价24764元/平米')
('https://image1.ljcdn.com/420100-inspection/c003c48f-fa88-4190-a76e-cedd2a8ea6a4.JPG.296x216.jpg', '青教花园朝南两房，高楼层视野好，满五税费少', '青教花园一期  | 2室2厅 | 91.67平米 | 南 | 其他', '高楼层(共8层)2005年建塔楼  -  青山', '190万', '单价20727元/平米')
('https://image1.ljcdn.com/420100-inspection/fee99f58-a2ef-43db-a4c7-679ecbd8141a.JPG.296x216.jpg', '奥山正商圈 70年公寓住宅 带天然气 交通便利', '奥山世纪城CC尚品  | 1室0厅 | 32.5平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2013年建板楼  -  青山', '85万', '单价26154元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload3db6b2e7-3f69-484a-bac5-edf69a45365e.JPG.296x216.jpg', '奥山澜郡小三房 采光好 高楼层', '奥山澜郡  | 3室2厅 | 112.58平米 | 南 | 其他', '高楼层(共40层)暂无数据  -  青山', '258万', '单价22918元/平米')
