('https://image1.ljcdn.com/320100-inspection/8bbba2ee-0c62-4d9d-8cfa-389766acaa84.jpg.296x216.jpg', '横塘西苑 两房 满五年唯一 楼层好 采光充足', '横塘西苑  | 2室2厅 | 91.57平米 | 南 北 | 简装 | 有电梯', '高楼层(共10层)2009年建板楼  -  应天西路', '422万', '单价46085元/平米')
('https://image1.ljcdn.com/320100-inspection/daed0b3f-b15b-4399-9a44-8a74889ccf16.jpg.296x216.jpg', '满五年 简单装修 位置安静  采光好', '虹苑新寓一村  | 3室1厅 | 87.02平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  应天西路', '248万', '单价28500元/平米')
('https://image1.ljcdn.com/320100-inspection/3b8b8714-45ed-4d19-97c7-6964ba8ed5b5.jpg.296x216.jpg', '开发商精装 有一体式空调和地暖 小区14年', '莱蒙水榭春天  | 2室2厅 | 88.94平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2014年建板楼  -  奥体', '485万', '单价54532元/平米')
('https://image1.ljcdn.com/320100-inspection/fbf9bdd5-4dda-4366-90b6-c907f68b8ff8.jpg.296x216.jpg', '江南名府 电梯三房 三开间朝南 南北通透 明厨明卫', '江南名府  | 3室2厅 | 124.02平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  应天西路', '448万', '单价36124元/平米')
('https://image1.ljcdn.com/320100-inspection/178d803d-3bb7-489f-9543-68c06eae3c4a.jpg.296x216.jpg', '万达金鹰商圈，小三房低楼层 ，总价低，装修好', '白鹭花园凤栖苑  | 3室2厅 | 68.46平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板塔结合  -  湖西街', '236万', '单价34473元/平米')
('https://image1.ljcdn.com/320100-inspection/975ceeef-e236-43c8-90d2-ee8e10a27a7a.jpg.296x216.jpg', '集庆门大街 安民村 南北通透两居室 采光好 交通方便', '安民村  | 2室1厅 | 58.39平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1993年建板楼  -  南苑', '163万', '单价27916元/平米')
('https://image1.ljcdn.com/320100-inspection/ed19fd4d-75b2-478c-9927-6d7aaf1ec336.jpg.296x216.jpg', '莲花嘉园 精装 满两年 采光好 花园位置 楼层佳', '莲花嘉园  | 2室2厅 | 89.31平米 | 南 北 | 精装', '高楼层(共34层)板楼  -  奥体', '250万', '单价27993元/平米')
('https://image1.ljcdn.com/320100-inspection/c7b8f25b-4078-45fb-85b6-1d7ea53566bb.jpg.296x216.jpg', '全新未住 高楼层 满二年 业主急售 精装交付 仁恒品质', '仁恒江湾城三期  | 4室2厅 | 162.19平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2014年建板塔结合  -  奥体', '1099万', '单价67761元/平米')
('https://image1.ljcdn.com/320100-inspection/5a5371fd-023b-47c1-b925-a6d075a057df.jpg.296x216.jpg', '富春江东街 奥体新城 万科开发 统一装修 高楼层采光好', '万科金域缇香  | 2室2厅 | 88.04平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  奥体', '570万', '单价64744元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadcfed6a35-30c8-4445-b3a4-b36038074938.jpg.296x216.jpg', '奥体 中北品尚 毛坯两房 高层 采光好 南北通透', '中北品尚  | 2室2厅 | 85.36平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2011年建板楼  -  奥体', '440万', '单价51547元/平米')
('https://image1.ljcdn.com/320100-inspection/892e3417-0590-45a4-82b6-298ea0ec29ad.jpg.296x216.jpg', '万达西地 新上两房 精装楼层好', '万达西地一期  | 2室1厅 | 81.86平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2009年建板塔结合  -  万达广场', '380万', '单价46421元/平米')
('https://image1.ljcdn.com/320100-inspection/2a4c3440-1148-44ff-8d1e-497aae60c30e.jpg.296x216.jpg', '14年精装修，业主自住，通透两房', '金基汇锦国际凌江府  | 2室2厅 | 52.03平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2014年建板楼  -  奥体', '353万', '单价67846元/平米')
('https://image1.ljcdn.com/320100-inspection/02538702-6174-4a39-b2c9-bc6766d9b11c.jpg.296x216.jpg', '集庆门大街 南苑新村台园 新上满五年唯一养老好房', '台园  | 2室1厅 | 70.09平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1994年建板楼  -  南苑', '228万', '单价32530元/平米')
('https://image1.ljcdn.com/320100-inspection/227bcdeb-f1e6-49b0-9874-a2d71b08eb84.JPG.296x216.jpg', '中高楼层 小区中间 纯毛坯 低密度 品质小区', '天正滨江花园  | 4室2厅 | 260.9平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2012年建板楼  -  奥体', '1320万', '单价50595元/平米')
('https://image1.ljcdn.com/320100-inspection/76e20c1c-abc7-47a8-abc6-8612a5784395.jpg.296x216.jpg', '位置安静 配套齐 业主诚心出售 交通便利', '新百花园  | 2室2厅 | 90.49平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  应天西路', '308万', '单价34037元/平米')
('https://image1.ljcdn.com/320100-inspection/3d9d5a25-edef-4b9c-af08-468aae5b606c.jpg.296x216.jpg', '河西奥体 南北通透户型 大两房 舒适度高', '滨江奥城听雨苑  | 2室2厅 | 103.33平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)2005年建板楼  -  奥体', '445万', '单价43066元/平米')
('https://image1.ljcdn.com/320100-inspection/419b7743-4b1b-4ed8-a362-440fc1264751.jpg.296x216.jpg', '金地物业 精装 满五年 通透性好 采光佳', '金地名京  | 2室1厅 | 62.21平米 | 东 西 | 精装 | 有电梯', '低楼层(共17层)2010年建板楼  -  湖西街', '266万', '单价42759元/平米')
('https://image1.ljcdn.com/320100-inspection/test-95746ba4-4a49-4ba3-be28-ce3296460846.png.296x216.jpg', '正南朝向 精装大三房 前后不临街 小高层带电梯 采光好', '碧瑶花园二期  | 3室2厅 | 151.04平米 | 南 北 | 其他 | 有电梯', '中楼层(共10层)2010年建板楼  -  奥体', '860万', '单价56939元/平米')
('https://image1.ljcdn.com/320100-inspection/5890f0de-3068-48fa-9e82-8342d75b244b.jpg.296x216.jpg', '河西万达金鹰 茶南大街 拓园小区 精装修两房 采光好', '拓园  | 2室1厅 | 51.88平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  茶南', '148万', '单价28528元/平米')
('https://image1.ljcdn.com/320100-inspection/a5d8f245-97ac-42b3-b316-49b157953f8f.jpg.296x216.jpg', '满五年四楼 采光好 无遮挡居家装修 南北通透 业主诚售', '华隆新寓一村  | 2室1厅 | 54.2平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  应天西路', '184万', '单价33949元/平米')
('https://image1.ljcdn.com/320100-inspection/57a2663d-5ddf-4aa9-88a4-ab268bb4ab47.JPG.296x216.jpg', '奥体 嘉业云景苑 毛坯大四房  满五年 含车位', '嘉业阳光城云景苑二期  | 4室2厅 | 157.53平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共14层)2009年建板楼  -  奥体', '700万', '单价44436元/平米')
('https://image1.ljcdn.com/320100-inspection/bae1af5c-c77b-428d-8183-85d183f73726.jpg.296x216.jpg', '双卧朝南 居家装修 楼层佳 采光好出行方便', '长虹路389号  | 2室1厅 | 57.17平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1984年建板楼  -  应天西路', '152万', '单价26588元/平米')
('https://image1.ljcdn.com/320100-inspection/360c4a5b-2422-4ad8-ad1d-09055d3d3e6c.jpg.296x216.jpg', '国泰民安精装修带车位 两房 南北通透 中楼层采光不挡', '安民村  | 2室1厅 | 57.47平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  南苑', '178万', '单价30973元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload45d56091-324c-4b6c-8ab6-ceadd7f58cff.jpg.296x216.jpg', '弘瑞广场 09年商品房 双卧朝南 采光无遮挡', '弘瑞广场  | 2室1厅 | 81.93平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  应天西路', '356万', '单价43452元/平米')
('https://image1.ljcdn.com/320100-inspection/4cd402c4-3670-40a4-bb3e-7a76e2a64b4a.jpg.296x216.jpg', '新空毛坯 大平层  大四房南北通透', '天正滨江花园  | 4室2厅 | 234.58平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2012年建板楼  -  奥体', '938万', '单价39987元/平米')
('https://image1.ljcdn.com/320100-inspection/a437e37e-f75e-4c60-919a-2d214b605a86.jpg.296x216.jpg', '中和园 2室2厅 325万', '中和园  | 2室2厅 | 88.28平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2008年建板楼  -  奥体', '325万', '单价36815元/平米')
('https://image1.ljcdn.com/320100-inspection/c0416758-fba9-4c1d-ba73-8b70b5803be6.jpg.296x216.jpg', '佳和园 2室1厅 426万', '佳和园  | 2室1厅 | 79.02平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2009年建板楼  -  万达广场', '426万', '单价53911元/平米')
('https://image1.ljcdn.com/320100-inspection/0090f11a-e0c1-4c4e-b232-daa83670ccc3.jpg.296x216.jpg', '小区环境好 精装修 户型好 楼层采光好 业主诚心出售', '星雨华府  | 3室2厅 | 135.62平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2012年建板塔结合  -  万达广场', '795万', '单价58620元/平米')
('https://image1.ljcdn.com/320100-inspection/758884ee-f79e-4025-accb-5b860442d90c.jpg.296x216.jpg', '秦淮河畔银城物业江南名府满五年电梯中间楼层三卧朝南', '江南名府  | 3室2厅 | 107.52平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  应天西路', '415万', '单价38598元/平米')
('https://image1.ljcdn.com/320100-inspection/521231a1-28e6-4f56-8662-1c241f92f5ae.jpg.296x216.jpg', '河西金鹰 茶南拓园 云锦路地铁口 南北通透中间楼层', '拓园  | 2室1厅 | 51平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  茶南', '165万', '单价32353元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload62d25195-0129-45ca-81d6-e2e06183e58e.jpg.296x216.jpg', '金基唐城 满五 东边户 三房 有地下室 能看莫愁湖', '金基唐城  | 3室2厅 | 110.4平米 | 南 北 | 简装 | 有电梯', '中楼层(共9层)2001年建板楼  -  水西门', '580万', '单价52537元/平米')
('https://image1.ljcdn.com/320100-inspection/7b9c1a48-8ff5-44f8-94fc-e5da4e09650c.jpg.296x216.jpg', '河西万达 茶花里 双南户型 带车位采光好云锦路地铁', '茶花里  | 2室1厅 | 58.58平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1988年建板楼  -  茶南', '185万', '单价31581元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd3056891-eb4c-482e-9c24-0de1db14a614.jpg.296x216.jpg', '润花园 时尚挑高 精装修 满五年景观房采光好 生活方便', '润花园  | 1室1厅 | 44.42平米 | 西 | 精装 | 有电梯', '高楼层(共16层)2008年建板楼  -  南湖', '183万', '单价41198元/平米')
('https://image1.ljcdn.com/320100-inspection/24b241b8-9aa2-41bc-837e-159e220c58d1.jpg.296x216.jpg', '三九五九巷 中间层 大两房 采光好 配套成熟 交通便利', '三九五九巷  | 2室2厅 | 99.23平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1996年建板塔结合  -  南湖', '300万', '单价30233元/平米')
('https://image1.ljcdn.com/320100-inspection/c14236ef-e41b-4766-9321-2419ea4ccb2f.jpg.296x216.jpg', '集庆门大街 银轮花园 交通方便    户型好  中间楼层', '银轮花园  | 2室2厅 | 84.96平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  湖西街', '295万', '单价34723元/平米')
('https://image1.ljcdn.com/320100-inspection/df20c21e-339b-4bee-aa3a-f6d07dac2174.jpg.296x216.jpg', '河西万达，金鹰世贸地铁口，交通生活方便 ，商品房', '银轮花园  | 2室2厅 | 70.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  湖西街', '273万', '单价38900元/平米')
('https://image1.ljcdn.com/320100-inspection/9fafbb5c-2e06-4a42-b8f2-c52c255bbad8.jpg.296x216.jpg', '秦淮河景观房 双南户型环境 优美配套 成熟交通便利', '长虹路6号  | 3室1厅 | 66.84平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1993年建板塔结合  -  南湖', '202万', '单价30222元/平米')
('https://image1.ljcdn.com/320100-inspection/c68b107d-fd23-453d-860a-1f49755ff0a1.jpg.296x216.jpg', '金基四期小高层 百万精装拎包住 城中改善三房10年房龄', '金基唐城  | 3室2厅 | 131.98平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2010年建板楼  -  水西门', '620万', '单价46977元/平米')
('https://image1.ljcdn.com/320100-inspection/8679746f-c3c1-454d-bdfb-d219eb7fba42.jpg.296x216.jpg', '双南双北 大两房 总价低 交通便利', '宇园  | 2室1厅 | 67.74平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  南苑', '172万', '单价25392元/平米')
('https://image1.ljcdn.com/320100-inspection/c670e7ca-957e-4f3d-b1b0-59897415d349.jpg.296x216.jpg', '河西万达 金鹰欧尚 水西门大街 茶南商圈 天湖园小区', '天湖园  | 1室1厅 | 43.34平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2003年建板塔结合  -  南湖', '132万', '单价30457元/平米')
('https://image1.ljcdn.com/320100-inspection/65cbe7e2-ad48-47e0-b313-cc40b7682517.jpg.296x216.jpg', '瑞阳尊邸 精装修 电梯房 改善社区 采光好 水西门大街', '瑞阳尊邸  | 2室2厅 | 96.49平米 | 南 | 精装 | 有电梯', '中楼层(共9层)2005年建板楼  -  水西门', '400万', '单价41456元/平米')
