('https://image1.ljcdn.com/120000-inspection/8c898f4e-9939-4185-a7c8-dde325d380cf.jpg.296x216.jpg', '水蓝花园，2楼通透2室，采光好！', '水蓝花园  | 2室2厅 | 112.33平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  水上公园街', '410万', '单价36500元/平米')
('https://image1.ljcdn.com/120000-inspection/48013e40-4d25-4b3f-8019-862b8db987b2.jpg.296x216.jpg', '南北向，双地铁，交通出行方便，业主诚心出售', '迎水道5号  | 2室1厅 | 61.89平米 | 南 北 | 简装', '中楼层(共4层)暂无数据  -  水上公园街', '199万', '单价32154元/平米')
('https://image1.ljcdn.com/120000-inspection/dc34f035-4d86-4c35-8d30-63dbfea391b8.jpg.296x216.jpg', '金谷园二期落地窗洋房 东户明厅 诚心出售', '金谷园  | 3室1厅 | 127.77平米 | 东 南 北 | 精装 | 无电梯', '中楼层(共5层)板楼  -  体育中心街', '399万', '单价31228元/平米')
('https://image1.ljcdn.com/120000-inspection/703b1d79-b8b3-4aba-95ba-007a4f78bf02.jpg.296x216.jpg', '中间楼层 视野开旷 户型方正 出行便利', '广云花园  | 2室1厅 | 101.88平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  广开街', '450万', '单价44170元/平米')
('https://image1.ljcdn.com/120000-inspection/9f881e80-bf07-4682-957b-3a5b39b5050f.jpg.296x216.jpg', '奕聪花园 低密度小区 中式装修', '奕聪花园  | 3室2厅 | 173.81平米 | 南 北 | 其他 | 有电梯', '高楼层(共26层)板楼  -  体育中心街', '570万', '单价32795元/平米')
('https://image1.ljcdn.com/120000-inspection/90022a7d-37ca-4a40-8863-bcf610560fac.JPG.296x216.jpg', '林苑东里 交通便利 小区环境干净舒适 适合居住', '林苑东里  | 1室1厅 | 41.78平米 | 西南 | 其他 | 无电梯', '中楼层(共8层)板楼  -  王顶堤', '115万', '单价27526元/平米')
('https://image1.ljcdn.com/120000-inspection/7fd73228-0066-4a63-a252-8353e7dca689.jpg.296x216.jpg', '煦园新居 阳面一室 交通便利 适合居住', '煦园新居  | 1室1厅 | 59.13平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)板楼  -  鼓楼街', '299.5万', '单价50652元/平米')
('https://image1.ljcdn.com/120000-inspection/376cfe39-13e0-4ee6-a44b-eff4d3d13c78.jpg.296x216.jpg', '地华里南北通透2居，全明格局，一梯一户，可以看花园', '地华里  | 2室1厅 | 98.16平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  华苑', '262万', '单价26692元/平米')
('https://image1.ljcdn.com/120000-inspection/cc39f31e-2c8a-4d21-b582-88401bff7367.jpg.296x216.jpg', '金谷园五楼朝南 出行方便地铁房', '金谷园  | 1室1厅 | 53.4平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  体育中心街', '160万', '单价29963元/平米')
('https://image1.ljcdn.com/120000-inspection/1db61754-e9dc-4c8f-bd2a-794a00616167.jpg.296x216.jpg', '新安花园两室两厅，交通便利，小区干净舒适，适合居住', '新安花园  | 2室2厅 | 112.28平米 | 南 北 | 精装 | 有电梯', '中楼层(共22层)板楼  -  鼓楼街', '470万', '单价41860元/平米')
('https://image1.ljcdn.com/120000-inspection/239666c1-6fef-47f1-85bb-f1c1f4578781.jpg.296x216.jpg', '南北通透，全明三室，毛坯房私产能贷款', '博朗园  | 3室1厅 | 122.22平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共32层)板楼  -  广开街', '620万', '单价50729元/平米')
('https://image1.ljcdn.com/120000-inspection/6fa8bd6c-880f-4de2-8b7a-c6ae108ae149.jpg.296x216.jpg', '宇正园 两室两厅两卫 H户型 带电梯 小高层', '宇正园  | 2室2厅 | 111.69平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)板楼  -  广开街', '470万', '单价42081元/平米')
('https://image1.ljcdn.com/120000-inspection/06a337d3-abf3-496e-9cd8-490c4b442ff5.jpg.296x216.jpg', '平陆西里两室一厅 南北通透 私产满五年唯一', '平陆西里  | 2室1厅 | 53.02平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  长虹街', '140万', '单价26406元/平米')
('https://image1.ljcdn.com/120000-inspection/3c761c2a-7f85-45aa-9a01-4005b8d6ef95.jpg.296x216.jpg', '白堤东里 2室1厅 交通便利 小区环境干净舒适 适合居住', '白堤东里  | 2室1厅 | 58.95平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  万兴街', '188万', '单价31892元/平米')
('https://image1.ljcdn.com/120000-inspection/9b4f092c-6ead-460a-ae33-063189131715.jpg.296x216.jpg', '兴华公寓 房龄新 二楼 两室夹厅 明厨明卫', '兴华公寓  | 2室1厅 | 80.95平米 | 东 西 | 简装 | 无电梯', '低楼层(共7层)板楼  -  万兴街', '350万', '单价43237元/平米')
('https://image1.ljcdn.com/120000-inspection/65a79e7f-0e02-4555-9a99-d55d5334dd98.JPG.296x216.jpg', '凤园里  两室一厅  视野宽阔 采光充足 交通便利', '凤园里  | 2室1厅 | 72.97平米 | 东 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '162万', '单价22201元/平米')
('https://image1.ljcdn.com/120000-inspection/69a94db4-c305-49dd-a5f5-679c374f7c33.jpg.296x216.jpg', '昌宁南里 南北通透 楼层好 视野宽阔 配套成熟', '昌宁南里  | 2室1厅 | 56.15平米 | 南 西 北 | 简装 | 无电梯', '中楼层(共5层)板楼  -  王顶堤', '168万', '单价29920元/平米')
('https://image1.ljcdn.com/120000-inspection/93d4ca2d-2a9f-4ee5-83a1-eb18a81dc6e2.jpg.296x216.jpg', '保康里  高楼层  交通便利  采光良好', '保康里  | 2室1厅 | 50平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  万兴街', '175万', '单价35000元/平米')
('https://image1.ljcdn.com/120000-inspection/40f3855d-99f1-42cb-91e6-af1c627cd02d.jpg.296x216.jpg', '鼓楼地铁站 大悦城商圈 正规一居室', '邮电公寓  | 1室1厅 | 66.81平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)板楼  -  兴南街', '286万', '单价42808元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload207cf009-3a4e-4e7d-bd20-499b6c5a8048.jpg.296x216.jpg', '地华里 直门双阳 精装修 好位置 非顶楼 采光好！', '地华里  | 2室1厅 | 83.1平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  华苑', '279万', '单价33575元/平米')
('https://image1.ljcdn.com/120000-inspection/e0e42da9-2ad3-4d47-b11b-063f88585541.jpg.296x216.jpg', '怀仁里 西南角地铁房南北向 面积大', '怀仁里  | 2室1厅 | 61.78平米 | 东 南 西 | 其他 | 无电梯', '高楼层(共6层)板楼  -  广开街', '265万', '单价42895元/平米')
('https://image1.ljcdn.com/120000-inspection/0dba6b17-0b69-42e9-b1b7-65639c3ec044.jpg.296x216.jpg', '碧华里 双阳二楼 客厅4.5开间 没户口', '碧华里  | 2室1厅 | 88.63平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  华苑', '327万', '单价36895元/平米')
('https://image1.ljcdn.com/120000-inspection/3bb6e50d-110e-4d51-a4ea-09cc067fc40a.jpg.296x216.jpg', '晴川花园 满五年唯一 有车位 全明户型', '晴川花园  | 2室1厅 | 89.32平米 | 南 北 | 精装 | 有电梯', '中楼层(共27层)板楼  -  嘉陵道街', '320万', '单价35827元/平米')
('https://image1.ljcdn.com/120000-inspection/6d51b3d0-41eb-4b6b-8404-09bff0810f24.jpg.296x216.jpg', '金杰里  小区环境干净舒适 适合居住', '金杰里  | 1室1厅 | 67.47平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  王顶堤', '200万', '单价29643元/平米')
('https://image1.ljcdn.com/120000-inspection/5eaed24a-2609-425e-b24d-c0e0d9ea27df.JPG.296x216.jpg', '华宁南里小区一室一厅交通便利小区干净舒适适合居住', '华宁南里  | 1室1厅 | 46.56平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  王顶堤', '139.5万', '单价29962元/平米')
('https://image1.ljcdn.com/120000-inspection/ffd188c1-cbea-4409-9175-5c365663a2ed.jpg.296x216.jpg', '禧顺花园 3室2厅 449万', '禧顺花园  | 3室2厅 | 121.55平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)板楼  -  嘉陵道街', '449万', '单价36940元/平米')
('https://image1.ljcdn.com/120000-inspection/3c52882d-3ebb-4563-9be5-242ed15e27f3.jpg.296x216.jpg', '观园公寓不是公寓 地铁6号线，3楼3楼42㎡带客厅', '观园公寓  | 1室1厅 | 42.62平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  水上公园街', '150万', '单价35195元/平米')
('https://image1.ljcdn.com/120000-inspection/2ff6ace6-a8db-4fa4-9e1c-2a0aebe52c43.JPG.296x216.jpg', '淦江西里 三楼南北通透双阳面 不临街不把边 精装修', '淦江西里  | 2室1厅 | 55.91平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  王顶堤', '172万', '单价30764元/平米')
('https://image1.ljcdn.com/120000-inspection/ec7d72d3-91e4-48fb-8962-729007cce58e.jpg.296x216.jpg', '居祥西里 采光好 位置好 出行方便', '居祥西里  | 3室1厅 | 119平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)板楼  -  水上公园街', '275万', '单价23110元/平米')
('https://image1.ljcdn.com/120000-inspection/d8a27660-6e04-4064-8d63-947e405cacaf.jpg.296x216.jpg', '南开区津涞花园 中楼层 已改两室 方方正正 户型朝南', '津涞花园  | 2室1厅 | 53.67平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  体育中心街', '128万', '单价23850元/平米')
('https://image1.ljcdn.com/120000-inspection/1e39feaf-33e2-4aa9-a5f2-0f518a39d7a6.JPG.296x216.jpg', '淦江东里  环境优美  离地铁200米  出行方便', '淦江东里  | 1室1厅 | 35.85平米 | 东北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '120万', '单价33473元/平米')
('https://image1.ljcdn.com/120000-inspection/36c47c75-d16c-487b-86cc-c3f424d16dfb.JPG.296x216.jpg', '迎水东里中单，户型方正，配套成熟，环境舒适', '迎水东里  | 2室1厅 | 56.75平米 | 南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  王顶堤', '180万', '单价31719元/平米')
('https://image1.ljcdn.com/120000-inspection/6c833eea-93b7-4d63-889d-e7dcb0bffb7a.JPG.296x216.jpg', '中海御湖花园  精装大3室 全明户型  位置好', '中海御湖翰苑  | 3室2厅 | 136.48平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)板楼  -  王顶堤', '460万', '单价33705元/平米')
('https://image1.ljcdn.com/120000-inspection/a34be3f3-6ac1-4bc2-9e8e-b6fe7f7fcfc7.jpg.296x216.jpg', '堤中里两室 南北通透 中间位置 过五年唯一 带装修', '堤中里  | 2室1厅 | 76.4平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '229万', '单价29974元/平米')
('https://image1.ljcdn.com/120000-inspection/32efb1f5-e22a-4875-92ea-dd1cc0948882.JPG.296x216.jpg', '金冠里  户型不错   采光好  交通方便', '金冠里  | 2室1厅 | 80.19平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '193万', '单价24068元/平米')
('https://image1.ljcdn.com/120000-inspection/635e8f8e-d854-4f95-98c4-d84dc9fa18b0.JPG.296x216.jpg', '采光好，小区环境好，配套设施齐全，交通便利。', '翰雅园  | 3室2厅 | 118.17平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  王顶堤', '438万', '单价37066元/平米')
('https://image1.ljcdn.com/120000-inspection/979560e4-5c54-445b-a37c-12d5e9a64c1e.JPG.296x216.jpg', '郁园里 看房方便 业主急卖 过两年', '郁园里  | 1室1厅 | 37.57平米 | 南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  王顶堤', '115万', '单价30610元/平米')
('https://image1.ljcdn.com/120000-inspection/af40a1ab-9ad2-4e8f-9317-d78fda165434.jpg.296x216.jpg', '久华里跃层！精装修、双阳卧室、全明厨卫、诚心卖', '久华里  | 3室2厅 | 93.06平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  华苑', '310万', '单价33312元/平米')
('https://image1.ljcdn.com/120000-inspection/c01b97bb-4e6f-488d-a7f3-f9cc536aa862.jpg.296x216.jpg', '锋泛国际 婚房装修 有车位 楼层好', '锋泛国际  | 2室2厅 | 84.27平米 | 南 | 精装 | 有电梯', '中楼层(共18层)板楼  -  王顶堤', '238万', '单价28243元/平米')
('https://image1.ljcdn.com/120000-inspection/cf2362a1-fb3b-45a6-a6ed-88c4219743a7.jpg.296x216.jpg', '万维花园推荐：私产过五唯一 中层 经典H户型 看房方便', '万维花园  | 2室1厅 | 104.2平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  万兴街', '450万', '单价43187元/平米')
('https://image1.ljcdn.com/120000-inspection/863e4b23-2e56-4ad1-8003-433b20e543d6.jpg.296x216.jpg', '兴泰公寓 一楼大三室 南北通透 明厅户型', '兴泰公寓  | 3室2厅 | 134.1平米 | 东 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  万兴街', '498万', '单价37137元/平米')
('https://image1.ljcdn.com/120000-inspection/47d67f6c-d672-4811-a0b3-6ac8782b62dc.jpg.296x216.jpg', '宇翔园 满五唯一 带阁楼 带露台 南开通透', '宇翔园  | 1室1厅 | 52.71平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  向阳路', '119.5万', '单价22672元/平米')
('https://image1.ljcdn.com/120000-inspection/e236676f-e903-46c6-a621-7b2cecc5a6cd.jpg.296x216.jpg', '深蓝公寓，2000年小区，面积大格局好，单价低诚心卖', '深蓝公寓  | 2室2厅 | 114.28平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  万兴街', '386万', '单价33777元/平米')
('https://image1.ljcdn.com/120000-inspection/e7d1737c-fbb1-4ed8-a5ba-a23ec9c3b383.jpg.296x216.jpg', '美丽心殿3室，南北朝向，厅34.9平米', '美丽心殿  | 3室2厅 | 152.65平米 | 南 北 | 简装 | 有电梯', '低楼层(共20层)板楼  -  王顶堤', '415万', '单价27187元/平米')
('https://image1.ljcdn.com/120000-inspection/6602c129-df6d-4f5e-8af4-759b8ddc3a39.jpg.296x216.jpg', '出行方便，户型方正，居住舒适 满五年没有二套', '台北花园  | 3室2厅 | 123.9平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)板楼  -  广开街', '520万', '单价41970元/平米')
('https://image1.ljcdn.com/120000-inspection/d7a7e6e4-f8ce-44da-8ee6-95a9320dd7ca.jpg.296x216.jpg', '艺术公寓一室一厅交通便利 小区环境干净舒适 适合居住', '艺术公寓  | 2室1厅 | 77.11平米 | 东北 | 精装 | 有电梯', '高楼层(共32层)塔楼  -  鼓楼街', '210万', '单价27234元/平米')
('https://image1.ljcdn.com/120000-inspection/5024f5f8-19d3-4631-acc6-0ea4ea413cb6.jpg.296x216.jpg', '九州国际中间楼栋中间楼层97平', '九州国际  | 2室1厅 | 97.1平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)板楼  -  鼓楼街', '433万', '单价44594元/平米')
('https://image1.ljcdn.com/120000-inspection/910a747d-e489-47cf-8088-b24b25f67f5c.jpg.296x216.jpg', '日华里 2室1厅 315万', '日华里  | 2室1厅 | 86.35平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  华苑', '315万', '单价36480元/平米')
('https://image1.ljcdn.com/120000-inspection/dad8cff3-c330-4abf-98f2-34a98aef0aac.jpg.296x216.jpg', '户型方正 交通便利 环境干净舒适 出行方便', '九州国际  | 2室1厅 | 84.71平米 | 西南 | 其他 | 有电梯', '高楼层(共34层)板楼  -  鼓楼街', '370万', '单价43679元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploade19508e7-7156-4bcb-b7ff-0ccfb3f10fed.JPG.296x216.jpg', '富祥园一楼 南北通透 视野开阔 交通方便', '富祥园  | 2室1厅 | 100.17平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  王顶堤', '365万', '单价36439元/平米')
('https://image1.ljcdn.com/120000-inspection/ae927614-41b9-4d31-bfb7-2efa74954949.jpg.296x216.jpg', '精装修  有钥匙 随时看 满5年', '晋丰大厦  | 3室1厅 | 70.98平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)塔楼  -  鼓楼街', '363万', '单价51142元/平米')
('https://image1.ljcdn.com/120000-inspection/735240a4-b81d-4249-b942-46f62aba2727.jpg.296x216.jpg', '长华里精装两室 低楼层 业主诚心出售 欢迎致电', '长华里  | 2室1厅 | 78.33平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  华苑', '240万', '单价30640元/平米')
('https://image1.ljcdn.com/120000-inspection/67d0c784-0f6c-428b-b326-1a310dba03be.JPG.296x216.jpg', '金杰里 2室1厅 310万', '金杰里  | 2室1厅 | 97.43平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  王顶堤', '310万', '单价31818元/平米')
('https://image1.ljcdn.com/120000-inspection/6d8e4ab7-0842-4669-b2a0-8b388ebc7ae5.jpg.296x216.jpg', '此房一楼，诚心出售，生活方便，户型方正', '居华里  | 1室1厅 | 47.37平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  华苑', '185万', '单价39055元/平米')
('https://image1.ljcdn.com/120000-inspection/a8b998e7-3cd2-49eb-8fcc-7ee7742c3289.jpg.296x216.jpg', '大园新居 1室1厅 170万', '大园新居  | 1室1厅 | 59.04平米 | 西南 | 其他 | 有电梯', '高楼层(共28层)板楼  -  向阳路', '170万', '单价28795元/平米')
('https://image1.ljcdn.com/120000-inspection/cff4b302-2e2b-4161-a6fb-74e058c70d97.jpg.296x216.jpg', '同安里 精装修 不到顶 通透户型 诚意出售', '同安里(南开区)  | 2室1厅 | 75.85平米 | 东 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  万兴街', '245万', '单价32301元/平米')
('https://image1.ljcdn.com/120000-inspection/9e7a2f30-257e-40ad-92f1-d2d4acb10fc9.jpg.296x216.jpg', '龙亭家园 两居室 户型方正 采光好', '龙亭家园  | 2室1厅 | 82.43平米 | 西北 | 其他 | 有电梯', '低楼层(共21层)板楼  -  鼓楼街', '399.9万', '单价48514元/平米')
('https://image1.ljcdn.com/120000-inspection/ffd64d96-914e-467b-9948-a4f2ddc615f8.JPG.296x216.jpg', '林苑北里    两室一厅南北通透', '林苑北里  | 2室1厅 | 58.75平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  王顶堤', '172万', '单价29277元/平米')
('https://image1.ljcdn.com/120000-inspection/7a920ae9-9b27-4e02-b488-bc83b760f6ab.jpg.296x216.jpg', '金环里一室一厅小区环境干净舒适适合居住', '金环里  | 1室1厅 | 49.97平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  王顶堤', '123万', '单价24615元/平米')
('https://image1.ljcdn.com/120000-inspection/fb050f0d-aab2-4965-8f93-f2d718702f2e.JPG.296x216.jpg', '富祥园 三室 户型方正 看房随时', '富祥园  | 3室2厅 | 148.15平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '335万', '单价22613元/平米')
('https://image1.ljcdn.com/120000-inspection/70bb329c-78fe-44d1-8106-ed7290750a5f.jpg.296x216.jpg', '乐园里 两室一厅 私产 满五无二套 小区环境 干净舒适', '乐园里  | 2室1厅 | 60.08平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  向阳路', '156万', '单价25966元/平米')
('https://image1.ljcdn.com/120000-inspection/2cbefe4e-c254-4792-834b-601bd26edc74.jpg.296x216.jpg', '莹华里 一室 3楼 小区中间位置 有钥匙随时方便看房', '莹华里  | 1室1厅 | 55.77平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  华苑', '189万', '单价33890元/平米')
('https://image1.ljcdn.com/120000-inspection/4021f9a4-4530-4054-8303-8e71eb1a6d2c.jpg.296x216.jpg', '水郡花园是商品房两梯四户，带电梯，低楼层采光也不错', '水郡花园  | 2室1厅 | 77.02平米 | 南 | 其他 | 有电梯', '低楼层(共26层)板楼  -  长虹街', '251万', '单价32589元/平米')
('https://image1.ljcdn.com/120000-inspection/8d54ff45-98b1-415c-b775-5ebbd81aa104.jpg.296x216.jpg', '通透格局好两室，满五唯一，方便看房', '莹华里  | 2室1厅 | 70.2平米 | 南 | 精装 | 无电梯', '中楼层(共6层)板楼  -  华苑', '242万', '单价34473元/平米')
('https://image1.ljcdn.com/120000-inspection/44e633eb-086f-4339-93f4-2e0237656985.jpg.296x216.jpg', '耀远里 南北通透 低楼层 单价合适 适合居住', '耀远里  | 2室1厅 | 66.97平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)板楼  -  兴南街', '265万', '单价39570元/平米')
('https://image1.ljcdn.com/120000-inspection/test-6898a553-c301-4334-b51c-b8e9e1ebee76.png.296x216.jpg', '九州国际 两室一厅 交通便利 适合居住', '九州国际  | 2室1厅 | 97.1平米 | 西南 | 毛坯 | 有电梯', '低楼层(共34层)板楼  -  鼓楼街', '420万', '单价43255元/平米')
('https://image1.ljcdn.com/120000-inspection/09009afe-6596-4084-8255-3372ca763b61.jpg.296x216.jpg', '雅美里一室一厅私产满两年南开北片', '雅美里  | 1室1厅 | 44.77平米 | 西 | 其他 | 无电梯', '中楼层(共7层)板楼  -  长虹街', '120万', '单价26804元/平米')
('https://image1.ljcdn.com/120000-inspection/9b347fe5-bbe7-403f-9459-effdb4dfb40b.jpg.296x216.jpg', '堤南里双阳通透好户型，满五唯一，无抵押无尾款', '堤南里  | 2室1厅 | 78.98平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '205万', '单价25956元/平米')
('https://image1.ljcdn.com/120000-inspection/570dc4a5-4948-4258-9a0f-e106ad158589.JPG.296x216.jpg', '昌宁南里 2室1厅 169万', '昌宁南里  | 2室1厅 | 58.29平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)板楼  -  王顶堤', '169万', '单价28993元/平米')
('https://image1.ljcdn.com/120000-inspection/1eb6f131-0420-4657-acdc-24b52f526269.jpg.296x216.jpg', '欣居园 交通便利 适合居住 采光无遮挡', '欣居园  | 3室2厅 | 111.6平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  体育中心街', '310万', '单价27778元/平米')
('https://image1.ljcdn.com/120000-inspection/c092a488-17f2-4a7e-b0f8-759a5889005a.jpg.296x216.jpg', '精装修，5楼不到顶，南向，采光佳，不临街不把边', '双峰道  | 1室1厅 | 41.03平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  万兴街', '165万', '单价40215元/平米')
('https://image1.ljcdn.com/120000-inspection/f2f8d85e-a516-40d9-9732-0134ff9097bd.jpg.296x216.jpg', '居华里 两室双阳 楼层低 看房子方便', '居华里  | 2室1厅 | 71.79平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  华苑', '265万', '单价36914元/平米')
('https://image1.ljcdn.com/120000-inspection/8fdcd96e-212b-4326-bda8-a83501a70c40.JPG.296x216.jpg', '堤北里 1室1厅 145万', '堤北里  | 1室1厅 | 47.59平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  王顶堤', '145万', '单价30469元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload25fae25a-0f65-4a4d-b257-3f1f101a2140.jpg.296x216.jpg', '汶川里 私产房 满5唯一 正式跃层 朝向好 采光充足', '汶川里  | 2室2厅 | 118.57平米 | 南 | 精装 | 无电梯', '高楼层(共7层)板楼  -  嘉陵道街', '195万', '单价16446元/平米')
('https://image1.ljcdn.com/120000-inspection/test-6e752579-fb3d-417a-947e-ea641a7165cf.png.296x216.jpg', '九州国际 2室1厅 398万', '九州国际  | 2室1厅 | 88.26平米 | 西北 | 精装 | 有电梯', '高楼层(共34层)板楼  -  鼓楼街', '398万', '单价45095元/平米')
