('https://image1.ljcdn.com/410100-inspection/test-96f880ec-57bb-4745-b083-8fa7afb6a5fa.png.296x216.jpg', '户型方正四室两卫精装修60万中间楼层出行便利环境好', '联盟新城一期  ', '中楼层(共5层)暂无数据  -  众意路', '625万', '单价29588元/平米')
('https://image1.ljcdn.com/410100-inspection/test-1b674b40-efb9-4a50-9d1d-56e60f9c2fed.png.296x216.jpg', '运河上郡北区，临河 满五 南北通透大四居 落地飘窗', '运河上郡  ', '低楼层(共14层)塔楼  -  众意路', '480万', '单价27431元/平米')
('https://image1.ljcdn.com/410100-inspection/0b4d58f0-39c1-48c2-81f9-2ff973fdd73c.JPG.296x216.jpg', '阿卡迪亚 高层观景 南北复式 看房方便', '中义·阿卡迪亚  ', '高楼层(共10层)塔楼  -  CBD', '627万', '单价22115元/平米')
('https://image1.ljcdn.com/410100-inspection/79a558ea-241d-4c21-a434-016565d0b163.jpg.296x216.jpg', '诚工嘉园，人车分流，环境优美，直饮水入户，家属院', '诚工嘉园  ', '低楼层(共28层)暂无数据  -  通泰路', '339万', '单价21321元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload59bc599a-375a-4d38-8d65-7ff4b7b67f07.jpg.296x216.jpg', '卢浮公馆南北通透三房，精装家居全送。', '新里卢浮公馆二期  ', '高楼层(共34层)板楼  -  郑州东站', '310万', '单价23587元/平米')
('https://image1.ljcdn.com/410100-inspection/7a5d32ba-a098-40d3-a798-8064ab994958.jpg.296x216.jpg', '中.央特区西苑新出一楼带60平院子精装的南北通透三房', '中央特区西苑  ', '低楼层(共16层)板楼  -  郑州东站', '550万', '单价37786元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ab96559c-4a49-47c1-8c72-8f3243455b77.png.296x216.jpg', '正商东方港湾 南北通透两居室 精装修 看房方便', '正商东方港湾  ', '低楼层(共26层)板楼  -  郑州东站', '180万', '单价21167元/平米')
('https://image1.ljcdn.com/410100-inspection/f45fd81b-4a37-4912-98b1-589c889aa6d2.jpg.296x216.jpg', '满5年  南北通透  无遮挡采光好 拎包入住', '鑫苑中央花园  ', '中楼层(共11层)板塔结合  -  通泰路', '380万', '单价25507元/平米')
('https://image1.ljcdn.com/410100-inspection/test-dcec9ba2-fe1e-40b2-89d4-209675d9c686.png.296x216.jpg', '正商东方港湾  通透大三房 满五唯一 诚心出售', '正商东方港湾  ', '低楼层(共18层)板楼  -  郑州东站', '280万', '单价22205元/平米')
('https://image1.ljcdn.com/410100-inspection/521de487-2298-4c6f-8598-00fb47a8b417.jpg.296x216.jpg', '鑫苑物业 30万精装通透大四房 保持很好 可直接入住', '鑫苑中央花园  ', '中楼层(共17层)板塔结合  -  通泰路', '347万', '单价22102元/平米')
('https://image1.ljcdn.com/410100-inspection/8e4f2e57-df58-4b6f-82d3-fe93dd38508b.jpg.296x216.jpg', '南北通透两房 一楼带院带入户地下室有采光诚心出售', '中央特区西苑  ', '低楼层(共11层)板楼  -  郑州东站', '310万', '单价28182元/平米')
('https://image1.ljcdn.com/410100-inspection/49a6bf55-dc3d-41ce-a449-8bc4151a1376.jpg.296x216.jpg', '小区中间位置+采光无遮挡+双气南北通透两居+上聚源路', '盛世年华  ', '高楼层(共18层)板楼  -  郑州东站', '205万', '单价23262元/平米')
('https://image1.ljcdn.com/410100-inspection/f5acbc9c-07b9-4993-8bc8-7ec95bea1373.jpg.296x216.jpg', '晖达盛宝苑 不临街不临路 精装三房 业主诚心出售', '晖达盛宝苑  ', '中楼层(共19层)塔楼  -  祭城', '310万', '单价21679元/平米')
('https://image1.ljcdn.com/410100-inspection/test-eae8d691-7236-4e0d-8d1a-115d8675ec4c.png.296x216.jpg', '送车位，送地下室，稀有毛坯房，满五年省税费，有钥匙', '温哥华山庄北区  ', '中楼层(共7层)板楼  -  众意路', '601万', '单价37019元/平米')
('https://image1.ljcdn.com/410100-inspection/42284c39-1256-4b7f-8ef7-4436539999b3.jpg.296x216.jpg', '盛世年华 147平精装修大三房 业主诚心出售 看房方便', '盛世年华  ', '低楼层(共16层)板楼  -  郑州东站', '340万', '单价23130元/平米')
('https://image1.ljcdn.com/410100-inspection/test-835c52ac-56a2-44e2-b1a3-b7cbc334ea37.png.296x216.jpg', '精装修，业主诚心出售，欢迎咨询。', '新里卢浮公馆二期  ', '低楼层(共34层)板楼  -  郑州东站', '190万', '单价21700元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload5f8710b6-37ba-4210-a7f7-9f206ce01bce.jpg.296x216.jpg', '盛世年华 南北两居 满五唯一 车位另算', '盛世年华  ', '低楼层(共17层)板楼  -  郑州东站', '200万', '单价21332元/平米')
('https://image1.ljcdn.com/410100-inspection/dda23326-2683-4814-81f4-17adafbe8a70.jpg.296x216.jpg', '户型方正，南北通透，南北双阳台，视野开阔采光好', '鑫苑鑫城  ', '中楼层(共32层)板楼  -  郑州东站', '310万', '单价21831元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5e2f64cb-db53-4e01-8f49-53c2c96070af.png.296x216.jpg', '精装小三房，全明户型，拎包入住，看房方便,业主急售', '中央特区三期  ', '高楼层(共21层)板楼  -  郑州东站', '203万', '单价22123元/平米')
('https://image1.ljcdn.com/410100-inspection/9c378358-f159-4301-9877-452f6ee9caa1.jpg.296x216.jpg', '满五年唯一住房 南北通透，税费低，采光不错 户型方正', '金色年华  ', '高楼层(共6层)板楼  -  通泰路', '240万', '单价22784元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ca78c049-07b5-45e0-8476-8cdb3ae4b6cd.png.296x216.jpg', '正商东方港湾南北通透三居室 送大阳台 满五唯一免个税', '正商东方港湾  ', '低楼层(共26层)板楼  -  郑州东站', '236万', '单价22505元/平米')
('https://image1.ljcdn.com/410100-inspection/e08ad3d5-a45a-4f04-bb25-6d0553bb8054.jpg.296x216.jpg', '龙祥苑，多层二楼，业主诚心出售。', '龙祥苑  ', '低楼层(共6层)板楼  -  黄河南路', '350万', '单价28456元/平米')
('https://image1.ljcdn.com/410100-inspection/bc1479d7-265b-40bf-9322-bee00dbab069.jpg.296x216.jpg', '财信圣堤亚纳小区 3室2厅 290万', '财信圣堤亚纳小区  ', '高楼层(共34层)塔楼  -  黄河南路', '290万', '单价21970元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9e665fd9-b930-4ed1-bafb-e34ca6b940f1.png.296x216.jpg', '临河观景通透宽敞大三房+满五年+诚心出售+环境优美！', '财信圣堤亚纳小区  ', '高楼层(共34层)塔楼  -  黄河南路', '380万', '单价20180元/平米')
('https://image1.ljcdn.com/410100-inspection/b5f43ba3-57ca-46ba-a257-4407262dbc5b.jpg.296x216.jpg', '紧挨七里河 小高层 电梯入户 业主自住 精装修', '中央特区西苑  ', '中楼层(共16层)板楼  -  郑州东站', '400万', '单价25975元/平米')
('https://image1.ljcdn.com/110000-inspection/fcd721c3-3d58-46c5-a6ab-2ffb1850f129.jpg.296x216.jpg', '郑东新区 高铁站旁 瀚海开发 大三房  带车位', '中豪·汇景湾  ', '低楼层(共22层)塔楼  -  郑州东站', '398万', '单价27833元/平米')
('https://image1.ljcdn.com/410100-inspection/6b081713-0fa1-433a-95b0-4b7c592ec460.jpg.296x216.jpg', '奥兰花园精装修三房、带车位带地下室、业主诚心出售', '奥兰花园  ', '中楼层(共31层)板楼  -  郑州东站', '460万', '单价28221元/平米')
('https://image1.ljcdn.com/110000-inspection/862f80b2-ddf0-4007-a72f-11680962ec56.jpg.296x216.jpg', '房子业主诚心出售+看房方便+带车位+南北通透+采光好', '盛世年华  ', '高楼层(共17层)板楼  -  郑州东站', '207万', '单价22187元/平米')
('https://image1.ljcdn.com/410100-inspection/2411fc54-0b35-4804-aa35-10a3063ae068.jpg.296x216.jpg', '此房精装修 户型方正 大四房 采光好 中间楼层 诚心卖', '财信圣堤亚纳小区  ', '高楼层(共34层)塔楼  -  黄河南路', '325万', '单价23215元/平米')
('https://image1.ljcdn.com/410100-inspection/a32287c0-6420-4e22-bad0-fff86f58ad3d.jpg.296x216.jpg', '位置好，南北通透，楼层好，采光佳，业主诚心出售', '润城时光里  ', '低楼层(共26层)板塔结合  -  通泰路', '244万', '单价16995元/平米')
('https://image1.ljcdn.com/410100-inspection/test-dbacb975-41d4-4846-8601-4c46a33eda6a.png.296x216.jpg', '卢浮二期 高层 只有契税 看房随时 不临街 可改三居', '新里卢浮公馆二期  ', '高楼层(共34层)板楼  -  郑州东站', '189万', '单价21398元/平米')
('https://image1.ljcdn.com/410100-inspection/17a173a3-7e1c-4b84-bbaa-85c0a7d080ca.jpg.296x216.jpg', '看房方便，业主诚心出售，配套齐全。', '双河湾  ', '中楼层(共15层)板楼  -  众意路', '280万', '单价31819元/平米')
('https://image1.ljcdn.com/110000-inspection/7e94ebd7-1088-43b7-ba5e-c3e2cc60a346.jpg.296x216.jpg', '立体世界南北通透河景房+精装修+家具家电=拎包入住', '立体世界  ', '低楼层(共17层)暂无数据  -  郑州东站', '310万', '单价23037元/平米')
('https://image1.ljcdn.com/110000-inspection/4e636610-b5cb-4982-a5b5-6128e5145aae.jpg.296x216.jpg', '海马 一号公馆  精装5房  诚心出售  看房方便', '海马壹号公馆  ', '高楼层(共30层)板楼  -  郑州东站', '820万', '单价33334元/平米')
('https://image1.ljcdn.com/410100-inspection/78894f29-11f6-4294-b102-789037853844.jpg.296x216.jpg', '国龙绿城怡园一期毛呸大两房，业主诚心出售', '国龙绿城怡园一期  ', '低楼层(共29层)板楼  -  郑州东站', '160万', '单价17830元/平米')
('https://image1.ljcdn.com/410100-inspection/5e40ac10-e4bd-4935-abda-d4941f126aa3.JPG.296x216.jpg', '南北通透，楼层好，装修好，带院落，适宜改善性人群', '联盟新城一期  ', '低楼层(共5层)暂无数据  -  众意路', '750万', '单价36586元/平米')
('https://image1.ljcdn.com/410100-inspection/fe8f3a9d-5618-4cef-922b-8022def5d0fd.JPG.296x216.jpg', '南北通透  中间楼层 采光充足  看房方便', '中信嘉苑  ', '低楼层(共6层)暂无数据  -  天赋路', '382万', '单价24635元/平米')
('https://image1.ljcdn.com/410100-inspection/test-894ec8b7-953e-4af0-a5b2-4a3f70cb117a.png.296x216.jpg', '价格有惊喜 懂得来 绿地老街 捡漏房源 满五唯一省税', '老街绿地一期  ', '中楼层(共6层)板楼  -  天赋路', '326万', '单价26722元/平米')
('https://image1.ljcdn.com/410100-inspection/3ef25cda-af65-4164-8d7c-bb9b24785942.jpg.296x216.jpg', '业主诚售，高铁站大三房，送车位！', '雅宝东方国际花园  ', '高楼层(共32层)塔楼  -  郑州东站', '380万', '单价27917元/平米')
('https://image1.ljcdn.com/110000-inspection/00deb1e5-3e70-4639-bd29-9d1cc3877b34.jpg.296x216.jpg', '正商东方港湾  南北通透两室 185万满五年业主诚心出售', '正商东方港湾  ', '高楼层(共26层)板楼  -  郑州东站', '182万', '单价21173元/平米')
('https://image1.ljcdn.com/110000-inspection/7dfce2bf-cad9-42e7-be4e-5d1dc15e1d83.jpg.296x216.jpg', '东瑞园顶层复式 装修有风格 基础已经完 满二年 采光好', '东瑞园  ', '高楼层(共20层)板楼  -  郑州东站', '455万', '单价19669元/平米')
('https://image1.ljcdn.com/410100-inspection/dea13946-6bc8-4887-be3c-8107aefb8b7c.jpg.296x216.jpg', '高铁站旁 瀚海晴宇 毛坯房 南北通透 采光充足', '瀚海晴宇  ', '中楼层(共30层)暂无数据  -  郑州东站', '635万', '单价27325元/平米')
('https://image1.ljcdn.com/410100-inspection/4a7ac765-229a-4331-a77e-411b2272c0f2.jpg.296x216.jpg', '雅宝东方国际花园精装修南北通透采光好大三房看房方便', '雅宝东方国际花园  ', '高楼层(共32层)塔楼  -  郑州东站', '345万', '单价25663元/平米')
('https://image1.ljcdn.com/410100-inspection/c65c6ccf-e84f-4dfe-8703-df995de01904.jpg.296x216.jpg', '房子南北通透，30万全新装修一天也没有住过', '颐东阳光花园  ', '高楼层(共20层)塔楼  -  郑州东站', '350万', '单价23334元/平米')
('https://image1.ljcdn.com/410100-inspection/test-32e1fd2d-9e02-4800-a778-89c69c491232.png.296x216.jpg', '满五唯一，南北通透，阳光大三房，交通便利，业主诚售', '晖达盛宝苑  ', '中楼层(共27层)塔楼  -  祭城', '240万', '单价18958元/平米')
('https://image1.ljcdn.com/410100-inspection/3d3be4c6-e09c-40d0-856b-b501d91a7649.jpg.296x216.jpg', '中凯华府，南北双通透，两室两厅，价位低', '中凯华府  ', '中楼层(共6层)板楼  -  黄河南路', '190万', '单价21840元/平米')
('https://image1.ljcdn.com/410100-inspection/2c69e8af-4b01-4682-b419-cf33a17e8a78.jpg.296x216.jpg', '小区少有户型，位置安静，品牌家居，可拎包入住！', '东瑞园  ', '低楼层(共19层)板楼  -  郑州东站', '590万', '单价31721元/平米')
('https://image1.ljcdn.com/410100-inspection/test-b44d8e0b-e93f-4b21-84e9-cc8199d3b6de.png.296x216.jpg', '婚房装修，可拎包入住，朝南无遮挡，采光全天，方便看', '东方鼎盛时代三期  ', '中楼层(共11层)板楼  -  郑州东站', '210万', '单价25570元/平米')
