('https://image1.ljcdn.com/442000-inspection/7557cb65-5246-43e4-bd77-1012e9ae319e.jpg.296x216.jpg', '装修两房，中高楼层，业主诚意出售', '保利国际广场三期  ', '高楼层(共16层)2015年建塔楼  -  华师附中', '130万', '单价15117元/平米')
('https://image1.ljcdn.com/442000-inspection/93906528-edf8-4785-9c03-8c79e7803609.jpg.296x216.jpg', '星晨花园三期别墅  新装修 家私齐  保养好', '星晨花园三期  ', '1层暂无数据  -  星晨花园', '360万', '单价26087元/平米')
('https://image1.ljcdn.com/442000-inspection/bf09d87e-0232-4a9b-a73b-bf0ceadf7480.jpg.296x216.jpg', '保利国际广场毛坯稀缺小四房诚心岀售', '保利国际广场二期  ', '低楼层(共17层)2015年建塔楼  -  华师附中', '200万', '单价14389元/平米')
('https://image1.ljcdn.com/442000-inspection/ac269e69-b876-4987-9bcc-a52ddcc1596c.jpg.296x216.jpg', '城市绿洲 精美公寓 舒适两房 诚心出售', '星港湾城市绿洲  ', '中楼层(共11层)2008年建塔楼  -  兴港南路', '85万', '单价10648元/平米')
('https://image1.ljcdn.com/442000-inspection/225bc026-c570-4d84-b587-f4b161a3010d.jpg.296x216.jpg', '保利国际 毛坯四房 南北通透 双套间', '保利国际广场二期  ', '高楼层(共32层)2015年建塔楼  -  华师附中', '255万', '单价15549元/平米')
('https://image1.ljcdn.com/442000-inspection/087b88e6-48a0-4b30-9aa1-cd07bc989d0b.jpg.296x216.jpg', '保利国际广场二期 3室2厅 190万', '保利国际广场二期  ', '低楼层(共33层)2015年建塔楼  -  华师附中', '190万', '单价14075元/平米')
('https://image1.ljcdn.com/442000-inspection/784b4a8b-84c8-458d-bed1-54f442bc2b6a.jpg.296x216.jpg', '中信凯旋蓝岸  毛坯四房  业主诚意出售', '中信凯旋蓝岸C区  ', '低楼层(共7层)2007年建塔楼  -  华师附中', '190万', '单价13014元/平米')
('https://image1.ljcdn.com/442000-inspection/40f50a24-d5bc-486b-a20d-05bd627e31e3.jpg.296x216.jpg', '天明御华庭 4室2厅 240万', '天明御华庭  ', '低楼层(共18层)2013年建塔楼  -  兴港南路', '240万', '单价13794元/平米')
('https://image1.ljcdn.com/442000-inspection/ae2e6268-f992-43bd-8916-c1eab4cf619d.jpg.296x216.jpg', '星晨花园  装修三房    保养干净', '星晨花园一期  ', '中楼层(共4层)1997年建板楼  -  星晨花园', '82万', '单价10000元/平米')
('https://image1.ljcdn.com/442000-inspection/4b4e2627-c4db-428c-b7c6-ae5c12ad7f4e.jpg.296x216.jpg', '星晨花园七期双拼别墅 前后带花园 满五唯一', '星晨花园七期  ', '1层暂无数据  -  星晨花园', '250万', '单价20000元/平米')
('https://image1.ljcdn.com/442000-inspection/1d040780-1e73-4aa2-b892-dbf13b5b9877.jpg.296x216.jpg', '星港湾城市绿洲 3室2厅 166万', '星港湾城市绿洲  ', '高楼层(共6层)2008年建塔楼  -  兴港南路', '166万', '单价9652元/平米')
('https://image1.ljcdn.com/442000-inspection/ad407037-6bcc-427a-abc5-45199641465d.jpg.296x216.jpg', '大信芊翠家园 3室2厅 140万', '大信芊翠家园  ', '中楼层(共11层)2010年建板楼  -  兴港南路', '140万', '单价13085元/平米')
('https://image1.ljcdn.com/442000-inspection/e432eb87-7e38-4fe7-8167-70a6570e9256.jpg.296x216.jpg', '保利国际广场二期 4室2厅 260万', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '260万', '单价15854元/平米')
('https://image1.ljcdn.com/442000-inspection/15ec5d84-10fb-47f1-954b-8627212d5b5e.jpg.296x216.jpg', '保利国际二期 精装修大四房 南北通透', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '268万', '单价16346元/平米')
('https://image1.ljcdn.com/442000-inspection/35130cda-00a0-4fde-aa58-213baf2b669e.jpg.296x216.jpg', '保利国际广场三房南北通透，诚心岀售', '保利国际广场二期  ', '低楼层(共33层)2015年建塔楼  -  华师附中', '217.1万', '单价15958元/平米')
('https://image1.ljcdn.com/442000-inspection/e5e305ad-5ee0-4dee-9f20-e6b3233269f6.jpg.296x216.jpg', '朝南装修两房  小区中间位置  望花园泳池', '大信芊翠家园  ', '中楼层(共16层)2010年建板楼  -  兴港南路', '130万', '单价13553元/平米')
('https://image1.ljcdn.com/442000-inspection/711a697f-f17b-4e30-84f4-2a2cd6561f05.jpg.296x216.jpg', '天明御华庭 ，中楼层， 刚需三房。', '天明御华庭  ', '低楼层(共15层)2013年建塔楼  -  兴港南路', '160万', '单价13062元/平米')
('https://image1.ljcdn.com/442000-inspection/86a5ccd0-c5ad-4dfe-9efb-ad9b827361f7.jpg.296x216.jpg', '保利国际广场三房，业主诚心岀售', '保利国际广场二期  ', '低楼层(共32层)2015年建塔楼  -  华师附中', '170万', '单价14050元/平米')
('https://image1.ljcdn.com/442000-inspection/0cba634c-2031-481e-94c5-c69d13c5648d.jpg.296x216.jpg', '港口镇 保利国际广场 毛坯三房 低楼层望花园', '保利国际广场二期  ', '低楼层(共28层)2015年建塔楼  -  华师附中', '170万', '单价13935元/平米')
('https://image1.ljcdn.com/442000-inspection/c4932ccc-d70f-4574-bb3e-85680d80d059.jpg.296x216.jpg', '红本在手 产权清晰 带有车位 不吃差价 安心交易', '大信芊翠家园  ', '高楼层(共11层)2010年建板楼  -  兴港南路', '170万', '单价16667元/平米')
('https://image1.ljcdn.com/442000-inspection/c0a4635e-191a-4b42-8cde-e018a3176a47.jpg.296x216.jpg', '天明御华庭，刚需三房,中楼层。', '天明御华庭  ', '低楼层(共15层)2013年建塔楼  -  兴港南路', '160万', '单价13062元/平米')
('https://image1.ljcdn.com/442000-inspection/62d8f335-eb27-487b-8a62-bf4c1003a286.jpg.296x216.jpg', '星晨广场 全新精装修 别墅诚心出售', '星晨花园七期  ', '1层暂无数据  -  星晨花园', '280万', '单价27185元/平米')
('https://image1.ljcdn.com/442000-inspection/b29dfec6-f757-4b00-b691-ae716bfb07c8.jpg.296x216.jpg', '保利国际广场 南北对流 户型方正', '保利国际广场二期  ', '低楼层(共28层)2015年建塔楼  -  华师附中', '180万', '单价14063元/平米')
('https://image1.ljcdn.com/442000-inspection/b73ef0e2-03ef-4603-bc17-c7c3ba1b5f0e.jpg.296x216.jpg', '中信德方斯 毛坯三房 满五年 看房方便 带大平台', '中信德方斯  ', '高楼层(共17层)2010年建塔楼  -  华师附中', '189万', '单价14539元/平米')
('https://image1.ljcdn.com/442000-inspection/969f1640-dc7c-444c-ba78-bea18122ce7b.jpg.296x216.jpg', '中信德方斯 毛坯三房可改四房 税费少', '中信德方斯  ', '低楼层(共17层)2010年建塔楼  -  华师附中', '185万', '单价12938元/平米')
('', '保利国际广场一期 2室2厅 140万', '保利国际广场一期  ', '高楼层(共17层)2012年建塔楼  -  华师附中', '140万', '单价15772元/平米')
('https://image1.ljcdn.com/442000-inspection/34a9e8fa-8743-4427-b75d-624702743983.jpg.296x216.jpg', '裕港豪庭二期 中高楼层 南北对流 七米宽大阳台', '裕港豪庭二期  ', '高楼层(共18层)2010年建塔楼  -  港口市场', '180万', '单价12000元/平米')
