('', '蓝光coco蜜园 3室2厅 160万', '蓝光coco蜜园  ', '高楼层(共18层)暂无数据  -  安镇', '160万', '单价22510元/平米')
('', '华夏青城怡景苑 2室2厅 97万', '华夏青城怡景苑  ', '中楼层(共5层)暂无数据  -  锡北', '97万', '单价10000元/平米')
('https://image1.ljcdn.com/320200-inspection/40fb6604-1446-4d44-b745-4774684e860b.jpg.296x216.jpg', '赛维拉假日花园 4室2厅 245万', '赛维拉假日花园  ', '高楼层(共5层)暂无数据  -  东亭', '245万', '单价15323元/平米')
('', '友谊嘉园，楼层高，通风采光充足，方便看房，拎包入住', '友谊嘉园  ', '高楼层(共18层)暂无数据  -  东亭', '125万', '单价13737元/平米')
('', '金锡苑北区 2室2厅 90万', '金锡苑北区  ', '低楼层(共6层)暂无数据  -  东亭', '90万', '单价9733元/平米')
('https://image1.ljcdn.com/320200-inspection/ecc7d5d6-4d57-4d3a-aeb0-da6f13afdbb1.jpg.296x216.jpg', '中大诺卡小镇 3室2厅 185万', '中大诺卡小镇  ', '高楼层(共6层)暂无数据  -  东亭', '185万', '单价15060元/平米')
('', '东泰花苑 3室2厅 160万', '东泰花苑  ', '中楼层(共6层)暂无数据  -  东亭', '160万', '单价10811元/平米')
('', '江南坊 3室2厅 160万', '江南坊  ', '中楼层(共11层)暂无数据  -  安镇', '160万', '单价12214元/平米')
('https://image1.ljcdn.com/320200-inspection/test-ddc02a99-852c-4d79-b1bc-58fff4951cba.png.296x216.jpg', '东芳名苑  婚装两室 拎包入住 看房方便', '东芳名苑  ', '中楼层(共6层)暂无数据  -  东北塘', '130万', '单价10680元/平米')
('', '中大诺卡小镇 3室2厅 210万', '中大诺卡小镇  ', '低楼层(共18层)暂无数据  -  东亭', '210万', '单价18261元/平米')
('https://image1.ljcdn.com/320200-inspection/09607aad-50d3-4328-8b59-a01ad7e2af2b.jpg.296x216.jpg', '链 家 真 房 源 桑达园小区 配套成熟 刚需房', '桑达园小区  ', '中楼层(共7层)暂无数据  -  东亭', '118万', '单价12554元/平米')
('https://image1.ljcdn.com/320200-inspection/6fec60de-e074-408a-9337-c0d5dc8a6d96.jpg.296x216.jpg', '蓝光五彩城 3室2厅 145万', '蓝光五彩城  ', '低楼层(共32层)暂无数据  -  东亭', '145万', '单价16173元/平米')
('', '中大诺卡小镇 3室2厅 170万', '中大诺卡小镇  ', '高楼层(共18层)暂无数据  -  东亭', '170万', '单价13386元/平米')
('', '融创玉兰璟园 2室2厅 125万', '融创玉兰璟园  ', '低楼层(共23层)板楼  -  东北塘', '125万', '单价14205元/平米')
('https://image1.ljcdn.com/320200-inspection/27eda6f4-86dc-4a6c-883e-4c6e76af87b7.jpg.296x216.jpg', '首创隽府 2室2厅 140万', '首创隽府  ', '高楼层(共25层)暂无数据  -  东亭', '140万', '单价15510元/平米')
('', '江南坊 3室2厅 167万', '江南坊  ', '高楼层(共15层)暂无数据  -  安镇', '167万', '单价12557元/平米')
('', '金锡苑南区 2室2厅 95万', '金锡苑南区  ', '中楼层(共18层)暂无数据  -  东亭', '95万', '单价10107元/平米')
('https://image1.ljcdn.com/320200-inspection/225a067b-519d-423d-967f-1315e74c2d1c.jpg.296x216.jpg', '蔚蓝都市花园 4室2厅 188万', '蔚蓝都市花园  ', '高楼层(共6层)暂无数据  -  东亭', '188万', '单价15679元/平米')
('', '华夏名都满二精装修，可随时看房，南北通透，交通便利', '华夏名都花苑  ', '未知(共0层)暂无数据  -  安镇', '165万', '单价12993元/平米')
('', '映月苑 3室2厅 158万', '映月苑  ', '高楼层(共6层)暂无数据  -  东亭', '158万', '单价11911元/平米')
('https://image1.ljcdn.com/320200-inspection/e8b1ac8e-b9a1-459c-a1b4-936b004213a5.jpg.296x216.jpg', '首创隽府 3室2厅 145万', '首创隽府  ', '高楼层(共18层)暂无数据  -  东亭', '145万', '单价16478元/平米')
('', '满2年 红豆  天一学府 靠万花城 靠地铁高铁 满两年', '红豆香江豪庭  ', '未知(共18层)板楼  -  安镇', '210万', '单价16536元/平米')
('', '鸿景华庭 4室2厅 160万', '鸿景华庭  ', '中楼层(共9层)暂无数据  -  锡北', '160万', '单价11941元/平米')
('https://image1.ljcdn.com/320200-inspection/fce008ad-5d7c-41bb-9d3d-d28558c5c5f1.jpg.296x216.jpg', '首创隽府 简装 两房  交通便利 看房方便', '首创隽府  ', '高楼层(共25层)暂无数据  -  东亭', '150万', '单价15152元/平米')
('', '春江花园C区（锡山） 2室2厅 170万', '春江花园C区（锡山）  ', '中楼层(共25层)暂无数据  -  东亭', '170万', '单价16507元/平米')
('', '首创隽府 2室2厅 155万', '首创隽府  ', '中楼层(共25层)暂无数据  -  东亭', '155万', '单价15817元/平米')
('https://image1.ljcdn.com/320200-inspection/8a1e5bc5-0706-489e-83e1-fb932fe54162.jpg.296x216.jpg', '桑达园小区 3室2厅 两卧室朝南 采光好 楼层好', '桑达园小区  ', '中楼层(共11层)暂无数据  -  东亭', '168万', '单价13659元/平米')
('', '新光小区 4室2厅 100万', '新光小区  ', '高楼层(共7层)暂无数据  -  东亭', '100万', '单价10205元/平米')
('', '春江花园A区（锡山） 5室3厅 232万', '春江花园A区（锡山）  ', '高楼层(共6层)暂无数据  -  东亭', '232万', '单价10451元/平米')
('https://image1.ljcdn.com/320200-inspection/2501d6bc-2926-4138-b9dd-7df5b3409965.jpg.296x216.jpg', '春江花园A区（锡山） 3室2厅 200万', '春江花园A区（锡山）  ', '中楼层(共6层)暂无数据  -  东亭', '200万', '单价15152元/平米')
('', '佰仕苑 2室2厅 99.8万', '佰仕苑  ', '高楼层(共16层)暂无数据  -  锡北', '99.8万', '单价11104元/平米')
('', '春江花园A区（锡山） 3室2厅 173万', '春江花园A区（锡山）  ', '中楼层(共12层)暂无数据  -  东亭', '173万', '单价12839元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_uploadf953d5b9-2e1f-4890-8e4c-df9e50480e63.jpg.296x216.jpg', '中邦城市花园 毛坯三房 视野开阔 采光充足', '中邦城市花园  ', '中楼层(共33层)板楼  -  东亭', '175万', '单价13889元/平米')
('', '安镇紫汀苑精装大三房家具家电全留 四房两卫诚心出售', '华夏新时代紫汀苑  ', '中楼层(共13层)暂无数据  -  安镇', '150万', '单价9741元/平米')
('', '春江花园C区（锡山） 4室2厅 255万', '春江花园C区（锡山）  ', '高楼层(共10层)暂无数据  -  东亭', '255万', '单价16559元/平米')
('https://image1.ljcdn.com/320200-inspection/a7602b56-fd73-47f4-aeb2-ae68bde2a192.jpg.296x216.jpg', '春江花园A区（锡山） 3室2厅 170万', '春江花园A区（锡山）  ', '低楼层(共3层)暂无数据  -  东亭', '170万', '单价12687元/平米')
('', '红豆香江豪庭 2室2厅 146万', '红豆香江豪庭  ', '低楼层(共33层)板楼  -  安镇', '146万', '单价16591元/平米')
('https://image1.ljcdn.com/320200-inspection/668a9b7a-20a4-406d-852f-a2118942d773.jpg.296x216.jpg', '东太华苑 3室2厅 143万', '东太华苑  ', '低楼层(共7层)暂无数据  -  东亭', '143万', '单价11784元/平米')
('https://image1.ljcdn.com/320200-inspection/92f4ee3a-9a84-4047-8ed3-ae92959484a3.jpg.296x216.jpg', '赛维拉假日花园 3室2厅 210万', '赛维拉假日花园  ', '中楼层(共5层)暂无数据  -  东亭', '210万', '单价16407元/平米')
('', '金锡苑南区 2室2厅 110万', '金锡苑南区  ', '低楼层(共6层)暂无数据  -  东亭', '110万', '单价11579元/平米')
('', '春江花园C区（锡山） 4室2厅 280万', '春江花园C区（锡山）  ', '中楼层(共11层)暂无数据  -  东亭', '280万', '单价17178元/平米')
('https://image1.ljcdn.com/320200-inspection/12fca82c-aa94-4ad0-b533-1297304a97b4.jpg.296x216.jpg', '中大诺卡小镇 3室2厅 185万', '中大诺卡小镇  ', '低楼层(共11层)暂无数据  -  东亭', '185万', '单价14855元/平米')
('', '大诚苑 3室2厅 73万', '大诚苑  ', '高楼层(共6层)暂无数据  -  安镇', '73万', '单价8691元/平米')
('', '中大诺卡小镇 3室2厅 165万', '中大诺卡小镇  ', '高楼层(共6层)暂无数据  -  东亭', '165万', '单价14602元/平米')
('https://image1.ljcdn.com/320200-inspection/0bb037b3-09c2-46ae-a008-c5f15bedd0a0.jpg.296x216.jpg', '中大诺卡小镇 3室2厅 195万', '中大诺卡小镇  ', '中楼层(共6层)暂无数据  -  东亭', '195万', '单价15854元/平米')
('', '紫金新城 2室2厅 115万', '紫金新城  ', '低楼层(共6层)暂无数据  -  安镇', '115万', '单价11478元/平米')
('', '云林苑北区 3室2厅 82万', '云林苑北区  ', '中楼层(共7层)暂无数据  -  东亭', '82万', '单价6560元/平米')
('https://image1.ljcdn.com/320200-inspection/c1541255-2d9a-4fc1-a8d9-96eb52dfd53e.jpg.296x216.jpg', '金锡苑北区 2室2厅 96万', '金锡苑北区  ', '高楼层(共11层)暂无数据  -  东亭', '96万', '单价10527元/平米')
('', '怡东雅苑 2室2厅 175万', '怡东雅苑  ', '中楼层(共26层)暂无数据  -  安镇', '175万', '单价19985元/平米')
('https://image1.ljcdn.com/320200-inspection/b562caca-ab88-49f9-908c-13cca8b8778c.jpg.296x216.jpg', '桑达园小区 3室2厅 三开间朝南 采光好', '桑达园小区  ', '高楼层(共6层)暂无数据  -  东亭', '152万', '单价11969元/平米')
('', '蓝光coco蜜园 3室2厅 153万', '蓝光coco蜜园  ', '中楼层(共23层)暂无数据  -  安镇', '153万', '单价19920元/平米')
('', '无锡碧桂园A区 5室3厅 510万', '无锡碧桂园A区  ', '3层暂无数据  -  安镇', '510万', '单价14530元/平米')
('https://image1.ljcdn.com/320200-inspection/bc1536cd-6a53-44f7-a8e4-a80b0916a19b.jpg.296x216.jpg', '春江花园A区（锡山） 3室2厅 195万', '春江花园A区（锡山）  ', '高楼层(共12层)暂无数据  -  东亭', '195万', '单价13929元/平米')
('', '豪景东苑 4室2厅 170万', '豪景东苑  ', '中楼层(共15层)暂无数据  -  安镇', '170万', '单价11889元/平米')
('https://image1.ljcdn.com/320200-inspection/55d58bc9-94c4-40b8-ab24-a420711862b7.jpg.296x216.jpg', '金锡苑北区 2室1厅 95万', '金锡苑北区  ', '中楼层(共7层)暂无数据  -  东亭', '95万', '单价10161元/平米')
('', '蓝光coco蜜园 3室1厅 147万', '蓝光coco蜜园  ', '高楼层(共18层)暂无数据  -  安镇', '147万', '单价20417元/平米')
('https://image1.ljcdn.com/320200-inspection/a5f26712-8e36-4e28-8988-56b085b783ab.jpg.296x216.jpg', '蔚蓝都市花园 3室2厅 166万', '蔚蓝都市花园  ', '高楼层(共6层)暂无数据  -  东亭', '166万', '单价13496元/平米')
('', '豪景东苑 3室2厅 162万', '豪景东苑  ', '高楼层(共6层)暂无数据  -  安镇', '162万', '单价12000元/平米')
('https://image1.ljcdn.com/320200-inspection/c21c1a1e-dab4-4c5e-9f35-c5606f70d55c.jpg.296x216.jpg', '中邦城市花园 精装三房 中间楼层装修保养好诚心出售', '中邦城市花园  ', '高楼层(共28层)暂无数据  -  东亭', '180万', '单价13637元/平米')
('', '华夏名都花苑 2室2厅 140万', '华夏名都花苑  ', '中楼层(共6层)暂无数据  -  安镇', '140万', '单价14894元/平米')
('', '豪景东苑 3室2厅 170万', '豪景东苑  ', '高楼层(共6层)暂无数据  -  安镇', '170万', '单价13568元/平米')
('', '华夏名都花苑 2室2厅 122万', '华夏名都花苑  ', '中楼层(共6层)暂无数据  -  安镇', '122万', '单价12843元/平米')
('', '桑达园小区 2室2厅 120万', '桑达园小区  ', '中楼层(共6层)暂无数据  -  东亭', '120万', '单价13484元/平米')
('', '红豆香江豪庭 3室2厅 230万', '红豆香江豪庭  ', '低楼层(共33层)板楼  -  安镇', '230万', '单价18748元/平米')
('', '华夏青城怡景苑 3室2厅 120万', '华夏青城怡景苑  ', '中楼层(共17层)暂无数据  -  锡北', '120万', '单价9678元/平米')
('', '红豆香江豪庭 4室2厅 225万', '红豆香江豪庭  ', '高楼层(共33层)板楼  -  安镇', '225万', '单价17717元/平米')
('', '华夏名都花苑 3室2厅 127万', '华夏名都花苑  ', '未知(共0层)暂无数据  -  安镇', '127万', '单价10001元/平米')
('', '冠达豪景苑 3室2厅 135万', '冠达豪景苑  ', '中楼层(共5层)暂无数据  -  安镇', '135万', '单价10000元/平米')
('', '中大诺卡小镇 3室2厅 178万', '中大诺卡小镇  ', '低楼层(共18层)暂无数据  -  东亭', '178万', '单价14240元/平米')
('', '鑫安苑润德里 4室2厅 120万', '鑫安苑润德里  ', '低楼层(共6层)暂无数据  -  安镇', '120万', '单价7742元/平米')
('', '紫金新城 3室2厅 175万', '紫金新城  ', '高楼层(共11层)暂无数据  -  安镇', '175万', '单价12238元/平米')
('', '春合苑 4室2厅 160万', '春合苑  ', '未知(共0层)暂无数据  -  东亭', '160万', '单价9524元/平米')
('', '首创隽府 4室2厅 250万', '首创隽府  ', '低楼层(共25层)暂无数据  -  东亭', '250万', '单价15061元/平米')
('', '紫金新城 4室2厅 175万', '紫金新城  ', '低楼层(共6层)暂无数据  -  安镇', '175万', '单价11667元/平米')
('', '查桥街旁紫金新城满五唯一，位置好，自带幼儿园', '紫金新城  ', '低楼层(共11层)暂无数据  -  安镇', '150万', '单价10753元/平米')
('', '宝城花园 3室2厅 190万', '宝城花园  ', '未知(共0层)暂无数据  -  东亭', '190万', '单价12926元/平米')
('', '紫金新城 4室1厅 167万', '紫金新城  ', '中楼层(共11层)暂无数据  -  安镇', '167万', '单价11679元/平米')
('', '中大诺卡小镇 3室2厅 160万', '中大诺卡小镇  ', '低楼层(共18层)暂无数据  -  东亭', '160万', '单价12699元/平米')
('', '紫金新城 4室2厅 175万', '紫金新城  ', '高楼层(共11层)暂无数据  -  安镇', '175万', '单价12500元/平米')
('', '查桥紫金新城简装两房，满五唯一税费少，房型南北通透', '紫金新城  ', '高楼层(共11层)暂无数据  -  安镇', '146万', '单价12067元/平米')
('', '友谊嘉园 3室2厅 170万', '友谊嘉园  ', '中楼层(共18层)暂无数据  -  东亭', '170万', '单价12879元/平米')
('', '景瑞望府 2室2厅 135万', '景瑞望府  ', '未知(共0层)暂无数据  -  安镇', '135万', '单价16464元/平米')
('', '春江花园A区（锡山） 5室2厅 258万', '春江花园A区（锡山）  ', '高楼层(共12层)暂无数据  -  东亭', '258万', '单价11835元/平米')
('', '中大诺卡小镇 3室2厅 188万', '中大诺卡小镇  ', '低楼层(共6层)暂无数据  -  东亭', '188万', '单价15040元/平米')
('', '紫金新城 2室2厅 112万', '紫金新城  ', '中楼层(共15层)暂无数据  -  安镇', '112万', '单价11790元/平米')
('', '金锡苑南区 4室2厅 120万', '金锡苑南区  ', '中楼层(共6层)暂无数据  -  东亭', '120万', '单价8137元/平米')
('', '赛维拉假日花园 3室2厅 215万', '赛维拉假日花园  ', '高楼层(共5层)暂无数据  -  东亭', '215万', '单价15444元/平米')
('', '春江花园C区（锡山） 3室2厅 188万', '春江花园C区（锡山）  ', '低楼层(共10层)暂无数据  -  东亭', '188万', '单价17091元/平米')
('', '春江花园B区（锡山） 5室3厅 248万', '春江花园B区（锡山）  ', '高楼层(共6层)暂无数据  -  东亭', '248万', '单价10914元/平米')
('', '豪门·君怡花苑 4室2厅 260万', '豪门·君怡花苑  ', '中楼层(共19层)暂无数据  -  东亭', '260万', '单价14208元/平米')
('', '紫金新城 2室2厅 123万', '紫金新城  ', '中楼层(共15层)暂无数据  -  安镇', '123万', '单价11942元/平米')
('', '友谊嘉园 5室2厅 190万', '友谊嘉园  ', '高楼层(共19层)暂无数据  -  东亭', '190万', '单价10216元/平米')
('', '友谊嘉园，中间楼层，采光充足，配套齐全', '友谊嘉园  ', '中楼层(共19层)暂无数据  -  东亭', '148万', '单价13704元/平米')
('', '豪门·君怡花苑 2室2厅 160万', '豪门·君怡花苑  ', '中楼层(共18层)暂无数据  -  东亭', '160万', '单价14415元/平米')
('', '赛维拉假日花园 3室2厅 215万', '赛维拉假日花园  ', '高楼层(共5层)暂无数据  -  东亭', '215万', '单价15358元/平米')
('', '豪门·君怡花苑 3室2厅 234万', '豪门·君怡花苑  ', '中楼层(共19层)暂无数据  -  东亭', '234万', '单价12787元/平米')
('', '豪景东苑 5室2厅 195万', '豪景东苑  ', '高楼层(共6层)暂无数据  -  安镇', '195万', '单价16957元/平米')
('', '首创隽府 4室2厅 258万', '首创隽府  ', '中楼层(共5层)暂无数据  -  东亭', '258万', '单价18971元/平米')
('', '赛维拉假日花园 2室2厅 140万', '赛维拉假日花园  ', '中楼层(共5层)暂无数据  -  东亭', '140万', '单价16471元/平米')
('', '查桥江南坊四房，满两年税费少，交通便利，诚心出售', '江南坊  ', '3层暂无数据  -  安镇', '700万', '单价16536元/平米')
('', '东芳名苑 3室2厅 145万', '东芳名苑  ', '低楼层(共6层)暂无数据  -  东北塘', '145万', '单价10212元/平米')
('', '春江花园C区（锡山） 3室2厅 230万', '春江花园C区（锡山）  ', '低楼层(共18层)暂无数据  -  东亭', '230万', '单价18400元/平米')
('', '鑫安苑润德里 5室3厅 190万', '鑫安苑润德里  ', '低楼层(共3层)暂无数据  -  安镇', '190万', '单价7665元/平米')
('', '友谊嘉园 2室2厅 135万', '友谊嘉园  ', '高楼层(共18层)暂无数据  -  东亭', '135万', '单价13367元/平米')
('', '锡州小区 3室2厅 118万', '锡州小区  ', '中楼层(共7层)暂无数据  -  东亭', '118万', '单价10000元/平米')
('', '龙湖九里香缇 4室2厅 580万', '龙湖九里香缇  ', '未知(共0层)暂无数据  -  安镇', '580万', '单价27885元/平米')
('', '东方天郡 4室2厅 285万', '东方天郡  ', '低楼层(共5层)板楼  -  东北塘', '285万', '单价20956元/平米')
('', '春江花园A区（锡山） 3室2厅 180万', '春江花园A区（锡山）  ', '高楼层(共12层)暂无数据  -  东亭', '180万', '单价13334元/平米')
('', '华夏名都花苑 2室2厅 107万', '华夏名都花苑  ', '未知(共0层)暂无数据  -  安镇', '107万', '单价11383元/平米')
('', '无锡碧桂园领誉 4室2厅 300万', '无锡碧桂园领誉  ', '低楼层(共18层)暂无数据  -  安镇', '300万', '单价20834元/平米')
('', '友谊嘉园，小区配套齐全，简单装修，随时拎包入住，', '友谊嘉园  ', '低楼层(共19层)暂无数据  -  东亭', '130万', '单价13266元/平米')
('', '中大诺卡小镇 2室2厅 230万', '中大诺卡小镇  ', '低楼层(共4层)暂无数据  -  东亭', '230万', '单价20000元/平米')
('', '新光小区 3室2厅 98万', '新光小区  ', '高楼层(共7层)暂无数据  -  东亭', '98万', '单价10104元/平米')
('', '中大诺卡小镇 3室2厅 180万', '中大诺卡小镇  ', '高楼层(共18层)暂无数据  -  东亭', '180万', '单价14463元/平米')
('', '桑达园小区 3室2厅 142万', '桑达园小区  ', '低楼层(共7层)暂无数据  -  东亭', '142万', '单价12348元/平米')
('', '华夏豪门 地铁口大两房 楼层好视野开阔 采光足 精装修', '豪门·君怡花苑  ', '高楼层(共22层)暂无数据  -  东亭', '145万', '单价14540元/平米')
('', '锡州小区 2室2厅 105万', '锡州小区  ', '高楼层(共8层)暂无数据  -  东亭', '105万', '单价10505元/平米')
('', '东方天郡 3室1厅 158万', '东方天郡  ', '高楼层(共18层)暂无数据  -  东北塘', '158万', '单价15706元/平米')
('', '春江花园A区（锡山） 4室2厅 230万', '春江花园A区（锡山）  ', '高楼层(共6层)暂无数据  -  东亭', '230万', '单价10314元/平米')
('', '华夏名都花苑 2室2厅 140万', '华夏名都花苑  ', '未知(共0层)暂无数据  -  安镇', '140万', '单价14894元/平米')
('', '豪门·君怡花苑 3室2厅 203万', '豪门·君怡花苑  ', '中楼层(共18层)暂无数据  -  东亭', '203万', '单价14818元/平米')
('', '公园旁，高品质别墅区，居住舒适，房东诚心出售！', '龙湖九里香缇  ', '低楼层(共2层)暂无数据  -  安镇', '550万', '单价22634元/平米')
('', '豪门·君怡花苑 3室2厅 238万', '豪门·君怡花苑  ', '高楼层(共22层)暂无数据  -  东亭', '238万', '单价15355元/平米')
('', '春江花园  精装顶带隔  拎包入住 看房方便', '春江花园A区（锡山）  ', '高楼层(共6层)暂无数据  -  东亭', '200万', '单价9525元/平米')
('', '梓旺苑 3室2厅 95万', '梓旺苑  ', '高楼层(共6层)暂无数据  -  东北塘', '95万', '单价7917元/平米')
('', '春江花园B区（锡山） 4室2厅 227万', '春江花园B区（锡山）  ', '中楼层(共11层)暂无数据  -  东亭', '227万', '单价14013元/平米')
('', '豪门·君怡花苑 3室2厅 190万', '豪门·君怡花苑  ', '低楼层(共18层)暂无数据  -  东亭', '190万', '单价14616元/平米')
('', '华夏世纪锦园北区 2室2厅 115万', '华夏世纪锦园北区  ', '高楼层(共18层)暂无数据  -  安镇', '115万', '单价13373元/平米')
('', '宝城花园 4室2厅 250万', '宝城花园  ', '中楼层(共5层)暂无数据  -  东亭', '250万', '单价13967元/平米')
('', '怡东雅苑 3室2厅 215万', '怡东雅苑  ', '低楼层(共29层)暂无数据  -  安镇', '215万', '单价17200元/平米')
