('https://image1.ljcdn.com/330100-inspection/5ae1ed35-6e25-467c-81b2-3d61c765b45e.jpg.296x216.jpg', '精装修里面电器赠送齐全，小区门口有地铁，交通方便..', '世茂江滨商业中心  | 2室2厅 | 101平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2011年建板楼  -  沿江南', '170万', '单价16832元/平米')
('https://image1.ljcdn.com/330100-inspection/1b6a96c1-2961-4dff-aa68-74f105bd2b6f.jpg.296x216.jpg', '此房南北通透格式好，视野开阔，地铁口四开间朝南房源', '伊萨卡国际城鹭江园  | 3室2厅 | 139.29平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2008年建板塔结合  -  沿江北', '325万', '单价23333元/平米')
('https://image1.ljcdn.com/330100-inspection/b52e5a9a-073b-48db-aeda-711a969cd9dd.jpg.296x216.jpg', '世茂江滨花园 龙湖物业 户型正气 视野很棒 可自由装修', '世茂江滨花园碧景湾  | 4室2厅 | 157.97平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共33层)2009年建塔楼  -  沿江南', '420万', '单价26588元/平米')
('https://image1.ljcdn.com/330100-inspection/e74673ac-9188-4046-afdd-f9d98070e52e.jpg.296x216.jpg', '房东诚心出售  刚需两房 恒温恒湿恒氧  可拎包入住', '朗诗国际街区  | 2室2厅 | 81.7平米 | 南 | 简装 | 有电梯', '低楼层(共32层)2009年建塔楼  -  沿江北', '245万', '单价29988元/平米')
('https://image1.ljcdn.com/330100-inspection/29196a37-9b94-4eeb-87d9-ec34fa0837f1.jpg.296x216.jpg', '金沙学府纯东边套顶跃+单价低+地铁口+随时看房', '金沙学府  | 4室2厅 | 204平米 | 南 北 | 毛坯', '高楼层(共6层)2006年建暂无数据  -  高教园区东', '430万', '单价21079元/平米')
('https://image1.ljcdn.com/330100-inspection/24185c46-b1fe-47cc-9d29-3ccc7c3a2abb.JPG.296x216.jpg', '朝南三房，精装修自住，诚心出售。', '和达自由港  | 3室1厅 | 55.89平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2000年建板楼  -  工业园南', '130万', '单价23260元/平米')
('https://image1.ljcdn.com/330100-inspection/ebfda52d-68c7-4e1a-9145-0e6cc6f59fd8.jpg.296x216.jpg', '保利东湾毛坯两房，随时可看，一期可看江', '保利东湾  | 2室1厅 | 88.71平米 | 南 | 毛坯 | 有电梯', '中楼层(共34层)2010年建板楼  -  沿江南', '260万', '单价29309元/平米')
('https://image1.ljcdn.com/330100-inspection/test-561a4c30-333e-47b8-b56a-371b87973de2.png.296x216.jpg', '紧凑两房，精装修，拎包入住，可看江', '保利东湾  | 2室1厅 | 61.9平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2010年建板楼  -  沿江南', '205万', '单价33118元/平米')
('https://image1.ljcdn.com/330100-inspection/1df07340-98bc-4e21-b459-a2fb44bac6ab.jpg.296x216.jpg', '房东诚心出售 装修中等 配套完善', '绿城财通中心  | 1室1厅 | 42.74平米 | 北 | 简装 | 有电梯', '高楼层(共24层)2014年建板楼  -  金沙湖', '89万', '单价20824元/平米')
('https://image1.ljcdn.com/330100-inspection/46e3e0c9-4d92-46a8-82b2-c92155932dac.jpg.296x216.jpg', '精装修 自住  近地铁 采光足', '世茂江滨商业中心  | 1室1厅 | 52.8平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2011年建板楼  -  沿江南', '86万', '单价16288元/平米')
('https://image1.ljcdn.com/330100-inspection/e115cd5a-870b-4e1c-9d97-9388bcb4b3dd.jpg.296x216.jpg', '观澜四房两卫，楼层好，采光足，满两年，看房方便', '金隅观澜时代瀚庭  | 4室1厅 | 138平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2013年建板楼  -  沿江南', '365万', '单价26450元/平米')
('https://image1.ljcdn.com/330100-inspection/f0dd5dcd-6e75-4273-9e68-14894f29bf4a.jpg.296x216.jpg', '多蓝水岸稀有户型，精装自住，中间楼层，采光棒！', '多蓝水岸碧海苑  | 2室2厅 | 104.66平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2007年建塔楼  -  沿江北', '265万', '单价25321元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadaf74cc03-eac4-4010-8aa8-c115bcce6e23.JPG.296x216.jpg', '德信早城大户型，赠送面积多，可领包入住！', '德信早城  | 3室2厅 | 112.81平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  金沙湖', '480万', '单价42550元/平米')
('https://image1.ljcdn.com/330100-inspection/56b70bf8-62a9-499c-9fe1-971614814230.jpg.296x216.jpg', '满五唯一 中高楼层 视野开阔看房方便配套齐全', '多蓝水岸碧海苑  | 3室2厅 | 125.25平米 | 南 | 毛坯 | 有电梯', '中楼层(共27层)2007年建塔楼  -  沿江北', '289万', '单价23074元/平米')
('https://image1.ljcdn.com/330100-inspection/c7d8a7da-1ae2-4ccf-8aa4-cde9cb9ebba0.JPG.296x216.jpg', '精欧荣寓 精装两房 南北通透 送大露台', '精欧荣寓  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2013年建板楼  -  高教园区西', '310万', '单价35228元/平米')
('https://image1.ljcdn.com/330100-inspection/555502e0-8f50-4c6f-8fa1-37464820c020.jpg.296x216.jpg', '纯毛坯，赠送面积多，一线江景房', '保利东湾  | 3室2厅 | 115平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2010年建板楼  -  沿江南', '335万', '单价29131元/平米')
('https://image1.ljcdn.com/330100-inspection/fd92e7c3-7585-4882-a7ac-ddacd30d0cd7.jpg.296x216.jpg', '此房已经满五年但是不是杭州唯一精装修，客厅带阳台', '野风海天城  | 2室2厅 | 100.29平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2008年建板楼  -  沿江北', '290万', '单价28917元/平米')
('https://image1.ljcdn.com/330100-inspection/dc8efdc2-528c-4222-8419-8742cfa85833.jpg.296x216.jpg', '此房满两年，户型稀有，四开间朝南，带连体三阳台', '宋都晨光国际  | 3室1厅 | 134.25平米 | 南 | 简装 | 有电梯', '高楼层(共42层)2013年建板塔结合  -  沿江南', '370万', '单价27561元/平米')
('https://image1.ljcdn.com/330100-inspection/58413efb-66cf-4893-941b-f7b0aaa96ae0.JPG.296x216.jpg', '下沙西地铁口，自住装修房东诚心卖，看房提前预约', '下沙幸福雅苑  | 3室1厅 | 83.87平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2014年建板楼  -  金沙湖', '290万', '单价34578元/平米')
('https://image1.ljcdn.com/330100-inspection/9119d470-45fa-405b-be98-fd58a59e2fc8.JPG.296x216.jpg', '三居室，交通便利，配套完善，近地铁。', '文苑风情  | 3室2厅 | 128.15平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  高教园区西', '370万', '单价28873元/平米')
('https://image1.ljcdn.com/330100-inspection/1756b4ea-84a7-41cc-899c-3531b6442c56.JPG.296x216.jpg', '龙湖滟澜山二期，龙湖品质，满二年，采光好，中间楼层', '龙湖滟澜山澜轩  | 1室1厅 | 59.97平米 | 西 西北 | 精装 | 有电梯', '中楼层(共22层)2011年建塔楼  -  金沙湖', '255万', '单价42522元/平米')
('https://image1.ljcdn.com/330100-inspection/2a299fa4-52b0-4f09-9ddc-c377d7fa6a39.jpg.296x216.jpg', '东郡中间套三房双阳台户型送入户诚心出售 随时可看', '宋都东郡国际  | 3室2厅 | 88.49平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2016年建板楼  -  大学城北', '245万', '单价27687元/平米')
('https://image1.ljcdn.com/330100-inspection/ad599d8b-6eed-4e5d-9194-b53928ca05a0.JPG.296x216.jpg', '此房边套，采光充足，赠送面积多。书房，衣帽间都有，', '龙湖滟澜山丽轩一期  | 2室1厅 | 87.6平米 | 南 西 | 精装 | 有电梯', '低楼层(共23层)2011年建板楼  -  金沙湖', '350万', '单价39955元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf4ab2077-f451-4d52-837b-c2534053a52c.jpg.296x216.jpg', '小区观景位置，纯正东边套南北通透 正气4房2卫带露台', '世茂江滨花园碧景湾  | 4室2厅 | 173.17平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共33层)2009年建塔楼  -  沿江南', '440万', '单价25409元/平米')
('https://image1.ljcdn.com/330100-inspection/fec35ea3-7aa8-4214-8b82-aefab21fb19e.jpg.296x216.jpg', '满两年，精装修，楼层视野棒，看房方便，边套，采光好', '保利玫瑰湾  | 3室2厅 | 88.18平米 | 东南 | 精装 | 有电梯', '高楼层(共34层)2013年建板楼  -  沿江南', '290万', '单价32888元/平米')
('https://image1.ljcdn.com/330100-inspection/f7fef43d-ac48-4308-aa91-0d481ded0f3d.jpg.296x216.jpg', '三开间朝南    一线江景房 南北通透  全明户型', '世茂江滨花园峻景湾  | 4室2厅 | 187平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2011年建塔楼  -  沿江南', '450万', '单价24065元/平米')
('https://image1.ljcdn.com/330100-inspection/cc591649-0422-4617-870f-8cb7b799ba5c.JPG.296x216.jpg', '业主诚心 拎包入住 自住保养的好', '铭和苑新荷坊  | 2室1厅 | 86.74平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2009年建塔楼  -  金沙湖', '260万', '单价29975元/平米')
('https://image1.ljcdn.com/330100-inspection/c2706007-2393-41e8-a25c-96a3763c6fbb.JPG.296x216.jpg', '文泽路地铁上建的公寓 出行便利 开发商精装修', '和达城  | 1室0厅 | 37.98平米 | 北 | 精装 | 有电梯', '低楼层(共28层)2013年建板楼  -  高教园区西', '76万', '单价20011元/平米')
('https://image1.ljcdn.com/330100-inspection/ab3bfba4-8736-48f0-8435-bf0cf5457e50.jpg.296x216.jpg', '晨光国际  适合置换 自住精装  可拎包入住', '宋都晨光国际  | 3室2厅 | 136.24平米 | 南 | 精装 | 有电梯', '中楼层(共41层)2013年建板塔结合  -  沿江南', '405万', '单价29727元/平米')
('https://image1.ljcdn.com/330100-inspection/c44c9d03-4644-4bb0-a30e-7a23a0f35f03.jpg.296x216.jpg', '经典跃层，视野开阔，采光好，交通方便。  证件信息', '金沙湖1号  | 2室1厅 | 42平米 | 东 | 简装 | 有电梯', '低楼层(共19层)2011年建板楼  -  金沙湖', '122万', '单价29048元/平米')
('https://image1.ljcdn.com/330100-inspection/23c2d2c4-b79b-49d5-a852-7533161804eb.jpg.296x216.jpg', '龙湖物业    自住精装LOFT户型 使用面积160  南北通透', '名城湖左岸  | 3室2厅 | 112.12平米 | 南 北 | 精装 | 有电梯', '高楼层(共29层)2012年建板塔结合  -  金沙湖', '518万', '单价46201元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2e3826e5-e99b-4fb3-9918-9c05363ec76d.jpg.296x216.jpg', '满五年唯一 超大两房朝南 主卧带大阳台 采光充足', '野风海天城  | 3室2厅 | 130平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2008年建板楼  -  沿江北', '350万', '单价26924元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload042436be-37b2-44b4-811a-42e7d50c1492.jpg.296x216.jpg', '华元云水苑的公寓，交通比较方便的，采光没有遮挡的', '华元云水苑  | 1室1厅 | 48.09平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  高教园区东', '69万', '单价14349元/平米')
('https://image1.ljcdn.com/330100-inspection/98488234-c211-4a65-8987-25ce0259e0a7.jpg.296x216.jpg', '此房满两年，中高楼层，采光好，自住清爽精修，送车位', '宋都晨光国际  | 3室1厅 | 136.24平米 | 南 | 精装 | 有电梯', '高楼层(共41层)2013年建板塔结合  -  沿江南', '405万', '单价29727元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadfc659e0c-72bf-4231-928c-3061aaef0cad.JPG.296x216.jpg', '德信早城东边套视野开阔采光充足交通便利诚心出售', '德信早城  | 2室2厅 | 86.77平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  金沙湖', '385万', '单价44371元/平米')
('https://image1.ljcdn.com/330100-inspection/dd5a47f8-424b-4ccb-8cde-d76294a89c94.jpg.296x216.jpg', '大四房，三阳台，诚心出售看房方便 一线江景三恒系统', '朗诗国际街区  | 4室2厅 | 176.36平米 | 东 西 | 简装 | 有电梯', '低楼层(共32层)2009年建塔楼  -  沿江北', '485万', '单价27501元/平米')
('https://image1.ljcdn.com/330100-inspection/9c210027-e6b7-4fdd-aaff-3b3dae1fd60f.jpg.296x216.jpg', '精装大两房，学正 房东诚心 看房方便', '梦琴湾  | 2室2厅 | 93.06平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2007年建板楼  -  沿江北', '280万', '单价30089元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadcbe0e8fe-14f4-4193-9802-82e66dabb871.jpg.296x216.jpg', '江语海小户型，精装修，一线江景，采光良好', '保利江语海  | 2室2厅 | 70.55平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2010年建塔楼  -  高教园区东', '290万', '单价41106元/平米')
('https://image1.ljcdn.com/330100-inspection/57bded3e-c4b0-4c5f-9fb0-8ad6d6f42b6d.jpg.296x216.jpg', '保利四房，四开间朝南，一线江景，四阳台，看房方便。', '保利东湾  | 4室2厅 | 213平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2010年建板楼  -  沿江南', '600万', '单价28170元/平米')
('https://image1.ljcdn.com/330100-inspection/66b1c44e-e7b4-44df-9914-6241c76ad6d5.jpg.296x216.jpg', '物美边上小两房房，中间套，刚需不错的选择！', '盛泰名都公寓  | 2室1厅 | 76.15平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2011年建板楼  -  高教园区西', '255万', '单价33487元/平米')
('https://image1.ljcdn.com/330100-inspection/ecf5c950-2a92-42ac-a995-4ed523158298.jpg.296x216.jpg', '地铁口，东边套，采光充足，环境优美，三房哦~', '野风海天城  | 3室2厅 | 113.37平米 | 南 | 毛坯 | 有电梯', '中楼层(共22层)2008年建塔楼  -  沿江北', '305万', '单价26904元/平米')
('https://image1.ljcdn.com/330100-inspection/adaa85bb-06df-419b-9f33-16fda5fac08c.jpg.296x216.jpg', '地暖三房，精装修，装修极好，可看江的，', '世茂江滨花园峻景湾  | 3室2厅 | 89.3平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2011年建塔楼  -  沿江南', '270万', '单价30236元/平米')
('https://image1.ljcdn.com/330100-inspection/72569956-cbc2-424b-b6c7-b3fc1e259257.jpg.296x216.jpg', '南边通透，霸气江景，付款方式无要求', '金隅观澜时代天筑  | 5室2厅 | 292.15平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共43层)2013年建板楼  -  沿江南', '620万', '单价21222元/平米')
('https://image1.ljcdn.com/330100-inspection/bba64e78-e49c-4b23-a806-ae4f6d20b555.jpg.296x216.jpg', '金沙湖大三房，纯东边套，房东诚心卖', '中沙东岸嘉园三区  | 3室2厅 | 116平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2000年建板楼  -  金沙湖', '335万', '单价28880元/平米')
('https://image1.ljcdn.com/330100-inspection/c4098cae-6a68-4701-84b5-fa8e4a6b4406.jpg.296x216.jpg', '世茂江滨花园原户型小三房 满五唯一  楼层好', '世茂江滨花园峻景湾  | 3室2厅 | 89.24平米 | 南 | 简装 | 有电梯', '高楼层(共33层)2011年建塔楼  -  沿江南', '265万', '单价29696元/平米')
('https://image1.ljcdn.com/330100-inspection/eda8d6fd-6261-408e-9620-a3e796943e21.jpg.296x216.jpg', '客厅和主卧带阳台，户型方正，得房率高', '世茂江滨花园峻景湾  | 2室2厅 | 88平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2011年建塔楼  -  沿江南', '245万', '单价27841元/平米')
('https://image1.ljcdn.com/330100-inspection/89781deb-1ef8-41f8-acd3-c276a6c40f65.jpg.296x216.jpg', '保利东湾毛坯三房，楼层佳，视野好', '保利东湾  | 3室1厅 | 104.26平米 | 南 | 毛坯 | 有电梯', '中楼层(共34层)2010年建板楼  -  沿江南', '330万', '单价31652元/平米')
('https://image1.ljcdn.com/330100-inspection/af8c002d-095a-4bd6-bb35-e16439944501.jpg.296x216.jpg', '多蓝水岸经典大三房，精装30万自住！中间楼层视野好！', '多蓝水岸碧海苑  | 3室2厅 | 151.46平米 | 南 北 | 精装 | 有电梯', '中楼层(共22层)2007年建塔楼  -  沿江北', '365万', '单价24099元/平米')
('https://image1.ljcdn.com/330100-inspection/test-fb98c0d2-c50b-46cd-9a17-257e64bb5fd9.png.296x216.jpg', '此房户型正气，安心物业，好楼层，随时可看，价格可谈', '野风海天城  | 3室2厅 | 128.44平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共22层)2008年建板楼  -  沿江北', '338万', '单价26316元/平米')
