('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbcc0f734-b015-42f4-b695-77fb538ce695.jpg.296x216.jpg', '大三房 免双税，业主自住精装，看房方便！诚心出售', '通惠丽港  | 3室2厅 | 131.82平米 | 南 | 精装 | 无电梯', '低楼层(共10层)板楼  -  萧山新城区', '295万', '单价22380元/平米')
('https://image1.ljcdn.com/330100-inspection/f794fea4-2378-4fda-bae3-e54da22bc86f.jpg.296x216.jpg', 'loft户型 精装修 朝南带阳台 拎包入住 随时可看', '南江商业中心  | 2室1厅 | 65平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2016年建板楼  -  南部卧城', '118万', '单价18154元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadcc592779-17b0-4248-a1ae-8bc0a60ad833.jpg.296x216.jpg', '东张家弄 房东诚心出售，满五年  楼层好  采光无影响', '东张家弄  | 3室2厅 | 78.16平米 | 南 北 | 简装', '低楼层(共3层)暂无数据  -  萧山市区', '196万', '单价25077元/平米')
('https://image1.ljcdn.com/330100-inspection/8b234e42-48de-470c-aa29-cd9af6966870.jpg.296x216.jpg', '绿城品质 高档物业 户型端正 拎包入住', '绿城西子郁金香岸  | 3室2厅 | 159.4平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2007年建板楼  -  闻堰', '420万', '单价26349元/平米')
('https://image1.ljcdn.com/330100-inspection/90b19b17-adba-4d52-a463-b6f6de0c7835.jpg.296x216.jpg', '小面积，房东诚心卖，毛坯，首付没要求', '林之语  | 3室2厅 | 101.96平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2012年建板楼  -  钱江世纪城', '262万', '单价25697元/平米')
('https://image1.ljcdn.com/330100-inspection/ca5165ba-0c77-49f5-93da-f49277c800e6.jpg.296x216.jpg', '小区绿化好.环境舒适.距离2号线振宁路站200米.', '佳境天城境合苑  | 4室2厅 | 152.18平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  钱江世纪城', '540万', '单价35485元/平米')
('https://image1.ljcdn.com/330100-inspection/86c624f4-a59d-4d82-be1e-14f5afa50a57.jpg.296x216.jpg', '湘湖边上，精装修，北面靠水，南面带花园，5个房间', '威尼斯水城  | 5室2厅 | 188.44平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2007年建板塔结合  -  湘湖', '740万', '单价39270元/平米')
('https://image1.ljcdn.com/330100-inspection/d370688a-9e43-4f3e-b574-f6f9f98cee0c.jpg.296x216.jpg', '三江花园 满五唯一 东边套 小区花园旁 多层三楼 诚心', '三江花园  | 3室1厅 | 134.11平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  闻堰', '335万', '单价24980元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb21b2203-8f48-446a-8518-0f6bb8fe22cc.jpg.296x216.jpg', '南北通透，采光好，满五唯一，税费少', '君悦丽景  | 3室2厅 | 139.07平米 | 南 北 | 简装 | 有电梯', '高楼层(共13层)2008年建板楼  -  萧山新城区', '425万', '单价30561元/平米')
('https://image1.ljcdn.com/330100-inspection/2a94bb14-3234-45db-b212-bc9f266978dd.jpg.296x216.jpg', '远离喧嚣静听钱江风潮绿城大三房诚心出售精装修有车位', '绿城西子郁金香岸  | 3室2厅 | 151.01平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2007年建板楼  -  闻堰', '370万', '单价24502元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload00d76f41-bd3c-4e3f-a816-42a21592e900.jpg.296x216.jpg', '1楼带花园 南北通透采光无影响 有装修直接入住', '美之园西区  | 3室2厅 | 137.6平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  湘湖', '380万', '单价27617元/平米')
('https://image1.ljcdn.com/330100-inspection/777ec6bb-35e1-4b46-b268-a3dbe66945be.jpg.296x216.jpg', '户型方正最 好楼层，采光无遮挡。老式精装修满五唯一', '育才东苑  | 3室2厅 | 114.32平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  萧山市区', '319万', '单价27905元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadef7e5913-b25c-4d30-ac87-7950673fc6f6.jpg.296x216.jpg', '户型方正 采光充足 好楼层 精装修 满二没有综合税', '育才东苑  | 2室1厅 | 57.78平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  萧山市区', '195万', '单价33749元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload42685e5f-b68a-41e4-825f-514a079a6016.jpg.296x216.jpg', '湘湖边，精装拎包入住，能看到湘湖，跃三层少见户型', '威尼斯水城  | 5室3厅 | 197.72平米 | 南 北 | 精装', '高楼层(共5层)2007年建板楼  -  湘湖', '550万', '单价27818元/平米')
('https://image1.ljcdn.com/330100-inspection/2b5942eb-450a-406a-9ed7-1317c118921e.jpg.296x216.jpg', '满五年 精装装修 直接入住 交通方便 房东诚心卖', '横石板弄  | 3室2厅 | 94.18平米 | 南 北 | 精装', '低楼层(共6层)暂无数据  -  萧山市区', '260万', '单价27607元/平米')
('https://image1.ljcdn.com/330100-inspection/d6e43f43-7f9a-4efe-8a3d-446777bba2c1.jpg.296x216.jpg', '世纪城板块 低总价 精装修 满五唯一  看房方便 诚售', '佳境天城人合苑  | 2室2厅 | 104.28平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2007年建板楼  -  钱江世纪城', '360万', '单价34523元/平米')
('https://image1.ljcdn.com/330100-inspection/e0c9ca4d-2919-4c5a-9cd7-cd91fc594428.jpg.296x216.jpg', '好户型满五年.装修清楚.保养细心.诚心出售', '林之语  | 2室2厅 | 98.46平米 | 南 | 精装 | 有电梯', '低楼层(共18层)板楼  -  钱江世纪城', '275万', '单价27931元/平米')
('https://image1.ljcdn.com/330100-inspection/2edbb6b7-f981-425b-adb2-9c2edd201307.jpg.296x216.jpg', '总价低房源，多层2楼，满五唯一', '湘湖人家  | 2室1厅 | 84.59平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2007年建板楼  -  闻堰', '266万', '单价31446元/平米')
('https://image1.ljcdn.com/330100-inspection/ef5e2abf-d17e-41ab-87c0-f761814a2d68.jpg.296x216.jpg', '中间楼层，满五唯一，东边套，地处萧山城区', '回澜北园  | 3室1厅 | 84.12平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  萧山市区', '242万', '单价28769元/平米')
('https://image1.ljcdn.com/330100-inspection/f7f4f7cc-7c65-4be2-a932-54eaef5d1fe7.jpg.296x216.jpg', '钱江世纪城美哉美城 129方边套急售 三房朝南 户型方正', '顺发美哉美城  | 5室2厅 | 129.39平米 | 南 | 其他 | 有电梯', '高楼层(共13层)2017年建板楼  -  钱江世纪城', '675万', '单价52168元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4017436e-5633-477f-ad1f-8c8451cb79a9.jpg.296x216.jpg', '精装现代风格LOFT公寓 可家居可工作室 品牌家具家电', '中栋国际  | 1室1厅 | 56.66平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2016年建板楼  -  萧山新城区', '120万', '单价21179元/平米')
('https://image1.ljcdn.com/330100-inspection/7b1d3ed8-1fc4-44ec-9ff3-8933059e2c58.jpg.296x216.jpg', '商城花园 独栋别墅 小区环境安静优美', '商城花园  | 6室2厅 | 239.95平米 | 东 南 西 北 | 精装', '低楼层(共2层)2002年建暂无数据  -  萧山市区', '1500万', '单价62514元/平米')
('https://image1.ljcdn.com/330100-inspection/e2c0c066-d0bc-4537-bfae-1e63cc3461fa.jpg.296x216.jpg', '金色钱塘排屋低价出售，小区绿化面积达40%，值！！', '金帝金色钱塘   | 叠拼别墅 | 5室2厅 | 261.93平米 | 南 | 毛坯 | 无电梯', '下叠(共3层)2010年建暂无数据  -  萧山新城区', '790万', '单价30161元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb94764f9-cbfa-43b1-9d04-392b6259a4bc.jpg.296x216.jpg', '自住精装修，花园观景房，振宁路站537米。', '恒泰御庭园  | 5室2厅 | 188.6平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1999年建板楼  -  钱江世纪城', '679万', '单价36003元/平米')
('https://image1.ljcdn.com/330100-inspection/96374dc4-c4de-4c58-91b1-1421a98d1ac8.jpg.296x216.jpg', '戈雅公寓电梯房，精装修 拎包即可入住 诚心出售。', '通和戈雅公寓  | 3室2厅 | 109.67平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2007年建板楼  -  闻堰', '315万', '单价28723元/平米')
('https://image1.ljcdn.com/330100-inspection/1f58b8b0-2458-4198-9a5e-25c692144e3a.jpg.296x216.jpg', '潘水苑 3室2厅 360万', '潘水苑  | 3室2厅 | 144.61平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2005年建板楼  -  萧山市区', '360万', '单价24895元/平米')
('https://image1.ljcdn.com/330100-inspection/2ff3f4d2-408f-4747-a5b6-098c2acde463.jpg.296x216.jpg', '刚需两房，全明户型，满二年免增值税！', '通和戈雅公寓  | 2室1厅 | 93.88平米 | 南 北 | 简装 | 有电梯', '低楼层(共32层)2007年建板楼  -  闻堰', '290万', '单价30891元/平米')
('https://image1.ljcdn.com/330100-inspection/b33b5aed-6131-4d33-a46d-3424dd4dc45f.jpg.296x216.jpg', '霞飞郡大四房户型方正 房东诚心出售 看房方便', '保利霞飞郡  | 4室2厅 | 160.26平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共26层)2013年建板楼  -  萧山新城区', '625万', '单价39000元/平米')
('https://image1.ljcdn.com/330100-inspection/29b5b980-46f8-4400-80db-aec463fd5ecc.jpg.296x216.jpg', '南城嘉园，精装大4室2卫东边套，装修新保养好，户型正', '科尔南城嘉园  | 4室2厅 | 168.52平米 | 东 南 北 | 精装', '中楼层(共14层)2014年建暂无数据  -  南部卧城', '370万', '单价21956元/平米')
('https://image1.ljcdn.com/330100-inspection/2926de76-216b-4e1c-9160-0faefd94d833.jpg.296x216.jpg', '中誉现代城电梯房，公寓式住宅，小面积', '中誉现代城  | 1室1厅 | 46.6平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2007年建板楼  -  萧山新城区', '149万', '单价31975元/平米')
('https://image1.ljcdn.com/330100-inspection/bd87b83c-a791-4e6c-bab1-9d897a06c262.jpg.296x216.jpg', '半岛花园 三开间朝南 户型好 楼层好 大阳台 诚心出售', '半岛花园  | 3室2厅 | 168平米 | 东南 南 北 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  南部卧城', '495万', '单价29465元/平米')
('https://image1.ljcdn.com/330100-inspection/f798328a-30d6-4eab-b6f9-e347d50a7691.jpg.296x216.jpg', '地铁口，生活便利，户型好，地段繁华，总价低', '萧山时代广场  | 3室2厅 | 159.98平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)板楼  -  萧山市区', '384万', '单价24004元/平米')
('https://image1.ljcdn.com/330100-inspection/0595a0af-1491-4578-9af1-f707847ab7a3.jpg.296x216.jpg', '在滨江上班的打拼的年轻人有个家。', '中栋国际  | 2室1厅 | 75平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2016年建板楼  -  萧山新城区', '260万', '单价34667元/平米')
('https://image1.ljcdn.com/330100-inspection/441077e8-7ea0-4109-bd7d-8dc372c59aa9.jpg.296x216.jpg', '中粮云涛名苑，精装七十万九成新，大四房边套 满两年', '中粮云涛名苑  | 4室2厅 | 188平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2015年建板塔结合  -  闻堰', '550万', '单价29256元/平米')
('https://image1.ljcdn.com/330100-inspection/5fafdf66-6c1b-4e98-af1e-a25cbd1b2125.jpg.296x216.jpg', '威尼斯水城 环境优雅，空气清新，小面积好房出售', '威尼斯水城  | 2室2厅 | 98.23平米 | 东北 | 精装 | 无电梯', '5层2007年建板塔结合  -  湘湖', '330万', '单价33595元/平米')
('https://image1.ljcdn.com/330100-inspection/c783e214-457f-42c0-aa98-6d1b2b0f3084.jpg.296x216.jpg', '广和公寓 2室1厅 182万', '广和公寓  | 2室1厅 | 52平米 | 南 西 北 | 精装 | 无电梯', '中楼层(共5层)2000年建板楼  -  南部卧城', '182万', '单价35000元/平米')
('https://image1.ljcdn.com/330100-inspection/062f3b0d-7b94-4286-b2d8-e56a5addc0f4.jpg.296x216.jpg', '满二商品房，户型方正，南北通透，房东诚心出售', '三江花园  | 4室2厅 | 140平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2007年建板楼  -  闻堰', '369万', '单价26358元/平米')
('https://image1.ljcdn.com/330100-inspection/d3e3f9f6-6103-4468-bc83-3f53c408038c.jpg.296x216.jpg', '湘湖边 急售 花园电梯房 户型好 送车位 和天然湖', '湖畔宽邸  | 5室2厅 | 248.97平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2007年建板楼  -  湘湖', '630万', '单价25305元/平米')
('https://image1.ljcdn.com/330100-inspection/9ea54cd8-98c0-410f-a26a-608c6fa756c4.jpg.296x216.jpg', '城北新村小面积住宅 七十年产权 楼层佳 房东诚心出售', '城北新村  | 2室1厅 | 56.84平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  萧山市区', '185万', '单价32548元/平米')
('https://image1.ljcdn.com/330100-inspection/d168023d-5de8-4503-ab08-753d6ec91321.jpg.296x216.jpg', '经典loft户型、视野好、采光充足，单价低', '凯丽晶座  | 3室2厅 | 57.85平米 | 南 | 精装', '中楼层(共22层)暂无数据  -  萧山开发区', '142万', '单价24547元/平米')
('https://image1.ljcdn.com/330100-inspection/e08112e8-a617-46b5-9631-cc109762dbf8.jpg.296x216.jpg', '和美家 地铁2号线飞虹路站买一层送一层使用高', '顺发和美家  | 4室2厅 | 88.68平米 | 南 | 简装 | 有电梯', '高楼层(共36层)2012年建板楼  -  钱江世纪城', '510万', '单价57511元/平米')
