('https://image1.ljcdn.com/310000-inspection/test-f2286f56-8cbf-4d57-8697-225921daa281.png.296x216.jpg', '送产权车位，双阳台，人车分流，有钥匙', '中环国际公寓(二期)  | 2室2厅 | 82.98平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2015年建板楼  -  共康', '485万', '单价58448元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171107/0e10de2d-106f-4f0e-b153-f186a5f0688d.jpg.296x216.jpg', '杨泰苑 顶楼复式 精装四房 满五唯一 户型方正', '杨泰苑  | 4室2厅 | 127.33平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  杨行', '420万', '单价32986元/平米')
('https://image1.ljcdn.com/310000-inspection/d1e47a74-7fbb-4ca6-b9dc-0d8feba26dae.jpg.296x216.jpg', '下叠别墅 闹中取静  诚意出售 有钥匙随时可看房', '信达郡庭  | 4室3厅 | 198.74平米 | 南 | 精装 | 无电梯', '低楼层(共1层)2012年建板楼  -  罗店', '820万', '单价41260元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170916/3d38bd1e-b9e1-41fe-b182-f9870b1fe046.jpg.296x216.jpg', '三楼视野好，双南户型，厨卫全明，业主急售', '泰和新城(泰和西路3499弄)  | 2室2厅 | 81.06平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  顾村', '248万', '单价30595元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f945c7c6-1355-415a-a86a-d7f53ca706e3.png.296x216.jpg', '全南户型 小区楼栋位置好 采光好 目前自住中看房方便', '三花现代城(二期香梅苑)  | 2室2厅 | 100.52平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2008年建板楼  -  高境', '540万', '单价53721元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170208/b7d3a3d3-71bf-449a-89d9-cc1861838122.jpg.296x216.jpg', '电梯大3房2卫，小区广场花园位置，高区景观房', '成亿宝盛家苑  | 3室2厅 | 122.41平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  顾村', '455万', '单价37171元/平米')
('https://image1.ljcdn.com/310000-inspection/40690eed-7f7c-4e1c-b98c-86c098bcf4c7.jpg.296x216.jpg', '金地艺境精装南北大三房  好楼层  诚心出售', '金地艺境(宝山)  | 3室2厅 | 121.12平米 | 南 北 | 精装 | 有电梯', '高楼层(共32层)2012年建板楼  -  上大', '460万', '单价37979元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170618/d585bfea-fe92-42ba-80d5-8783c23006a0.jpg.296x216.jpg', '荻泾苑 2室2厅 280万', '荻泾苑  | 2室2厅 | 97.35平米 | 南 | 简装 | 有电梯', '中楼层(共7层)1994年建板楼  -  顾村', '280万', '单价28763元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170522/2638e518-1d17-4eaf-a3b2-42b892faaee0.jpg.296x216.jpg', '商圈旁，电梯全明一房，总价低，精装修诚意出售', '水岸蓝桥(公寓)  | 1室2厅 | 67.98平米 | 西南 北 | 精装 | 有电梯', '中楼层(共14层)2007年建板楼  -  大华', '460万', '单价67667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171111/12a7ef4a-e854-4fbe-8d06-c8dac48eec46.jpg.296x216.jpg', '精装大三房，房型正气，满五唯一', '环镇北路600弄  | 3室1厅 | 92.19平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  大场镇', '350万', '单价37966元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2a717e56-84de-49e0-a8f2-bba49851c344.jpg.296x216.jpg', '低层南北两房，精装拎包入住，位置安静不临街', '学林苑  | 2室2厅 | 94.14平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2004年建板楼  -  上大', '450万', '单价47802元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171217/336ed607-b4d1-40ea-845d-2f166d6e204c.jpg.296x216.jpg', '宝山十村零税房源，中等楼层，房型正气，诚心出售', '宝山十村  | 3室1厅 | 88平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  淞宝', '425万', '单价48296元/平米')
('https://image1.ljcdn.com/310000-inspection/test-77eaf223-2c50-4cf1-b9a0-716db6f34362.png.296x216.jpg', '南北通透，婚房自住装修，产证满二，小区前排，有车位', '三花现代城(三期金兰苑)  | 2室2厅 | 90.52平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  高境', '580万', '单价64075元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171120/976d2be7-eb86-4fae-a6cb-442874985be3.jpg.296x216.jpg', '小区中间位置，景观楼层，采光充足，精装修，南北2房', '绿洲花园  | 2室2厅 | 94.25平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2006年建板楼  -  顾村', '365万', '单价38727元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e3519ad4-6644-44cc-b97e-d1f98ae3b487.png.296x216.jpg', '有钥匙电梯中高层2室2卫！业主信任委托采光很好。', '枫庭丽苑,  | 2室2厅 | 98.7平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2003年建板楼  -  大华', '608万', '单价61601元/平米')
('https://image1.ljcdn.com/310000-inspection/test-567ae660-c1b3-4d3b-8f0a-602e8e640a73.png.296x216.jpg', '万业紫辰苑1号线富锦路精装两房房家全诚心出售', '万业紫辰苑  | 2室2厅 | 93.95平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2010年建板楼  -  杨行', '358万', '单价38106元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170226/667fb42b-0f78-4343-8fb1-5b24675124b0.jpg.296x216.jpg', '精装南北通户型，送三个阳台，价格低', '梧桐城邦(二期)  | 2室2厅 | 96.68平米 | 南 北 | 精装 | 有电梯', '高楼层(共14层)2008年建板楼  -  大华', '590万', '单价61027元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180119/3606aba8-2b7a-41ec-b2db-4463221ff85c.jpg.296x216.jpg', '单价低，南北通透大2房，3号线、18号线双轨交汇。', '三门路505弄  | 2室2厅 | 87.06平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  高境', '400万', '单价45946元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170811/7776dddb-1ce7-40ec-add4-a387ca7615ce.jpg.296x216.jpg', '好房越来越少剩下越来越重要 买84平送34平 诚心出售', '中冶尚园  | 2室1厅 | 118平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2012年建板楼  -  月浦', '287万', '单价24323元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180107/45f01d44-62c3-46c6-9da0-a4a600a74b35.jpg.296x216.jpg', '环境优美  地段尊贵   交通便利', '香逸湾  | 2室2厅 | 69.19平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2010年建板楼  -  杨行', '335万', '单价48418元/平米')
('https://image1.ljcdn.com/310000-inspection/test-926b7981-ccc4-403f-bbd3-58f372547cb8.png.296x216.jpg', '一手动迁税费低，南北通格局带装修，配套齐全交通便利', '馨佳园(菊盛路851弄)  | 2室2厅 | 74.4平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  顾村', '285万', '单价38307元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171016/cea14ec7-d66b-43d4-93d2-ab1567520754.jpg.296x216.jpg', '楼层好，采光好，房东急卖，到价签字', '文华苑(宝山)  | 1室2厅 | 57.87平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  大华', '320万', '单价55297元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload38adcc24-c8ba-4471-9e64-648e1722afbe.jpg.296x216.jpg', '09年次新房【毛坯三房】无增值税【楼层好、位置好】急', '金鑫花园(公寓)  | 3室2厅 | 124.02平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2009年建板楼  -  大华', '579万', '单价46687元/平米')
('https://image1.ljcdn.com/310000-inspection/test-80e4596b-561a-4f81-8d36-8a090b9e5cd4.png.296x216.jpg', '南北通透精装大两房，户型方正采光充足，看房方便', '三花现代城(一期丹桂苑)  | 2室2厅 | 104.78平米 | 南 北 | 简装 | 有电梯', '低楼层(共15层)2007年建板楼  -  高境', '565万', '单价53923元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170514/cd4d1b7a-7f41-4805-9e5b-a5824d274e7c.jpg.296x216.jpg', '中间楼层 厨卫全明一室半户型 看房随时可以 诚意出售', '吉浦路615弄  | 1室1厅 | 48.52平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  高境', '200万', '单价41221元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cf92fb4f-e4b6-47ca-8065-ba897f11620e.png.296x216.jpg', '正规南北通2+1小三房，户型方正，全明，税少。', '中环一号(一期)  | 3室2厅 | 95平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2008年建板楼  -  大华', '510万', '单价53685元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171007/e121a1c3-bc2c-46dc-837c-d7ad7195684c.jpg.296x216.jpg', '近地铁  位置安静  采光好 诚意出售', '通河六村  | 1室1厅 | 48平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  通河', '200万', '单价41667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171228/523b2885-e858-4440-b5e2-1888e151b35c.jpg.296x216.jpg', '2000年小区，三楼采光好，地铁600米，装修保养好', '文华苑(宝山)  | 3室2厅 | 112.74平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  大华', '580万', '单价51446元/平米')
('https://image1.ljcdn.com/310000-inspection/2be0a03e-6446-48b4-befa-d0a36b359fd8.jpg.296x216.jpg', '业主急售，满五唯一，婚房装修，一梯两户，南北通', '馨佳园(韶山路419弄)  | 2室1厅 | 79.11平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  顾村', '290万', '单价36658元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7ad19183-915f-48fc-9f9d-0a59b7967883.png.296x216.jpg', '急售急售！赠送地下产权车位！电梯品质小区，满两年！', '同济城市阳光  | 3室2厅 | 105.05平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2014年建板楼  -  大场镇', '519万', '单价49406元/平米')
('https://image1.ljcdn.com/310000-inspection/d133f8ee-e946-4935-b09e-e90dd0cf7826.jpg.296x216.jpg', '丰水宝邸(西苑) 3室2厅 395万', '丰水宝邸(西苑)  | 3室2厅 | 111.69平米 | 南 北 | 精装 | 有电梯', '中楼层(共14层)2006年建板楼  -  顾村', '395万', '单价35366元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160807/eb56f5b0-c9f9-44f7-9ae1-dfe26e48be8b.jpg.296x216.jpg', '美兰湖颐景园，111平顶楼复式，采光无遮挡，总价385万', '美兰湖颐景园  | 3室2厅 | 111.61平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2007年建板楼  -  罗店', '365万', '单价32704元/平米')
('https://image1.ljcdn.com/310000-inspection/test-05bac09b-3b15-4358-913f-83720fda470f.png.296x216.jpg', '好楼层18楼的15楼，满五唯一，税费少', '海尚明城  | 2室2厅 | 100.5平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共18层)2008年建板楼  -  杨行', '350万', '单价34826元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d80c8bb9-b73b-4472-9da2-8b6e2919c3ab.png.296x216.jpg', '全明户型，楼层位置佳，欢迎有品位的您来品鉴', '绿地海域笙晖(公寓)  | 3室2厅 | 91.58平米 | 南 | 毛坯 | 有电梯', '中楼层(共16层)2015年建板楼  -  杨行', '410万', '单价44770元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1ed8fe5e-ad16-4ab0-af43-503e7755b487.png.296x216.jpg', '中环三期人车分流  电梯高区  看房有钥匙 全天方便', '中环一号(三期)  | 3室2厅 | 96.86平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2014年建板楼  -  大华', '590万', '单价60913元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload28b07e61-5477-467c-aa09-008d3375725a.jpg.296x216.jpg', '葑润华庭 2室2厅 350万', '葑润华庭  | 2室2厅 | 78.35平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  上大', '350万', '单价44672元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171215/c63b148e-02f9-460e-bdc1-f42670440135.jpg.296x216.jpg', '新顾村大家园C区 2室2厅 310万', '新顾村大家园C区  | 2室2厅 | 93.73平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2006年建板楼  -  顾村', '310万', '单价33074元/平米')
('https://image1.ljcdn.com/310000-inspection/e1bb3707-d952-454a-8ad6-c632c2eb5d45.jpg.296x216.jpg', '单价5.7w挂架的水岸蓝桥 急 售 满五年', '水岸蓝桥(公寓)  | 2室2厅 | 106.92平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板楼  -  大华', '610万', '单价57053元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2c9d9c44-8b27-48bf-aa2f-ad5f7f4a42b2.png.296x216.jpg', '钥匙房 满五唯一 户型正 南北阳台 近出口 随时看房', '四季绿城  | 3室2厅 | 106.65平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  高境', '595万', '单价55790元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b44b0f24-562e-4f6c-acb3-bda036c40c74.png.296x216.jpg', '双南户型，低楼层，户型方正，诚意出售，采光无遮挡', '逸仙路1321弄  | 2室1厅 | 60.49平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  高境', '290万', '单价47942元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadab168915-6669-490c-a375-1aeae61ccc7c.jpg.296x216.jpg', '主力户型，业主诚心出售，到价签字', '保利叶语(别墅)   | 联排别墅 | 5室2厅 | 232.22平米 | 西 | 毛坯 | 无电梯', '1层2012年建板楼  -  顾村', '1400万', '单价60288元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170119/46015956-98e5-462e-a417-d81c9e25cfea.jpg.296x216.jpg', '置换市区  诚意卖房 小区中间位置 诚意卖价格看中面谈', '万科四季花城  | 3室2厅 | 84.27平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  杨行', '368万', '单价43670元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8dbdd1a7-cc95-491f-af24-2cc418e9ebda.png.296x216.jpg', '房型正，双轨交，配套齐全，采光好，环境优美.', '菊泉新城(菊盛路50弄)  | 2室2厅 | 75.69平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  顾村', '305万', '单价40296元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161028/c8206464-3928-4ffe-8b97-bcd2a56f3702.jpg.296x216.jpg', '交通方便， 户型好， 配套齐全，花园正中位置', '成亿宝盛家苑  | 2室1厅 | 68.78平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  顾村', '262万', '单价38093元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b4cb75fc-77c2-44c2-9616-f0384f574d12.png.296x216.jpg', '顾村公园', '保利叶上海(一期)  | 2室2厅 | 80平米 | 南 | 毛坯 | 有电梯', '中楼层(共25层)板楼  -  顾村', '365万', '单价45625元/平米')
('https://image1.ljcdn.com/310000-inspection/79935c50-74f6-4063-9c86-c4444f9a4801.jpg.296x216.jpg', '诚意出售，房子空置，看房方便，价格可以商量!', '好旺花苑  | 2室1厅 | 64.49平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  大华', '355万', '单价55048元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload61658124-9160-4c2f-b794-96a95de7c444.jpg.296x216.jpg', '地段成熟，交通便利，房型正气，空间布局合理，诚售', '逸仙二村  | 3室1厅 | 89.58平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  高境', '365万', '单价40746元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151226/4e8768e6-b2b3-4ce8-bd7c-ac9475314356.jpg.296x216.jpg', '品质小区，有产权车位，停车方便。', '美岸栖庭(公寓)  | 1室2厅 | 67.08平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  淞南', '435万', '单价64848元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170805/db1181ac-11b8-4569-ba00-1484ecf83daf.jpg.296x216.jpg', '岭域3房，92.66平，两房朝南一房朝北，精装看房随时', '美兰湖岭域  | 3室2厅 | 92.66平米 | 南 | 精装 | 有电梯', '中楼层(共6层)2010年建板楼  -  罗店', '400万', '单价43169元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4e6227b4-6b33-4250-8e98-54be492a4f3a.png.296x216.jpg', '中间楼层，全明户型，南北两房，得房率高', '民悦苑  | 2室1厅 | 71.33平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  张庙', '359万', '单价50330元/平米')
('https://image1.ljcdn.com/310000-inspection/test-58e94f5f-9823-4b37-a886-19e5cd369c09.png.296x216.jpg', '高品质白领住宅，电梯洋房，业主诚意出售 大四房', '中环一号(五期)  | 4室2厅 | 147.93平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2013年建板楼  -  大华', '880万', '单价59488元/平米')
('https://image1.ljcdn.com/310000-inspection/ab52490b-093b-4b4a-b67c-f9dcdc1fa766.jpg.296x216.jpg', '美兰湖精装大别墅 满五唯一 税费少，户型佳', '美兰湖颐景园  | 4室3厅 | 216.86平米 | 南 | 精装 | 无电梯', '低楼层(共4层)2007年建板楼  -  罗店', '720万', '单价33202元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cc8aff7f-e166-43e6-838c-497da1d4e3e0.png.296x216.jpg', '双轨地铁7+15步行500米~普通住宅+采光无线好', '锦秋花园(公寓)  | 1室1厅 | 63.97平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2007年建板楼  -  上大', '309万', '单价48304元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170228/836d2ff7-aef8-48af-a391-1a25373ac854.jpg.296x216.jpg', '电梯两房，高层，采光无遮挡，视野开阔，满5年', '泗塘四村  | 2室1厅 | 69.66平米 | 西南 | 简装 | 有电梯', '中楼层(共15层)1988年建塔楼  -  张庙', '260万', '单价37325元/平米')
('https://image1.ljcdn.com/310000-inspection/test-06de6e07-9efd-4c60-9749-201e87f2bba5.png.296x216.jpg', '大华一村 近大华商圈 楼层佳 步行至地铁300米', '大华一村  | 2室1厅 | 67.12平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1993年建板楼  -  大华', '369万', '单价54977元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170226/c77afbcd-1bd1-450e-bb17-4c6bac8157db.jpg.296x216.jpg', '一梯两户 卧室朝南，南北通风  可改两房', '逸仙路1321弄  | 1室1厅 | 43.93平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1993年建板楼  -  高境', '210万', '单价47804元/平米')
('https://image1.ljcdn.com/310000-inspection/de942f51-cc34-495b-8a35-2aa63df436bd.jpg.296x216.jpg', '杨泰三村 房屋满五唯一 精装修两房 税费低', '杨泰三村  | 2室1厅 | 74.86平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  杨行', '223万', '单价29789元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3053fd40-433b-43f2-8a69-8f349479af7a.png.296x216.jpg', '精装两房，交通便捷，拎包入住，随时可看，配套齐全！', '上大阳光乾清园  | 2室2厅 | 79平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  上大', '385万', '单价48735元/平米')
('https://image1.ljcdn.com/310000-inspection/ddc14309-549d-41e7-acd4-7acaab589806.jpg.296x216.jpg', '少有的三房朝南全明格局底层边套出售  不容错过的户型', '万科四季花城  | 3室2厅 | 112.35平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  杨行', '433万', '单价38541元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/8458a572-2914-42a3-94e1-ba725c47470e.jpg.296x216.jpg', '人车分流 保利物业 全明户型 南北户型 精装修 钥匙房', '保利叶上海(一期)  | 3室2厅 | 88.09平米 | 南 | 精装 | 有电梯', '中楼层(共28层)板楼  -  顾村', '465万', '单价52787元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/23a40398-3d4d-4f85-a655-1cb7e4bfdc17.jpg.296x216.jpg', '一手动迁，免征增值税，电梯房，总价低。', '菊泉新城(菊泉街39弄)  | 2室2厅 | 82.66平米 | 南 | 毛坯 | 有电梯', '低楼层(共14层)2005年建板楼  -  顾村', '275万', '单价33269元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c6224536-7c22-439f-9551-b21160c7919f.png.296x216.jpg', '龙湖天街旁三房急卖 小区中间位置 房型方正 配套齐全', '菊泉新城(陆翔路698弄)  | 3室2厅 | 109.6平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2005年建板楼  -  顾村', '368万', '单价33577元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7539cd08-cc9b-4ea1-8547-a8c22b691a8a.png.296x216.jpg', '顾村公园双轨道房型正楼层好精装一房税费低', '好日子大家园C区  | 1室1厅 | 53.39平米 | 南 | 精装', '高楼层(共6层)2008年建暂无数据  -  顾村', '225万', '单价42143元/平米')
('https://image1.ljcdn.com/310000-inspection/81167a2f-52dc-4710-8aa1-76ae1d835ad0.JPG.296x216.jpg', '6楼到顶的3楼，一梯两户，双南全明，客厅有西窗', '共和小区  | 2室1厅 | 64.15平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)1994年建板楼  -  张庙', '315万', '单价49104元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4b5b4d3c-4c56-4a3f-a1c9-7f28cdd71aef.png.296x216.jpg', '采光充足、全明户型、赠送22平、四房两厅两卫、观公园', '保利叶语(二期)(公寓)  | 4室2厅 | 123.42平米 | 南 西 北 | 毛坯 | 有电梯', '中楼层(共17层)2013年建暂无数据  -  顾村', '620万', '单价50235元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161030/130ec81d-4d95-40fd-b21a-8ddf73ae743a.jpg.296x216.jpg', '通河二村，全明采光好，精装修，房主自住，随时看房', '通河二村  | 2室1厅 | 61.29平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  通河', '280万', '单价45685元/平米')
('https://image1.ljcdn.com/310000-inspection/test-22268463-62e7-477d-a44f-7ac26b5fd9c7.png.296x216.jpg', '看房专车接送  户型方正  厨卫全明 地铁商场尽在眼前', '好日子大家园A区  | 1室1厅 | 52.84平米 | 南 | 简装', '高楼层(共6层)2005年建板楼  -  顾村', '238万', '单价45042元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170901/3ea99bbc-e9d8-4f30-850c-9053987d898c.jpg.296x216.jpg', '4楼  中装   总价低   采光好', '月浦八村  | 2室1厅 | 55.03平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1992年建板楼  -  月浦', '179万', '单价32528元/平米')
('https://image1.ljcdn.com/310000-inspection/test-76f91725-0866-4657-b6f7-6fc6d97c03f8.png.296x216.jpg', '售后公房+南北2室+送18平米大天井+适合老人居住', '逸仙二村  | 2室1厅 | 56.98平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  高境', '235万', '单价41243元/平米')
