('', '石炼第一生活区 3室1厅 70万', '石炼第一生活区  ', '中楼层(共4层)暂无数据  -  藁城市', '70万', '单价10000元/平米')
('https://image1.ljcdn.com/130100-inspection/3b64efdc-bfdd-4286-ab59-4ba2c7f37a3e.jpg.296x216.jpg', '香居美地，南北通透，有钥匙随时看，户型好。', '香居美地  ', '高楼层(共29层)板楼  -  藁城市', '130万', '单价11207元/平米')
('', '石炼第一生活区 3室1厅 75万', '石炼第一生活区  ', '中楼层(共4层)暂无数据  -  藁城市', '75万', '单价8523元/平米')
('', '康星家园 3室2厅 115万', '康星家园  ', '高楼层(共6层)板楼  -  藁城市', '115万', '单价10953元/平米')
('', '石炼第二生活区 2室1厅 57万', '石炼第二生活区  ', '低楼层(共6层)暂无数据  -  藁城市', '57万', '单价10665元/平米')
('', '石炼第二生活区 2室2厅 88万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '88万', '单价9437元/平米')
('', '商业小区 2室2厅 120万', '商业小区  ', '高楼层(共6层)板楼  -  藁城市', '120万', '单价10435元/平米')
('', '石炼第二生活区 2室2厅 86万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '86万', '单价9248元/平米')
('', '石炼第二生活区 2室1厅 65万', '石炼第二生活区  ', '中楼层(共5层)板楼  -  藁城市', '65万', '单价10656元/平米')
('', '东上华府 2室1厅 80万', '东上华府  ', '低楼层(共18层)暂无数据  -  藁城市', '80万', '单价10382元/平米')
('', '凝瑞苑 2室2厅 100万', '凝瑞苑  ', '低楼层(共7层)板楼  -  藁城市', '100万', '单价9526元/平米')
('', '石炼第二生活区 2室2厅 85万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '85万', '单价9116元/平米')
('', '石炼第二生活区 2室2厅 80万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '80万', '单价9019元/平米')
('', '石炼第二生活区 2室2厅 87万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '87万', '单价8878元/平米')
('', '石炼第一生活区 3室1厅 80万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '80万', '单价10390元/平米')
('', '石炼第二生活区 2室2厅 85万', '石炼第二生活区  ', '高楼层(共6层)板楼  -  藁城市', '85万', '单价9116元/平米')
('', '康乐供水小区 3室2厅 170万', '康乐供水小区  ', '中楼层(共6层)板楼  -  藁城市', '170万', '单价10363元/平米')
('', '石炼第二生活区 2室2厅 86万', '石炼第二生活区  ', '低楼层(共6层)板楼  -  藁城市', '86万', '单价9223元/平米')
('', '石炼第二生活区 2室1厅 59万', '石炼第二生活区  ', '低楼层(共6层)暂无数据  -  藁城市', '59万', '单价11035元/平米')
('', '东开发区香居美地 ，南北通透，高层，采光好，户型正', '香居美地  ', '高楼层(共29层)板楼  -  藁城市', '128万', '单价11035元/平米')
('', '开发区 南北通透 3室2厅2卫 次顶采光好 交通便利', '安顺居  ', '中楼层(共5层)板楼  -  藁城市', '115万', '单价9798元/平米')
('', '开发区 东三环 安顺居精装大三室两厅两卫 南北通透', '安顺居  ', '高楼层(共5层)板楼  -  藁城市', '105万', '单价8946元/平米')
('', '石炼第一生活区 3室1厅 76万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '76万', '单价10000元/平米')
('', '康乐供水小区 3室2厅 145万', '康乐供水小区  ', '中楼层(共6层)板楼  -  藁城市', '145万', '单价10197元/平米')
('', '兴发怡园 3室2厅 198万', '兴发怡园  ', '中楼层(共6层)板楼  -  藁城市', '198万', '单价12375元/平米')
('', '石炼第二生活区 2室2厅 80万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '80万', '单价8792元/平米')
('', '石炼第二生活区 2室1厅 60万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '60万', '单价10910元/平米')
('', '石炼第二生活区 2室2厅 82万', '石炼第二生活区  ', '中楼层(共6层)暂无数据  -  藁城市', '82万', '单价9319元/平米')
('', '石炼第二生活区 3室1厅 70万', '石炼第二生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '70万', '单价8375元/平米')
('', '石炼第二生活区 2室2厅 110万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '110万', '单价11214元/平米')
('', '石炼第一生活区 3室1厅 60万', '石炼第一生活区  ', '低楼层(共12层)暂无数据  -  藁城市', '60万', '单价7793元/平米')
('', '石炼第二生活区 2室1厅 51万', '石炼第二生活区  ', '高楼层(共5层)暂无数据  -  藁城市', '51万', '单价9391元/平米')
('', '石炼第一生活区 3室1厅 75万', '石炼第一生活区  ', '低楼层(共5层)暂无数据  -  藁城市', '75万', '单价9869元/平米')
('', '石炼第二生活区 2室2厅 88万', '石炼第二生活区  ', '中楼层(共6层)板楼  -  藁城市', '88万', '单价9437元/平米')
('', '心海湾小区 2室2厅 105万', '心海湾小区  ', '高楼层(共11层)暂无数据  -  藁城市', '105万', '单价10715元/平米')
('', '心海湾小区 3室2厅 140万', '心海湾小区  ', '高楼层(共5层)暂无数据  -  藁城市', '140万', '单价10054元/平米')
('', '石炼第一生活区 2室2厅 60万', '石炼第一生活区  ', '低楼层(共4层)暂无数据  -  藁城市', '60万', '单价8956元/平米')
('', '石炼第二生活区 2室1厅 55万', '石炼第二生活区  ', '中楼层(共5层)暂无数据  -  藁城市', '55万', '单价9822元/平米')
('', '石炼第二生活区 2室1厅 62万', '石炼第二生活区  ', '高楼层(共6层)暂无数据  -  藁城市', '62万', '单价9688元/平米')
