('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload094bd411-6335-4002-9577-8d596cab06b8.jpg.296x216.jpg', '宁安小区，三室一厅一厨一卫优质房源，价格可谈。', '宁安小区  ', '高楼层(共7层)板楼  -  二中', '130万', '单价17685元/平米')
('https://image1.ljcdn.com/130100-inspection/5409ced4-a4a5-4222-8028-e7d599175efa.jpg.296x216.jpg', '三居两卫 功能齐全 自住精装修 小区绿化好', '弘石湾  ', '中楼层(共19层)板楼  -  水上公园', '215万', '单价19259元/平米')
('', '石铁运校宿舍 2室1厅 110万', '石铁运校宿舍  ', '中楼层(共7层)板楼  -  二中', '110万', '单价19707元/平米')
('https://image1.ljcdn.com/130100-inspection/4960a578-5999-452c-b2bc-c0c1524c3a2f.jpg.296x216.jpg', '南北朝向 市第二建筑公司宿舍 精装两居室', '市第二建筑公司宿舍  ', '高楼层(共5层)板楼  -  北焦', '100万', '单价17848元/平米')
('https://image1.ljcdn.com/130100-inspection/a96a2f35-6e9a-4e2e-a72b-129d3bba484d.jpg.296x216.jpg', '房本满五年，二楼采光没问题，户型南北通透，车位免费', '北苑小区  ', '低楼层(共6层)板楼  -  北苑', '108万', '单价16601元/平米')
('', '明珠花苑 2室2厅 160万', '明珠花苑  ', '中楼层(共18层)板塔结合  -  赵陵铺', '160万', '单价16057元/平米')
('https://image1.ljcdn.com/130100-inspection/c64e5f81-1804-4d07-b3a0-920c53b4af6a.jpg.296x216.jpg', '房东置换，诚心出售，价格可以再谈，随时恭候看房', '太行生活区  ', '中楼层(共6层)板楼  -  九中', '228万', '单价20251元/平米')
('', '鑫城小区 2室2厅 150万', '鑫城小区  ', '中楼层(共7层)板楼  -  赵陵铺', '150万', '单价15464元/平米')
('https://image1.ljcdn.com/130100-inspection/6ce62a31-a9b5-4461-8024-a2a08f132376.JPG.296x216.jpg', '世纪康城精装三居室，中间楼层低密度板楼社区', '世纪康城  ', '中楼层(共7层)板楼  -  赵陵铺', '230万', '单价15710元/平米')
('', '电大西街社区 2室1厅 90万', '电大西街社区  ', '中楼层(共5层)板楼  -  北焦', '90万', '单价15938元/平米')
('', '星河御城 1室1厅 135万', '星河御城  ', '高楼层(共27层)板楼  -  赵陵铺', '135万', '单价21477元/平米')
('https://image1.ljcdn.com/130100-inspection/1f6c0662-76c4-476e-bc50-d545e575e1fe.jpg.296x216.jpg', '铁路十五宿舍 2室2厅 180万', '铁路十五宿舍  ', '高楼层(共6层)板楼  -  二中', '180万', '单价15914元/平米')
('', '第九中学宿舍 1室2厅 100万', '第九中学宿舍  ', '低楼层(共6层)板楼  -  九中', '100万', '单价21740元/平米')
('', '省证监会宿舍 2室2厅 220万', '省证监会宿舍  ', '低楼层(共7层)暂无数据  -  北站', '220万', '单价17480元/平米')
('https://image1.ljcdn.com/130100-inspection/55ab03e1-df1a-4fa8-9977-8cd5a1f54bb6.jpg.296x216.jpg', '满五 南北通透 双阳卧室 赵佗公园对过', '碧华园  ', '高楼层(共6层)板楼  -  赵陵铺', '220万', '单价14853元/平米')
('', '民族路100号院 2室1厅 93万', '民族路100号院  ', '低楼层(共6层)暂无数据  -  二中', '93万', '单价15996元/平米')
('', '北郡五区 3室2厅 210万', '北郡五区  ', '低楼层(共18层)暂无数据  -  赵陵铺', '210万', '单价16536元/平米')
('https://image1.ljcdn.com/130100-inspection/7ca51c25-9d64-46a7-898c-abd9ecbaf97c.jpg.296x216.jpg', '联强生活小区 精装两室 空房 42中 总价低 地铁建设中', '联强生活小区  ', '高楼层(共6层)板楼  -  高柱', '95万', '单价16667元/平米')
('https://image1.ljcdn.com/130100-inspection/82aa3d26-06ca-4ee2-9449-b503e9130a41.jpg.296x216.jpg', '盛世天骄花苑 2室2厅 310万', '盛世天骄花苑  ', '中楼层(共23层)板楼  -  合作路', '310万', '单价24368元/平米')
('https://image1.ljcdn.com/130100-inspection/24eb0a7a-508e-4448-a6a7-4de4007443b0.jpg.296x216.jpg', '聚贤里 1室1厅 80万', '聚贤里  ', '高楼层(共5层)板楼  -  二中', '80万', '单价16139元/平米')
('', '原河名墅 6室3厅 1350万', '原河名墅  ', '未知(共0层)暂无数据  -  南高基', '1350万', '单价30576元/平米')
('https://image1.ljcdn.com/130100-inspection/ac684191-88e6-46bc-8ba5-8093ebe11702.jpg.296x216.jpg', '安康花园 2室1厅 110万', '安康花园  ', '中楼层(共6层)板楼  -  赵陵铺', '110万', '单价17514元/平米')
('', '民族路100号院 1室1厅 58.4万', '民族路100号院  ', '高楼层(共6层)暂无数据  -  二中', '58.4万', '单价16000元/平米')
('', '华瑞苑 2室2厅 150万', '华瑞苑  ', '高楼层(共6层)板楼  -  赵陵铺', '150万', '单价15439元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_uploadaf417693-6d7e-4d75-b728-74caee8952ea.jpg.296x216.jpg', '石家庄二中东侧，新百商圈，交通便利', '北后小区  ', '低楼层(共7层)板楼  -  二中', '114万', '单价15673元/平米')
('https://image1.ljcdn.com/130100-inspection/213ba651-8fff-49c5-a501-3c22c7b58f1c.jpg.296x216.jpg', '天苑小区 精装两室 64平米 120万', '天苑小区A区  ', '高楼层(共6层)板楼  -  西三庄', '120万', '单价18750元/平米')
('https://image1.ljcdn.com/130100-inspection/79317858-27d7-45a8-be1b-0182f175cda4.jpg.296x216.jpg', '义西小区 2室2厅 136万', '义西小区  ', '低楼层(共7层)板楼  -  红星街', '136万', '单价17155元/平米')
('', '弘石湾 3室2厅 235万', '弘石湾  ', '低楼层(共13层)暂无数据  -  水上公园', '235万', '单价17237元/平米')
('', '星河御城 1室2厅 110万', '星河御城  ', '低楼层(共27层)板楼  -  赵陵铺', '110万', '单价17584元/平米')
('https://image1.ljcdn.com/130100-inspection/2ad7df29-a257-43ca-a5ff-89fef5c1fe83.jpg.296x216.jpg', '北郡一区 两室  中等装修 拎包入住', '北郡一区  ', '低楼层(共33层)板楼  -  赵陵铺', '160万', '单价14940元/平米')
('', '盛世天骄花苑 1室1厅 120万', '盛世天骄花苑  ', '低楼层(共23层)板楼  -  合作路', '120万', '单价23077元/平米')
('', '华瑞苑 1室2厅 125万', '华瑞苑  ', '中楼层(共6层)板楼  -  赵陵铺', '125万', '单价18004元/平米')
('https://image1.ljcdn.com/130100-inspection/2e1f54cf-8621-4339-a979-46c09ae2717e.jpg.296x216.jpg', '南北通透 中楼层 满五 业主就一套房', '滨湖新村  ', '中楼层(共6层)板楼  -  高柱', '278万', '单价15992元/平米')
('https://image1.ljcdn.com/130100-inspection/3b39fd81-b986-4713-b540-89d15e5263fd.jpg.296x216.jpg', '新苑小区 2室1厅 90万', '新苑小区  ', '中楼层(共7层)板楼  -  赵陵铺', '90万', '单价14755元/平米')
('https://image1.ljcdn.com/130100-inspection/3ae88722-3953-4663-9881-b4cee283e489.jpg.296x216.jpg', '供水公司六水厂 2室1厅 260万', '供水公司六水厂  ', '低楼层(共6层)板楼  -  高柱', '260万', '单价21277元/平米')
('', '精装通透小2居，前后阳台已扩，居住舒适。', '一塑宿舍  ', '低楼层(共5层)板楼  -  赵陵铺', '97万', '单价17039元/平米')
('', '新苑小区 1室1厅 66万', '新苑小区  ', '中楼层(共7层)板楼  -  赵陵铺', '66万', '单价15715元/平米')
('https://image1.ljcdn.com/130100-inspection/4f82765f-dc23-4995-9226-ae50f27627fe.jpg.296x216.jpg', '盛世天骄花苑，中间位置低楼层三室，可包增值税', '盛世天骄花苑  ', '低楼层(共23层)板楼  -  合作路', '295万', '单价22970元/平米')
('', '华瑞苑 2室2厅 143万', '华瑞苑  ', '高楼层(共6层)板楼  -  赵陵铺', '143万', '单价15213元/平米')
('https://image1.ljcdn.com/130100-inspection/06ef4f3c-5349-46e4-9777-0991c8378235.jpg.296x216.jpg', '盛世天骄花苑 3室2厅 360万', '盛世天骄花苑  ', '高楼层(共23层)暂无数据  -  合作路', '360万', '单价24184元/平米')
('https://image1.ljcdn.com/130100-inspection/50752952-4214-4565-b45f-b5928f13b062.jpg.296x216.jpg', '联强生活小区 2室1厅 97万', '联强生活小区  ', '高楼层(共6层)板楼  -  高柱', '97万', '单价16167元/平米')
('https://image1.ljcdn.com/130100-inspection/b3905028-15fc-4d45-bb29-ca67094a88bd.jpg.296x216.jpg', '链 家房源西焦城市花园 满五电梯房 诚心出售户型方正', '西焦城市花园  ', '中楼层(共12层)板楼  -  合作路', '283万', '单价20703元/平米')
('', '房子朝向东南，采光很好。税费少，房东急售。', '北郡一区  ', '高楼层(共33层)板楼  -  赵陵铺', '128万', '单价13764元/平米')
('', '世纪康城 1室2厅 105万', '世纪康城  ', '高楼层(共7层)板楼  -  赵陵铺', '105万', '单价15187元/平米')
('https://image1.ljcdn.com/130100-inspection/8495facf-54f6-4abc-8f6d-20acffc385ec.jpg.296x216.jpg', '联盟小区 1室1厅 74万', '联盟小区  ', '中楼层(共6层)板楼  -  西三庄', '74万', '单价17380元/平米')
('', '华强国际写字楼 1室0厅 42万', '华强国际写字楼  ', '中楼层(共29层)板楼  -  二中', '42万', '单价10495元/平米')
('https://image1.ljcdn.com/130100-inspection/1a0500ee-a8a4-4c7a-bee5-f961147fcfe9.jpg.296x216.jpg', '新苑小区两室房源低楼层，满五唯一，南向采光充足', '新苑小区  ', '低楼层(共7层)板楼  -  赵陵铺', '94万', '单价15268元/平米')
('', '华瑞苑 2室2厅 156万', '华瑞苑  ', '低楼层(共6层)板楼  -  赵陵铺', '156万', '单价16422元/平米')
('https://image1.ljcdn.com/130100-inspection/276acead-9b0e-49fc-92b4-b054d675708e.jpg.296x216.jpg', '鑫城小区 3室2厅 215万', '鑫城小区  ', '高楼层(共7层)板楼  -  赵陵铺', '215万', '单价13110元/平米')
('https://image1.ljcdn.com/130100-inspection/5b477010-3e86-4f09-b478-038e5ea113b2.jpg.296x216.jpg', '新苑小区 九中片区 双阳卧室 仅个税 看房方便', '新苑小区  ', '高楼层(共6层)板楼  -  赵陵铺', '82万', '单价13163元/平米')
('https://image1.ljcdn.com/130100-inspection/a6fb9c0a-6810-40a4-8a43-b8e8c852729f.jpg.296x216.jpg', '燕都金地城， 三居室 ，南北通透 ，采光充足', '燕都金地城  ', '高楼层(共7层)板楼  -  赵陵铺', '200万', '单价15392元/平米')
('', '天山新公爵西区 4室2厅 480万', '天山新公爵西区  ', '中楼层(共29层)暂无数据  -  九中', '480万', '单价20000元/平米')
('', '北郡一区 2室2厅 155万', '北郡一区  ', '低楼层(共33层)板楼  -  赵陵铺', '155万', '单价16845元/平米')
('https://image1.ljcdn.com/130100-inspection/d127a528-ae06-42df-b93b-6c22c4c400ec.jpg.296x216.jpg', '精装修，11月满两年，采光好，楼层棒', '汇君城  ', '中楼层(共18层)板楼  -  天苑', '155万', '单价17662元/平米')
('', '华强国际写字楼 1室0厅 43万', '华强国际写字楼  ', '中楼层(共29层)板楼  -  二中', '43万', '单价10325元/平米')
('https://image1.ljcdn.com/130100-inspection/0c3c6994-af2e-4e15-ab26-e4b792dd2847.jpg.296x216.jpg', '多层的高层，视野好，采光好，满两年', '兴凯颐园  ', '高楼层(共6层)板楼  -  二中', '105万', '单价12281元/平米')
('', '省外贸宿舍 2室1厅 105万', '省外贸宿舍  ', '高楼层(共5层)板楼  -  北站', '105万', '单价15000元/平米')
('https://image1.ljcdn.com/130100-inspection/298893e1-5a46-4ee5-9651-6c34b5130548.jpg.296x216.jpg', '造纸厂宿舍 房本满五年 中门双阳卧室 低楼层', '造纸厂宿舍  ', '低楼层(共5层)板楼  -  红星街', '82万', '单价15667元/平米')
('https://image1.ljcdn.com/130100-inspection/3a984715-5b3d-43c9-9030-439bbc6781c9.jpg.296x216.jpg', '北苑小区  两室一厅 1楼，南北通透，随时看房', '北苑小区  ', '低楼层(共7层)板楼  -  北苑', '125万', '单价19231元/平米')
('https://image1.ljcdn.com/130100-inspection/03ffa635-d513-48ec-8d43-4c6186f75c15.jpg.296x216.jpg', '友谊北大街345号 1室2厅 130万', '友谊北大街345号  ', '中楼层(共7层)板楼  -  北焦', '130万', '单价17308元/平米')
('', '新苑小区 精装三居室 一楼 满五唯一 急售！', '新苑小区  ', '低楼层(共6层)板楼  -  赵陵铺', '122万', '单价14953元/平米')
('', '华强国际写字楼 1室0厅 80万', '华强国际写字楼  ', '中楼层(共29层)板楼  -  二中', '80万', '单价15184元/平米')
('https://image1.ljcdn.com/130100-inspection/f84618e4-e822-46a7-9c6d-0a8630f87cb0.jpg.296x216.jpg', '北郡一区 2室2厅 145万', '北郡一区  ', '低楼层(共33层)板楼  -  赵陵铺', '145万', '单价14810元/平米')
('', '雍和慢城 3室2厅 150万', '雍和慢城  ', '低楼层(共18层)板楼  -  西三庄', '150万', '单价18767元/平米')
('', '星河御城 3室2厅 260万', '星河御城  ', '高楼层(共27层)暂无数据  -  赵陵铺', '260万', '单价18979元/平米')
('https://image1.ljcdn.com/130100-inspection/ea0a9408-c250-44c9-93a7-8ca3164679e5.jpg.296x216.jpg', '房本满五年，中高楼层，采光好，南北通透。', '高柱小区  ', '中楼层(共7层)板楼  -  高柱', '190万', '单价14044元/平米')
('', '义西小区 2室2厅 152万', '义西小区  ', '中楼层(共7层)板楼  -  红星街', '152万', '单价17079元/平米')
('https://image1.ljcdn.com/130100-inspection/5a58502a-79cb-4b3b-b4e8-804cec4bc7a8.jpg.296x216.jpg', 'liajia.北二环边三室电梯房', '天域嘉园  ', '低楼层(共18层)板楼  -  赵陵铺', '168万', '单价15247元/平米')
('https://image1.ljcdn.com/130100-inspection/26e8ca8c-029b-4454-a210-b90a53d31577.jpg.296x216.jpg', '新华区高柱小区，交通便利，出行方便。', '高柱小区  ', '高楼层(共5层)板楼  -  高柱', '95万', '单价13971元/平米')
('https://image1.ljcdn.com/130100-inspection/f7471f90-59f6-4863-b519-10fa238f497b.jpg.296x216.jpg', '宁安小区 3室2厅 225万', '宁安小区  ', '中楼层(共7层)板楼  -  二中', '225万', '单价17395元/平米')
('', '华瑞苑 2室2厅 145万', '华瑞苑  ', '高楼层(共6层)板楼  -  赵陵铺', '145万', '单价15312元/平米')
('', '燕都金地城 2室2厅 165万', '燕都金地城  ', '中楼层(共6层)板楼  -  赵陵铺', '165万', '单价19242元/平米')
('https://image1.ljcdn.com/130100-inspection/9368ae39-bcbf-4b9c-9e3a-ff677559eb90.jpg.296x216.jpg', '北郡五区 2室1厅 145万', '北郡五区  ', '低楼层(共27层)板楼  -  赵陵铺', '145万', '单价16946元/平米')
('', '香格礼小区 2室2厅 170万', '香格礼小区  ', '高楼层(共25层)板楼  -  高柱', '170万', '单价19001元/平米')
('', '钟南路2号院 3室1厅 150万', '钟南路2号院  ', '中楼层(共6层)板楼  -  北苑', '150万', '单价18988元/平米')
('https://image1.ljcdn.com/130100-inspection/ea41e19f-5f53-4403-b255-48a05f9f1a4b.jpg.296x216.jpg', '润联馨城 交通便利 不临街 周边配套设施齐全', '润联馨城  ', '低楼层(共18层)板楼  -  九中', '192万', '单价15108元/平米')
('', '石家庄车辆厂 2室1厅 106.8万', '石家庄车辆厂  ', '中楼层(共6层)板楼  -  红星街', '106.8万', '单价17509元/平米')
('https://image1.ljcdn.com/130100-inspection/fbc75450-c78b-4a3a-b704-a90d896f4335.jpg.296x216.jpg', '新华区 清真寺街 兴凯路109号 板楼户型 南北通透 精装', '兴凯路109号院  ', '低楼层(共6层)暂无数据  -  二中', '106万', '单价15730元/平米')
('https://image1.ljcdn.com/130100-inspection/191a4d9a-5688-4174-ad0c-224d39be8936.jpg.296x216.jpg', '新苑小区 方正户型 首付低 单价低 好房子 生活便利', '新苑小区  ', '高楼层(共6层)板楼  -  赵陵铺', '79万', '单价12620元/平米')
('https://image1.ljcdn.com/130100-inspection/cf7d7271-add2-40fe-8782-e52e117a3ff3.jpg.296x216.jpg', '滨湖新村 4室2厅 280万', '滨湖新村  ', '中楼层(共6层)板楼  -  高柱', '280万', '单价15733元/平米')
('', '华兴园 3室2厅 153万', '华兴园  ', '高楼层(共6层)板楼  -  赵陵铺', '153万', '单价13736元/平米')
('', '翠薇雅居 4室3厅 310万', '翠薇雅居  ', '高楼层(共5层)板楼  -  北苑', '310万', '单价15575元/平米')
('https://image1.ljcdn.com/130100-inspection/f79757a1-3194-4227-a18c-9896e54ec44b.jpg.296x216.jpg', '水上公园，北国超市,精装三室，万达商圈，急售！', '观水文苑南区  ', '低楼层(共16层)板楼  -  水上公园', '238万', '单价18956元/平米')
('', '万信花园 3室2厅 290万', '万信花园  ', '高楼层(共5层)板楼  -  水上公园', '290万', '单价19115元/平米')
('', '明珠花苑 2室2厅 145万', '明珠花苑  ', '低楼层(共18层)板塔结合  -  赵陵铺', '145万', '单价15666元/平米')
('https://image1.ljcdn.com/130100-inspection/cf2daed7-44f7-4f49-9f19-51d2133c6402.jpg.296x216.jpg', '此房满五年，无增值税，2层中间楼层，南北通透采光好', '北二环西路189-2号院  ', '低楼层(共6层)板楼  -  赵陵铺', '138万', '单价15004元/平米')
('', '柏林北区 1室1厅 75万', '柏林北区  ', '低楼层(共6层)板楼  -  柏林', '75万', '单价19231元/平米')
('https://image1.ljcdn.com/130100-inspection/16b30aed-e877-403b-873c-034c36d210e7.jpg.296x216.jpg', '鑫城小区 4室3厅 260万', '鑫城小区  ', '高楼层(共7层)板楼  -  赵陵铺', '260万', '单价13542元/平米')
('https://image1.ljcdn.com/130100-inspection/5506b2db-d842-4241-b39a-380e13ad8c59.jpg.296x216.jpg', '联强生活小区 2室1厅 95万', '联强生活小区  ', '中楼层(共6层)板楼  -  高柱', '95万', '单价16380元/平米')
('https://image1.ljcdn.com/130100-inspection/04f9a203-79d9-495a-8ffc-b26cbc1c374b.jpg.296x216.jpg', '水上公园+D铁口+万达商圈+28钟+精装三室', '省新闻出版局  ', '高楼层(共6层)板楼  -  西三庄', '150万', '单价15369元/平米')
('', '红星花园，低层一层，南北通透经典户型，好位置', '红星花园  ', '低楼层(共7层)板楼  -  赵陵铺', '170万', '单价16429元/平米')
('', '华海园 2室2厅 230万', '华海园  ', '高楼层(共12层)板楼  -  二中', '230万', '单价22820元/平米')
('https://image1.ljcdn.com/130100-inspection/be852b5b-29ac-4627-92f9-20b8af834788.jpg.296x216.jpg', '水上公园，万达商圈，可改两室，急售', '省新闻出版局  ', '高楼层(共6层)板楼  -  西三庄', '95万', '单价15664元/平米')
('', '雍和慢城 2室2厅 160万', '雍和慢城  ', '中楼层(共18层)板楼  -  西三庄', '160万', '单价19703元/平米')
('', '天苑生活小区 2室1厅 100万', '天苑生活小区  ', '高楼层(共6层)板楼  -  天苑', '100万', '单价15874元/平米')
('https://image1.ljcdn.com/130100-inspection/17d5914d-0dcd-4b43-bd0f-ae12f5b5edae.jpg.296x216.jpg', '二楼带电梯小洋房+车位免费+房本满五年家具家电全赠送', '信通花园  ', '低楼层(共11层)板楼  -  九中', '320万', '单价24081元/平米')
('', '石家庄车辆厂 2室1厅 93万', '石家庄车辆厂  ', '高楼层(共6层)板楼  -  红星街', '93万', '单价15246元/平米')
('https://image1.ljcdn.com/130100-inspection/9c7bbf02-ab7c-48b7-9dbc-450ceeae86d0.jpg.296x216.jpg', '新华区二环内 满五唯一两室带小房 南北通透 明厨明卫', '联通东焦宿舍  ', '中楼层(共7层)板楼  -  省人民医院', '140万', '单价18234元/平米')
('https://image1.ljcdn.com/130100-inspection/7db50c6d-c5ee-4c04-97e5-de7523602c69.jpg.296x216.jpg', '满五，新百商圈，出行方便，配套齐全', '北后小区  ', '低楼层(共7层)板楼  -  二中', '79万', '单价16166元/平米')
('', '电大西街社区 3室2厅 150万', '电大西街社区  ', '未知(共0层)暂无数据  -  北焦', '150万', '单价14232元/平米')
('https://image1.ljcdn.com/130100-inspection/d95594fe-55f9-4917-80cf-022a79868269.jpg.296x216.jpg', '新华区北城路公安局宿舍+四室精装修+赠送20平地下室', '北城路15号院公安局宿舍  ', '高楼层(共6层)板楼  -  水上公园', '326万', '单价20684元/平米')
('', '新苑小区 2室1厅 92万', '新苑小区  ', '中楼层(共6层)板楼  -  赵陵铺', '92万', '单价15463元/平米')
('', '嘉实红人公馆 1室1厅 112万', '嘉实红人公馆  ', '中楼层(共32层)板塔结合  -  省人民医院', '112万', '单价18913元/平米')
('https://image1.ljcdn.com/130100-inspection/9df545c2-48f5-428f-8b01-520e9dbc1efa.jpg.296x216.jpg', '品质两室，精装修，采光好，周边配套齐全', '燕都紫庭  ', '中楼层(共18层)板楼  -  赵陵铺', '165万', '单价16155元/平米')
('', '高柱小区 3室2厅 210万', '高柱小区  ', '高楼层(共6层)板楼  -  高柱', '210万', '单价15000元/平米')
('', '汇君城 2室2厅 142万', '汇君城  ', '高楼层(共18层)板楼  -  天苑', '142万', '单价16084元/平米')
('https://image1.ljcdn.com/130100-inspection/473c416d-ea38-47a9-87bb-e7af7a4e402b.jpg.296x216.jpg', '中华绿园 2室2厅 175万', '中华绿园  ', '低楼层(共7层)板楼  -  北站', '175万', '单价17305元/平米')
('', '兴凯路211号 2室1厅 80.5万', '兴凯路211号  ', '高楼层(共7层)暂无数据  -  省人民医院', '80.5万', '单价13417元/平米')
('', '鑫城小区 4室2厅 185万', '鑫城小区  ', '高楼层(共7层)板楼  -  赵陵铺', '185万', '单价11012元/平米')
