('https://image1.ljcdn.com/410100-inspection/test-6da026df-90d4-4043-9d7e-65beb0bbb338.png.296x216.jpg', '绿城百合 新装未入住，南北通透观景好楼层。', '绿城百合花园  ', '中楼层(共16层)暂无数据  -  中牟县', '260万', '单价18056元/平米')
('https://image1.ljcdn.com/410100-inspection/51569f36-51f6-4a6c-bffb-5d836a4e956e.jpg.296x216.jpg', '法院北边，祥瑞花园多层精装大两房，拎包入住', '祥瑞花园  ', '高楼层(共6层)暂无数据  -  中牟县', '85万', '单价8674元/平米')
('https://image1.ljcdn.com/410100-inspection/5f6472de-4bd2-4692-8593-19356a254065.jpg.296x216.jpg', '亿弘锦园  两房纯南户型 精装修 税满', '亿弘锦园  ', '中楼层(共17层)暂无数据  -  中牟县', '95万', '单价10567元/平米')
('https://image1.ljcdn.com/410100-inspection/0afaf361-19ec-4946-af49-5f0954afeb97.jpg.296x216.jpg', '七里香溪纯南两房，好楼层全天采光业主诚心出售', '七里香溪  ', '高楼层(共11层)暂无数据  -  中牟县', '72万', '单价10286元/平米')
('https://image1.ljcdn.com/410100-inspection/de833114-29e1-4bc3-bacd-4dcf3565b21c.jpg.296x216.jpg', '鑫成美墅 观景复式房 送南北大露台', '郑东鑫成美墅  ', '高楼层(共12层)暂无数据  -  中牟县', '155万', '单价8758元/平米')
('https://image1.ljcdn.com/410100-inspection/dbfac7e3-1eee-4c7f-9897-cf44a0e3298e.jpg.296x216.jpg', '清华园，精装双气三室，138平拎包入住', '清华园小区东区  ', '中楼层(共7层)暂无数据  -  中牟县', '130万', '单价9421元/平米')
('https://image1.ljcdn.com/410100-inspection/ba245f41-8d1f-41f4-87d2-9e70abc15283.jpg.296x216.jpg', '东润朗郡，精装三房，拎包入住，贾鲁河景观房', '东润朗郡  ', '低楼层(共27层)暂无数据  -  中牟县', '120万', '单价11429元/平米')
('https://image1.ljcdn.com/410100-inspection/c0aba42b-dcb5-46a7-b843-47439551d863.jpg.296x216.jpg', '逸品春天 3室2厅 120万', '逸品春天  ', '高楼层(共7层)暂无数据  -  中牟县', '120万', '单价8000元/平米')
('https://image1.ljcdn.com/410100-inspection/e18e2bb5-e1ff-4771-a664-48363a60755f.jpg.296x216.jpg', '沁园鑫城  多层6.7复试   全天采光  户型好  随时看房', '沁园馨城  ', '高楼层(共7层)暂无数据  -  中牟县', '120万', '单价5530元/平米')
('https://image1.ljcdn.com/410100-inspection/9e3b78b0-1f56-4a4c-aa19-d354958ff466.jpg.296x216.jpg', '蓝爵世家   五房，三室   ，三卫', '蓝爵世家  ', '高楼层(共6层)暂无数据  -  中牟县', '170万', '单价7457元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0a77d7cf-18e6-4c17-bc24-6a9384f35ff6.png.296x216.jpg', '双气多层房，一体两户，简单装修', '金恒基金帝城  ', '中楼层(共7层)暂无数据  -  中牟县', '88万', '单价8980元/平米')
('https://image1.ljcdn.com/410100-inspection/32956273-6641-4504-91ac-5cafb70468aa.jpg.296x216.jpg', '主卧室宽大 家具可任意摆设空气流通性好', '蓝爵世家  ', '高楼层(共11层)暂无数据  -  中牟县', '110万', '单价9650元/平米')
('https://image1.ljcdn.com/410100-inspection/d073998d-944b-4aaa-b4f3-bbf9bbba8d46.jpg.296x216.jpg', '贾鲁河边  水岸鑫城四室  售110万', '水岸鑫城  ', '高楼层(共6层)暂无数据  -  中牟县', '110万', '单价7052元/平米')
('https://image1.ljcdn.com/410100-inspection/test-dc74a8ee-69dc-46b8-b280-900152fb14fd.png.296x216.jpg', '一克拉 钻石品质 机会只有一次', '水岸鑫城  ', '高楼层(共6层)暂无数据  -  中牟县', '125万', '单价8224元/平米')
('https://image1.ljcdn.com/410100-inspection/b5ddc07e-dc12-422a-b460-39136c3af35f.jpg.296x216.jpg', '盛世通达 南户2房 看房方便 诚心卖房', '盛世通達  ', '低楼层(共12层)暂无数据  -  中牟县', '83万', '单价9022元/平米')
('https://image1.ljcdn.com/410100-inspection/eb838ffb-a62b-4006-9f85-466c1bf2f288.jpg.296x216.jpg', '挑高客厅复式 逸品春天 南北通透 通风好 增露台', '逸品春天  ', '高楼层(共7层)暂无数据  -  中牟县', '112万', '单价7478元/平米')
('https://image1.ljcdn.com/410100-inspection/9621b163-f21b-4943-878d-a76105b81a53.jpg.296x216.jpg', '绿城百合顶楼送阁楼毛坯随意装修 诚售 有钥匙随时看房', '绿城百合花园  ', '高楼层(共16层)暂无数据  -  中牟县', '276万', '单价13019元/平米')
('https://image1.ljcdn.com/410100-inspection/test-260d535b-d421-42cb-9e82-1434f2fe93fc.png.296x216.jpg', '金帝城，学苑路，温馨三室，有钥匙可以按揭。', '金恒基金帝城  ', '中楼层(共6层)暂无数据  -  中牟县', '105万', '单价9814元/平米')
('https://image1.ljcdn.com/410100-inspection/da57a428-5fc4-4c00-85e7-eec7ac3d9b2c.jpg.296x216.jpg', '炎炎夏日哪里去，水岸鑫城等着你', '水岸鑫城  ', '高楼层(共6层)暂无数据  -  中牟县', '70万', '单价10295元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e99f0371-72e1-4a24-bcc5-ce93341f41c8.png.296x216.jpg', '商都路南，南北通透双阳台大三房。可按揭', '中央御景  ', '中楼层(共18层)暂无数据  -  中牟县', '103万', '单价8747元/平米')
('https://image1.ljcdn.com/410100-inspection/9a537bca-67de-40a5-b315-8ae4af0065dd.jpg.296x216.jpg', '逸品春天 挑空复式 精装修 送家具家电 税都满看房方便', '逸品春天  ', '高楼层(共7层)暂无数据  -  中牟县', '116万', '单价8286元/平米')
('https://image1.ljcdn.com/410100-inspection/test-19a35ed9-043e-4437-ba83-c099dada10a0.png.296x216.jpg', '水岸鑫城 多层步梯房 高得房率户型好', '水岸鑫城  ', '中楼层(共6层)暂无数据  -  中牟县', '126万', '单价9403元/平米')
('https://image1.ljcdn.com/410100-inspection/test-f2752a88-23e3-4962-bc21-be0704538034.png.296x216.jpg', '英伦花园小区  四层步梯房128平  95万', '英伦花园  ', '中楼层(共6层)暂无数据  -  中牟县', '90万', '单价7032元/平米')
('https://image1.ljcdn.com/410100-inspection/11d0b071-b1aa-4359-95d0-bb43acd6f4b8.jpg.296x216.jpg', '电梯三房，精装急售，新一高北，拎包入住。', '金恒基金帝新生活  ', '高楼层(共11层)暂无数据  -  中牟县', '103万', '单价9717元/平米')
('https://image1.ljcdn.com/410100-inspection/4c1e2458-44af-4196-936d-b41b1776766c.jpg.296x216.jpg', '水木清华  精装三房   南北通透   业主急售', '水木清华  ', '中楼层(共11层)暂无数据  -  中牟县', '105万', '单价11514元/平米')
('https://image1.ljcdn.com/410100-inspection/f94c45b1-ee7e-4ebb-8bc4-3d0d0d9f5069.jpg.296x216.jpg', '逸品春天  朝南户型  全天采光 业主诚心出售', '逸品春天  ', '中楼层(共11层)暂无数据  -  中牟县', '90万', '单价9678元/平米')
('https://image1.ljcdn.com/410100-inspection/45416776-8088-4995-81ff-c818e5318e1f.jpg.296x216.jpg', '水木清华双气小区，4室2厅125万', '水木清华  ', '中楼层(共16层)暂无数据  -  中牟县', '125万', '单价9058元/平米')
('https://image1.ljcdn.com/410100-inspection/d457a8fc-1ea7-47eb-8191-5cb87b6998a4.jpg.296x216.jpg', '四室复式房加送20平大阳台面积', '水岸鑫城  ', '低楼层(共25层)暂无数据  -  中牟县', '88万', '单价9857元/平米')
('https://image1.ljcdn.com/410100-inspection/a38c2daa-c75d-4479-931f-03431731668a.jpg.296x216.jpg', '东方观天下，双气小区，精装大两室可按揭。', '东方观天下  ', '低楼层(共17层)暂无数据  -  中牟县', '115万', '单价11500元/平米')
('https://image1.ljcdn.com/410100-inspection/test-6339552b-1e0f-4d53-9b66-9394753947b9.png.296x216.jpg', '东方润景 精装小三房拎包入住 送车位得房率高省个税', '东方润景  ', '高楼层(共6层)暂无数据  -  中牟县', '103万', '单价11449元/平米')
('https://image1.ljcdn.com/410100-inspection/test-124eecba-8587-46ea-8105-76dae87b839f.png.296x216.jpg', '绿博半岛精装出售，价格美丽，看房方便，业主诚心卖', '绿博半岛  ', '高楼层(共12层)暂无数据  -  中牟县', '230万', '单价13373元/平米')
('https://image1.ljcdn.com/410100-inspection/adeeea1c-c67e-4a40-8612-4c217fd538c0.jpg.296x216.jpg', '东方润景 精装三房中间位置 双气小区 诚心出售 随时看', '东方润景  ', '低楼层(共18层)暂无数据  -  中牟县', '120万', '单价11321元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e8978ffa-0116-4632-85a4-2bb2d34159f5.png.296x216.jpg', '春和景明 电梯小高层南北通透户型方正', '春和景明  ', '低楼层(共18层)暂无数据  -  中牟县', '126.5万', '单价10000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-8aa75b40-c7b1-408f-aa1c-19523819f4c5.png.296x216.jpg', '临河观景房，简装未入住，电梯八楼', '富侨花园  ', '中楼层(共11层)暂无数据  -  中牟县', '120万', '单价9837元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0b9dfb3e-0ab5-45d0-aa77-6f3383091713.png.296x216.jpg', '水岸鑫诚 一室改两室 温馨舒适 拎包入住', '水岸鑫城  ', '高楼层(共18层)暂无数据  -  中牟县', '56万', '单价8616元/平米')
('https://image1.ljcdn.com/410100-inspection/test-42d8c835-a0b9-44af-8146-0cd240f06d6c.png.296x216.jpg', '水木清华 精装两房 另有一个书房 业主换房 急售', '水木清华  ', '中楼层(共11层)暂无数据  -  中牟县', '96万', '单价10435元/平米')
('https://image1.ljcdn.com/410100-inspection/e79e5a39-7e78-4dd9-b103-939ba3c7a0d2.jpg.296x216.jpg', '祥瑞中 心花园，110万电梯三房，双气，学 区房', '祥瑞中心花园  ', '中楼层(共15层)暂无数据  -  中牟县', '110万', '单价9167元/平米')
('https://image1.ljcdn.com/410100-inspection/test-fab08f98-f1ad-4d75-a95a-6e303e7c6368.png.296x216.jpg', '学府名邸  2室2厅 南北通透  83万', '学府名邸住宅小区  ', '中楼层(共6层)暂无数据  -  中牟县', '83万', '单价10000元/平米')
('https://image1.ljcdn.com/410100-inspection/c75f9051-3328-445a-919a-13e482735fbe.jpg.296x216.jpg', '龙苑小区 精装修大三房 买六送七楼 送家具家电 税满', '龙苑居住区  ', '高楼层(共6层)暂无数据  -  中牟县', '110万', '单价8209元/平米')
('https://image1.ljcdn.com/410100-inspection/test-93eaa7b9-b164-4a4a-94e4-acd0bd00b763.png.296x216.jpg', '褐石街区   多层洋房   119平大三房', '绿都褐石街区  ', '中楼层(共6层)暂无数据  -  中牟县', '140万', '单价11765元/平米')
('https://image1.ljcdn.com/410200-inspection/e3447ed0-0557-4efc-8909-cbc13a9be141.jpg.296x216.jpg', '县委北名湖山庄，精装251平大复式，挑空客厅，楼层低', '金程•名湖山庄  ', '低楼层(共6层)暂无数据  -  中牟县', '350万', '单价13945元/平米')
('https://image1.ljcdn.com/410100-inspection/d9c2610b-f5e1-440a-bba4-e0614e28d8d8.jpg.296x216.jpg', '叠加中的全明房，精装修，随时看房', '水岸鑫城  ', '高楼层(共25层)暂无数据  -  中牟县', '96万', '单价11035元/平米')
('https://image1.ljcdn.com/410100-inspection/b71ca45a-0f06-4a4e-adf7-901b0d3bf11f.jpg.296x216.jpg', '水岸鑫城  77.89平  78万 新装修 带地暖', '水岸鑫城  ', '低楼层(共25层)暂无数据  -  中牟县', '78万', '单价10015元/平米')
('https://image1.ljcdn.com/410100-inspection/test-72c3731d-ea87-42d4-9f0a-dbb9159ccc5a.png.296x216.jpg', '星城国际精装三房，带有地下室业主诚心出售', '星城国际东苑  ', '高楼层(共34层)暂无数据  -  中牟县', '85万', '单价8948元/平米')
('https://image1.ljcdn.com/410100-inspection/a3471ddd-5dcd-4b51-aa6f-a593bfeafece.jpg.296x216.jpg', '金恒基金帝苑双气 通透采光好 带露台 复式楼环境好', '金帝苑  ', '高楼层(共6层)暂无数据  -  中牟县', '86万', '单价7361元/平米')
('https://image1.ljcdn.com/410100-inspection/test-d9cf5ef8-60b0-4347-8983-d67693b59824.png.296x216.jpg', '老城中的 舒适 大三房， 楼 层 低', '中牟烟草公司家属生活区  ', '中楼层(共6层)暂无数据  -  中牟县', '100万', '单价8696元/平米')
('https://image1.ljcdn.com/410100-inspection/caedf0c1-508c-4067-bd85-8a01d822cb33.jpg.296x216.jpg', '盛世通达  南北通透2房 诚心卖房', '盛世通達  ', '低楼层(共7层)暂无数据  -  中牟县', '88万', '单价9073元/平米')
('https://image1.ljcdn.com/410100-inspection/test-a4ca33a8-b931-4087-9c57-98f8dd428515.png.296x216.jpg', '东润朗郡三室，贾鲁河旁，有钥匙，环境幽静，一梯一户', '东润朗郡  ', '低楼层(共27层)暂无数据  -  中牟县', '145万', '单价10358元/平米')
('https://image1.ljcdn.com/410100-inspection/ea8f8236-12b1-4871-ad30-dc0fe9418e83.jpg.296x216.jpg', '东工都市家园  顶楼复式 使用面积大  105万', '东工都市家苑  ', '高楼层(共6层)暂无数据  -  中牟县', '105万', '单价7143元/平米')
('https://image1.ljcdn.com/410100-inspection/d6289a27-c183-4383-8e33-55ede4c8adac.jpg.296x216.jpg', '蓝爵世家 212平精装复式 送60平露台户型合理 双气社区', '蓝爵世家  ', '高楼层(共7层)暂无数据  -  中牟县', '125万', '单价5897元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2822215e-4c5c-4558-9dbd-8c946a187120.png.296x216.jpg', '金帝城  全天采光  大两房  满两年 有钥匙', '金恒基金帝城  ', '低楼层(共12层)暂无数据  -  中牟县', '90万', '单价10142元/平米')
('https://image1.ljcdn.com/410100-inspection/a585b33e-6015-438b-b398-52367e7f4852.jpg.296x216.jpg', '温馨小区，停车方便，位置安静。距离三小近', '温馨小区  ', '中楼层(共6层)暂无数据  -  中牟县', '132万', '单价9318元/平米')
('https://image1.ljcdn.com/410100-inspection/371a84e1-a64b-4b4a-b2e2-c7c610c72852.jpg.296x216.jpg', '新县城大三房，好楼层，南北通透，设施齐全', '东润朗郡  ', '低楼层(共27层)暂无数据  -  中牟县', '160万', '单价11444元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9312b8e5-1c2f-4a6d-b005-1f3602589293.png.296x216.jpg', '政 策 在 变，服 务 不 变， 婚 房 急 售', '郑东百合  ', '低楼层(共6层)暂无数据  -  中牟县', '135万', '单价12500元/平米')
