('https://image1.ljcdn.com/420100-inspection/1f92b06f-3a94-4f34-b005-d3adec30e242.jpg.296x216.jpg', '联投龙湾一期 3室2厅 170万', '联投龙湾一期  | 3室2厅 | 131.69平米 | 南 | 其他', '低楼层(共33层)2015年建板楼  -  文化大道', '170万', '单价12910元/平米')
('https://image1.ljcdn.com/420100-inspection/8dcfb6aa-9846-4b09-b998-f9916c7e662b.jpg.296x216.jpg', '满五唯一 居家精装修 业主诚心出售 后期税费少', '梅南山居  | 3室2厅 | 103平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  庙山', '130万', '单价12622元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a3297e2f-b435-4b86-a1ac-cdac957e0b82.png.296x216.jpg', '保利清能西海岸清水毛坯的小三房、中间楼层，视野佳', '保利清能西海岸  | 3室1厅 | 91.5平米 | 南 | 其他', '低楼层(共27层)2015年建板楼  -  藏龙岛', '140万', '单价15301元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7ff67d1e-3e95-4d39-81d5-b62fc39c4b89.png.296x216.jpg', '精装自住三房，两证满二，南北通透户型', '保利海上五月花一期  | 3室2厅 | 86.18平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2013年建板楼  -  庙山', '135万', '单价15665元/平米')
('https://image1.ljcdn.com/420100-inspection/7543f59e-624a-4756-ac4a-2e2954fed9da.jpg.296x216.jpg', '联投开发商 大三居 一线湖景 无遮挡不靠路，中高楼层', '联投龙湾一期  | 3室2厅 | 132.18平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)板楼  -  文化大道', '183万', '单价13845元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload06a51795-ffb0-422a-83fc-337da870bd94.jpg.296x216.jpg', '联投龙湾毛坯大四房 中间楼层 产证已办 诚心出售', '联投龙湾三期  | 4室2厅 | 164平米 | 南 北 | 其他', '中楼层(共18层)2017年建板楼  -  文化大道', '225万', '单价13720元/平米')
('https://image1.ljcdn.com/420100-inspection/69774b14-2013-4286-9157-1176a2a2f1d1.jpg.296x216.jpg', '绿水岸毛坯3房 南北通透 两证满二 随时看房', '梅南山居  | 3室2厅 | 131平米 | 南 | 毛坯', '中楼层(共6层)暂无数据  -  庙山', '151万', '单价11527元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload53cb13ae-4108-439a-86fc-4ba6797ec1fd.jpg.296x216.jpg', '业主诚心出售，方正户型，中高楼层，视野采光好', '保利海上五月花一期  | 2室2厅 | 71平米 | 南 | 其他 | 有电梯', '高楼层(共18层)塔楼  -  庙山', '120万', '单价16902元/平米')
('https://image1.ljcdn.com/420100-inspection/a7ebd3dd-d5cf-4ed6-a28e-97ddfa14ce18.jpg.296x216.jpg', '阳光100大湖第 大平层 四室户型', '阳光100大湖第  | 4室2厅 | 167.55平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  藏龙岛', '195万', '单价11639元/平米')
('https://image1.ljcdn.com/420100-inspection/a53bc2fb-90b5-497e-86e3-03213f605411.jpg.296x216.jpg', '世茂全新毛坯，朝南两房，高楼层视野开阔采光好；', '世茂林屿岸  | 2室2厅 | 82.91平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2016年建板楼  -  文化大道', '139万', '单价16766元/平米')
('https://image1.ljcdn.com/420100-inspection/743cb7d6-07d6-41ab-b946-a92633d49e27.jpg.296x216.jpg', '联投龙湾，前后无遮挡，户型方正，中间楼层', '联投龙湾一期  | 3室2厅 | 116平米 | 南 | 毛坯 | 有电梯', '中楼层(共33层)板楼  -  文化大道', '172万', '单价14828元/平米')
('https://image1.ljcdn.com/420100-inspection/6d79ab1d-cbba-4a76-a2de-6c64871af99b.jpg.296x216.jpg', '阳光100大湖第精装两房带车位 产证满两年税费低', '阳光100大湖第  | 2室2厅 | 83.53平米 | 西南 | 其他', '低楼层(共18层)2013年建板楼  -  藏龙岛', '140万', '单价16761元/平米')
('https://image1.ljcdn.com/420100-inspection/441ea7bd-f228-4761-846f-84332077ea4e.jpg.296x216.jpg', '走遍天下 最美江夏  江南新天地 正规大三房 中间楼层', '江南新天地  | 3室2厅 | 131.1平米 | 南 | 毛坯', '中楼层(共31层)2017年建板楼  -  文化大道', '199万', '单价15180元/平米')
('https://image1.ljcdn.com/420100-inspection/fa320873-2327-449e-b99a-9146b3089bcd.jpg.296x216.jpg', '伊顿阳光大三房，户型方正，南北通透，一梯两户', '伊顿阳光  | 3室2厅 | 128.69平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2015年建板楼  -  庙山', '148万', '单价11501元/平米')
('https://image1.ljcdn.com/420100-inspection/eb03afee-6271-443c-a5a9-1c6ed7c167b7.jpg.296x216.jpg', '阳光100大湖第，精装三房 单价低', '阳光100大湖第  | 3室2厅 | 109.49平米 | 南 | 其他 | 无电梯', '低楼层(共11层)塔楼  -  藏龙岛', '142万', '单价12970元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload9c37e45f-ae7d-4cb0-94d6-4b83033d4f92.jpg.296x216.jpg', '文化路D铁口，毛坯大三房，中楼层，业主诚售', '菩提苑二期  | 3室2厅 | 135.88平米 | 南 | 其他', '中楼层(共32层)2014年建板楼  -  文化大道', '200万', '单价14719元/平米')
('https://image1.ljcdn.com/420100-inspection/9cccb319-80c1-49dd-b7ed-77b1be750101.jpg.296x216.jpg', '梅南山居香樟岭两房户型方正南北通透双阳台', '梅南山居  | 2室2厅 | 93.33平米 | 南 | 其他', '低楼层(共5层)暂无数据  -  庙山', '115万', '单价12322元/平米')
('https://image1.ljcdn.com/420100-inspection/e4582fab-5bf3-4b8e-9139-1a6123077b68.jpg.296x216.jpg', '精装修电梯复式  大四房南北通透 诚心出售 包后期税费', '美加湖滨新城二期  | 4室2厅 | 189.02平米 | 南 北 | 精装', '中楼层(共8层)板楼  -  庙山', '260万', '单价13756元/平米')
('https://image1.ljcdn.com/420100-inspection/696d10e1-8e5c-4586-a092-00ca79fedda4.jpg.296x216.jpg', '龙苑澜岸中间楼栋，户型方正格局合理，有证诚心卖', '龙苑澜岸  | 4室2厅 | 172.16平米 | 南 | 其他', '高楼层(共25层)2015年建板楼  -  藏龙岛', '268万', '单价15567元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadcb335601-572a-4efd-b0d6-e4f1a2cc2838.jpg.296x216.jpg', '保利海上五月花居家精装三房 中间楼层 户型通透', '保利海上五月花一期  | 3室2厅 | 116.15平米 | 南 北 | 其他 | 有电梯', '中楼层(共24层)塔楼  -  庙山', '190万', '单价16359元/平米')
('https://image1.ljcdn.com/420100-inspection/6d83cf2a-24fe-425c-97c7-6f38257913ce.jpg.296x216.jpg', '朝南的户型，楼栋位置好，采光好。总价低业主诚心出售', '南车花园  | 2室2厅 | 92.38平米 | 南 | 其他', '低楼层(共33层)板楼  -  文化大道', '138万', '单价14939元/平米')
('https://image1.ljcdn.com/420100-inspection/a2d7bc1e-a4d1-4f68-943e-7a612c55900e.jpg.296x216.jpg', '阳光100大湖第精装4居带车位，南北通透户型，湖景房', '阳光100大湖第  | 4室2厅 | 181.88平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2015年建板楼  -  藏龙岛', '252万', '单价13856元/平米')
('https://image1.ljcdn.com/420100-inspection/d6d4e1f6-1941-42c2-993d-9749e16c1606.jpg.296x216.jpg', '文化大道 菩提苑 满二两房 户型方正 视野好 诚心', '菩提苑一期  | 3室2厅 | 83.77平米 | 南 北 | 其他', '高楼层(共20层)板楼  -  文化大道', '137万', '单价16355元/平米')
('https://image1.ljcdn.com/420100-inspection/663c3c39-735e-4f6e-a9e8-bd0d9bfd405b.jpg.296x216.jpg', '精装南北通透大三房 两证满两年 税费少 一线湖景房', '保利海上五月花一期  | 3室2厅 | 83.28平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)板楼  -  庙山', '145万', '单价17412元/平米')
('https://image1.ljcdn.com/420100-inspection/ab351d74-3b04-4137-8c28-2b86b4551280.jpg.296x216.jpg', '保利清能西海岸 3室2厅 165万', '保利清能西海岸  | 3室2厅 | 108平米 | 南 北 | 其他 | 有电梯', '低楼层(共27层)2015年建板楼  -  藏龙岛', '165万', '单价15278元/平米')
('https://image1.ljcdn.com/420100-inspection/38883513-d4c5-4377-91e1-45a48061e9f5.jpg.296x216.jpg', '通透户型 视野采光好 业主诚心出售', '菩提苑二期  | 3室2厅 | 119平米 | 南 | 毛坯', '高楼层(共33层)2014年建板楼  -  文化大道', '188万', '单价15799元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload5adb1b27-7489-42ad-a250-5144a2deb102.jpg.296x216.jpg', '此房两证已办，户型方正，精装修，采光好', '联投龙湾一期  | 4室2厅 | 145.46平米 | 南 北 | 精装', '高楼层(共18层)2015年建塔楼  -  文化大道', '200万', '单价13750元/平米')
('https://image1.ljcdn.com/420100-inspection/d27b3d5a-d501-4eee-8ff0-986efd3862c5.jpg.296x216.jpg', '适合养老，价格不贵，公园旁环境美丽', '侨亚中华孝庄  | 1室1厅 | 38.05平米 | 南 北 | 简装', '高楼层(共6层)暂无数据  -  藏龙岛', '30万', '单价7885元/平米')
('https://image1.ljcdn.com/420100-inspection/1126573a-fed6-449c-b504-f3d1157b7124.jpg.296x216.jpg', '俪湖天地 3室2厅 138万', '俪湖天地  | 3室2厅 | 81.48平米 | 南 | 其他', '高楼层(共29层)2015年建板楼  -  文化大道', '138万', '单价16937元/平米')
('https://image1.ljcdn.com/420100-inspection/bd44c91f-1b3f-45c3-b2a4-e8f937190ecd.jpg.296x216.jpg', '保利海上五月花一期 4室2厅 175万', '保利海上五月花一期  | 4室2厅 | 117平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2015年建板楼  -  庙山', '175万', '单价14958元/平米')
('https://image1.ljcdn.com/420100-inspection/768aa39b-7763-49b2-be72-96deef54c202.jpg.296x216.jpg', '梅南山居，平层复式，赠送大露台，业主诚心出售', '梅南山居  | 3室2厅 | 154平米 | 南 北 | 其他', '高楼层(共5层)暂无数据  -  庙山', '200万', '单价12988元/平米')
('https://image1.ljcdn.com/420100-inspection/test-b1003d59-e78e-4459-86dc-f9891c574db9.png.296x216.jpg', '两证两年  南北通透  钥匙在手  业主诚心出售', '联投龙湾一期  | 3室2厅 | 121.28平米 | 南 北 | 毛坯', '中楼层(共18层)暂无数据  -  文化大道', '172万', '单价14183元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload2208842d-d1ac-4ff1-ae67-3cb09ae04196.jpg.296x216.jpg', '梅南山居香樟岭，南北通透，大两房，双阳台，满五唯一', '梅南山居  | 2室2厅 | 94平米 | 南 北 | 其他', '中楼层(共5层)2008年建板楼  -  庙山', '135万', '单价14362元/平米')
('https://image1.ljcdn.com/420100-inspection/feccab96-cd69-4443-8bd8-3c9d77aaa588.jpg.296x216.jpg', '保利海上五月花 精装4房 赠送10个平方面积 看房方便', '保利海上五月花一期  | 4室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  庙山', '165万', '单价14103元/平米')
('https://image1.ljcdn.com/420100-inspection/25441d0d-d48e-4846-bbd3-6c315d435b27.jpg.296x216.jpg', '美加湖滨新城电梯复试楼，带地下室和院子，随时看房', '美加湖滨新城二期  | 5室2厅 | 190.49平米 | 南 | 其他', '低楼层(共8层)板楼  -  庙山', '240万', '单价12600元/平米')
('https://image1.ljcdn.com/420100-inspection/43141263-0efb-40b5-a2b6-af96fcddf5e7.jpg.296x216.jpg', '南车花园正规一室一厅，业主诚心出售', '南车花园  | 1室1厅 | 60.8平米 | 西 | 其他', '中楼层(共25层)板楼  -  文化大道', '95万', '单价15625元/平米')
('https://image1.ljcdn.com/420100-inspection/64ae1ad3-63ef-47c7-a90c-2d24fe406be6.jpg.296x216.jpg', '美加湖滨新城一期 3室2厅 150万', '美加湖滨新城一期  | 3室2厅 | 124平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  庙山', '150万', '单价12097元/平米')
('https://image1.ljcdn.com/420100-inspection/42599e94-1f07-485f-8070-4d681041e1b5.jpg.296x216.jpg', '联投龙湾一期，精装大三房急售，保养很好，有湖景', '联投龙湾一期  | 3室2厅 | 117.9平米 | 南 | 其他', '低楼层(共30层)板楼  -  文化大道', '168万', '单价14250元/平米')
('https://image1.ljcdn.com/420100-inspection/14342105-1db1-48bb-b477-d4c546dc55d2.jpg.296x216.jpg', '联投龙湾一期 毛坯大四房出售  南北通透 位置安静', '联投龙湾一期  | 4室2厅 | 146.8平米 | 南 北 | 毛坯', '低楼层(共31层)2018年建板楼  -  文化大道', '200万', '单价13624元/平米')
('https://image1.ljcdn.com/420100-inspection/90c60570-4615-4860-969c-cb6dd7601c91.jpg.296x216.jpg', '保利海上五月花 装修3房 两证满两年 领包入住', '保利海上五月花一期  | 3室2厅 | 90.18平米 | 南 | 简装 | 有电梯', '中楼层(共24层)2013年建板楼  -  庙山', '139万', '单价15414元/平米')
('https://image1.ljcdn.com/420100-inspection/c63acd27-8d07-4cbe-a5f1-5f4dd709389f.jpg.296x216.jpg', '世茂林屿岸居家装修小三房 带暖气 房东换房诚心出售', '世茂林屿岸  | 3室2厅 | 87.85平米 | 南 | 精装', '高楼层(共35层)2016年建板楼  -  文化大道', '158万', '单价17986元/平米')
('https://image1.ljcdn.com/420100-inspection/2ef38df5-f85e-4a3e-9f01-6b89101c2e1b.jpg.296x216.jpg', '阳光100大平层清水毛坯 改动性大', '阳光100大湖第  | 4室2厅 | 183平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  藏龙岛', '220万', '单价12022元/平米')
('https://image1.ljcdn.com/420100-inspection/992d8c7a-e205-4318-ad26-d88ca533aebe.jpg.296x216.jpg', '产证满二，湖景房，中间楼层，视野好', '联投龙湾一期  | 3室2厅 | 116平米 | 南 | 其他 | 有电梯', '中楼层(共33层)板楼  -  文化大道', '165万', '单价14225元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cb394282-a2e8-4498-adc4-6ec2170599e4.png.296x216.jpg', '东湖学院 8090 两房 清水毛坯 满二 视野好 户型方正', '名城8090  | 2室2厅 | 70.66平米 | 南 | 毛坯', '中楼层(共18层)2013年建板楼  -  文化大道', '105万', '单价14860元/平米')
('https://image1.ljcdn.com/420100-inspection/fba640d4-0ebf-419a-9890-c634c04501a6.jpg.296x216.jpg', '产证在手，手续齐全。楼层高，视野开阔', '世茂林屿岸  | 3室1厅 | 87.78平米 | 南 | 其他', '中楼层(共34层)2016年建板楼  -  文化大道', '145万', '单价16519元/平米')
('https://image1.ljcdn.com/420100-inspection/fb556269-7d4c-44c8-87a0-f2f8d093db25.jpg.296x216.jpg', '走遍天下，最美江夏！香榭湾精装三房诚心出售！', '新长江香榭湾  | 3室2厅 | 98平米 | 南 北 | 精装', '低楼层(共33层)2015年建板楼  -  文化大道', '150万', '单价15307元/平米')
('https://image1.ljcdn.com/420100-inspection/a92c87b6-8ace-47e5-8804-8bd64f4795ed.jpg.296x216.jpg', '梅南山居 三房一卫 南北通透 采光好 自住精装修', '梅南山居  | 3室2厅 | 100.16平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  庙山', '180万', '单价17972元/平米')
('https://image1.ljcdn.com/420100-inspection/544d1701-f664-4910-ba55-c4a0ff13318d.jpg.296x216.jpg', '沃尔玛世纪广场旁百花园真复式楼证满五且唯一', '富丽百花园  | 5室3厅 | 152.16平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  江夏其它', '180万', '单价11830元/平米')
('https://image1.ljcdn.com/420100-inspection/0be5e6eb-1d43-454a-ad95-69b1b76ee01d.jpg.296x216.jpg', '楼层高，采光好，清水毛呸，有钥匙，看房方便。', '保利海上五月花一期  | 3室2厅 | 89.3平米 | 南 | 其他 | 有电梯', '高楼层(共24层)板楼  -  庙山', '138万', '单价15454元/平米')
('https://image1.ljcdn.com/420100-inspection/4a859b38-80ff-4d6a-98dd-52d2df42de9d.jpg.296x216.jpg', '中建汤逊湖壹号 清水毛坯 中间楼层 诚心出售', '中建汤逊湖壹号  | 3室2厅 | 129平米 | 南 | 其他', '中楼层(共33层)暂无数据  -  文化大道', '180万', '单价13954元/平米')
('https://image1.ljcdn.com/420100-inspection/e3f26cb0-6302-4621-b5c9-7404e1f58eb6.jpg.296x216.jpg', '侨亚中华孝庄  自住精装修 环境好 适合养老', '侨亚中华孝庄  | 1室2厅 | 72.99平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  藏龙岛', '80万', '单价10961元/平米')
('https://image1.ljcdn.com/420100-inspection/4385fa30-41bd-4110-8e56-d6482d8ad9a2.jpg.296x216.jpg', '纯朝南两房，视野宽广采光充足，小区品质环境好', '世茂林屿岸  | 2室1厅 | 83.76平米 | 南 | 毛坯 | 有电梯', '高楼层(共46层)2016年建板楼  -  文化大道', '135万', '单价16118元/平米')
('https://image1.ljcdn.com/420100-inspection/12c9ad00-6218-48e8-acfe-5b948bbb1121.jpg.296x216.jpg', '总高11层 中高楼层 小区中间位置 精装三居室', '联投龙湾一期  | 3室2厅 | 121.54平米 | 南 北 | 其他', '中楼层(共15层)板楼  -  文化大道', '195万', '单价16045元/平米')
('https://image1.ljcdn.com/420100-inspection/50eee1dd-b2d5-4271-9e27-a7551e4125a1.jpg.296x216.jpg', '精装大三房 两证满两年 税费少 中间楼层 户型方正', '美加湖滨新城二期  | 3室2厅 | 132.37平米 | 南 北 | 其他', '中楼层(共11层)暂无数据  -  庙山', '168万', '单价12692元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadb898ac92-3444-44be-b8a4-361f7b8d2810.jpg.296x216.jpg', '楚夏花园懒公馆 清水毛坯小两房 总价低 带四个阳台', '楚夏花园懒公馆  | 2室1厅 | 80平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2016年建板楼  -  文化大道', '112万', '单价14000元/平米')
('https://image1.ljcdn.com/420100-inspection/54d52223-4a00-4ddd-be77-555047e1bbbf.jpg.296x216.jpg', '五月花二期   精装修大三房  两证满两年', '保利海上五月花二期  | 3室2厅 | 98.72平米 | 南 北 | 其他', '高楼层(共24层)2016年建板楼  -  庙山', '158万', '单价16005元/平米')
('https://image1.ljcdn.com/420100-inspection/78cf9565-6e86-49e6-9572-8f336f1db4d5.jpg.296x216.jpg', '世茂通透小三房，带车位，居住舒适！', '世茂林屿岸  | 3室2厅 | 90.8平米 | 南 北 | 其他 | 有电梯', '低楼层(共46层)板楼  -  文化大道', '150万', '单价16520元/平米')
('https://image1.ljcdn.com/420100-inspection/test-43762178-2923-49a7-88cd-6a62827e3c1a.png.296x216.jpg', '岭尚梦想 2室2厅 120万', '岭尚梦想  | 2室2厅 | 84.36平米 | 南 | 简装 | 有电梯', '中楼层(共34层)2016年建板塔结合  -  文化大道', '120万', '单价14225元/平米')
('https://image1.ljcdn.com/420100-inspection/a75610d5-7d8a-4532-a2a6-469eb7d41f34.jpg.296x216.jpg', '阳光100大三房 采光好 赠送面积多', '阳光100大湖第  | 3室2厅 | 120平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2013年建板楼  -  藏龙岛', '160万', '单价13334元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d67a78bf-90d2-419d-b08d-7e4abaa9c579.png.296x216.jpg', '远洋庄园 3室2厅 138万', '远洋庄园  | 3室2厅 | 109.09平米 | 南 | 其他', '低楼层(共6层)板楼  -  庙山', '138万', '单价12651元/平米')
('https://image1.ljcdn.com/420100-inspection/9c8ca74a-9091-49bd-9b94-96e82b86b4e7.jpg.296x216.jpg', '阳光100大湖第 精装两房 湖景房 中高楼层 采光好', '阳光100大湖第  | 2室2厅 | 85.4平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2015年建板楼  -  藏龙岛', '138万', '单价16160元/平米')
('https://image1.ljcdn.com/420100-inspection/a16c905c-e524-4342-84bc-c0d10f62fb2a.jpg.296x216.jpg', '楚夏花园懒公馆俩房朝南  中间楼层 全房隔音 随时看房', '楚夏花园懒公馆  | 2室2厅 | 80平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2016年建板楼  -  文化大道', '120万', '单价15000元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f1a9b100-80c0-4a69-95ec-97112217fdea.png.296x216.jpg', '居家精装大四房 高层南北通透 业主诚售 寻找有缘人', '保利海上五月花一期  | 4室2厅 | 118平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2016年建板楼  -  庙山', '185万', '单价15678元/平米')
('https://image1.ljcdn.com/420100-inspection/test-efaabb54-b8a8-44a5-b1af-86adace8166f.png.296x216.jpg', '联投龙湾一期 满两年毛坯两房 有钥匙 中高楼层 采光好', '联投龙湾一期  | 2室2厅 | 84.22平米 | 南 | 毛坯 | 有电梯', '中楼层(共33层)板楼  -  文化大道', '135万', '单价16030元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7bf21e4e-9c28-4616-85b2-ec21fa84a69a.png.296x216.jpg', '龙湾一期  精装满二  全房朝南  随时看房  业主置换', '联投龙湾一期  | 2室2厅 | 83.64平米 | 东南 | 其他', '中楼层(共30层)2015年建板楼  -  文化大道', '133.8万', '单价15998元/平米')
('https://image1.ljcdn.com/420100-inspection/3af95596-d2f0-457d-bed3-1ddc000df73e.jpg.296x216.jpg', '此房满两年，南北通楼格局好，中间楼层，视野好', '保利海上五月花一期  | 4室2厅 | 119.56平米 | 南 北 | 其他 | 有电梯', '中楼层(共24层)2016年建板楼  -  庙山', '189万', '单价15808元/平米')
('https://image1.ljcdn.com/420100-inspection/881edb97-f2c5-4207-8ee7-4ef4c25ab5f8.jpg.296x216.jpg', '走遍天下 最美江夏  南车花园 正规两房 中间楼层', '南车花园  | 2室2厅 | 92平米 | 南 北 | 其他', '中楼层(共33层)板楼  -  文化大道', '142万', '单价15435元/平米')
('https://image1.ljcdn.com/420100-inspection/e15ae2fb-37f4-434b-8a1a-1cf37004ccc7.jpg.296x216.jpg', '保利清能西海岸 3室1厅 172万', '保利清能西海岸  | 3室1厅 | 108.03平米 | 南 | 其他', '中楼层(共27层)2015年建板楼  -  藏龙岛', '172万', '单价15922元/平米')
('https://image1.ljcdn.com/420100-inspection/test-72fe29b6-7bf2-4124-9514-a53975be6c5f.png.296x216.jpg', '保利海上五月花一期 3室2厅 150万', '保利海上五月花一期  | 3室2厅 | 91平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2015年建塔楼  -  庙山', '150万', '单价16484元/平米')
('https://image1.ljcdn.com/420100-inspection/3b814693-85bc-4e22-8f60-cf2178d6ab6a.jpg.296x216.jpg', '保利海上五月花二期 3室2厅 160万', '保利海上五月花二期  | 3室2厅 | 99.79平米 | 南 | 其他', '中楼层(共24层)板楼  -  庙山', '160万', '单价16034元/平米')
('https://image1.ljcdn.com/420100-inspection/test-1484440d-b2b7-4c7a-bd0d-5942f5ca8fa4.png.296x216.jpg', '联投一期居家两房 两证满二 中间楼层 送8平入户门厅', '联投龙湾一期  | 2室2厅 | 85.87平米 | 南 | 精装', '低楼层(共33层)板楼  -  文化大道', '135万', '单价15722元/平米')
('https://image1.ljcdn.com/420100-inspection/1ffb2c22-2b0a-42f1-ab84-d46d43ca4359.jpg.296x216.jpg', '世茂林屿岸，经典三房，南北通透，一线湖景', '世茂林屿岸  | 3室2厅 | 122.94平米 | 南 北 | 毛坯', '低楼层(共18层)2015年建板楼  -  文化大道', '220万', '单价17895元/平米')
